name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020
TotalAssets,"1,019,344,000","982,960,000","980,260,000","988,953,000","927,849,000","404,550,000"
	CurrentAssets,"872,546,000","857,413,000","864,745,000","937,255,000","877,102,000","354,405,000"
		CashCashEquivalentsAndShortTermInvestments,"564,330,000","579,059,000","601,651,000","664,324,000","659,688,000","233,725,000"
			CashAndCashEquivalents,"543,249,000","565,294,000","601,651,000","664,324,000","659,688,000","233,725,000"
			OtherShortTermInvestments,"21,081,000","13,765,000",,,,
		Receivables,"291,424,000","267,031,000","250,719,000","260,682,000","204,568,000","112,639,000"
			AccountsReceivable,"228,133,000","222,753,000","215,645,000","234,174,000","188,524,000","104,138,000"
				GrossAccountsReceivable,"231,661,000","226,477,000","218,679,000","237,332,000","191,115,000","106,231,000"
				AllowanceForDoubtfulAccountsReceivable,"-3,528,000","-3,724,000","-3,034,000","-3,158,000","-2,591,000","-2,093,000"
			OtherReceivables,"63,291,000","44,278,000","35,074,000","26,508,000","16,044,000","8,501,000"
		RestrictedCash,,"700,000",,,,
		OtherCurrentAssets,"16,792,000","10,623,000","12,375,000","12,249,000","12,846,000","8,041,000"
	TotalNonCurrentAssets,"146,798,000","125,548,000","115,515,000","51,698,000","50,747,000","50,145,000"
		NetPPE,"8,534,000","8,180,000","6,620,000","6,971,000","7,322,000","6,912,000"
			GrossPPE,"13,734,000","12,816,000","10,673,000","10,452,000","7,322,000","9,351,000"
				Properties,,"0",,,,"0"
				MachineryFurnitureEquipment,,"5,809,000",,,,"4,283,000"
				OtherProperties,"13,734,000","6,385,000","10,673,000","10,452,000","7,322,000","4,446,000"
				Leases,,"622,000",,,,"622,000"
			AccumulatedDepreciation,"-5,200,000","-4,636,000","-4,053,000","-3,481,000",,"-2,439,000"
		GoodwillAndOtherIntangibleAssets,"135,860,000","114,814,000","106,282,000","43,515,000","42,145,000","41,086,000"
			Goodwill,"97,388,000","78,839,000","69,938,000","21,820,000","21,820,000","21,820,000"
			OtherIntangibleAssets,"38,472,000","35,975,000","36,344,000","21,695,000","20,325,000","19,266,000"
		OtherNonCurrentAssets,"2,404,000","2,554,000","2,613,000","1,212,000","1,280,000","2,147,000"
TotalLiabilitiesNetMinorityInterest,"485,722,000","426,863,000","404,209,000","396,951,000","330,100,000","544,242,000"
