name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013
OperatingCashFlow,"6,656,000,000","1,396,000,000","2,004,000,000","1,815,000,000","1,441,000,000","1,839,000,000","2,086,000,000","1,483,000,000","2,381,000,000","1,537,000,000","2,336,000,000","2,399,000,000","1,966,000,000","2,289,000,000","2,576,000,000","2,685,000,000","2,166,000,000","1,915,000,000","2,470,000,000","2,928,000,000","1,768,000,000","1,750,000,000","2,036,000,000","1,815,000,000","1,472,000,000","1,500,000,000","1,889,000,000","1,317,000,000","1,313,000,000","1,665,000,000","1,046,000,000","1,295,000,000","1,227,000,000","1,772,000,000","1,145,000,000","1,764,000,000","1,184,000,000","1,586,000,000"
	CashFlowFromContinuingOperatingActivities,"6,656,000,000","1,396,000,000","2,004,000,000","1,815,000,000","1,441,000,000","1,839,000,000","2,086,000,000","1,483,000,000","2,381,000,000","1,537,000,000","2,336,000,000","2,399,000,000","1,966,000,000","2,289,000,000","2,576,000,000","2,685,000,000","2,166,000,000","1,915,000,000","2,470,000,000","2,928,000,000","1,768,000,000","1,750,000,000","2,036,000,000","1,815,000,000","1,472,000,000","1,500,000,000","1,889,000,000","1,317,000,000","1,313,000,000","1,665,000,000","1,046,000,000","1,295,000,000","1,227,000,000","1,772,000,000","1,145,000,000","1,764,000,000","1,184,000,000","1,586,000,000"
		NetIncomeFromContinuingOperations,"4,128,000,000","932,000,000","813,000,000","1,141,000,000","1,242,000,000","1,025,000,000","738,000,000","313,000,000","48,000,000","286,000,000","731,000,000","1,056,000,000","853,000,000","1,107,000,000","783,000,000","671,000,000","696,000,000","640,000,000","385,000,000","555,000,000","496,000,000","499,000,000","576,000,000","604,000,000","489,000,000","582,000,000","547,000,000","574,000,000","541,000,000","552,000,000","531,000,000","548,000,000","472,000,000","558,000,000","443,000,000","641,000,000","536,000,000","359,000,000"
		DepreciationAmortizationDepletion,"402,000,000","107,000,000","105,000,000","93,000,000","97,000,000","95,000,000","93,000,000","97,000,000","97,000,000","96,000,000","94,000,000","94,000,000","92,000,000","87,000,000","80,000,000","78,000,000","73,000,000","71,000,000","67,000,000","69,000,000","59,000,000","59,000,000","55,000,000","56,000,000","54,000,000","54,000,000","47,000,000","46,000,000","44,000,000","37,000,000","35,000,000","33,000,000","32,000,000","31,000,000","27,000,000","25,000,000","25,000,000","27,000,000"
			DepreciationAndAmortization,"402,000,000","107,000,000","105,000,000","93,000,000","97,000,000","95,000,000","93,000,000","97,000,000","97,000,000","96,000,000","94,000,000","94,000,000","92,000,000","87,000,000","80,000,000","78,000,000","73,000,000","71,000,000","67,000,000","69,000,000","59,000,000","59,000,000","55,000,000","56,000,000","54,000,000","54,000,000","47,000,000","46,000,000","44,000,000","37,000,000","35,000,000","33,000,000","32,000,000","31,000,000","27,000,000","25,000,000","25,000,000","27,000,000"
		DeferredTax,"154,000,000","49,000,000","-11,000,000","46,000,000","70,000,000","114,000,000","-134,000,000","-140,000,000","-219,000,000","-109,000,000","-80,000,000","-32,000,000","-10,000,000","145,000,000","0","-42,000,000","-30,000,000","19,000,000","199,000,000","367,000,000","-200,000,000","19,000,000","342,000,000","-50,000,000","-78,000,000","175,000,000","-263,000,000","-57,000,000","-61,000,000","86,000,000","10,000,000","-155,000,000","-78,000,000","20,000,000","-40,000,000","18,000,000","-85,000,000","-130,000,000"
			DeferredIncomeTax,"154,000,000","49,000,000","-11,000,000","46,000,000","70,000,000","114,000,000","-134,000,000","-140,000,000","-219,000,000","-109,000,000","-80,000,000","-32,000,000","-10,000,000","145,000,000","0","-42,000,000","-30,000,000","19,000,000","199,000,000","367,000,000","-200,000,000","19,000,000","342,000,000","-50,000,000","-78,000,000","175,000,000","-263,000,000","-57,000,000","-61,000,000","86,000,000","10,000,000","-155,000,000","-78,000,000","20,000,000","-40,000,000","18,000,000","-85,000,000","-130,000,000"
		OtherNonCashItems,"539,000,000","147,000,000","103,000,000","154,000,000","135,000,000","130,000,000","174,000,000","179,000,000","187,000,000","180,000,000","163,000,000","161,000,000","140,000,000","144,000,000","149,000,000","130,000,000","152,000,000","170,000,000","161,000,000","165,000,000","151,000,000","172,000,000","137,000,000","127,000,000","125,000,000","136,000,000","140,000,000","99,000,000","76,000,000","114,000,000","245,000,000","25,000,000","25,000,000","-1,000,000","1,000,000","30,000,000","20,000,000","12,000,000"
		ChangeInWorkingCapital,"520,000,000","-360,000,000","433,000,000","356,000,000","91,000,000","141,000,000","465,000,000","-176,000,000","595,000,000","-593,000,000","324,000,000","101,000,000","-307,000,000","-53,000,000","112,000,000","397,000,000","-5,000,000","-347,000,000","304,000,000","462,000,000","-64,000,000","-305,000,000","-150,000,000","92,000,000","-139,000,000","-350,000,000","595,000,000","-47,000,000","-27,000,000","189,000,000","-572,000,000","169,000,000","95,000,000","400,000,000","-104,000,000","509,000,000","22,000,000","271,000,000"
			ChangeInReceivables,"201,000,000","65,000,000","-155,000,000","-17,000,000","308,000,000","288,000,000","-55,000,000","46,000,000","389,000,000","-41,000,000","39,000,000","-297,000,000","-213,000,000","80,000,000","-244,000,000","-52,000,000","0","16,000,000","-188,000,000","-14,000,000","-136,000,000","40,000,000","-324,000,000","-70,000,000","-98,000,000","63,000,000","-145,000,000","-213,000,000","61,000,000","134,000,000","-206,000,000","94,000,000","43,000,000","137,000,000","-136,000,000","-77,000,000","40,000,000","21,000,000"
