name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015
OperatingCashFlow,"138,000,000","-118,300,000","51,400,000","67,200,000","137,700,000","-45,500,000","48,700,000","61,600,000","184,700,000","-65,600,000","66,400,000","75,800,000","37,100,000","-48,500,000","36,400,000","70,100,000","12,400,000","-40,800,000","30,900,000","17,100,000","23,000,000","-54,700,000","63,700,000","-3,000,000","2,200,000","10,000,000","26,400,000","32,000,000","27,800,000","-15,200,000"
	CashFlowFromContinuingOperatingActivities,"138,000,000","-118,300,000","51,400,000","67,200,000","137,700,000","-45,500,000","48,700,000","61,600,000","184,700,000","-65,600,000","66,400,000","75,800,000","37,100,000","-48,500,000","36,400,000","70,100,000","12,400,000","-40,800,000","30,900,000","17,100,000","23,000,000","-54,700,000","63,700,000","-3,000,000","2,200,000","10,000,000","26,400,000","32,000,000","27,800,000","-15,200,000"
		NetIncomeFromContinuingOperations,"263,300,000","32,300,000","27,500,000","80,000,000","123,500,000","7,400,000","11,500,000","48,200,000","79,100,000","-17,500,000","2,500,000","34,600,000","64,700,000","-24,100,000","-2,100,000","29,900,000","63,100,000","-17,000,000","4,000,000","16,900,000","44,200,000","-10,500,000","-5,600,000","14,900,000","26,900,000","-5,600,000","-5,900,000","11,400,000","33,200,000","-9,800,000"
		OperatingGainsLosses,"-300,000","-100,000","200,000","-200,000","-200,000","900,000","-200,000","-400,000","100,000","100,000","100,000","100,000","0","500,000","-100,000",,,"-100,000","400,000","0","200,000","100,000","500,000","100,000","1,200,000","-100,000","300,000","-100,000","0","200,000"
			GainLossOnSaleOfPPE,"-300,000","-100,000","200,000","-200,000","-200,000","100,000","-200,000","-400,000","100,000","100,000","100,000","100,000","0","100,000","-100,000","-300,000","100,000","-100,000","400,000","0","100,000","100,000",,,"0","-100,000","300,000","-100,000","0","200,000"
		DepreciationAmortizationDepletion,"85,300,000","21,700,000","22,300,000","21,000,000","20,300,000","19,400,000","18,200,000","16,300,000","16,400,000","16,300,000","14,800,000","14,600,000","14,700,000","15,400,000","14,000,000","14,100,000","12,500,000","11,700,000","11,400,000","11,100,000","10,800,000","9,800,000","9,600,000","9,700,000","9,100,000","8,600,000","8,700,000","8,300,000","7,800,000","6,400,000"
			DepreciationAndAmortization,"85,300,000","21,700,000","22,300,000","21,000,000","20,300,000","19,400,000","18,200,000","16,300,000","16,400,000","16,300,000","14,800,000","14,600,000","14,700,000","15,400,000","14,000,000","14,100,000","12,500,000","11,700,000","11,400,000","11,100,000","10,800,000","9,800,000","9,600,000","9,700,000","9,100,000","8,600,000","8,700,000","8,300,000","7,800,000","6,400,000"
				Depreciation,"37,700,000","10,000,000","10,400,000","8,900,000","8,400,000","8,500,000","7,900,000","7,300,000","7,200,000","7,000,000","6,300,000","6,000,000","6,000,000","6,800,000","5,800,000","5,700,000","5,200,000","4,800,000","4,700,000","4,700,000","4,200,000","4,000,000","3,900,000","3,500,000","3,400,000","3,400,000","3,600,000","3,400,000","3,200,000","2,600,000"
				AmortizationCashFlow,"47,600,000","11,700,000","11,900,000","12,100,000","11,900,000","10,900,000","10,300,000","9,000,000","9,200,000","9,300,000","8,500,000","8,600,000","8,700,000","8,600,000","8,200,000","8,400,000","7,300,000","6,900,000","6,700,000","6,400,000","6,600,000","5,800,000","5,700,000","6,200,000","5,700,000","5,200,000","5,100,000","4,900,000","4,600,000","3,800,000"
					AmortizationOfIntangibles,"47,600,000","11,700,000","11,900,000","12,100,000","11,900,000","10,900,000","10,300,000","9,000,000","9,200,000","9,300,000","8,500,000","8,600,000","8,700,000","8,600,000","8,200,000","8,400,000","7,300,000","6,900,000","6,700,000","6,400,000","6,600,000","5,800,000","5,700,000","6,200,000","5,700,000","5,200,000","5,100,000","4,900,000","4,600,000","3,800,000"
		DeferredTax,,,,,,,,,,,,,,,"-7,100,000","0",,,"-20,000,000","-11,500,000",,,,,"9,900,000","0","-1,700,000","-8,200,000","4,000,000","-1,600,000"
			DeferredIncomeTax,,,,,,,,,,,,,,,"-7,100,000","0",,,"-20,000,000","-11,500,000",,,,,"9,900,000","0","-1,700,000","-8,200,000","4,000,000","-1,600,000"
		StockBasedCompensation,"14,900,000","3,700,000","3,100,000","3,500,000","4,600,000","3,100,000","2,700,000","2,600,000","2,800,000","2,500,000","2,000,000","2,500,000","5,400,000","1,800,000","1,800,000","1,900,000","2,100,000","2,100,000","1,400,000","1,500,000","1,600,000","1,400,000","1,300,000","1,100,000","1,600,000","700,000","800,000","700,000","800,000","700,000"
		OtherNonCashItems,"8,800,000","-200,000","3,900,000","5,200,000","-100,000","-200,000","4,400,000","1,200,000","1,300,000","900,000","800,000","300,000","600,000","1,200,000","500,000","1,400,000","1,100,000","-500,000","1,000,000","700,000","700,000","700,000","1,000,000","200,000","600,000","400,000","1,800,000","1,000,000","700,000","1,000,000"
		ChangeInWorkingCapital,"-230,900,000","-175,700,000","-2,500,000","-42,300,000","-10,400,000","-76,100,000","11,700,000","-6,300,000","85,000,000","-67,900,000","49,600,000","23,700,000","-48,300,000","-43,300,000","29,400,000","22,400,000","-66,500,000","-37,000,000","32,700,000","-1,600,000","-49,500,000","-56,200,000","66,800,000","-19,100,000","-47,100,000","6,000,000","22,400,000","18,900,000","-18,700,000","-12,100,000"
			ChangeInReceivables,"-78,400,000","-36,600,000","26,000,000","-4,100,000","-63,700,000","-46,800,000","32,300,000","11,500,000","-14,200,000","-26,600,000","37,700,000","18,000,000","-59,400,000","12,800,000","25,900,000","17,400,000","-78,900,000","-13,800,000","33,100,000","6,200,000","-44,200,000","-36,600,000","60,400,000","3,000,000","-28,000,000","-47,500,000","35,000,000","26,900,000","-51,400,000","-15,600,000"
				ChangesInAccountReceivables,"-86,200,000","-39,900,000","25,900,000","-700,000","-71,500,000","-45,800,000","37,400,000","13,200,000","-36,900,000","-10,900,000","42,200,000","20,200,000","-77,400,000","21,100,000","24,300,000","27,600,000","-91,200,000","-4,100,000","33,000,000","9,000,000","-53,400,000","-29,100,000","58,100,000","6,000,000","-38,600,000","-44,200,000","40,700,000","26,900,000","-68,100,000","-10,900,000"
			ChangeInInventory,"-215,400,000","-216,100,000","2,600,000","-13,900,000","12,000,000","-157,600,000","27,900,000","-2,800,000","79,500,000","-112,500,000","53,900,000","11,600,000","19,600,000","-88,100,000","20,200,000","30,200,000","20,400,000","-109,300,000","38,400,000","19,800,000","-2,100,000","-87,100,000","21,300,000","19,100,000","2,800,000","-43,800,000","27,200,000","22,100,000","4,700,000","-50,300,000"
			ChangeInPrepaidAssets,"-11,500,000","-6,300,000","7,500,000","-6,600,000","-6,100,000","2,000,000","1,300,000","-10,500,000","-200,000","-1,600,000","10,700,000","-3,600,000","-12,400,000","12,800,000","4,400,000","-7,300,000","-2,500,000","-3,500,000","6,800,000","-8,800,000","-4,800,000","-5,400,000","12,500,000","-4,300,000","-7,000,000","-1,000,000","9,800,000","1,600,000","-9,000,000","2,600,000"
			ChangeInPayablesAndAccruedExpense,"74,400,000","83,300,000","-38,600,000","-17,700,000","47,400,000","126,300,000","-49,800,000","-4,500,000","19,900,000","72,800,000","-52,700,000","-2,300,000","3,900,000","19,200,000","-21,100,000","-17,900,000","-5,500,000","89,600,000","-45,600,000","-18,800,000","1,600,000","72,900,000","-27,400,000","-36,900,000","-14,900,000","98,300,000","-49,600,000","-31,700,000","37,000,000","51,200,000"
