name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018
		PrepaidAssets,"17,762,000","13,896,000","14,065,000","13,298,000","14,442,000","13,029,000","11,083,000","9,411,000","7,096,000","8,033,000","7,253,000","4,120,000","3,020,000"
		RestrictedCash,"27,000","1,028,000","28,000","18,151,000","18,164,000","16,567,000","59,451,000","57,849,000",,,,,
	TotalNonCurrentAssets,"305,916,000","271,235,000","246,468,000","220,405,000","208,317,000","154,975,000","142,093,000","131,218,000","180,652,000","125,083,000","98,671,000","48,368,000","18,074,000"
		NetPPE,"265,880,000","230,410,000","203,304,000","176,454,000","163,666,000","119,823,000","110,490,000","99,067,000","96,432,000","48,821,000","46,840,000","38,337,000","11,127,000"
			GrossPPE,"265,880,000","279,431,000","247,698,000","215,665,000","198,415,000","150,325,000","110,490,000","99,067,000","96,432,000","67,876,000",,"52,829,000","25,210,000"
				Properties,,"0","0","0","0","0",,,,"0",,"0","0"
				LandAndImprovements,,"36,099,000","35,692,000","31,798,000","29,145,000",,,,,,,,
				MachineryFurnitureEquipment,,"62,691,000","59,508,000","55,255,000","50,231,000","41,680,000",,,,"31,534,000",,"23,307,000","18,921,000"
				OtherProperties,"265,880,000","60,918,000","60,715,000","54,125,000","56,353,000","46,983,000","110,490,000","99,067,000","96,432,000",,,,
				ConstructionInProgress,,"52,191,000","38,842,000","25,615,000","13,469,000","19,594,000",,,,"2,406,000",,"15,180,000","2,947,000"
				Leases,,"67,532,000","52,941,000","48,872,000","49,217,000","42,068,000",,,,"33,936,000",,"14,342,000","3,342,000"
			AccumulatedDepreciation,,"-49,021,000","-44,394,000","-39,211,000","-34,749,000","-30,502,000",,,,"-19,055,000",,"-14,492,000","-14,083,000"
		GoodwillAndOtherIntangibleAssets,"29,275,000","29,908,000","30,552,000","31,204,000","31,853,000","22,354,000","21,929,000",,,,,,
			Goodwill,"4,511,000","4,511,000","4,511,000","4,511,000","4,511,000",,,,,,,,
			OtherIntangibleAssets,"24,764,000","25,397,000","26,041,000","26,693,000","27,342,000","22,354,000","21,929,000",,,,,,
		OtherNonCurrentAssets,"10,761,000","10,917,000","12,612,000","12,747,000","12,798,000","12,798,000","9,674,000","32,151,000","84,220,000","76,262,000","51,831,000","10,031,000","6,947,000"
TotalLiabilitiesNetMinorityInterest,"196,566,000","201,258,000","190,351,000","192,993,000","201,573,000","190,269,000","217,464,000","191,533,000","201,316,000","185,840,000","151,367,000","140,298,000","344,297,000"
	CurrentLiabilities,"94,446,000","110,357,000","100,375,000","113,126,000","120,549,000","118,126,000","145,571,000","122,180,000","59,068,000","63,049,000","48,236,000","43,227,000","32,362,000"
		PayablesAndAccruedExpenses,"68,370,000","61,037,000","58,611,000","79,962,000","90,387,000","84,365,000","120,753,000","99,781,000","28,486,000","31,756,000","24,338,000","24,341,000","14,601,000"
			Payables,"20,861,000","21,973,000","20,337,000","20,382,000","18,056,000","13,358,000","11,278,000","10,870,000","14,428,000","14,115,000","12,699,000","10,226,000","9,530,000"
				AccountsPayable,"18,956,000","17,351,000","17,037,000","16,181,000","15,578,000","4,709,000","9,490,000","9,916,000","13,505,000","13,028,000","11,959,000","9,429,000","8,792,000"
				TotalTaxPayable,"1,905,000","4,622,000","3,300,000","4,201,000","2,478,000","8,649,000","1,788,000","954,000","923,000","1,087,000","740,000","797,000","738,000"
			CurrentAccruedExpenses,"47,509,000","39,064,000","38,274,000","59,580,000","72,331,000","71,007,000","109,475,000","88,911,000","14,058,000","17,641,000","11,639,000","14,115,000","5,071,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,767,000","31,626,000","27,182,000","21,113,000","16,820,000","15,383,000","11,189,000","10,276,000","18,623,000","12,394,000","7,850,000","6,399,000","7,047,000"
		CurrentDebtAndCapitalLeaseObligation,"7,637,000","5,131,000","4,464,000","4,905,000","6,156,000","5,936,000","4,976,000","3,938,000","3,453,000","9,882,000","7,383,000","4,887,000","4,187,000"
			CurrentDebt,,,,,,,,,,"9,882,000","7,383,000","4,887,000","4,187,000"
				OtherCurrentBorrowings,,,,,,,,,,"9,882,000","7,383,000","4,887,000","4,187,000"
			CurrentCapitalLeaseObligation,"7,637,000","5,131,000","4,464,000","4,905,000","6,156,000","5,936,000","4,976,000","3,938,000","3,453,000",,,,
		CurrentDeferredLiabilities,"6,260,000","6,294,000","6,467,000","6,372,000","5,900,000","6,199,000","4,875,000","4,357,000","4,470,000","4,601,000","3,874,000","3,236,000","2,776,000"
			CurrentDeferredRevenue,"6,260,000","6,294,000","6,467,000","6,372,000","5,900,000","6,199,000","4,875,000","4,357,000","4,470,000","4,601,000","3,874,000","3,236,000","2,776,000"
		OtherCurrentLiabilities,"7,412,000","6,269,000","3,651,000","774,000","1,286,000","6,243,000","3,778,000","3,828,000","4,036,000","4,416,000","4,791,000","4,364,000","3,751,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"102,120,000","90,901,000","89,976,000","79,867,000","81,024,000","72,143,000","71,893,000","69,353,000","142,248,000","122,791,000","103,131,000","97,071,000","311,935,000"
		LongTermDebtAndCapitalLeaseObligation,"93,538,000","76,847,000","75,735,000","65,917,000","66,344,000","57,042,000","56,618,000","55,228,000","56,166,000","19,837,000","22,307,000","24,777,000","25,489,000"
			LongTermDebt,,,,,,,,,,"19,837,000","22,307,000","24,777,000","25,489,000"
			LongTermCapitalLeaseObligation,"93,538,000","76,847,000","75,735,000","65,917,000","66,344,000","57,042,000","56,618,000","55,228,000","56,166,000",,,,
		NonCurrentDeferredLiabilities,,,,,,"0","0","0","0","16,954,000","17,372,000","16,150,000","4,431,000"
			NonCurrentDeferredRevenue,,,,,,,,,,"834,000","1,202,000","1,131,000","1,102,000"
		NonCurrentAccruedExpenses,"0","5,814,000","5,814,000","5,814,000","5,814,000","11,171,000","11,223,000","11,223,000","84,537,000","84,909,000","62,501,000","55,255,000","38,000,000"
		PreferredSecuritiesOutsideStockEquity,,,,,,,,,,"0","0","0","243,244,000"
		OtherNonCurrentLiabilities,"8,582,000","8,240,000","8,427,000","8,136,000","8,866,000","3,930,000","4,052,000","2,902,000","1,545,000","1,091,000","951,000","889,000","771,000"
TotalEquityGrossMinorityInterest,"806,685,000","817,568,000","800,221,000","784,586,000","752,460,000","739,072,000","825,080,000","391,269,000","409,068,000","420,083,000","421,448,000","15,296,000","-219,987,000"
	StockholdersEquity,"806,685,000","817,568,000","800,221,000","784,586,000","752,460,000","739,072,000","825,080,000","391,269,000","409,068,000","420,083,000","421,448,000","15,296,000","-219,987,000"
		CapitalStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000"
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0",,
			CommonStock,"2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","2,000","1,000"
		AdditionalPaidInCapital,"1,714,860,000","1,680,865,000","1,644,897,000","1,612,227,000","1,569,059,000","1,544,218,000","1,214,655,000","714,630,000","692,617,000","682,494,000","676,839,000","260,958,000","11,165,000"
		RetainedEarnings,"-905,734,000","-863,321,000","-844,872,000","-827,701,000","-816,649,000","-805,098,000","-389,525,000","-323,677,000","-283,510,000","-262,367,000","-255,233,000","-245,630,000","-231,116,000"
		GainsLossesNotAffectingRetainedEarnings,"-2,443,000","22,000","194,000","58,000","48,000","-50,000","-52,000","314,000","-41,000","-46,000","-160,000","-34,000","-37,000"
TotalCapitalization,"806,685,000","817,568,000","800,221,000","784,586,000","752,460,000","739,072,000","825,080,000","391,269,000","409,068,000","439,920,000","443,755,000","40,073,000","-194,498,000"
CommonStockEquity,"806,685,000","817,568,000","800,221,000","784,586,000","752,460,000","739,072,000","825,080,000","391,269,000","409,068,000","420,083,000","421,448,000","15,296,000","-219,987,000"
CapitalLeaseObligations,"101,175,000","81,978,000","80,199,000","70,822,000","72,500,000","62,978,000","61,594,000","59,166,000","59,619,000",,,,
NetTangibleAssets,"777,410,000","787,660,000","769,669,000","753,382,000","720,607,000","716,718,000","803,151,000","391,269,000","409,068,000","420,083,000","421,448,000","15,296,000","-219,987,000"
WorkingCapital,"602,889,000","637,234,000","643,729,000","644,048,000","625,167,000","656,240,000","754,880,000","329,404,000","370,664,000","417,791,000","425,908,000","63,999,000","73,874,000"
InvestedCapital,"806,685,000","817,568,000","800,221,000","784,586,000","752,460,000","739,072,000","825,080,000","391,269,000","409,068,000","449,802,000","451,138,000","44,960,000","-190,311,000"
TangibleBookValue,"777,410,000","787,660,000","769,669,000","753,382,000","720,607,000","716,718,000","803,151,000","391,269,000","409,068,000","420,083,000","421,448,000","15,296,000","-219,987,000"
TotalDebt,"101,175,000","81,978,000","80,199,000","70,822,000","72,500,000","62,978,000","61,594,000","59,166,000","59,619,000","29,719,000","29,690,000","29,664,000","29,676,000"
ShareIssued,"113,276,350","112,514,977","111,537,448","110,739,919","109,588,527","108,485,909","105,599,326","100,259,182","98,145,208","96,241,596","96,118,804","96,118,804","92,849,660"
OrdinarySharesNumber,"113,276,350","112,514,977","111,537,448","110,739,919","109,588,527","108,485,909","105,599,326","100,259,182","98,145,208","96,241,596","96,118,804","96,118,804","92,849,660"
