name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011
TotalRevenue,"2,890,127,000","639,596,000","996,332,000","607,645,000","646,554,000","597,823,000","858,514,000","476,614,000","426,110,000","200,899,000","687,130,000","377,438,000","417,400,000","364,762,000","602,684,000","312,823,000","347,734,000","296,322,000","504,832,000","257,175,000","283,320,000","232,881,000","388,090,000","199,475,000","220,130,000","192,715,000","326,351,000","169,685,000","182,191,000","153,727,000","263,756,000","137,979,000","152,479,000","126,004,000","211,964,000","110,747,000","117,087,000","95,604,000","173,589,000","86,587,000","86,820,000","71,829,000","125,825,000","61,895,000","61,966,000","47,427,000"
	OperatingRevenue,"2,890,127,000","639,596,000","996,332,000","607,645,000","646,554,000","597,823,000","858,514,000","476,614,000","426,110,000","200,899,000","687,130,000","377,438,000","417,400,000","364,762,000","602,684,000","312,823,000","347,734,000","296,322,000","504,832,000","257,175,000","283,320,000","232,881,000","388,090,000","199,475,000","220,130,000","192,715,000","326,351,000","169,685,000","182,191,000","153,727,000","263,756,000","137,979,000","152,479,000","126,004,000","211,964,000","110,747,000","117,087,000","95,604,000","173,589,000","86,587,000","86,820,000","71,829,000","125,825,000","61,895,000","61,966,000","47,427,000"
CostOfRevenue,"1,853,775,000","432,819,000","599,438,000","405,283,000","416,235,000","396,954,000","517,584,000","325,514,000","286,271,000","180,438,000","398,002,000","258,756,000","271,229,000","244,777,000","358,679,000","210,733,000","225,982,000","199,084,000","297,342,000","173,544,000","184,814,000","159,095,000","228,673,000","135,472,000","146,780,000","132,448,000","194,169,000","116,920,000","122,365,000","106,566,000","157,428,000","96,356,000","101,574,000","87,069,000","127,795,000","76,513,000","77,687,000","65,391,000","102,451,000","59,656,000","58,073,000","48,809,000","73,935,000","43,522,000","41,955,000","32,840,000"
GrossProfit,"1,036,352,000","206,777,000","396,894,000","202,362,000","230,319,000","200,869,000","340,930,000","151,100,000","139,839,000","20,461,000","289,128,000","118,682,000","146,171,000","119,985,000","244,005,000","102,090,000","121,752,000","97,238,000","207,490,000","83,631,000","98,506,000","73,786,000","159,417,000","64,003,000","73,350,000","60,267,000","132,182,000","52,765,000","59,826,000","47,161,000","106,328,000","41,623,000","50,905,000","38,935,000","84,169,000","34,234,000","39,400,000","30,213,000","71,138,000","26,931,000","28,747,000","23,020,000","51,890,000","18,373,000","20,011,000","14,587,000"
OperatingExpense,"677,830,000","164,448,000","209,318,000","159,913,000","144,151,000","137,182,000","171,322,000","126,851,000","106,697,000","92,657,000","145,027,000","105,997,000","110,142,000","95,516,000","127,497,000","86,542,000","91,330,000","72,532,000","103,995,000","68,818,000","72,205,000","61,004,000","80,552,000","55,372,000","57,636,000","49,515,000","64,816,000","45,768,000","48,269,000","40,140,000","53,389,000","36,143,000","37,570,000","33,673,000","43,828,000","31,213,000","32,214,000","27,024,000","38,095,000","25,090,000","24,012,000","24,985,000","31,757,000","17,634,000","16,323,000","12,926,000"
	SellingGeneralAndAdministration,"677,830,000","164,448,000","209,318,000","159,913,000","144,151,000","137,182,000","171,322,000","126,851,000","106,697,000","92,657,000","145,027,000","105,997,000","110,142,000","95,516,000","127,497,000","86,542,000","91,330,000","72,532,000","103,995,000","68,818,000","72,205,000","61,004,000","80,552,000","55,372,000","57,636,000","49,515,000","64,816,000","45,768,000","48,269,000","40,140,000","53,389,000","36,143,000","37,570,000","33,673,000","43,828,000","31,213,000","32,214,000","27,024,000","38,095,000","25,090,000","24,012,000","24,985,000","31,757,000","17,634,000","16,323,000","12,926,000"
OperatingIncome,"358,522,000","42,329,000","187,576,000","42,449,000","86,168,000","63,687,000","169,608,000","24,249,000","33,142,000","-72,196,000","144,101,000","12,685,000","36,029,000","24,469,000","116,508,000","15,548,000","30,422,000","24,706,000","103,495,000","14,813,000","26,301,000","12,782,000","78,865,000","8,631,000","15,714,000","10,752,000","67,366,000","6,997,000","11,557,000","7,021,000","52,939,000","5,480,000","13,335,000","5,262,000","40,341,000","3,021,000","7,186,000","3,189,000","33,043,000","1,841,000","4,735,000","-1,965,000","20,133,000","739,000","3,688,000","1,661,000"
NetNonOperatingInterestIncomeExpense,"-12,437,000","-237,000","-505,000","-10,624,000","-1,071,000","-977,000","-719,000","-660,000","-500,000","143,000","333,000","753,000","1,512,000","1,687,000","1,503,000","1,058,000","983,000","1,079,000","556,000","334,000","259,000","309,000","88,000","64,000","73,000","74,000","28,000","23,000","-2,000","-9,000","-37,000","-6,000","-10,000","-72,000","-290,000","-321,000","-391,000","-511,000","-545,000","-550,000","-1,316,000","37,000","24,000","-6,000","-5,000","3,000"
	InterestIncomeNonOperating,"2,741,000",,,,,,,,,"143,000","333,000","753,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,,,"505,000","10,624,000","1,071,000","977,000","719,000","660,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550,000",,,,,,
