name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,03/31/2000
				Depreciation,"112,720,000","29,626,000",,,,,,,,,"21,796,000","11,025,000","23,491,000","22,678,000","16,542,000","14,119,000","12,632,000","11,434,000","11,024,000","9,972,000","8,876,000","7,867,000","7,216,000","6,901,000","5,093,000","4,792,000","4,863,000","4,503,000","4,330,000","4,308,000","4,387,000","4,339,000","4,354,000","4,776,000","1,240,000","5,560,000","3,232,000","3,855,000","4,226,000","3,309,000","3,152,000","2,753,000","3,013,000","2,990,000","3,130,000","2,979,000","2,692,000","2,739,000","3,017,000","2,938,000","2,622,000","2,603,000","2,536,000","2,443,000","2,599,000","2,562,000","2,450,000","2,353,000","2,338,000","2,627,000","2,659,000","2,552,000","2,502,000","2,176,000","2,427,000","2,174,000","2,556,000","2,176,000","2,645,000","2,722,000",,,,,"2,192,000","2,294,000","2,336,000","2,297,000","2,973,000","4,044,000","3,121,000","2,913,000","2,371,000","1,978,000","1,744,000","1,499,000",
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"613,000","1,089,000","1,041,000","1,084,000","1,100,000","1,146,000","1,357,000","1,833,000","1,475,000","700,000","-127,000","1,527,000","-127,000","1,527,000","700,000","700,000","700,000","700,000","700,000","709,000","709,000","709,000","709,000","709,000","946,000","845,000","706,000","95,000","96,000","95,000","122,000","86,000","87,000","57,000",,,,,"2,568,000","3,066,000","3,521,000","3,641,000","3,583,000","3,795,000","3,054,000","5,598,000","5,647,000","5,001,000","6,127,000","5,658,000",
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"613,000","1,089,000","1,041,000","1,084,000","1,100,000","1,146,000","1,357,000","1,833,000","1,475,000","700,000","-127,000","1,527,000","-127,000","1,527,000","700,000","700,000","700,000","700,000","700,000","709,000","709,000","709,000","709,000","709,000","946,000","845,000","706,000","95,000","96,000","95,000","122,000","86,000","87,000","57,000",,,,,"2,568,000","3,066,000","3,521,000","3,641,000","3,583,000","3,795,000","3,054,000","5,598,000","5,647,000","5,001,000","6,127,000","5,658,000",
		DeferredTax,"3,940,000","17,464,000","-32,649,000","8,143,000","10,982,000","28,979,000","10,882,000","1,792,000","-17,097,000","-1,487,154,000","-1,163,000","-4,136,000","-1,980,000","7,586,000","-17,727,000","-1,620,000","-402,000","4,069,000","23,053,000","-11,626,000","-1,644,000","7,789,000","3,906,000","-5,622,000","96,000","1,107,000","-5,217,000","3,720,000","6,000","291,000","4,611,000","3,374,000","4,727,000","12,769,000","6,703,000","8,229,000","5,341,000","931,000","4,618,000","3,937,000","4,502,000","4,726,000","-7,664,000","5,601,000","3,922,000","3,983,000","-324,000","267,000","12,389,000","4,975,000","-3,352,000","177,000","0","563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			DeferredIncomeTax,"3,940,000","17,464,000","-32,649,000","8,143,000","10,982,000","28,979,000","10,882,000","1,792,000","-17,097,000","-1,487,154,000","-1,163,000","-4,136,000","-1,980,000","7,586,000","-17,727,000","-1,620,000","-402,000","4,069,000","23,053,000","-11,626,000","-1,644,000","7,789,000","3,906,000","-5,622,000","96,000","1,107,000","-5,217,000","3,720,000","6,000","291,000","4,611,000","3,374,000","4,727,000","12,769,000","6,703,000","8,229,000","5,341,000","931,000","4,618,000","3,937,000","4,502,000","4,726,000","-7,664,000","5,601,000","3,922,000","3,983,000","-324,000","267,000","12,389,000","4,975,000","-3,352,000","177,000","0","563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,,,,"4,258,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,,,"0","0","2,100,000","0","887,000","2,900,000","-3,975,000","0","0","32,473,000",,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","67,013,000","11,926,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ProvisionandWriteOffofAssets,,,"1,255,000","730,000","374,000","455,000","-1,017,000","512,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,281,000","115,000","-1,196,000",,,,,"248,000","-46,000","77,000","-162,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"118,716,000","31,621,000","29,838,000","28,402,000","28,855,000","27,241,000","25,264,000","25,229,000","25,007,000","22,927,000","20,497,000","24,176,000","22,467,000","21,044,000","18,845,000","19,198,000","16,890,000","15,830,000","14,830,000","14,967,000","14,245,000","14,812,000","14,214,000","13,711,000","13,699,000","12,524,000","13,808,000","14,661,000","12,826,000","11,648,000","10,475,000","9,910,000","10,306,000","9,132,000","5,173,000","7,590,000","7,265,000","6,410,000","5,979,000","5,362,000","5,279,000","4,863,000","4,959,000","4,954,000","4,973,000","4,279,000","3,934,000","4,414,000","4,251,000","3,473,000","3,077,000","3,987,000","4,309,000","3,715,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ExcessTaxBenefitFromStockBasedCompensation,,,,,,,,,,,,,,,,,,,"0","0","0","0","-2,830,000","-3,246,000","-2,615,000","-8,082,000","-1,733,000","-2,456,000","-1,428,000","-4,779,000","-2,506,000","-2,726,000","-2,593,000","-13,568,000","-5,254,000","-6,518,000","-7,592,000","-7,739,000","953,000","-1,395,000",,,,,,,,,,,"637,000","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"52,788,000","16,138,000","14,900,000","8,698,000","13,507,000","-32,152,000","11,029,000","4,531,000","4,578,000","18,112,000","17,309,000","11,446,000","7,687,000","5,101,000","5,889,000","6,820,000","4,069,000","474,000","4,415,000","3,595,000","3,758,000","2,079,000","2,506,000","2,484,000","3,287,000","3,754,000","4,547,000","3,090,000","3,548,000","2,614,000","2,738,000","2,273,000","3,118,000","1,977,000",,,"-3,000","-10,000","-47,991,000","194,000","28,921,000","20,865,000",,"19,264,000",,,"205,000","140,000","50,000","-200,000","-250,000","441,000","316,000","201,000","-13,328,000","4,851,000","4,676,000","3,872,000","3,372,000","3,458,000","2,456,000","2,522,000","1,879,000","2,424,000",,,,,,,,,,,,,,,,,,,,,,"1,305,000","694,000"
		ChangeInWorkingCapital,"-21,065,000","-198,649,000","38,956,000","100,448,000","38,180,000","-23,347,000","149,403,000","15,151,000","51,004,000","-85,870,000","42,451,000","89,497,000","-9,268,000","-47,467,000","118,271,000","-44,256,000","-3,206,000","-52,118,000","100,471,000","17,048,000","13,838,000","-55,467,000","7,140,000","-6,245,000","6,459,000","-23,961,000","14,210,000","8,923,000","12,308,000","-14,614,000","12,359,000","12,154,000","14,218,000","-29,537,000","10,949,000","5,148,000","15,017,000","-17,952,000","11,315,000","3,183,000","1,100,000","-18,981,000","30,993,000","6,954,000","4,967,000","-10,372,000","19,377,000","10,639,000","-10,419,000","-9,004,000","15,058,000","-5,612,000","6,099,000","339,000","-1,714,000","4,084,000","-1,479,000","-9,202,000","4,906,000","5,827,000","-6,708,000","-12,189,000","2,251,000","7,763,000","-2,679,000","-5,335,000","-4,349,000","8,175,000","2,916,000","-3,369,000","2,712,000","1,132,000","1,392,000","-5,304,000","1,991,000","481,000","6,848,000","-1,158,000","2,096,000","-2,644,000","-2,565,000","-4,725,000","-124,000","1,355,000","-5,737,000","-8,337,000","-1,975,000"
			ChangeInReceivables,"-250,186,000","-55,543,000","-45,985,000","-51,259,000","-97,399,000","-67,423,000","-37,889,000","-166,533,000","50,884,000","13,761,000","-25,448,000","-6,511,000","-46,312,000","-42,743,000","-19,381,000","-45,577,000","-8,240,000","-36,026,000","-6,553,000","-32,399,000","-27,513,000","-24,525,000","-1,322,000","-54,689,000","-17,594,000","-20,839,000","-13,652,000","-4,219,000","-10,671,000","-12,233,000","-2,299,000","-3,523,000","-7,468,000","-13,939,000","-6,045,000","1,631,000","1,673,000","-9,240,000","6,322,000","-3,647,000","-9,415,000","-2,398,000","-5,607,000","-5,297,000","-3,472,000","-7,317,000","-2,222,000","164,000","-5,269,000","-4,857,000","581,000","-1,797,000","-1,289,000","-81,000","-3,858,000","1,444,000","-3,699,000","-1,838,000","1,303,000","1,497,000","-8,853,000","-4,650,000","-740,000","183,000","-733,000","-2,752,000","-149,000","6,007,000","-3,603,000","-3,240,000","-1,421,000","-2,026,000","-2,561,000","-2,077,000","-156,000","-2,511,000","-1,438,000","-308,000","-211,000","-134,000","-2,178,000","-2,916,000","-2,345,000","-384,000","-3,427,000","-2,323,000","-352,000"
				ChangesInAccountReceivables,"-250,186,000","-55,543,000","-45,985,000","-51,259,000","-97,399,000","-67,423,000","-37,889,000","-166,533,000","50,884,000","13,761,000","-25,448,000","-6,511,000","-46,312,000","-42,743,000","-19,381,000","-45,577,000","-8,240,000","-36,026,000","-6,553,000","-32,399,000","-27,513,000","-24,525,000","-1,322,000","-54,689,000","-17,594,000","-20,839,000","-13,652,000","-4,219,000","-10,671,000","-12,233,000","-2,299,000","-3,523,000","-7,468,000","-13,939,000","-6,045,000","1,631,000","1,673,000","-9,240,000","6,322,000","-3,647,000","-9,415,000","-2,398,000","-5,607,000","-5,297,000","-3,472,000","-7,317,000","-2,222,000","164,000","-5,269,000","-4,857,000","581,000","-1,797,000","-1,289,000","-81,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInInventory,"-146,323,000","-49,455,000","-29,201,000","-34,179,000","-33,488,000","-15,582,000","-17,336,000","9,624,000","-10,902,000","-10,496,000","-17,494,000","-14,094,000","-13,401,000","-13,280,000","-6,917,000","-1,606,000","-11,584,000","-4,002,000","5,228,000","-2,093,000","-693,000","-7,923,000","-790,000","-3,349,000","-369,000","-3,155,000","-530,000","-2,523,000","-1,844,000","1,334,000","34,000","-2,888,000","2,725,000","-1,870,000","691,000","1,048,000","-261,000","-320,000","17,000","-514,000","-1,191,000","-4,030,000","-1,083,000","-2,015,000","-648,000","-312,000","-165,000","119,000","-143,000","-319,000","-159,000","224,000","-33,000","-117,000","1,052,000","-9,000","-7,000","-93,000","654,000","-168,000","337,000","-637,000","-425,000","68,000","361,000","-164,000","529,000","-469,000","-54,000","-219,000","-492,000","148,000","-87,000","123,000","399,000","83,000","101,000","-229,000","14,000","143,000","-150,000","95,000","-196,000","427,000","279,000","-590,000","-118,000"
			ChangeInPrepaidAssets,"-138,433,000","-48,665,000","-49,890,000","-4,604,000","-35,274,000","-34,858,000","7,121,000","2,807,000","6,186,000","-37,244,000","-16,703,000","34,123,000","-13,916,000","-35,033,000","38,653,000","-38,409,000","6,507,000","-15,873,000","-2,821,000","-6,236,000","915,000","-527,000","-4,321,000","-44,000","-4,407,000","-618,000","-1,197,000","2,257,000","5,741,000","-10,527,000","-575,000","457,000","-1,016,000","-1,790,000","-648,000","490,000","352,000","-586,000","-2,233,000","350,000","-440,000","-1,530,000","-3,203,000","1,558,000","-1,243,000","207,000","1,874,000","619,000","-2,967,000","-738,000","7,342,000","-5,193,000","-576,000","-1,267,000","-1,215,000","2,654,000","-1,861,000","698,000","-1,176,000","997,000","-881,000","-420,000","-1,928,000","1,188,000","-42,000","-1,463,000",,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"88,260,000","-113,970,000","49,822,000","73,468,000","78,940,000","-11,491,000","97,959,000","81,560,000","-13,164,000","-74,783,000","51,093,000","33,081,000","11,681,000","1,095,000","63,576,000","2,260,000","-16,481,000","-24,608,000","78,153,000","34,158,000","23,237,000","-34,180,000","-601,000","35,142,000","13,790,000","-14,097,000","15,917,000","-2,041,000","12,368,000","793,000","9,389,000","14,856,000","16,355,000","-15,021,000","10,465,000","-4,337,000","9,678,000","-6,330,000","7,494,000","1,324,000","6,951,000","-12,832,000","35,388,000","7,647,000","7,554,000","-5,949,000","16,044,000","7,012,000","7,459,000","-8,198,000","2,818,000","-3,477,000","4,681,000","-1,300,000","-5,405,000","-814,000","-870,000","951,000","2,306,000","-143,000","-1,040,000","1,615,000","-2,284,000","2,913,000","1,933,000","435,000","-2,441,000","-566,000","1,334,000","-325,000","-442,000","700,000","751,000","-788,000","-89,000","-117,000","394,000","-434,000","-15,000","-1,693,000","1,158,000","-1,900,000","1,415,000","2,335,000","-1,075,000","-3,125,000","-546,000"
				ChangeInPayable,"55,642,000","12,430,000","-1,562,000","31,959,000","12,815,000","-11,016,000","27,448,000","3,331,000","24,305,000","-5,680,000","21,942,000","3,313,000","5,177,000","6,278,000","1,890,000","-25,746,000","1,495,000","10,858,000","72,913,000","-190,000","-1,112,000","5,522,000","739,000","619,000","-5,200,000","447,000","3,167,000","-494,000","3,031,000","1,871,000","-901,000","3,797,000","-274,000","265,000","132,000","-368,000","-1,561,000","1,611,000","3,882,000","-1,934,000","1,687,000","-3,641,000","3,787,000","3,913,000","469,000","-634,000","2,599,000","22,000","262,000","-271,000","-1,430,000","-424,000","502,000","738,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-642,000"
					ChangeInTaxPayable,"13,934,000","5,405,000","-7,814,000","12,728,000","3,615,000","3,920,000","-2,921,000","-6,588,000","353,000","6,354,000","1,186,000","3,817,000","4,800,000","4,808,000","-18,113,000","-20,045,000","-3,649,000","5,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"13,934,000","5,405,000","-7,814,000","12,728,000","3,615,000","3,920,000","-2,921,000","-6,588,000","353,000","6,354,000","1,186,000","3,817,000","4,800,000","4,808,000","-18,113,000","-20,045,000","-3,649,000","5,259,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"41,708,000","7,025,000","6,252,000","19,231,000","9,200,000","-14,936,000","30,369,000","9,919,000","23,952,000","-12,034,000","20,756,000","-504,000","377,000","1,470,000","20,003,000","-5,701,000","5,144,000","5,599,000","3,955,000","-190,000","-1,112,000","5,522,000","739,000","619,000","-5,200,000","447,000","3,167,000","-494,000","3,031,000","1,871,000","-901,000","3,797,000","-274,000","265,000","132,000","-368,000","-1,561,000","1,611,000","3,882,000","-1,934,000","1,687,000","-3,641,000","3,787,000","3,913,000","469,000","-634,000","2,599,000","22,000","262,000","-271,000","-1,430,000","-424,000","502,000","738,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,"32,618,000","-126,400,000","51,384,000","41,509,000","66,125,000","-475,000","70,511,000","78,229,000","-37,469,000","-69,103,000","29,151,000","29,768,000","6,504,000","-5,183,000","61,686,000","28,006,000","-17,976,000","-35,466,000","5,240,000","34,348,000","24,349,000","-39,702,000","-1,340,000","34,523,000","18,990,000","-14,544,000","12,750,000","-1,547,000","9,337,000","-1,078,000","10,290,000","11,059,000","16,629,000","-15,286,000","10,333,000","-3,969,000","11,239,000","-7,941,000","3,612,000","3,258,000","5,264,000","-9,191,000","31,601,000","3,734,000","7,085,000","-5,315,000","13,445,000","6,990,000","7,197,000","-7,927,000","4,248,000","-3,053,000","4,179,000","-2,038,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96,000"
			ChangeInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,818,000","-1,407,000","-1,239,000",,"-402,000","-56,000","448,000","675,000","630,000","532,000","-1,637,000","1,274,000","-1,056,000","-803,000","-731,000","-2,199,000","1,807,000","-621,000","-873,000","-989,000"
			ChangeInOtherCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,670,000","5,195,000","1,809,000",,,"2,776,000","2,999,000","3,846,000","2,725,000","-9,499,000","5,108,000","4,476,000","4,631,000","3,316,000","3,104,000","7,712,000","809,000","4,958,000","-8,920,000","2,114,000","3,644,000","-4,660,000","292,000","-3,627,000","3,411,000","-3,964,000","-1,625,000","-2,345,000","385,000","6,646,000","1,654,000","4,423,000","2,712,000","3,345,000","-3,010,000","2,102,000","2,396,000","7,259,000","1,450,000","1,034,000","96,000","-592,000","727,000","2,283,000","-2,830,000","-893,000","-1,426,000",
			ChangeInOtherWorkingCapital,"425,617,000","68,984,000","114,210,000","117,022,000","125,401,000","106,007,000","99,548,000","87,693,000","18,000,000","22,892,000","51,003,000","42,898,000","52,680,000","42,494,000","42,340,000","39,076,000","26,592,000","28,391,000","26,464,000","23,618,000","17,892,000","11,688,000","14,174,000","16,695,000","15,039,000","14,748,000","13,672,000","15,449,000","6,714,000","6,019,000","5,810,000","3,252,000","3,622,000","3,083,000","6,486,000","6,316,000","3,575,000","-1,476,000",,,,,"5,498,000",,,,,,,,,,,,,,,,,,,"-8,389,000",,,,"234,000",,,,,,,,,,,,,,,,,,,,,"30,000"
InvestingCashFlow,"-658,194,000","-90,198,000","-307,711,000","-131,799,000","-128,486,000","4,566,000","-44,666,000","-14,514,000","-448,537,000","276,211,000","-60,111,000","30,687,000","-246,602,000","-74,418,000","30,948,000","-78,024,000","-55,266,000","109,269,000","-19,693,000","-120,066,000","36,744,000","-145,298,000","-70,011,000","194,362,000","-16,187,000","-35,316,000","-73,736,000","-32,303,000","-23,661,000","-36,661,000","-30,254,000","-53,790,000","-18,236,000","-99,347,000","-10,745,000","-56,217,000","-140,327,000","-3,445,000","-12,652,000","-8,738,000","-18,915,000","-37,995,000","-12,309,000","-11,091,000","-180,980,000","-7,226,000","-7,364,000","-10,515,000","1,747,000","212,000","-4,477,000","810,000","5,645,000","-3,534,000","9,476,000","7,587,000","-33,353,000","15,235,000","-17,815,000","-8,434,000","-8,437,000","-2,093,000","-13,905,000","-2,453,000","-14,278,000","-2,115,000","-2,310,000","-6,125,000","-2,568,000","-4,261,000","-1,137,000","-3,149,000","-2,303,000","605,000","-386,000","652,000","-6,488,000","1,888,000","-991,000","-9,000","2,669,000","-157,000","-2,709,000","39,093,000","3,719,000","-42,063,000","1,980,000"
