name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,10/31/2014,07/31/2014,04/30/2014,03/31/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997
	DepreciationAmortizationDepletionIncomeStatement,"110,336,000","29,428,000","29,080,000","27,491,000","24,337,000","22,682,000","23,501,000","23,799,000","22,076,000","21,406,000","21,646,000","20,940,000","19,715,000","17,489,000","18,936,000","18,202,000","17,386,000","15,983,000","15,795,000","16,591,000","15,868,000","13,849,000","15,426,000","16,175,000","15,802,000","14,453,000","16,330,000","16,385,000","16,241,000","13,748,000","16,028,000","16,368,000","15,078,000",,"14,396,000","15,669,000","15,197,000","13,143,000","14,045,000","14,632,000","14,756,000","14,182,000","14,827,000","15,061,000","14,506,000","13,485,000","13,573,000","16,791,000","16,727,000","15,458,000","15,016,000","18,347,000","19,530,000","16,669,000","17,033,000","19,505,000","19,470,000","18,591,000","19,055,000","20,174,000","20,176,000","17,283,000","17,223,000","19,292,000","17,942,000","15,017,000","16,525,000","16,914,000","16,134,000","14,569,000","16,271,000","17,575,000","17,244,000","15,317,000","14,614,000","14,971,000","14,770,000","12,030,000","11,622,000","12,221,000","12,055,000","12,306,000","12,825,000","12,935,000","12,631,000","10,623,000","13,548,000","14,381,000","14,331,000","14,311,000","10,200,000","8,000,000","7,600,000","7,000,000","6,100,000","5,900,000","5,300,000","4,900,000","4,700,000","4,500,000","3,900,000"
		DepreciationAndAmortizationInIncomeStatement,"110,336,000","29,428,000","29,080,000","27,491,000","24,337,000","22,682,000","23,501,000","23,799,000","22,076,000","21,406,000","21,646,000","20,940,000","19,715,000","17,489,000","18,936,000","18,202,000","17,386,000","15,983,000","15,795,000","16,591,000","15,868,000","13,849,000","15,426,000","16,175,000","15,802,000","14,453,000","16,330,000","16,385,000","16,241,000","13,748,000","16,028,000","16,368,000","15,078,000",,"14,396,000","15,669,000","15,197,000","13,143,000","14,045,000","14,632,000","14,756,000","14,182,000","14,827,000","15,061,000","14,506,000","13,485,000","13,573,000","16,791,000","16,727,000","15,458,000","15,016,000","18,347,000","19,530,000","16,669,000","17,033,000","19,505,000","19,470,000","18,591,000","19,055,000","20,174,000","20,176,000","17,283,000","17,223,000","19,292,000","17,942,000","15,017,000","16,525,000","16,914,000","16,134,000","14,569,000","16,271,000","17,575,000","17,244,000","15,317,000","14,614,000","14,971,000","14,770,000","12,030,000","11,622,000","12,221,000","12,055,000","12,306,000","12,825,000","12,935,000","12,631,000","10,623,000","13,548,000","14,381,000","14,331,000","14,311,000","10,200,000","8,000,000","7,600,000","7,000,000","6,100,000","5,900,000","5,300,000","4,900,000","4,700,000","4,500,000","3,900,000"
			DepreciationIncomeStatement,,,,,,"20,700,000",,,,,"19,400,000","19,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Amortization,,,,,,"2,028,000",,,,,"2,300,000","1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,,,,,,"2,028,000",,,,,"2,300,000","1,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherOperatingExpenses,,,"924,000",,,,"772,000","2,642,000","559,000","613,000","612,000","625,000","917,000","555,000","15,794,000","-9,498,000","172,000","1,586,000","315,000","754,000","64,114,000",,"900,000",,,,,,,,"375,000","75,000","0",,"250,000","150,000",,,,,,,,,,"-2,975,000",,,"-3,502,000",,,,,,,,,,,,,,,,,,,,,,,"295,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingIncome,"83,231,000","12,351,000","17,514,000","29,593,000","23,773,000","12,580,000","15,309,000","23,448,000","18,355,000","8,634,000","15,666,000","23,798,000","16,925,000","5,674,000","11,598,000","19,967,000","15,670,000","4,524,000","10,345,000","19,031,000","16,835,000","6,564,000","9,998,000","17,378,000","15,596,000","1,974,000","6,736,000","12,696,000","10,665,000","-1,809,000","10,064,000","9,338,000","867,000",,"-1,197,000","9,507,000","9,864,000","2,647,000","2,309,000","4,374,000","5,751,000","2,917,000","4,420,000","11,626,000","10,256,000","1,555,000","6,289,000","13,834,000","14,546,000","10,709,000","11,172,000","13,894,000","9,397,000","3,370,000","1,901,000","16,006,000","15,552,000","6,210,000","7,279,000","15,297,000","12,621,000","-19,977,000","8,816,000","14,597,000","8,663,000","9,622,000","5,956,000","13,706,000","13,061,000","8,451,000","7,570,000","12,756,000","12,817,000","4,880,000","7,407,000","10,191,000","10,367,000","246,000","8,564,000","13,624,000","11,518,000","9,126,000","8,228,000","12,441,000","11,517,000","-277,000","10,186,000","14,253,000","16,458,000","15,890,000","9,900,000","9,600,000","8,700,000","6,200,000","5,300,000","6,000,000","5,100,000","3,600,000","2,400,000","3,600,000","3,200,000"
NetNonOperatingInterestIncomeExpense,"-20,687,000","-5,164,000","-5,190,000","-5,103,000","-5,230,000","-5,404,000","-5,402,000","-5,299,000","-5,466,000","-5,901,000","-6,173,000","-6,169,000","-6,050,000","-6,343,000","-6,835,000","-6,371,000","-6,390,000","-6,425,000","-6,015,000","-6,210,000","-6,282,000","-6,381,000","-9,204,000","-9,579,000","-9,944,000","-9,926,000","-9,994,000","-10,031,000","-10,080,000","-9,985,000","-9,542,000","-9,463,000","-9,523,000",,"-9,459,000","-9,534,000","-9,347,000","-8,539,000","-9,357,000","-11,689,000","-11,844,000","-11,634,000","-11,508,000","-11,207,000","-11,151,000","-9,255,000","-12,174,000","-14,518,000","-14,631,000","-14,616,000","-14,863,000","-14,978,000","-9,814,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestIncomeNonOperating,"278,000","40,000","111,000","61,000","66,000","64,000","100,000","107,000","45,000","51,000","80,000","66,000","105,000","117,000","112,000","53,000","79,000","29,000","93,000","58,000","52,000","69,000","61,000","64,000","60,000","104,000","63,000","56,000","70,000","141,000","81,000","88,000","90,000",,"109,000","101,000","12,000","73,000","50,000","10,000","8,000","10,000","20,000","3,000","8,000","13,000","15,000","11,000","15,000","24,000","25,000","28,000","32,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	InterestExpenseNonOperating,"18,219,000","5,204,000","2,555,000","5,164,000","5,296,000","5,468,000","2,802,000","5,406,000","5,511,000","5,952,000","3,441,000","6,235,000","6,155,000","6,460,000","6,778,000","6,424,000","6,469,000","6,454,000","5,405,000","6,268,000","6,334,000","6,450,000","8,672,000","9,643,000","10,004,000","10,030,000","5,807,000","10,087,000","10,150,000","10,126,000","9,623,000","9,551,000","5,641,000",,"9,568,000","9,635,000","9,359,000","8,612,000","9,407,000","11,699,000","11,852,000","11,644,000","11,528,000","11,210,000","11,159,000","9,268,000","12,189,000","14,529,000","14,646,000","14,640,000","14,888,000","15,006,000","9,846,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	TotalOtherFinanceCost,,,,,,,,,,,"6,174,000","6,169,000","6,050,000","6,343,000","6,835,000",,"6,390,000","6,425,000","6,015,000","6,210,000",,,"9,204,000",,,,"9,994,000",,,,"9,542,000","9,463,000","9,523,000",,,"9,534,000","9,347,000","9,081,000","9,357,000",,,,"11,508,000","11,207,000","11,151,000",,"12,174,000","-14,518,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherIncomeExpense,"-6,093,000","-2,039,000","-709,000","-2,028,000","-1,317,000","-433,000","-634,000","-2,658,000","-419,000","-1,665,000","-583,000","-5,065,000","-885,000","-1,016,000","-17,657,000","9,083,000","-7,531,000","-3,597,000","-123,000","-590,000","-63,834,000","-391,000","-12,618,000","1,000","-230,000","189,000","-3,522,000","-208,000","676,000","4,427,000","61,000","261,000","-6,453,000",,"279,000","-203,000","-312,000","-1,772,000","-9,389,000","-13,364,000","-1,636,000","-40,563,000","-16,946,000","-1,196,000","-2,152,000","-12,668,000","65,000","-189,000","-2,038,000","-1,359,000","268,000","88,000","-1,684,000","-55,289,000","659,000","-981,000","-1,041,000","-2,659,000","-851,000","-1,522,000","983,000","-27,598,000","1,038,000","1,115,000","178,000","1,534,000","4,667,000","1,646,000","-121,000","-1,480,000","2,198,000","479,000","-598,000","-8,142,000","1,514,000","1,084,000","194,000","-2,642,000","-48,000","1,328,000","171,000","508,000","314,000","4,586,000","1,409,000","-77,988,000","-16,837,000","-938,000","-153,000","-2,253,000","100,000","600,000","-1,400,000","-1,100,000","-300,000","-600,000","100,000","-1,300,000","200,000","-200,000","-100,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,000","-41,000","-47,000","-151,000","-362,000","69,000","-72,000",,"-233,000","-629,000","654,000","-641,000","24,000","-3,896,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	EarningsFromEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","62,000",,"-112,000","91,000","-977,000","-1,130,000","-1,436,000","-109,000","-1,766,000","169,000","-6,383,000","-1,523,000","-2,257,000",,,,"-2,132,000","-1,386,000","73,000","-159,000","-1,219,000","-246,000","263,000","-1,045,000","-1,129,000","-1,532,000","-907,000","-1,487,000","-2,151,000","-927,000","988,000","867,000","123,000","980,000","3,319,000","1,513,000","-70,000",,"1,556,000",,,,,,,,,,,,,,"566,000",,,,,,,,,,,,,,,,
	SpecialIncomeCharges,"-7,412,000","-2,183,000","-1,197,000","-2,206,000","-1,827,000","-571,000","-1,101,000","-2,815,000","-911,000","-1,622,000","-1,062,000","-5,313,000","-1,381,000","-1,232,000","-17,805,000","8,917,000","-7,873,000","-1,586,000","-491,000","-754,000","-64,160,000","-472,000","-13,011,000","-191,000","-593,000","48,000","-2,326,000","-345,000","677,000","4,414,000","0","0","-6,840,000",,"492,000","-57,000","-127,000","-300,000","-8,275,000","-9,359,000","130,000","-40,732,000","-10,563,000","327,000","105,000","-12,668,000","65,000","-189,000","94,000","27,000","195,000","247,000","-465,000","-55,043,000","396,000","64,000","88,000","-1,127,000","56,000","-35,000","3,134,000","-26,671,000","50,000","248,000","55,000","554,000","1,348,000","133,000","-51,000","1,003,000","642,000","479,000","-598,000","-8,142,000","1,514,000","1,084,000","194,000","-2,642,000","-48,000","1,328,000","171,000","508,000","314,000","4,586,000","843,000","-77,988,000","-16,837,000","-938,000","-153,000","-2,253,000","100,000","600,000","-1,400,000","-1,100,000","-300,000","-600,000","100,000","-1,300,000","200,000","-200,000","-100,000"
		RestructuringAndMergernAcquisition,"7,412,000","2,183,000","1,197,000","2,206,000","1,827,000","571,000","1,101,000","2,815,000","911,000","1,622,000","1,062,000","1,722,000","1,381,000","1,232,000","16,736,000","-8,917,000","521,000","1,586,000","315,000","754,000","64,114,000",,,,,,"0","0","0","0","0","0","-633,000",,"0","53,000","107,000","246,000","1,636,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,455,000",,,,,"0",,,,"40,746,000","10,680,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,,,,,,,,,,,"0",,,,"1,069,000",,,,,,,,"0",,,,"1,781,000",,,,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherSpecialCharges,"2,709,000",,,,,,,,,,"0","3,591,000","917,000","555,000","0","-9,498,000","7,352,000","2,100,000","0","754,000","46,000","472,000","13,011,000","191,000","593,000","-48,000","133,000","345,000",,"521,000",,,,,,,,"0","5,914,000","9,359,000","-130,000","-14,000","-117,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		GainOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,"-176,000",,,,"0",,"0","0","-94,000","0","677,000","4,935,000",,"0","-18,000",,"492,000","-4,000","-20,000","-54,000","-725,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"1,319,000","144,000","488,000","178,000","510,000","138,000","467,000","157,000","492,000","-43,000","479,000","248,000","496,000","216,000","148,000","166,000","342,000","-2,011,000","368,000","164,000","326,000","81,000","393,000","192,000","363,000","141,000","-1,208,000","178,000","46,000","164,000","423,000","192,000","397,000",,"132,000","392,000","138,000","299,000","298,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PretaxIncome,"56,451,000","5,148,000","11,615,000","22,462,000","17,226,000","6,743,000","9,273,000","15,491,000","12,470,000","1,068,000","8,910,000","12,564,000","9,990,000","-1,685,000","-12,894,000","22,679,000","1,749,000","-5,498,000","4,207,000","12,231,000","-53,281,000","-208,000","-11,824,000","7,800,000","5,422,000","-7,763,000","-6,780,000","2,457,000","1,261,000","-7,367,000","583,000","136,000","-15,109,000",,"-10,377,000","-230,000","205,000","-7,664,000","-16,437,000","-20,679,000","-7,729,000","-49,280,000","-24,034,000","-777,000","-3,047,000","-20,368,000","-5,820,000","-873,000","-2,123,000","-5,266,000","-3,423,000","-996,000","-2,101,000","-61,136,000","-7,035,000","4,772,000","4,538,000","-4,447,000","-4,108,000","2,903,000","2,523,000","-30,218,000","-156,000","5,900,000","-663,000","2,501,000","2,435,000","7,531,000","5,590,000","-843,000","2,519,000","6,290,000","5,108,000","-8,526,000","2,643,000","5,305,000","4,338,000","-3,350,000","2,010,000","8,100,000","4,762,000","2,994,000","883,000","9,261,000","4,574,000","-87,717,000","-16,489,000","3,032,000","6,204,000","5,901,000","5,300,000","8,500,000","5,600,000","4,000,000","4,000,000","4,500,000","3,700,000","1,200,000","1,100,000","2,500,000","2,000,000"
TaxProvision,"15,472,000","958,000","2,470,000","6,601,000","5,443,000","2,432,000","-53,644,000","374,000","357,000","109,000","-156,000","178,000","-1,925,000","29,000","782,000","377,000","45,000","-1,588,000","-15,814,000","151,000","394,000","16,000","150,000","263,000","230,000","-149,000","239,000","198,000","318,000","596,000","222,000","290,000","524,000",,"656,000","300,000","319,000","1,373,000","-4,963,000","413,000","650,000","-149,000","601,000","67,000","661,000","-26,356,000","1,079,000","281,000","779,000","787,000","1,179,000","555,000","677,000","7,314,000","-3,218,000","2,706,000","2,317,000","786,000","496,000","-638,000","780,000","-12,119,000","689,000","3,510,000","-610,000","-50,000","1,148,000","3,374,000","2,483,000","-411,000","1,122,000","2,805,000","2,265,000","-3,254,000","1,153,000","-389,000","867,000","-959,000","623,000","3,470,000","2,158,000","363,000","233,000","3,144,000","2,147,000","-14,125,000","-3,571,000","2,080,000","2,885,000","3,558,000","2,400,000","3,600,000","2,600,000","2,200,000","1,700,000","1,900,000","1,600,000","400,000","600,000","1,100,000","900,000"
