name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,10/31/2014,07/31/2014,04/30/2014,03/31/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997
TotalRevenue,"933,706,000","234,027,000","241,836,000","241,969,000","215,875,000","189,532,000","200,240,000","202,667,000","188,767,000","182,910,000","193,620,000","198,547,000","187,459,000","163,664,000","174,724,000","172,832,000","165,649,000","147,455,000","151,222,000","160,269,000","154,016,000","133,802,000","143,794,000","151,133,000","144,670,000","125,432,000","140,024,000","146,185,000","143,714,000","116,577,000","141,341,000","141,387,000","118,927,000",,"117,852,000","132,296,000","128,558,000","98,804,000","115,002,000","120,335,000","121,195,000","109,178,000","114,578,000","129,866,000","127,193,000","109,549,000","111,627,000","141,009,000","139,841,000","130,721,000","126,056,000","133,733,000","135,861,000","117,648,000","121,151,000","157,538,000","157,904,000","136,718,000","141,359,000","151,395,000","152,433,000","122,162,000","133,492,000","147,817,000","143,519,000","126,536,000","130,597,000","136,795,000","132,000,000","115,831,000","116,080,000","126,381,000","124,164,000","109,266,000","104,558,000","111,974,000","113,888,000","94,717,000","95,749,000","114,497,000","115,901,000","97,506,000","101,189,000","109,785,000","112,341,000","62,683,000","120,808,000","139,258,000","157,067,000","133,947,000","93,000,000","56,100,000","55,000,000","49,400,000","40,200,000","41,500,000","36,700,000","30,800,000","28,800,000","28,400,000","27,700,000"
	OperatingRevenue,"933,706,000","234,027,000","241,836,000","241,969,000","215,875,000","189,532,000","200,240,000","202,667,000","188,767,000","182,910,000","193,620,000","198,547,000","187,459,000","163,664,000","174,724,000","172,832,000","165,649,000","147,455,000","151,222,000","160,269,000","154,016,000","133,802,000","143,794,000","151,133,000","144,670,000","125,432,000","140,024,000","146,185,000","143,714,000","116,577,000","141,341,000","141,387,000","118,927,000",,"117,852,000","132,296,000","128,558,000","98,804,000","115,002,000","120,335,000","121,195,000","109,178,000","114,578,000","129,866,000","127,193,000","109,549,000","111,627,000","141,009,000","139,841,000","130,721,000","126,056,000","133,733,000","135,861,000","117,648,000","121,151,000","157,538,000","157,904,000","136,718,000","141,359,000","151,395,000","152,433,000","122,162,000","133,492,000","147,817,000","143,519,000","126,536,000","130,597,000","136,795,000","132,000,000","115,831,000","116,080,000","126,381,000","124,164,000","109,266,000","104,558,000","111,974,000","113,888,000","94,717,000","95,749,000","114,497,000","115,901,000","97,506,000","101,189,000","109,785,000","112,341,000","62,683,000","120,808,000","139,258,000","157,067,000","133,947,000","93,000,000","56,100,000","55,000,000","49,400,000","40,200,000","41,500,000","36,700,000","30,800,000","28,800,000","28,400,000","27,700,000"
CostOfRevenue,"617,719,000","162,455,000","162,820,000","153,892,000","138,553,000","127,139,000","133,260,000","130,406,000","123,462,000","128,518,000","130,949,000","131,273,000","128,674,000","117,759,000","121,764,000","114,118,000","111,800,000","105,610,000","104,227,000","103,897,000","102,519,000","94,544,000","97,564,000","98,803,000","95,188,000","90,418,000","96,390,000","99,656,000","98,737,000","87,833,000","98,292,000","98,766,000","88,027,000",,"87,602,000","90,545,000","88,419,000","68,597,000","84,168,000","85,474,000","84,811,000","77,506,000","81,398,000","86,627,000","85,224,000","79,920,000","76,933,000","92,978,000","94,845,000","88,770,000","84,764,000","86,674,000","90,646,000","78,528,000","85,480,000","103,728,000","104,442,000","91,271,000","96,663,000","96,928,000","101,308,000","80,935,000","89,800,000","94,182,000","95,735,000","86,049,000","88,841,000","88,043,000","85,587,000","76,522,000","76,736,000","79,385,000","78,560,000","73,295,000","67,804,000","71,931,000","74,278,000","63,913,000","62,009,000","74,491,000","77,934,000","64,157,000","66,142,000","70,941,000","74,466,000","38,843,000","82,666,000","93,346,000","108,848,000","87,930,000","61,500,000","31,100,000","30,900,000","28,900,000","22,700,000","23,700,000","20,900,000","18,200,000","17,100,000","16,400,000","16,700,000"
GrossProfit,"315,987,000","71,572,000","79,016,000","88,077,000","77,322,000","62,393,000","66,980,000","72,261,000","65,305,000","54,392,000","62,671,000","67,274,000","58,785,000","45,905,000","52,960,000","58,714,000","53,849,000","41,845,000","46,995,000","56,372,000","51,497,000","39,258,000","46,230,000","52,330,000","49,482,000","35,014,000","43,634,000","46,529,000","44,977,000","28,744,000","43,049,000","42,621,000","30,900,000",,"30,250,000","41,751,000","40,139,000","30,207,000","30,834,000","34,861,000","36,384,000","31,672,000","33,180,000","43,239,000","41,969,000","29,629,000","34,694,000","48,031,000","44,996,000","41,951,000","41,292,000","47,059,000","45,215,000","39,120,000","35,671,000","53,810,000","53,462,000","45,447,000","44,696,000","54,467,000","51,125,000","41,227,000","43,692,000","53,635,000","47,784,000","40,487,000","41,756,000","48,752,000","46,413,000","39,309,000","39,344,000","46,996,000","45,604,000","35,971,000","36,754,000","40,043,000","39,610,000","30,804,000","33,740,000","40,006,000","37,967,000","33,349,000","35,047,000","38,844,000","37,875,000","23,840,000","38,142,000","45,912,000","48,219,000","46,017,000","31,500,000","25,000,000","24,100,000","20,500,000","17,500,000","17,800,000","15,800,000","12,600,000","11,700,000","12,000,000","11,000,000"
OperatingExpense,"232,756,000","59,221,000","61,502,000","58,484,000","53,549,000","49,813,000","51,671,000","48,813,000","46,950,000","45,758,000","47,005,000","43,476,000","41,860,000","40,231,000","41,362,000","38,747,000","38,179,000","37,321,000","36,650,000","37,341,000","34,662,000","32,694,000","36,232,000","34,952,000","33,886,000","33,040,000","36,898,000","33,833,000","34,312,000","30,553,000","32,985,000","33,283,000","30,033,000",,"31,447,000","32,244,000","30,275,000","27,560,000","28,525,000","30,487,000","30,633,000","28,755,000","28,760,000","31,613,000","31,713,000","28,074,000","28,405,000","34,197,000","30,450,000","31,242,000","30,120,000","33,165,000","35,818,000","35,750,000","33,770,000","37,804,000","37,910,000","39,237,000","37,417,000","39,170,000","38,504,000","61,204,000","34,876,000","39,038,000","39,121,000","30,865,000","35,800,000","35,046,000","33,352,000","30,858,000","31,774,000","34,240,000","32,787,000","31,091,000","29,347,000","29,852,000","29,243,000","30,558,000","25,176,000","26,382,000","26,449,000","24,223,000","26,819,000","26,403,000","26,358,000","24,117,000","27,956,000","31,659,000","31,761,000","30,127,000","21,600,000","15,400,000","15,400,000","14,300,000","12,200,000","11,800,000","10,700,000","9,000,000","9,300,000","8,400,000","7,800,000"
	SellingGeneralAndAdministration,"121,496,000","29,793,000","31,498,000","30,993,000","29,212,000","27,131,000","28,170,000","25,014,000","24,874,000","24,352,000","25,359,000","22,536,000","22,145,000","22,742,000","22,426,000","20,545,000","20,793,000","21,027,000","20,855,000","20,750,000","18,794,000","18,845,000","19,906,000","18,777,000","18,084,000","18,587,000","20,568,000","17,448,000","18,071,000","16,805,000","16,582,000","16,840,000","15,001,000",,"15,361,000","16,425,000","15,078,000","14,417,000","14,480,000","15,855,000","15,877,000","14,573,000","13,933,000","16,421,000","17,207,000","17,564,000","14,832,000","17,406,000","17,225,000","15,784,000","15,104,000","14,818,000","16,288,000","18,706,000","16,757,000","18,299,000","18,440,000","18,712,000","18,362,000","18,996,000","18,328,000","16,277,000","17,653,000","19,746,000","21,179,000","15,848,000","19,275,000","18,132,000","17,218,000","16,289,000","15,503,000","16,370,000","15,543,000","14,111,000","14,733,000","14,881,000","14,473,000","13,664,000","13,554,000","14,161,000","14,394,000","11,917,000","13,994,000","13,468,000","13,727,000","13,494,000","14,408,000","17,278,000","17,430,000","15,816,000","11,400,000","7,400,000","7,800,000","7,300,000","6,100,000","5,900,000","5,400,000","4,100,000","4,600,000","3,900,000","3,900,000"
		GeneralAndAdministrativeExpense,"121,496,000","29,793,000","31,498,000","30,993,000","29,212,000","27,131,000","28,170,000","25,014,000","24,874,000","24,352,000","25,359,000","22,536,000","22,145,000","22,742,000","22,426,000","20,545,000","20,793,000","21,027,000","20,855,000","20,750,000","18,794,000","18,845,000","19,906,000","18,777,000","18,084,000","18,587,000","20,568,000","17,448,000","18,071,000","16,805,000","16,582,000","16,840,000","15,001,000",,"15,361,000","16,425,000","15,078,000","14,417,000","14,480,000","15,855,000","15,877,000","14,573,000","13,933,000","16,421,000","17,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,"3,591,000",,,,,,,"0",,,"0","3,591,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"121,496,000","29,793,000","31,498,000","30,993,000","29,212,000","27,131,000","28,170,000","25,014,000","24,874,000","24,352,000","25,359,000","22,536,000","22,145,000","22,742,000","22,426,000","20,545,000","20,793,000","21,027,000","20,855,000","20,750,000","18,794,000","18,845,000","19,906,000","18,777,000","18,084,000","18,587,000","20,568,000","17,448,000","18,071,000","16,805,000","16,582,000","16,840,000","15,001,000",,"15,361,000","16,425,000","15,078,000","14,417,000","14,480,000","15,855,000","15,877,000","14,573,000","13,933,000","16,421,000","17,207,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,,,,,,,,,,,"0","0","0","0","0","0",,"311,000",,,,,,,,,"0","0","0","0",,,"-46,000",,"1,440,000",,,"0","0","0",,"0","0","131,000",,,,,,"0","0",,,"375,000","-20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
