name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
OperatingCashFlow,"-278,850,000","-77,709,000","-110,099,000","-50,486,000","-40,556,000","-49,913,000","-37,559,000","-37,510,000","-33,366,000","-29,547,000","-33,796,000"
	CashFlowFromContinuingOperatingActivities,"-278,850,000","-77,709,000","-110,099,000","-50,486,000","-40,556,000","-49,913,000","-37,559,000","-37,510,000","-33,366,000","-29,547,000","-33,796,000"
		NetIncomeFromContinuingOperations,"-206,759,000","-31,448,000","-110,731,000","-83,263,000","18,683,000","-180,617,000","-113,170,000","-51,452,000","-87,808,000","-32,875,000","-43,045,000"
		DepreciationAmortizationDepletion,"12,437,000","3,614,000","3,335,000","2,882,000","2,606,000","2,247,000","1,755,000","1,520,000","1,381,000","1,265,000","1,028,000"
			DepreciationAndAmortization,"12,437,000","3,614,000","3,335,000","2,882,000","2,606,000","2,247,000","1,755,000","1,520,000","1,381,000","1,265,000","1,028,000"
				Depreciation,"12,437,000","3,614,000","3,335,000","2,882,000","2,606,000","2,247,000","1,755,000","1,520,000","1,381,000","1,265,000","1,028,000"
		DeferredTax,,,,,,,"0",,,,"-1,343,000"
			DeferredIncomeTax,,,,,,,"0",,,,"-1,343,000"
		StockBasedCompensation,"25,959,000","7,755,000","7,313,000","5,950,000","4,941,000","4,158,000","2,791,000","1,166,000","1,116,000","755,000","487,000"
		OtherNonCashItems,"-120,063,000","-54,269,000","-8,479,000","18,279,000","-75,594,000","127,435,000","68,401,000","5,914,000","52,682,000","2,421,000","4,443,000"
		ChangeInWorkingCapital,"9,576,000","-3,361,000","-1,537,000","5,666,000","8,808,000","-3,136,000","2,664,000","5,342,000","-737,000","-1,113,000","4,634,000"
			ChangeInPrepaidAssets,"-2,438,000","-3,191,000","2,124,000","-1,266,000","-105,000","-1,614,000","-2,118,000","259,000","924,000","-501,000","228,000"
			ChangeInPayablesAndAccruedExpense,"6,554,000","-542,000","-3,721,000","5,290,000","5,527,000","-1,522,000","3,339,000","6,526,000","-1,752,000","-612,000","1,500,000"
				ChangeInPayable,"52,000","1,917,000","-1,663,000","1,770,000","-1,972,000","1,599,000","-432,000","550,000","-506,000","2,370,000","-890,000"
