name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
TotalAssets,"514,497,000","561,061,000","602,225,000","613,369,000","650,236,000","680,971,000","447,396,000","467,512,000","192,383,000","183,035,000"
	CurrentAssets,"446,525,000","486,401,000","534,886,000","557,924,000","573,868,000","654,447,000","415,661,000","455,116,000","176,626,000","177,313,000"
		CashCashEquivalentsAndShortTermInvestments,"421,358,000","464,226,000","512,681,000","535,558,000","550,728,000","633,054,000","366,753,000","414,301,000","142,436,000","173,180,000"
			CashAndCashEquivalents,"74,415,000","77,421,000","87,248,000","50,873,000","97,834,000","282,689,000","79,865,000","374,947,000","110,329,000","173,180,000"
			OtherShortTermInvestments,"346,943,000","386,805,000","425,433,000","484,685,000","452,894,000","350,365,000","286,888,000","39,354,000","32,107,000","0"
		Receivables,"13,749,000","13,067,000","19,018,000","15,236,000","17,075,000","15,273,000","42,337,000","37,600,000","30,905,000","875,000"
			AccountsReceivable,,,,,,"0","0","0","0","227,000"
			AccruedInterestReceivable,,,,,,,,,"104,000","56,000"
			TaxesReceivable,"12,050,000","11,988,000","14,066,000","14,066,000","15,066,000","15,273,000","27,147,000","23,394,000","20,078,000","592,000"
			OtherReceivables,"1,699,000","1,079,000","4,952,000","1,170,000","2,009,000",,"15,190,000","14,206,000","10,723,000",
		PrepaidAssets,"11,418,000","9,108,000","3,187,000","7,130,000","6,065,000","4,793,000","6,571,000","3,215,000","3,285,000","3,258,000"
		OtherCurrentAssets,,"5,559,000",,,,"1,327,000",,,,
	TotalNonCurrentAssets,"67,972,000","74,660,000","67,339,000","55,445,000","76,368,000","26,524,000","31,735,000","12,396,000","15,757,000","5,722,000"
		NetPPE,"35,170,000","36,001,000","35,310,000","5,185,000","8,347,000","1,520,000","1,672,000","1,901,000","2,239,000","5,102,000"
			GrossPPE,"40,405,000","40,770,000","42,996,000","16,991,000","20,075,000","13,065,000","13,424,000","13,405,000","13,706,000","25,207,000"
				Properties,"0","0","0","0","0","0","0","0","0","0"
				MachineryFurnitureEquipment,"3,365,000","3,229,000","3,089,000","5,167,000","5,144,000","5,103,000","4,994,000","4,994,000","4,969,000","5,439,000"
				OtherProperties,"23,519,000","23,980,000","24,168,000","8,461,000","11,529,000","4,560,000","5,028,000","5,009,000","5,346,000","16,377,000"
				ConstructionInProgress,"108,000","175,000","851,000",,,,,,,
				Leases,"13,413,000","13,386,000","14,888,000","3,363,000","3,402,000","3,402,000","3,402,000","3,402,000","3,391,000","3,391,000"
			AccumulatedDepreciation,"-5,235,000","-4,769,000","-7,686,000","-11,806,000","-11,728,000","-11,545,000","-11,752,000","-11,504,000","-11,467,000","-20,105,000"
		InvestmentsAndAdvances,"19,985,000","26,047,000","19,088,000","35,235,000","52,996,000","12,534,000","17,593,000",,,
			InvestmentinFinancialAssets,"19,985,000","26,047,000","19,088,000","35,235,000","52,996,000","12,534,000","17,593,000",,,
				AvailableForSaleSecurities,,,,,,,"17,593,000",,,
		OtherNonCurrentAssets,"12,817,000","12,612,000","12,941,000","15,025,000","15,025,000","12,470,000","12,470,000","10,495,000","13,518,000","620,000"
TotalLiabilitiesNetMinorityInterest,"53,304,000","62,705,000","59,394,000","33,974,000","33,771,000","32,727,000","31,794,000","29,015,000","24,383,000","27,487,000"
	CurrentLiabilities,"26,337,000","35,088,000","32,634,000","31,100,000","28,557,000","31,700,000","30,666,000","24,818,000","21,878,000","24,868,000"
		PayablesAndAccruedExpenses,"15,527,000","19,991,000","20,096,000","22,537,000","21,235,000","23,894,000","24,281,000","18,977,000","17,985,000","16,066,000"
			Payables,"2,134,000","4,215,000","4,640,000","5,128,000","3,301,000","4,596,000","4,168,000","3,753,000","1,961,000","3,521,000"
				AccountsPayable,"2,044,000","4,145,000","4,595,000","5,016,000","2,927,000","4,295,000","3,717,000","3,753,000","1,961,000","3,521,000"
				TotalTaxPayable,"90,000","70,000","45,000","112,000","374,000","301,000","451,000",,,"0"
					IncomeTaxPayable,"90,000","70,000","45,000","112,000","374,000","301,000","451,000",,,"0"
			CurrentAccruedExpenses,"13,393,000","15,776,000","15,456,000","17,409,000","17,934,000","19,298,000","20,113,000","15,224,000","16,024,000","12,545,000"
		PensionandOtherPostRetirementBenefitPlansCurrent,"4,503,000","8,508,000","6,898,000","5,074,000","3,430,000","6,834,000","5,374,000","4,669,000","3,145,000","6,681,000"
		CurrentDebtAndCapitalLeaseObligation,"5,112,000","5,125,000","4,541,000","1,884,000","3,041,000",,,,,
			CurrentCapitalLeaseObligation,"5,112,000","5,125,000","4,541,000","1,884,000","3,041,000",,,,,
		CurrentDeferredLiabilities,,,,,,"0","0","0","0","1,239,000"
			CurrentDeferredRevenue,,,,,,"0","0","0","0","1,239,000"
		OtherCurrentLiabilities,"1,195,000","1,464,000","1,099,000","1,605,000","851,000","972,000","1,011,000","1,172,000","748,000","882,000"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"26,967,000","27,617,000","26,760,000","2,874,000","5,214,000","1,027,000","1,128,000","4,197,000","2,505,000","2,619,000"
