name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"694,394,489","757,592,603","729,645,893","720,310,694","716,118,261","723,482,258","567,586,370","501,709,768","482,564,839","293,930,975","772,879,791","849,794,054","923,749,557","889,733,953","771,655,112","1,044,896,471","1,064,918,440","1,119,978,852","1,246,640,364","1,164,202,339","1,105,915,720"
EnterpriseValue,,,,,,,,,,,,,,"1,766,528,305","1,663,147,272","1,873,227,471","1,818,276,440","1,921,885,852","2,061,261,364","1,738,590,339","1,714,636,756"
PeRatio,"5.05","5.349","4.957","5.28","4.718","165",,,,"5.118","23.893","18.228","18.361","22.984","11.481","11.929","11.95","11.548","16.615","14.771","12.38"
ForwardPeRatio,"8.117","9.533","8.913",,,,,,,,,,,,,,,,,,
PsRatio,"4.727","5.043","4.62","4.833","4.336","43.51","104.461",,,"4.476","19.761","15.651","15.698","18.953","10.214","11.267","11.445","11.005","16.659","14.608","12.231"
PbRatio,"0.771","0.843","0.816","0.823","0.832","0.85","0.672","0.602","0.604","0.307","0.79","0.828","0.865","0.834","0.698","0.931","0.941","0.994","1.109","1.045","1.449"
EnterprisesValueRevenueRatio,"11.878",,,,,,,,,,,,,"49.304","1,661.486","225.391","118.154","83.289","70.924","69.91","106.891"
