name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
TotalRevenue,"190,956,000","46,007,000","49,118,000","48,087,000","47,744,000","45,246,000","43,808,000","45,670,000","43,122,000","43,089,000","42,333,000","32,506,000","45,010,000","39,207,000","40,031,000","39,193,000","38,569,000","37,583,000","36,201,000","32,772,000","31,689,000","30,453,000","28,093,000","27,034,000","25,440,000","23,375,000","22,383,000","17,724,000","17,144,000","16,735,000","16,022,000","15,884,000","14,065,000","12,872,000","12,850,000","12,558,000","12,052,000"
	OperatingRevenue,"190,956,000","46,007,000","49,118,000","48,087,000","47,744,000","45,246,000","43,808,000","45,670,000","43,122,000","43,089,000","42,333,000","32,506,000","45,010,000","39,207,000","37,081,000","36,203,000","35,553,000","34,615,000","33,200,000","30,229,000","29,300,000","28,132,000","26,062,000","24,945,000","23,511,000","21,578,000","20,752,000","16,404,000","15,856,000","15,477,000","16,658,000","14,000,000","12,205,000","11,610,000","13,179,000","10,713,000","10,231,000"
CostOfRevenue,"4,745,000","1,867,000","1,108,000","1,004,000","766,000","696,000","866,000","1,425,000","1,383,000","1,031,000","1,407,000","1,831,000","1,175,000","1,533,000","3,688,000","3,756,000","3,760,000","3,684,000","3,731,000","3,241,000","3,033,000","2,982,000","2,654,000","2,797,000","2,527,000","2,417,000","2,229,000","1,930,000","1,854,000","1,860,000","3,473,000","1,228,000","1,237,000","1,805,000","3,608,000","1,260,000","1,219,000"
GrossProfit,"186,211,000","44,140,000","48,010,000","47,083,000","46,978,000","44,550,000","42,942,000","44,245,000","41,739,000","42,058,000","40,926,000","30,675,000","43,835,000","37,674,000","36,343,000","35,437,000","34,809,000","33,899,000","32,470,000","29,531,000","28,656,000","27,471,000","25,439,000","24,237,000","22,913,000","20,958,000","20,154,000","15,794,000","15,290,000","14,875,000","12,549,000","14,656,000","12,828,000","11,067,000","9,242,000","11,298,000","10,833,000"
OperatingExpense,"86,233,000","22,634,000","24,794,000","19,164,000","19,641,000","18,615,000","16,656,000","17,191,000","18,001,000","17,214,000","16,803,000","17,998,000","18,043,000","15,212,000","14,456,000","14,439,000","14,657,000","14,769,000","24,108,000","12,804,000","12,312,000","11,466,000","11,105,000","10,531,000","10,103,000","9,523,000","9,255,000","8,107,000","7,267,000","7,159,000","6,080,000","6,746,000","12,634,000","8,103,000","7,141,000","8,313,000","6,947,000"
	SellingGeneralAndAdministration,"26,947,000","5,215,000","10,738,000","5,196,000","5,798,000","5,142,000","3,381,000","4,105,000","4,762,000","4,054,000","3,740,000","3,502,000","4,606,000","3,310,000","2,917,000","3,088,000","3,358,000","3,192,000","2,691,000","3,059,000","2,977,000","2,390,000","2,573,000","2,283,000","2,211,000","2,230,000","2,215,000","2,292,000","1,588,000","1,560,000","2,395,000","798,000","6,009,000","1,904,000","2,529,000","1,845,000","730,000"
		GeneralAndAdministrativeExpense,"26,947,000","5,215,000","10,738,000","5,196,000","5,798,000","5,142,000","3,381,000","4,105,000","4,762,000","4,054,000","3,740,000","3,502,000","4,606,000","3,310,000","2,917,000","3,088,000","3,358,000","3,192,000","2,691,000","3,059,000","2,977,000","2,390,000","2,573,000","2,283,000","2,211,000","2,230,000","2,215,000","2,292,000","1,588,000","1,560,000","2,395,000","798,000","6,009,000","1,904,000","2,529,000","1,845,000","730,000"
			OtherGandA,"26,947,000","5,215,000","10,738,000","5,196,000","5,798,000","5,142,000","3,381,000","4,105,000","4,762,000","4,054,000","3,740,000","3,502,000","4,606,000","3,310,000","2,917,000","3,088,000","3,358,000","3,192,000","2,691,000","3,059,000","2,977,000","2,390,000","2,573,000","2,283,000","2,211,000","2,230,000","2,215,000","2,292,000","1,588,000","1,560,000","2,395,000","798,000","6,009,000","1,904,000","2,529,000","1,845,000","730,000"
	DepreciationAmortizationDepletionIncomeStatement,"55,442,000","13,575,000","14,056,000","13,968,000","13,843,000","13,473,000","13,275,000","13,086,000","13,239,000","13,160,000","13,063,000","13,420,000","13,437,000","11,902,000","11,539,000","11,351,000","11,299,000","11,577,000","11,003,000","9,745,000","9,335,000","9,076,000","8,532,000","8,248,000","7,892,000","7,293,000","7,040,000","5,815,000","5,679,000","5,599,000","5,369,000","5,362,000","6,070,000","6,199,000","6,058,000","5,968,000","5,802,000"
		DepreciationAndAmortizationInIncomeStatement,"55,442,000","13,575,000","14,056,000","13,968,000","13,843,000","13,473,000","13,275,000","13,086,000","13,239,000","13,160,000","13,063,000","13,420,000","13,437,000","11,902,000","11,539,000","11,351,000","11,299,000","11,577,000","11,003,000","9,745,000","9,335,000","9,076,000","8,532,000","8,248,000","7,892,000","7,293,000","7,040,000","5,815,000","5,679,000","5,599,000","5,369,000","5,362,000","6,070,000","6,199,000","6,058,000","5,968,000","5,802,000"
	OtherOperatingExpenses,"1,076,000","3,844,000",,,,,,,,,"0","1,076,000",,,,,,,,,,,,,,,,,,,,"586,000","555,000",,,"500,000","415,000"
OperatingIncome,"99,978,000","21,506,000","23,216,000","27,919,000","27,337,000","25,935,000","26,286,000","27,054,000","23,738,000","24,844,000","24,123,000","12,677,000","25,792,000","22,462,000","21,887,000","20,998,000","20,152,000","19,130,000","8,362,000","16,727,000","16,344,000","16,005,000","14,334,000","13,706,000","12,810,000","11,435,000","10,899,000","7,687,000","8,023,000","7,716,000","6,469,000","7,910,000","194,000","2,964,000","2,101,000","2,985,000","3,886,000"
