name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996
TotalRevenue,"2,255,317,000","586,839,000","541,586,000","570,217,000","556,675,000","581,321,000","537,619,000","531,264,000","523,826,000","720,220,000","720,355,000","736,537,000","752,005,000","758,844,000","652,811,000","719,359,000","588,117,000","548,249,000","470,148,000","606,788,000","548,622,000","500,381,000","442,894,000","590,922,000","507,664,000","479,382,000","445,110,000","562,625,000","494,810,000","493,222,000","487,646,000","565,447,000","524,284,000","482,467,000","429,042,000","558,365,000","483,759,000","485,513,000","408,339,000","528,697,000","460,241,000","468,793,000","407,896,000","489,294,000","438,467,000","418,866,000","365,075,000","412,003,000","356,367,000","349,352,000","339,308,000","364,527,000","386,193,000","334,661,000","344,744,000","350,541,000","329,847,000","305,753,000","272,063,000","290,765,000","269,026,000","256,298,000","226,248,000","232,911,000","217,053,000","208,917,000","195,634,000","217,530,000","210,252,000","210,619,000","189,325,000","197,385,000","180,496,000","172,951,000","158,973,000","154,061,000","141,637,000","146,159,000","144,825,000","152,586,000","171,888,000","174,864,000","180,653,000","175,377,000","182,508,000","170,176,000","150,730,000","159,212,000","155,496,000","149,085,000","133,600,000","168,300,000","139,200,000","144,400,000","144,900,000","159,800,000","119,400,000","113,200,000","98,100,000","120,900,000","115,800,000","106,500,000","99,000,000"
	OperatingRevenue,"2,255,317,000","586,839,000","541,586,000","570,217,000","556,675,000","581,321,000","537,619,000","531,264,000","523,826,000","720,220,000","720,355,000","736,537,000","752,005,000","758,844,000","652,811,000","719,359,000","588,117,000","548,249,000","470,148,000","606,788,000","548,622,000","500,381,000","442,894,000","590,922,000","507,664,000","479,382,000","445,110,000","562,625,000","494,810,000","493,222,000","487,646,000","565,447,000","524,284,000","482,467,000","429,042,000","558,365,000","483,759,000","485,513,000","408,339,000","528,697,000","460,241,000","468,793,000","407,896,000","489,294,000","438,467,000","418,866,000","365,075,000","412,003,000","356,367,000","349,352,000","339,308,000","364,527,000","386,193,000","334,661,000","344,744,000","350,541,000","329,847,000","305,753,000","272,063,000","290,765,000","269,026,000","256,298,000","226,248,000","232,911,000","217,053,000","208,917,000","195,634,000","217,530,000","210,252,000","210,619,000","189,325,000","197,385,000","180,496,000","172,951,000","158,973,000","154,061,000","141,637,000","146,159,000","144,825,000","152,586,000","171,888,000","174,864,000","180,653,000","175,377,000","182,508,000","170,176,000","150,730,000","159,212,000","155,496,000","149,085,000","133,600,000","168,300,000","139,200,000","144,400,000","144,900,000","159,800,000","119,400,000","113,200,000","98,100,000","120,900,000","115,800,000","106,500,000","99,000,000"
CostOfRevenue,"1,731,467,000","453,425,000","419,151,000","436,434,000","422,457,000","434,243,000","401,640,000","407,480,000","395,511,000","517,514,000","534,917,000","571,123,000","562,516,000","566,841,000","492,174,000","543,663,000","427,897,000","401,331,000","346,784,000","440,974,000","392,802,000","365,156,000","327,194,000","425,302,000","370,722,000","346,139,000","333,377,000","402,935,000","351,421,000","355,602,000","343,760,000","397,774,000","372,571,000","340,028,000","315,466,000","389,116,000","349,482,000","348,100,000","289,573,000","366,990,000","329,451,000","322,492,000","284,410,000","340,015,000","304,441,000","292,520,000","261,177,000","287,682,000","249,966,000","244,316,000","239,552,000","262,176,000","287,094,000","235,539,000","244,286,000","249,834,000","231,955,000","210,377,000","190,830,000","208,850,000","186,055,000","176,172,000","157,744,000","164,208,000","154,089,000","152,027,000","141,939,000","164,020,000","158,867,000","157,520,000","143,273,000","129,746,000","145,947,000","139,232,000","127,317,000","130,518,000","121,343,000","122,114,000","118,266,000","127,826,000","133,642,000","136,294,000","141,368,000","156,008,000","129,661,000","121,893,000","106,832,000","115,035,000","110,233,000","110,549,000","93,800,000","113,900,000","94,000,000","100,800,000","103,200,000","111,100,000","80,000,000","75,400,000","66,700,000","82,600,000","81,300,000","73,800,000","65,300,000"
GrossProfit,"523,850,000","133,414,000","122,435,000","133,783,000","134,218,000","147,078,000","135,979,000","123,784,000","128,315,000","202,706,000","185,438,000","165,414,000","189,489,000","192,003,000","160,637,000","175,696,000","160,220,000","146,918,000","123,364,000","165,814,000","155,820,000","135,225,000","115,700,000","165,620,000","136,942,000","133,243,000","111,733,000","159,690,000","143,389,000","137,620,000","143,886,000","167,673,000","151,713,000","142,439,000","113,576,000","169,249,000","134,277,000","137,413,000","118,766,000","161,707,000","130,790,000","146,301,000","123,486,000","149,279,000","134,026,000","126,346,000","103,898,000","124,321,000","106,401,000","105,036,000","99,756,000","102,351,000","99,099,000","99,122,000","100,458,000","100,707,000","97,892,000","95,376,000","81,233,000","81,915,000","82,971,000","80,126,000","68,504,000","68,703,000","62,964,000","56,890,000","53,695,000","53,510,000","51,385,000","53,099,000","46,052,000","67,639,000","34,549,000","33,719,000","31,656,000","23,543,000","20,294,000","24,045,000","26,559,000","24,760,000","38,246,000","38,570,000","39,285,000","19,369,000","52,847,000","48,283,000","43,898,000","44,177,000","45,263,000","38,536,000","39,800,000","54,400,000","45,200,000","43,600,000","41,700,000","48,700,000","39,400,000","37,800,000","31,400,000","38,300,000","34,500,000","32,700,000","33,700,000"
OperatingExpense,"309,315,000","73,573,000","87,698,000","66,108,000","77,786,000","71,956,000","88,107,000","67,780,000","91,883,000","92,290,000","98,891,000","87,189,000","93,641,000","98,688,000","90,794,000","89,249,000","94,070,000","76,655,000","81,062,000","75,198,000","81,172,000","79,988,000","66,794,000","80,541,000","73,230,000","75,511,000","79,325,000","83,185,000","80,084,000","76,005,000","81,447,000","88,128,000","83,815,000","79,745,000","75,236,000","88,201,000","92,003,000","81,019,000","74,103,000","90,937,000","86,736,000","85,795,000","77,128,000","84,500,000","76,927,000","73,645,000","64,947,000","69,918,000","61,497,000","62,014,000","60,125,000","70,689,000","72,406,000","52,944,000","56,372,000","50,902,000","49,082,000","52,158,000","43,501,000","46,995,000","46,302,000","48,723,000","42,060,000","42,277,000","41,744,000","40,084,000","34,722,000","38,826,000","34,008,000","33,029,000","31,078,000","60,460,000","20,016,000","18,647,000","18,786,000","19,775,000","18,001,000","16,318,000","15,814,000","15,799,000","14,452,000","16,566,000","15,696,000","-7,808,000","30,012,000","25,421,000","23,500,000","26,219,000","28,095,000","27,447,000","26,100,000","26,500,000","27,800,000","28,300,000","28,400,000","28,300,000","26,900,000","25,600,000","25,100,000","24,100,000","23,900,000","24,500,000","22,600,000"
	SellingGeneralAndAdministration,"194,071,000","41,189,000","62,306,000","38,405,000","48,021,000","44,329,000","56,111,000","40,675,000","57,361,000","57,629,000","62,045,000","51,441,000","52,980,000","54,857,000","51,927,000","52,395,000","54,600,000","39,486,000","46,276,000","59,595,000","40,070,000","43,172,000","33,796,000","40,931,000","36,415,000","36,823,000","40,782,000","39,397,000","39,305,000","38,450,000","39,843,000","42,260,000","40,468,000","35,283,000","37,328,000","47,726,000","46,747,000","37,206,000","36,418,000","45,528,000","39,627,000","40,788,000","38,570,000","39,322,000","38,470,000","38,445,000","32,666,000","37,521,000","31,394,000","34,130,000","32,835,000","33,947,000","33,182,000","29,093,000","32,460,000","29,318,000","28,434,000","31,667,000","25,980,000","26,972,000","27,345,000","30,593,000","26,380,000","22,465,000","23,234,000","25,257,000","21,057,000","22,175,000","19,427,000","19,559,000","18,697,000","18,641,000","18,303,000","16,827,000","17,176,000","17,994,000","16,958,000","15,289,000","14,797,000","14,353,000","13,684,000","15,800,000","14,928,000","14,874,000","20,270,000","17,007,000","15,286,000","18,814,000","19,980,000","20,148,000","18,500,000","19,400,000","19,900,000","19,800,000","19,900,000","21,500,000","19,700,000","19,400,000","18,700,000","19,100,000","18,000,000","18,600,000","16,600,000"
		GeneralAndAdministrativeExpense,,"41,189,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SalariesAndWages,,"-2,935,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,,"44,124,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"115,244,000","32,384,000","25,392,000","27,703,000","29,765,000","27,627,000","31,996,000","27,105,000","34,522,000","34,661,000","36,846,000","35,748,000","40,661,000","43,831,000","38,867,000","36,854,000","39,470,000","37,169,000","34,786,000","34,931,000","34,663,000","30,385,000","26,540,000","32,883,000","29,928,000","31,762,000","31,597,000","36,573,000","33,555,000","30,328,000","34,029,000","37,786,000","34,990,000","35,805,000","29,424,000","30,745,000","35,487,000","34,000,000","30,018,000","36,077,000","38,958,000","37,445,000","30,794,000","35,572,000","29,273,000","27,050,000","23,738,000","23,129,000","21,419,000","19,698,000","18,314,000","19,980,000","20,676,000","18,796,000","19,084,000","20,013,000","18,994,000","18,781,000","15,626,000","18,383,000","17,011,000","15,946,000","13,954,000","18,089,000","16,793,000","13,069,000","11,910,000","14,890,000","12,811,000","11,690,000","10,605,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
