name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"149,987,000","61,076,000","34,280,000","23,686,000","30,945,000","27,768,000","39,839,000","32,762,000","19,960,000","21,672,000","24,796,000","27,713,000","35,089,000","10,799,000","22,428,000","13,184,000","11,485,000","19,945,000","22,009,000","5,016,000","5,208,000","8,401,000","15,590,000","6,657,000","13,308,000","8,723,000","8,020,000","5,551,000","9,817,000","7,132,000","-12,494,000","8,097,000","9,519,000","960,000","5,546,000","7,740,000","8,542,000","7,606,000","6,730,000","3,021,000"
	CashFlowFromContinuingOperatingActivities,"149,987,000","61,076,000","34,280,000","23,686,000","30,945,000","27,768,000","39,839,000","32,762,000","19,960,000","21,672,000","24,796,000","27,713,000","35,089,000","10,799,000","22,428,000","13,184,000","11,485,000","19,945,000","22,009,000","5,016,000","5,208,000","8,401,000","15,590,000","6,657,000","13,308,000","8,723,000","8,020,000","5,551,000","9,817,000","7,132,000","-12,494,000","8,097,000","9,519,000","960,000","5,546,000","7,740,000","8,542,000","7,606,000","6,730,000","3,021,000"
		NetIncomeFromContinuingOperations,"148,707,000","54,833,000","30,979,000","27,933,000","34,962,000","35,135,000","22,147,000","22,038,000","6,510,000","23,866,000","17,598,000","16,682,000","20,485,000","22,203,000","14,998,000","12,015,000","13,343,000","16,796,000","-5,584,000","6,414,000","10,266,000","8,846,000","7,737,000","4,226,000","4,090,000","6,507,000","5,718,000","3,980,000","7,575,000","7,643,000","5,576,000","2,389,000","-10,600,000","-987,000","5,220,000","5,179,000","8,377,000","5,201,000","3,767,000","639,000"
		OperatingGainsLosses,,,,,,,,,,,,"884,000","926,000","920,000","1,005,000","547,000","-88,000","-138,000","-172,000","-31,000","29,000","-96,000","-580,000","-261,000","177,000","482,000","-382,000","557,000","340,000","311,000","333,000","476,000","-4,000","30,000","-32,000","25,000","1,000","28,000","30,000","29,000"
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,"-60,000","0","0","0","0","20,000","0","-16,000","-1,000",,,,"0",,,,"-4,000",,,"0","0",,,"0"
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,"-28,000","-138,000","-172,000","-31,000","29,000","-116,000","-580,000","-245,000","178,000","510,000","-382,000","557,000",,,,,"0","35,000","-32,000","25,000",,,,
			PensionAndEmployeeBenefitExpense,,,,,,,,,,,,"884,000","926,000","920,000","1,005,000","547,000","775,000","778,000","830,000","424,000","1,014,000","325,000","280,000","465,000","483,000","459,000","665,000","340,000","336,000","314,000","330,000","487,000","436,000","2,077,000","32,000","32,000","32,000","31,000","32,000","32,000"
		DepreciationAmortizationDepletion,"26,170,000","6,530,000","6,332,000","6,774,000","6,534,000","6,224,000","5,123,000","5,010,000","4,718,000","4,439,000","4,542,000","4,681,000","4,477,000","4,307,000","4,033,000","3,143,000","3,849,000","2,976,000","2,991,000","3,038,000","2,055,000","1,600,000","1,575,000","1,518,000","1,438,000","1,378,000","1,386,000","1,322,000","1,187,000","1,215,000","1,221,000","1,267,000","1,767,000","1,739,000","1,681,000","1,590,000","1,547,000","1,574,000","1,531,000","1,616,000"
			DepreciationAndAmortization,"26,170,000","6,530,000","6,332,000","6,774,000","6,534,000","6,224,000","5,123,000","5,010,000","4,718,000","4,439,000","4,542,000","4,681,000","4,477,000","4,307,000","4,033,000","3,143,000","3,849,000","2,976,000","2,991,000","3,038,000","2,055,000","1,600,000","1,575,000","1,518,000","1,438,000","1,378,000","1,386,000","1,322,000","1,187,000","1,215,000","1,221,000","1,267,000","1,767,000","1,739,000","1,681,000","1,590,000","1,547,000","1,574,000","1,531,000","1,616,000"
				Depreciation,"18,800,000","4,848,000","4,613,000","4,918,000","4,421,000","4,130,000","3,599,000","3,486,000","3,209,000","2,938,000","3,005,000","3,097,000",,,,,"2,554,000","1,685,000","1,687,000","1,730,000","1,506,000","1,050,000","1,026,000","968,000","890,000","833,000","841,000","775,000","636,000","622,000","626,000","543,000","473,000","445,000","386,000","296,000","252,000","280,000","236,000","322,000"
				AmortizationCashFlow,"7,370,000","1,682,000","1,719,000","1,856,000","2,113,000","2,094,000","1,524,000","1,524,000","1,509,000","1,501,000","1,537,000","1,584,000",,,,,"1,295,000","1,291,000","1,304,000","1,308,000","549,000","550,000","549,000","550,000","548,000","545,000","545,000","547,000","551,000","593,000","595,000","724,000","1,294,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000"
					AmortizationOfIntangibles,"7,370,000","1,682,000","1,719,000","1,856,000","2,113,000","2,094,000","1,524,000","1,524,000","1,509,000","1,501,000","1,537,000","1,584,000",,,,,"1,295,000","1,291,000","1,304,000","1,308,000","549,000","550,000","549,000","550,000","548,000","545,000","545,000","547,000","551,000","593,000","595,000","724,000","1,294,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000","1,295,000","1,294,000"
		DeferredTax,"6,654,000","2,117,000","3,005,000","660,000","872,000","2,981,000","726,000","2,325,000","817,000","3,432,000","1,340,000","1,454,000","2,146,000","1,928,000","1,585,000","1,032,000","422,000","1,672,000","18,646,000","416,000","-2,058,000","1,021,000","1,545,000","929,000","1,512,000","2,063,000","981,000","620,000","2,927,000","2,628,000","1,140,000","1,238,000","-2,326,000",,,,,,,
			DeferredIncomeTax,"6,654,000","2,117,000","3,005,000","660,000","872,000","2,981,000","726,000","2,325,000","817,000","3,432,000","1,340,000","1,454,000","2,146,000","1,928,000","1,585,000","1,032,000","422,000","1,672,000","18,646,000","416,000","-2,058,000","1,021,000","1,545,000","929,000","1,512,000","2,063,000","981,000","620,000","2,927,000","2,628,000","1,140,000","1,238,000","-2,326,000",,,,,,,
		ProvisionandWriteOffofAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,000",,,,"31,000",,
		StockBasedCompensation,"7,043,000","1,974,000","1,865,000","1,476,000","1,728,000","1,655,000","2,011,000","1,021,000","944,000","1,022,000","1,021,000","884,000","926,000","920,000","1,005,000","547,000","775,000","778,000","830,000","424,000","1,014,000","325,000","280,000","465,000","483,000","459,000","665,000","340,000","336,000","314,000","330,000","487,000","436,000","2,077,000","32,000","32,000","32,000","31,000","32,000","32,000"
		OtherNonCashItems,"-1,917,000","603,000","-158,000","502,000","-2,864,000","866,000","129,000","439,000","-2,978,000","697,000","338,000","696,000","-3,459,000","179,000","223,000","-6,000","-4,201,000","89,000","92,000","949,000","-6,159,000","58,000","-1,271,000","58,000","496,000","56,000","56,000","63,000","66,000","0","-19,991,000","-11,000","19,997,000","947,000","49,000","579,000","30,000","30,000","32,000","45,000"
		ChangeInWorkingCapital,"-36,670,000","-4,981,000","-7,743,000","-13,659,000","-10,287,000","-19,093,000","9,703,000","1,929,000","9,949,000","-11,784,000","-43,000","3,316,000","10,514,000","-18,738,000","584,000","-3,547,000","-2,615,000","-2,228,000","5,206,000","-6,194,000","61,000","-3,353,000","6,304,000","-278,000","5,112,000","-2,222,000","-404,000","-1,331,000","-2,274,000","-4,668,000","-770,000","2,727,000","304,000","-2,515,000","-1,462,000","335,000","-1,594,000","739,000","1,577,000","689,000"
