name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,12/31/2016
TotalAssets,"6,103,793,000","1,908,558,000","2,048,095,000","1,934,687,000","1,909,019,000","1,915,745,000","2,498,994,000","2,505,600,000","2,512,320,000","2,454,901,000","2,467,657,000","2,428,592,000","1,818,149,000","1,534,611,000","1,506,629,000","1,461,350,000","1,433,235,000","1,411,683,000","1,417,238,000","1,422,335,000"
	CurrentAssets,"1,230,836,000","105,274,000","118,317,000","103,019,000","97,967,000","95,010,000","132,644,000","115,274,000","97,719,000","98,836,000","84,764,000","75,969,000","76,101,000","67,938,000","68,139,000","72,589,000","76,767,000","51,672,000","50,760,000","47,050,000"
		CashCashEquivalentsAndShortTermInvestments,"275,075,000","29,397,000","44,093,000","30,512,000","26,147,000","22,834,000","39,105,000","33,256,000","19,870,000","28,415,000","23,336,000","15,350,000","16,126,000","9,608,000","11,100,000","15,565,000","19,847,000",,,
			CashAndCashEquivalents,"275,075,000","29,397,000","44,093,000","30,512,000","26,147,000","22,834,000","39,105,000","33,256,000","19,870,000","28,415,000","23,336,000","15,350,000","16,126,000","9,608,000","11,100,000","15,565,000","19,847,000",,,
		Receivables,"77,443,000","75,877,000","74,224,000","72,507,000","71,820,000","72,176,000","70,597,000","68,315,000","66,547,000","64,286,000","61,428,000","60,619,000","59,975,000","58,330,000","57,039,000","57,024,000","56,920,000","51,672,000","50,760,000","47,050,000"
			AccountsReceivable,"77,443,000","75,877,000","74,224,000","72,507,000","70,411,000","69,511,000","70,597,000","67,292,000","65,524,000","62,782,000","60,896,000","59,793,000","58,244,000","56,940,000","55,606,000","54,069,000","52,787,000","51,672,000","50,760,000","47,050,000"
				GrossAccountsReceivable,"147,696,000","145,050,000","142,650,000","139,255,000","135,208,000","132,264,000","134,833,000","129,691,000","125,827,000",,"118,847,000",,,"58,397,000","56,847,000","54,835,000","53,446,000","52,913,000","51,753,000","47,633,000"
				AllowanceForDoubtfulAccountsReceivable,"-70,253,000","-69,173,000","-68,426,000","-66,748,000","-64,797,000","-62,753,000","-64,236,000","-62,399,000","-60,303,000",,"-57,951,000",,,"-1,457,000","-1,241,000","-766,000","-659,000","-1,241,000","-993,000","-583,000"
			DuefromRelatedPartiesCurrent,,"0","0","0","1,409,000","2,665,000","0","1,023,000","1,023,000","1,504,000","532,000","826,000","1,731,000","1,390,000","1,433,000","2,955,000","4,133,000",,,
		RestrictedCash,"146,354,000",,,,,"0","12,806,000","13,703,000","11,302,000","6,135,000",,,,,,,,,,
