name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999
OperatingCashFlow,"288,464,000","54,530,000","91,063,000","63,025,000","79,846,000","69,119,000","62,882,000","40,267,000","138,910,000","70,805,000","47,787,000","88,126,000","97,829,000","10,991,000","66,769,000","22,395,000","96,598,000","1,029,000","42,127,000","10,401,000","44,130,000","27,160,000","45,064,000","36,188,000","17,227,000","31,853,000","51,044,000","15,969,000","28,022,000","19,390,000","12,781,000","61,166,000","40,188,000","-2,591,000","34,909,000","28,615,000","-12,442,000","23,693,000","32,367,000","21,548,000","17,502,000","27,103,000","26,348,000","26,488,000","8,108,000","23,635,000","22,705,000","17,174,000","13,044,000","20,528,000","20,147,000","22,224,000","16,857,000","16,888,000","18,446,000","11,112,000","17,620,000","15,893,000","12,991,000","12,038,000","-11,242,000","2,047,000","12,274,000","9,604,000","11,470,000","4,679,000","7,044,000","10,482,000","7,911,000","5,789,000","13,158,000","11,135,000","3,926,000","8,193,000","7,911,000","6,367,000","15,029,000","4,664,000","11,060,000","7,666,000","2,712,000","3,252,000","6,443,000","956,000","4,830,000","-3,376,000","6,573,000","-4,893,000","-3,447,000","-10,670,000","7,300,000","-4,300,000","-2,200,000","-4,200,000"
	CashFlowFromContinuingOperatingActivities,"288,464,000","54,530,000","91,063,000","63,025,000","79,846,000","69,119,000","62,882,000","40,267,000","138,910,000","70,805,000","47,787,000","88,126,000","97,829,000","10,991,000","66,769,000","22,395,000","96,598,000","1,029,000","42,127,000","10,401,000","44,130,000","27,160,000","45,064,000","36,188,000","17,227,000","29,757,000","51,044,000","15,969,000","28,022,000","19,390,000","12,781,000","61,166,000","40,188,000","-2,591,000","34,909,000","28,615,000","-12,442,000","23,693,000","32,367,000","21,548,000","17,502,000","27,103,000","26,348,000","26,488,000","8,108,000","23,635,000","22,705,000","17,174,000","13,044,000","20,528,000","20,147,000","22,224,000","16,857,000","16,888,000","18,446,000","11,112,000","17,620,000","15,893,000","12,991,000","12,038,000","-11,242,000","2,047,000","12,274,000","9,604,000","11,470,000","4,679,000","7,044,000","10,482,000","7,911,000","5,789,000","13,158,000","11,135,000","3,926,000","8,193,000","7,911,000","6,367,000","15,029,000","4,664,000","11,060,000","7,666,000","2,712,000","3,252,000","6,443,000","956,000","4,830,000","-3,376,000","6,573,000","-4,893,000","-3,447,000","-10,670,000","7,300,000","-4,300,000","-2,200,000","-4,200,000"
		NetIncomeFromContinuingOperations,"432,185,000","175,749,000","76,083,000","83,566,000","96,787,000","94,765,000","37,212,000","55,107,000","130,784,000","-10,579,000","43,232,000","39,413,000","36,822,000","49,442,000","46,033,000","13,016,000","26,974,000","23,713,000","2,779,000","42,144,000","18,953,000","15,301,000","10,494,000","-51,946,000","30,833,000","29,789,000","1,596,000","-9,364,000","25,185,000","29,967,000","27,957,000","30,138,000","21,353,000","18,830,000","22,216,000","21,064,000","11,012,000","19,448,000","22,583,000","21,308,000","16,596,000","11,406,000",,,,"13,679,000","14,171,000","12,290,000","11,730,000","10,861,000","8,405,000","9,004,000","6,641,000","8,997,000","231,000","3,773,000","7,330,000","7,500,000","4,848,000","5,358,000","-821,000","5,657,000","6,627,000","5,208,000","7,495,000","4,678,000","7,763,000","7,779,000","8,097,000","7,452,000","5,684,000","5,882,000","5,594,000","6,016,000","3,841,000","3,103,000","3,310,000","8,166,000","10,343,000","2,520,000","693,000","233,000","-2,197,000","-1,045,000","-3,880,000","-3,743,000","-4,909,000","-629,000","-16,001,000","-2,191,000","700,000","500,000","-500,000","-800,000"
		OperatingGainsLosses,,,,,,,,,,,"3,279,000","1,903,000",,,"141,000","1,992,000",,,,"-91,000","-2,861,000","238,000","3,069,000","-3,354,000","-2,132,000","-5,399,000",,,,,,,,,"0","0",,,"0","0",,,,,,,"0","0","0","0","0","0","-215,000","-3,053,000","-6,679,000",,,,,,,,,,,"2,155,000","3,006,000","1,004,000","355,000","526,000","426,000","339,000","99,000","261,000",,,,,"552,000","463,000","-306,000","754,000","4,710,000","-364,000","7,755,000","-846,000","-12,305,000","15,163,000","-2,419,000","-2,535,000","200,000","-4,600,000","-1,800,000","-1,700,000"
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,"0",,,,,,"0","0","1,830,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,"3,279,000","1,903,000",,,"141,000","1,992,000",,,,"-91,000","-2,861,000","238,000","3,069,000","-3,354,000","-2,132,000","-5,399,000",,,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"50,396,000","11,829,000","12,385,000","14,136,000","12,046,000","11,512,000","11,344,000","10,609,000","10,542,000","10,285,000","11,293,000","10,000,000","9,741,000","9,995,000","9,996,000","9,873,000","10,923,000","10,436,000","14,158,000","8,522,000","8,672,000","8,625,000","8,740,000","8,032,000","8,235,000","9,861,000","9,276,000","8,235,000","8,084,000","8,350,000","8,070,000","6,933,000","6,829,000","6,117,000","5,020,000","4,523,000","2,158,000","1,846,000","-444,000","2,414,000","2,041,000","1,829,000","1,775,000","1,660,000","1,566,000","1,493,000","958,000","816,000","752,000","673,000","697,000","652,000","620,000","623,000","2,029,000","66,000","1,061,000","1,035,000","1,117,000","1,137,000","1,144,000","1,172,000","1,303,000","1,266,000","1,305,000","1,360,000","1,618,000","851,000","543,000","582,000","577,000","563,000","515,000","481,000","1,769,000","421,000","648,000","658,000","756,000","849,000","810,000","810,000","1,167,000","1,775,000","247,000","895,000","830,000","672,000","406,000","55,000","-200,000","-100,000","-400,000","-400,000"
			DepreciationAndAmortization,"50,396,000","11,829,000","12,385,000","14,136,000","12,046,000","11,512,000","11,344,000","10,609,000","10,542,000","10,285,000","11,293,000","10,000,000","9,741,000","9,995,000","9,996,000","9,873,000","10,923,000","10,436,000","14,158,000","8,522,000","8,672,000","8,625,000","8,740,000","8,032,000","8,235,000","9,861,000","9,276,000","8,235,000","8,084,000","8,350,000","8,070,000","6,933,000","6,829,000","6,117,000","5,020,000","4,523,000","2,158,000","1,846,000","-444,000","2,414,000","2,041,000","1,829,000","1,775,000","1,660,000","1,566,000","1,493,000","958,000","816,000","752,000","673,000","697,000","652,000","620,000","623,000","2,029,000","66,000","1,061,000","1,035,000","1,117,000","1,137,000","1,144,000","1,172,000","1,303,000","1,266,000","1,305,000","1,360,000","1,618,000","851,000","543,000","582,000","577,000","563,000","515,000","481,000","1,769,000","421,000","648,000","658,000","756,000","849,000","810,000","810,000","1,167,000","1,775,000","247,000","895,000","830,000","672,000","406,000","55,000","-200,000","-100,000","-400,000","-400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,647,000","1,533,000","1,297,000","1,363,000","1,309,000","1,194,000","1,105,000","1,053,000",,,,,,,,,,,"766,000","722,000","810,000","832,000","840,000","869,000","1,002,000","964,000","968,000","960,000","1,200,000","558,000","417,000","511,000","539,000","495,000","474,000","443,000","502,000","508,000","477,000","536,000","637,000","624,000","598,000","593,000","746,000",,,"570,000",,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,177,000","881,000","744,000","466,000","466,000","466,000","461,000","440,000",,,,,,,,,,,"295,000","313,000","307,000","305,000","304,000","303,000","301,000","302,000","337,000","400,000","418,000","293,000","126,000","71,000","38,000","68,000","41,000","38,000","1,267,000","-87,000","171,000","122,000","119,000","225,000","212,000","217,000","421,000",,,"325,000",,,,,,,,
