name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011
			ChangeInPrepaidAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,351","47,028","70,852","-236,305","32,137","-3,927","-7,518","-19,901","-9,964","416,974","-311,664","-105,310"
			ChangeInPayablesAndAccruedExpense,"451,000","234,000","465,000","-289,000","121,000","-236,000","415,000","46,000","-3,108,000","-7,287,000","-791,000","1,838,000","4,908,000","-1,299,000","1,850,000","-2,626,000","69,000","636,000","1,736,000","2,843,000","178,000","164,000","39,000","476,000","517,000","32,000","457,000","-184,000","301,000","-204,000","266,109","230,772","261,903","25,216","-25,112","40,593","80,651","7,833","62,580","45,578","170,807","17,576","80,787","31,998","46,632","80,228"
				ChangeInPayable,"451,000","234,000","465,000","-289,000","121,000","-236,000","415,000","46,000","-3,108,000","-7,287,000","-791,000","1,838,000","4,908,000","-1,299,000","1,850,000","-2,626,000","69,000","636,000","1,736,000","2,843,000","178,000","164,000","39,000","476,000","517,000","32,000","457,000","-184,000","301,000","-204,000","266,109","230,772","261,903","25,216","-25,112","40,593","80,651","7,833","62,821","54,337","161,807","17,576","80,788","110,020","29,558","4,696"
					ChangeInAccountPayable,"97,000","230,000","35,000","-289,000","121,000","-236,000","405,000","46,000","-3,108,000","-7,287,000","-791,000","1,838,000","4,908,000","-1,299,000","1,850,000","-2,626,000","69,000","636,000","1,701,000","2,647,000","178,000","164,000","-47,000","461,000","517,000","32,000","411,000","-147,000","231,000","-260,000","239,542","79,580","191,662","25,216","-27,159","34,097","-37,857","7,833","148,767","13,560","-11,175","17,576","-4,281","4,667","2,007","4,696"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,759",,,"-1","-78,022","17,074","75,532"
			ChangeInOtherCurrentAssets,"-49,000","-833,000","122,000","246,000","416,000","-588,000","87,000","47,000","75,000","-655,000","107,000","-189,000","501,000","-339,000","133,000","133,000","-18,000","-251,000","167,000","42,000","205,000","-417,000","173,000","120,000","137,000","-350,000","469,000","-254,000","210,000","-444,000","148,038","83,718","-221,465","-115,291",,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,"-4,451,000","204,000","2,694,000","-726,000","-6,623,000","5,318,000","2,567,000","-655,000","894,000","-223,000","-1,418,000","1,556,000","361,000","-477,000","-1,517,000","-5,195,000","6,498,000","218,000","4,442,000","1,962,000","-4,382,000","1,819,000","2,483,000","117,000","177,000","-498,000","175,000","218,000","1,481,000","-1,690,000","146,060","170,611","216,790","144,539",,,,,,,,,,,,
			ChangeInOtherWorkingCapital,,,,,,,,,,,,,,,"32,000","-34,000","-140,000","-1,000",,,"-138,000","262,000",,,"5,000","-26,000",,,,,,,,"50,275",,,,"-30,269",,,,"85,771",,,,"-3,288"
InvestingCashFlow,"-680,396,000","1,674,051,000","-1,173,729,000","-779,089,000","-401,629,000","-662,353,000","-309,075,000","-117,573,000","-336,408,000","563,716,000","433,691,000","-513,575,000","-457,780,000","182,858,000","259,906,000","150,240,000","160,509,000","-190,635,000","145,530,000","-470,663,000","-222,225,000","-255,147,000","-629,270,000","-238,734,000","-127,951,000","76,207,000","-70,720,000","64,276,000","-601,123,000","-42,383,000","-187,579,016","-499,549,305","-149,865,363","-356,429,316","-17,703,518","10,308,004","3,967,112","-246,392,184","-49,483,097","-4,660,510","23,294,958","-30,001,267","-4,167,280","-23,558,922","-175,355","-3,482,456"
	CashFlowFromContinuingInvestingActivities,"-680,396,000","1,674,051,000","-1,173,729,000","-779,089,000","-401,629,000","-662,353,000","-309,075,000","-117,573,000","-336,408,000","563,716,000","433,691,000","-513,575,000","-457,780,000","182,858,000","259,906,000","150,240,000","160,509,000","-190,635,000","145,530,000","-470,663,000","-222,225,000","-255,147,000","-629,270,000","-238,734,000","-127,951,000","76,207,000","-70,720,000","64,276,000","-601,123,000","-42,383,000","-187,579,016","-499,549,305","-149,865,363","-356,429,316","-17,703,518","10,308,004","3,967,112","-246,392,184","-49,483,097","-4,660,510","23,294,958","-30,001,267","-4,167,280","-23,558,922","-175,355","-3,482,456"
		NetInvestmentPurchaseAndSale,"-680,396,000","1,674,051,000","-1,173,729,000","-779,089,000","-401,629,000","-662,353,000","-309,075,000","-257,341,000","-196,670,000","563,716,000","433,691,000","-513,575,000","-457,780,000","182,858,000","259,906,000","150,240,000","160,509,000","-190,635,000","145,530,000","-470,663,000","-222,225,000","-255,150,000","-625,201,000","-240,837,000","-126,745,000","77,505,000","-65,471,000","52,450,000","-586,326,000","-41,910,000","-187,570,391","-495,352,305","-150,377,363","-354,778,941","-17,838,768","3,982,629","10,842,112","-244,809,934","-49,042,222","-4,669,885","22,288,708","-29,068,267","-5,392,030","-22,321,722","-228,005","-3,351,506"
			PurchaseOfInvestment,,,"-1,613,196,000","-1,850,659,000","-1,229,554,000","-1,774,756,000","-1,956,766,000","-1,049,717,000","-669,424,000","-1,387,410,000","-1,144,773,000","-931,770,000","-1,627,016,000","-567,286,000","-935,426,000","-963,194,000","-1,477,379,000","-517,829,000","-1,416,915,000","-1,389,823,000","-1,960,417,000","-1,737,240,000","-986,548,000","-699,998,000","-770,633,000","-716,223,000","-582,021,000","-966,582,000","-1,015,509,000","-125,383,000","-673,718,386","-570,163,172","-446,243,147","-506,449,295","-197,660,265","-48,292,457","-132,972,697","-308,658,763","-89,338,722","-6,542,595","-70,410,273","-32,786,281","-30,302,981","-26,176,790","-11,245,340","-3,769,370"
			SaleOfInvestment,"4,013,013,000","1,674,051,000","439,467,000","1,071,570,000","827,925,000","1,112,403,000","1,647,691,000","792,376,000","472,754,000","1,951,126,000","1,578,464,000","418,195,000","1,169,236,000","750,144,000","1,195,332,000","1,113,434,000","1,637,888,000","327,194,000","1,562,445,000","919,160,000","1,738,192,000","1,482,090,000","361,347,000","459,161,000","643,888,000","793,728,000","516,550,000","1,019,032,000","429,183,000","83,473,000","486,147,995","74,810,867","295,865,784","151,670,354","179,821,497","52,275,086","143,814,809","63,848,829","40,296,500","1,872,710","92,698,981","3,718,014","24,910,951","3,855,068","11,017,335","417,864"
		NetOtherInvestingChanges,,,,,,,,,,,,,,,,,,,"0","0","0","3,000","-4,069,000","2,103,000","-1,206,000","-1,298,000","-5,249,000","11,826,000","-14,797,000","-473,000","-8,625","-4,197,000","512,000","-1,650,375","135,250","6,325,375","-6,875,000","-1,582,250","-440,875","9,375","1,006,250","-933,000","1,224,750","-1,237,200","52,650","-130,950"
FinancingCashFlow,"593,400,000","-1,811,221,000","1,113,670,000","852,080,000","438,871,000","666,675,000","336,742,000","110,071,000","351,829,000","-633,825,000","-381,030,000","525,889,000","478,773,000","-164,595,000","-327,891,000","-141,595,000","-191,361,000","66,378,000","-121,495,000","412,573,000","322,879,000","255,827,000","558,912,000","267,352,000","118,662,000","-55,978,000","32,524,000","-89,703,000","610,740,000","29,776,000","222,419,404","512,542,876","140,044,326","391,738,394","15,396,782","-8,432,189","-9,063,906","247,453,571","47,369,771","5,746,314","-23,163,367","29,663,456","3,869,064","23,951,936","1,473,160","2,893,156"
	CashFlowFromContinuingFinancingActivities,"593,400,000","-1,811,221,000","1,113,670,000","852,080,000","438,871,000","666,675,000","336,742,000","110,071,000","351,829,000","-633,825,000","-381,030,000","525,889,000","478,773,000","-164,595,000","-327,891,000","-141,595,000","-191,361,000","66,378,000","-121,495,000","412,573,000","322,879,000","255,827,000","558,912,000","267,352,000","118,662,000","-55,978,000","32,524,000","-89,703,000","610,740,000","29,776,000","222,419,404","512,542,876","140,044,326","391,738,394","15,396,782","-8,432,189","-9,063,906","247,453,571","47,369,771","5,746,314","-23,163,367","29,663,456","3,869,064","23,951,936","1,473,160","2,893,156"
		NetIssuancePaymentsOfDebt,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-187,500,000",,,,,,,,,,,,,,,,,,,,
			NetLongTermDebtIssuance,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-187,500,000",,,,,,,,,,,,,,,,,,,,
				LongTermDebtPayments,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-187,500,000",,,,,,,,,,,,,,,,,,,,
		NetCommonStockIssuance,"416,935,000","-214,000","115,398,000","177,007,000","124,744,000","96,611,000","36,039,000","15,564,000","-68,000","19,447,000","-8,000","55,324,000","28,495,000","5,479,000","-18,742,000","0","-7,681,000","0","74,750,000","0","110,064,000","12,793,000","71,212,000","40,525,000","6,591,000","0","-1,340,000","-9,512,000","67,100,000","16,175,000","49,846,016","46,371,510","12,578,671","62,498,803","0","0","0","35,400,000","0","0","0","0","0","7,500,000","0","3,095,000"
			CommonStockIssuance,,,"115,398,000","177,007,000","124,746,000","96,908,000","36,037,000","15,566,000","0","19,447,000","-8,000","55,324,000","28,495,000","8,503,000","0","0","0","0","74,750,000","0","110,064,000","12,793,000","71,212,000","40,525,000","6,591,000","0","0","0","67,100,000","16,175,000","49,846,016","46,371,510","12,578,671","62,498,803","0","0","0","35,400,000",,,,"0","0","7,500,000","0","3,095,000"
			CommonStockPayments,"-216,000","-214,000","0","0","-2,000","-297,000","2,000","-2,000","-68,000","0","0","0","0","-3,024,000","-18,742,000","0",,,,,,,"0",,,,"-1,340,000",,,,,,,,,,,,,,,,,,,
		CashDividendsPaid,"-105,964,000","-31,010,000","-31,965,000","-24,092,000","-18,897,000","-16,030,000","-13,580,000","-12,057,000","-12,592,000","-15,416,000","-15,151,000","-13,885,000","-12,511,000","-11,760,000","-12,398,000","-13,544,000","-14,254,000","-19,116,000","-19,954,000","-19,048,000","-15,033,000","-13,869,000","-7,908,000","-10,443,000","-9,267,000","-9,154,000","-9,150,000","-9,419,000","-10,940,000","-9,239,000","-8,098,780","-6,105,671","-4,988,849","-3,449,700","-1,503,749","-1,353,374","-1,353,375","-451,124",,,,"0",,,,
			CommonStockDividendPaid,,,,,,"-16,030,000","-13,580,000","-12,057,000","-12,592,000","-15,416,000","-15,151,000","-13,885,000","-12,511,000","-11,760,000","-12,398,000","-13,544,000","-14,254,000","-19,116,000","-19,954,000","-19,048,000","-15,033,000","-13,869,000","-7,908,000","-10,443,000","-9,267,000","-9,154,000","-9,150,000","-9,419,000","-10,940,000","-9,239,000","-8,098,780","-6,105,671","-4,988,849","-3,449,700","-1,503,749","-1,353,374","-1,353,375","-451,124",,,,"0",,,,
		NetOtherFinancingCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-201,844"
EndCashPosition,"427,445,000","427,445,000","450,442,000","475,244,000","379,718,000","328,591,000","299,506,000","247,346,000","236,030,000","201,450,000","278,655,000","202,216,000","181,093,000","142,931,000","126,263,000","195,321,000","169,012,000","164,005,000","246,712,000","181,288,000","219,661,000","112,723,000","73,475,000","110,860,000","65,352,000","65,558,000","57,229,000","67,102,000","100,471,000","78,105,000","93,137,000","55,026,519","33,284,745","43,567,673","8,169,402","7,900,956","6,317,577","2,669,966","2,537,257","4,454,911","2,878,282","2,116,445","1,891,914","1,793,357","1,805,613","684,045"
	ChangesInCash,"98,854,000","-22,997,000","-24,802,000","95,526,000","51,127,000","29,085,000","52,160,000","11,316,000","34,580,000","-77,205,000","76,439,000","21,123,000","38,162,000","16,668,000","-69,058,000","26,309,000","5,007,000","-82,707,000","65,424,000","-38,373,000","106,938,000","18,298,000","-37,385,000","45,508,000","-206,000","8,329,000","-9,873,000","-33,369,000","22,366,000","-15,032,000","38,110,883","21,741,774","-10,282,928","35,398,271","268,446","1,583,379","3,647,611","132,709","-1,917,654","1,576,629","761,837","224,531","98,557","-12,256","1,121,568","-511,990"
	BeginningCashPosition,"328,591,000","450,442,000","475,244,000","379,718,000","328,591,000","299,506,000","247,346,000","236,030,000","201,450,000","278,655,000","202,216,000","181,093,000","142,931,000","126,263,000","195,321,000","169,012,000","164,005,000","246,712,000","181,288,000","219,661,000","112,723,000","94,425,000","110,860,000","65,352,000","65,558,000","57,229,000","67,102,000","100,471,000","78,105,000","93,137,000","55,026,519","33,284,745","43,567,673","8,169,402","7,900,956","6,317,577","2,669,966","2,537,257","4,454,911","2,878,282","2,116,445","1,891,914","1,793,357","1,805,613","684,045","1,196,035"
InterestPaidSupplementalData,"7,707,000","2,425,000","1,987,000","1,860,000","1,435,000","2,176,000","1,605,000","1,998,000","7,588,000","23,809,000","20,813,000","20,484,000","17,523,000","20,190,000","17,890,000","21,518,000","16,510,000","14,513,000","11,854,000","9,991,000","8,585,000","6,551,000","5,022,000","3,519,000","2,812,000","3,288,000","1,960,000","2,184,000","1,336,000","1,556,000","886,564","738,803","484,006","385,627","295,221","272,059","330,092","191,455","71,886","44,822","84,942","33,090","40,135","18,754","15,999","14,246"
IssuanceOfCapitalStock,,,"115,398,000","177,007,000","124,746,000","96,908,000","36,037,000","15,566,000","0","19,447,000","-8,000","55,324,000","28,495,000","8,503,000","0","0","0","0","74,750,000","0","110,064,000","12,793,000","71,212,000","40,525,000","6,591,000","0","0","0","67,100,000","16,175,000","49,846,016","46,371,510","12,578,671","62,498,803","0","0","0","35,400,000",,,,"0","0","7,500,000","0","3,095,000"
RepaymentOfDebt,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","-187,500,000",,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-216,000","-214,000","0","0","-2,000","-297,000","2,000","-2,000","-68,000","0","0","0","0","-3,024,000","-18,742,000","0",,,,,,,"0",,,,"-1,340,000",,,,,,,,,,,,,,,,,,,
FreeCashFlow,"185,850,000","114,173,000","35,257,000","22,535,000","13,885,000","24,763,000","24,493,000","18,818,000","19,159,000","-7,096,000","23,778,000","8,809,000","17,169,000","-1,595,000","-1,073,000","17,664,000","35,859,000","41,550,000","41,389,000","19,717,000","6,284,000","17,618,000","32,973,000","16,890,000","9,083,000","-11,900,000","28,323,000","-7,942,000","12,749,000","-2,425,000","3,270,495","8,748,203","-461,891","89,193","2,575,182","-292,436","8,744,405","-928,678","195,672","490,825","630,246","562,342","396,773","-405,270","-176,237","77,310"
