name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020
OperatingCashFlow,"-102,300,000","-122,200,000","100,000,000","-41,500,000","-38,600,000","-43,500,000","141,300,000","-17,400,000","189,900,000","13,300,000","136,500,000"
	CashFlowFromContinuingOperatingActivities,"-102,300,000","-122,200,000","100,000,000","-41,500,000","-38,600,000","-43,500,000","141,300,000","-17,400,000","189,900,000","13,300,000","136,500,000"
		NetIncomeFromContinuingOperations,"6,500,000","-35,100,000","13,600,000","22,800,000","5,200,000","15,100,000","38,300,000","47,700,000","149,900,000","-23,600,000","-358,100,000"
		OperatingGainsLosses,,,"1,000,000","-100,000",,"-100,000","1,300,000","-100,000","400,000","1,800,000","600,000"
			GainLossOnSaleOfPPE,,,"1,000,000","-100,000","-24,500,000","0","1,300,000","-100,000","400,000","1,800,000","600,000"
		DepreciationAmortizationDepletion,"79,800,000","20,100,000","20,000,000","19,600,000","20,100,000","20,400,000","20,200,000","20,300,000","19,700,000","19,800,000","20,200,000"
			DepreciationAndAmortization,"79,800,000","20,100,000","20,000,000","19,600,000","20,100,000","20,400,000","20,200,000","20,300,000","19,700,000","19,800,000","20,200,000"
		DeferredTax,"-100,000","-100,000","-3,800,000","3,400,000","400,000","-400,000","-4,400,000","-600,000","100,000","1,000,000","8,000,000"
			DeferredIncomeTax,"-100,000","-100,000","-3,800,000","3,400,000","400,000","-400,000","-4,400,000","-600,000","100,000","1,000,000","8,000,000"
		AssetImpairmentCharge,,,,,,,"0",,,,"356,400,000"
		StockBasedCompensation,"2,900,000","1,000,000","400,000","800,000","700,000","600,000","400,000","300,000","400,000","400,000","300,000"
		OtherNonCashItems,"171,300,000","42,900,000","42,600,000","41,600,000","44,200,000","40,000,000","37,800,000","36,100,000","-108,200,000","35,300,000","32,300,000"
		ChangeInWorkingCapital,"-339,100,000","-151,000,000","26,200,000","-129,600,000","-84,700,000","-119,200,000","47,700,000","-121,100,000","127,600,000","-21,400,000","76,800,000"
			ChangeInInventory,"-135,200,000","-15,900,000","85,700,000","-112,300,000","-92,700,000","16,600,000","141,800,000","-96,600,000","13,300,000","35,300,000","127,200,000"
			ChangeInPrepaidAssets,"7,300,000","-18,900,000","43,300,000","-7,200,000","-9,900,000","6,100,000","-900,000","-28,200,000","2,700,000","3,900,000","27,200,000"
			ChangeInPayablesAndAccruedExpense,"-9,400,000","-76,100,000","-41,600,000","40,800,000","67,500,000","-92,500,000","-43,300,000","36,800,000","126,700,000","-35,200,000","-39,400,000"
				ChangeInPayable,"-11,100,000","-59,800,000","-57,500,000","45,100,000","61,100,000","-45,000,000","-78,800,000","44,100,000","102,200,000","-44,500,000","-52,900,000"
					ChangeInAccountPayable,"-11,100,000","-59,800,000","-57,500,000","45,100,000","61,100,000","-45,000,000","-78,800,000","44,100,000","102,200,000","-44,500,000","-52,900,000"
				ChangeInAccruedExpense,"1,700,000","-16,300,000","15,900,000","-4,300,000","6,400,000","-47,500,000","35,500,000","-7,300,000","24,500,000","9,300,000","13,500,000"
			ChangeInOtherCurrentLiabilities,"-200,900,000","-42,200,000","-58,100,000","-52,300,000","-48,300,000","-50,000,000","-46,800,000","-33,300,000","-14,200,000","-27,100,000","-35,300,000"
			ChangeInOtherWorkingCapital,"-900,000","2,100,000","-3,100,000","1,400,000","-1,300,000","600,000","-3,100,000","200,000","-900,000","1,700,000","-2,900,000"
InvestingCashFlow,"-26,100,000","-23,600,000","-18,200,000","-14,300,000","30,000,000","-10,700,000","-7,500,000","-8,200,000","-7,700,000","-12,300,000","-14,700,000"
	CashFlowFromContinuingInvestingActivities,"-26,100,000","-23,600,000","-18,200,000","-14,300,000","30,000,000","-10,700,000","-7,500,000","-8,200,000","-7,700,000","-12,300,000","-14,700,000"
		CapitalExpenditureReported,"-67,900,000","-19,300,000","-16,200,000","-14,300,000","-18,100,000","-10,500,000","-7,300,000","-8,600,000","-7,800,000","-12,300,000","-13,800,000"
		NetPPEPurchaseAndSale,,,"0","0",,,"0","500,000",,,"0"
			SaleOfPPE,,,"0","0",,,"0","500,000",,,"0"
		NetBusinessPurchaseAndSale,,"-4,300,000",,,,,,,,,
			PurchaseOfBusiness,,"-4,300,000",,,,,,,,,
		NetOtherInvestingChanges,,,"-2,000,000","0","0","-200,000",,,,,
FinancingCashFlow,"128,000,000","145,600,000","-90,200,000","64,600,000","8,000,000","49,500,000","-139,600,000","17,700,000","-288,100,000","121,600,000","-124,200,000"
	CashFlowFromContinuingFinancingActivities,"128,000,000","145,600,000","-90,200,000","64,600,000","8,000,000","49,500,000","-139,600,000","17,700,000","-288,100,000","121,600,000","-124,200,000"
		NetIssuancePaymentsOfDebt,"167,800,000","149,800,000","-77,800,000","79,800,000","16,000,000","-27,500,000","-135,300,000","17,600,000","-288,100,000","121,600,000","-124,200,000"
			NetLongTermDebtIssuance,"22,300,000","-5,700,000","-2,300,000","-4,200,000","34,500,000","-73,000,000","-3,800,000","-6,400,000","-181,100,000","-4,900,000","-4,700,000"
				LongTermDebtIssuance,,,"0","0",,,,,,,"68,300,000"
				LongTermDebtPayments,"-649,300,000","-5,700,000","-2,300,000","-4,200,000","-637,100,000","-73,000,000","-3,800,000","-6,400,000","-181,100,000","-4,900,000","-4,700,000"
			NetShortTermDebtIssuance,"145,500,000","155,500,000","-75,500,000","84,000,000","-18,500,000","45,500,000","-131,500,000","24,000,000","-107,000,000","126,500,000","-119,500,000"
				ShortTermDebtIssuance,"642,500,000","221,700,000","138,500,000","147,800,000","134,500,000","147,600,000","120,200,000","133,000,000","162,400,000","169,100,000","68,300,000"
				ShortTermDebtPayments,"-497,000,000","-66,200,000","-214,000,000","-63,800,000","-153,000,000","-102,100,000","-251,700,000","-109,000,000","-269,400,000","-42,600,000","-187,800,000"
		NetCommonStockIssuance,"-20,100,000","0","-9,200,000","-10,800,000","-100,000","77,000,000","0","0","0","0","0"
			CommonStockIssuance,"-100,000","0","0","0","-100,000","77,000,000",,,"0","0",
			CommonStockPayments,,,"-9,200,000",,,,"0",,,,"0"
		CashDividendsPaid,"-17,100,000","-4,500,000","-4,200,000","-4,200,000",,,,,,,
		ProceedsFromStockOptionExercised,"2,200,000","400,000",,,,,"0",,,,"0"
		NetOtherFinancingCharges,,"-100,000","-800,000","-200,000",,,"-4,300,000",,,,"0"
EndCashPosition,"22,300,000","22,300,000","22,500,000","30,900,000","22,100,000","22,700,000","27,400,000","33,200,000","41,100,000","147,000,000","24,400,000"
	ChangesInCash,"-400,000","-200,000","-8,400,000","8,800,000","-600,000","-4,700,000","-5,800,000","-7,900,000","-105,900,000","122,600,000","-2,400,000"
	BeginningCashPosition,"22,700,000","22,500,000","30,900,000","22,100,000","22,700,000","27,400,000","33,200,000","41,100,000","147,000,000","24,400,000","26,800,000"
IncomeTaxPaidSupplementalData,,,"-13,000,000","4,300,000",,,"13,500,000","39,000,000",,,"-300,000"
InterestPaidSupplementalData,"47,200,000","10,400,000","11,000,000","11,300,000","14,500,000","12,800,000","13,400,000","13,600,000","19,600,000","15,500,000","23,600,000"
CapitalExpenditure,"-67,900,000","-19,300,000","-16,200,000","-14,300,000","-18,100,000","-10,500,000","-7,300,000","-8,600,000","-7,800,000","-12,300,000","-13,800,000"
IssuanceOfCapitalStock,"-100,000","0","0","0","-100,000","77,000,000",,,"0","0",
IssuanceOfDebt,"1,314,100,000","221,700,000","138,500,000","147,800,000","806,100,000","147,600,000","120,200,000","133,000,000","162,400,000","169,100,000","68,300,000"
RepaymentOfDebt,"-1,146,300,000","-71,900,000","-216,300,000","-68,000,000","-790,100,000","-175,100,000","-255,500,000","-115,400,000","-450,500,000","-47,500,000","-192,500,000"
RepurchaseOfCapitalStock,,,"-9,200,000",,,,"0",,,,"0"
FreeCashFlow,"-170,200,000","-141,500,000","83,800,000","-55,800,000","-56,700,000","-54,000,000","134,000,000","-26,000,000","182,100,000","1,000,000","122,700,000"
