name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
TotalRevenue,"5,157,600,000","1,143,300,000","1,304,900,000","1,071,700,000","1,637,700,000","1,517,500,000","1,034,300,000","747,700,000","580,500,000","-485,800,000","343,200,000","620,000,000","909,700,000","829,600,000","231,400,000","463,400,000","620,800,000","493,000,000","689,500,000","402,300,000","578,600,000","640,300,000","403,800,000","371,200,000","418,800,000","343,100,000","266,800,000","900,000","846,900,000","1,003,200,000","197,300,000","523,600,000","984,800,000","915,700,000","1,071,300,000","418,300,000","702,500,000","792,200,000","1,412,900,000","858,500,000","248,400,000","1,110,900,000","831,800,000","-59,600,000","755,800,000","1,317,300,000","1,542,100,000","494,300,000"
	OperatingRevenue,"5,157,600,000","1,143,300,000","1,304,900,000","1,071,700,000","1,637,700,000","1,517,500,000","1,034,300,000","747,700,000","580,500,000","-485,800,000","343,200,000","620,000,000","909,700,000","829,600,000","231,400,000","463,400,000","620,800,000","493,000,000","689,500,000","402,300,000","578,600,000","640,300,000","403,800,000","371,200,000","418,800,000","343,100,000","266,800,000","900,000","846,900,000","1,003,200,000","197,300,000","523,600,000","984,800,000","915,700,000","1,071,300,000","418,300,000","702,500,000","792,200,000","1,412,900,000","858,500,000","248,400,000","1,110,900,000","831,800,000","-59,600,000","755,800,000","1,317,300,000","1,542,100,000","494,300,000"
CostOfRevenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"393,600,000","178,500,000","195,200,000","146,200,000","13,800,000","142,700,000","175,200,000","167,100,000","108,100,000"
GrossProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464,900,000","69,900,000","915,700,000","685,600,000","-73,400,000","613,100,000","1,142,100,000","1,375,000,000","386,200,000"
OperatingExpense,"1,551,700,000","400,600,000","395,700,000","370,400,000","385,000,000","353,200,000","337,200,000","332,600,000","323,700,000","303,200,000","383,500,000","358,600,000","367,700,000","359,300,000","310,100,000","402,800,000","368,000,000","367,500,000","294,500,000","236,400,000","334,900,000","312,600,000","391,900,000","420,900,000","351,000,000","327,800,000","424,900,000","530,000,000","372,800,000","387,900,000","394,400,000","348,200,000","443,600,000","443,300,000","357,000,000","426,900,000","416,600,000","339,800,000","922,700,000","92,900,000","84,000,000","87,100,000","130,800,000","80,400,000","77,800,000","81,900,000","288,300,000","28,300,000"
	SellingGeneralAndAdministration,"446,300,000","106,300,000","131,300,000","99,600,000","109,100,000","91,700,000","108,400,000","91,100,000","80,200,000","69,600,000","149,500,000","121,700,000","110,700,000","112,500,000","72,700,000","166,200,000","126,800,000","95,000,000","105,900,000","-18,700,000","95,800,000","93,800,000","158,500,000","188,900,000","91,400,000","82,300,000","173,600,000","289,600,000","132,800,000","116,800,000","156,400,000","117,400,000","118,700,000","134,300,000","128,300,000","136,400,000","120,300,000","111,400,000","89,400,000","92,900,000","84,000,000","91,200,000","98,800,000","80,400,000","77,800,000","66,500,000","71,800,000","28,300,000"
		GeneralAndAdministrativeExpense,"446,300,000","106,300,000","131,300,000","99,600,000","109,100,000","91,700,000","108,400,000","91,100,000","80,200,000","69,600,000","149,500,000","121,700,000","110,700,000","112,500,000","72,700,000","166,200,000","126,800,000","95,000,000","105,900,000","-18,700,000","95,800,000","93,800,000","158,500,000","188,900,000","91,400,000","82,300,000","173,600,000","289,600,000","132,800,000","116,800,000","156,400,000","117,400,000","118,700,000","134,300,000","128,300,000","136,400,000","120,300,000","111,400,000","89,400,000",,,,,,,,,
	OtherOperatingExpenses,"1,200,000","300,000","500,000","3,500,000","-3,100,000","600,000","-8,500,000","600,000","500,000","200,000","300,000","300,000","400,000","300,000","200,000","300,000","300,000","300,000","-71,500,000",,"100,000",,"-12,000,000","-3,700,000","700,000","3,800,000","4,300,000","-9,900,000","-2,900,000","1,100,000","-16,300,000","-39,600,000","-4,600,000","30,200,000","-18,400,000","7,600,000","-3,300,000","-2,400,000","200,000","10,300,000","700,000","-4,100,000",,,,"15,400,000",,
OperatingIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"372,000,000","-14,100,000","828,600,000","554,800,000","-153,800,000","535,300,000","1,060,200,000","1,086,700,000","357,900,000"
NetNonOperatingInterestIncomeExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-208,100,000","-185,700,000","-194,900,000","-175,200,000","-114,800,000","-120,100,000","-103,600,000","-74,800,000","-51,900,000"
