name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,12/31/2012
TotalAssets,"1,173,589,000","1,187,825,000","1,186,356,000","1,027,435,000","1,025,136,000","457,163,000","454,151,000","256,737,000","267,100,000","275,212,000","260,307,000","252,377,000","123,537,000","120,638,000","119,077,000","65,461,000","71,190,000","78,669,000","83,659,000","88,347,000","92,606,000","101,034,000","69,650,000","74,832,000","84,267,000","75,285,000","80,853,000","82,503,000","55,060,000","64,839,000","71,814,000","67,750,000","72,454,000","79,630,000","23,571,000","27,159,000","19,067,000"
	CurrentAssets,"238,483,000","243,102,000","229,308,000","371,346,000","362,092,000","375,679,000","370,315,000","172,688,000","181,362,000","187,687,000","228,079,000","219,950,000","90,616,000","96,952,000","95,374,000","41,635,000","47,049,000","53,928,000","58,207,000","62,860,000","66,295,000","73,627,000","42,952,000","47,397,000","56,194,000","47,933,000","57,331,000","60,714,000","33,691,000","43,348,000","50,668,000","64,178,000","69,163,000","76,407,000","20,470,000","23,842,000","16,381,000"
		CashCashEquivalentsAndShortTermInvestments,"163,615,000","173,197,000","164,029,000","327,545,000","324,062,000","349,364,000","345,080,000","147,450,000","153,132,000","159,317,000","195,662,000","192,647,000","67,841,000","77,995,000","77,846,000","23,758,000","27,152,000","33,891,000","41,195,000","46,463,000","51,506,000","59,219,000","31,699,000","38,993,000","47,456,000","39,084,000","46,116,000","51,045,000","25,798,000","35,014,000","44,002,000","57,998,000","64,237,000","71,220,000","15,426,000","20,683,000","14,002,000"
			CashAndCashEquivalents,"163,615,000","173,197,000","164,029,000","327,545,000","324,062,000","349,364,000","345,080,000","147,450,000","153,132,000","159,317,000","195,662,000","192,647,000","67,841,000","77,995,000","77,846,000","23,758,000","27,152,000","33,891,000","41,195,000","46,463,000","51,506,000","59,219,000","31,699,000","38,993,000","47,456,000","39,084,000","46,116,000","51,045,000","25,798,000","35,014,000","44,002,000","57,998,000","64,237,000","71,220,000","15,426,000","20,683,000","14,002,000"
		Receivables,"42,481,000","41,461,000","40,309,000","31,864,000","27,877,000","18,461,000","17,629,000","15,306,000","19,091,000","19,329,000","23,613,000","19,626,000","16,615,000","13,168,000","12,262,000","13,006,000","13,198,000","12,716,000","11,635,000","11,027,000","9,125,000","8,756,000","6,312,000","3,387,000","3,230,000","3,503,000","3,520,000","3,586,000","2,564,000","3,050,000","1,180,000","1,430,000","1,191,000","1,143,000","714,000","991,000","569,000"
			AccountsReceivable,"42,481,000","41,461,000","40,309,000","31,864,000","27,877,000","18,461,000","17,629,000","15,306,000","19,091,000","19,329,000","23,613,000","19,626,000","16,615,000","13,168,000","12,262,000","13,006,000","13,198,000","12,716,000","11,635,000","11,027,000","9,125,000","8,756,000","6,312,000","3,387,000","3,230,000","3,503,000","3,520,000","3,586,000","2,564,000","3,050,000","1,180,000","1,430,000","1,191,000","1,143,000","714,000","991,000","569,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,"3,361,000","3,620,000","3,612,000","3,678,000","2,649,000","3,134,000","1,294,000","1,542,000","1,326,000","1,250,000","1,078,000","1,309,000","791,000"
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,"-131,000","-117,000","-92,000","-92,000","-85,000","-84,000","-114,000","-112,000","-135,000","-107,000","-364,000","-318,000","-222,000"
		Inventory,"12,372,000","11,225,000","9,824,000","6,674,000","6,308,000","4,657,000","4,456,000","7,041,000","6,094,000","6,806,000","6,608,000","5,104,000","3,768,000","3,402,000","3,463,000","3,049,000","4,557,000","5,324,000","3,760,000","3,317,000","3,443,000","3,475,000","3,416,000","3,502,000","3,652,000","3,767,000","3,984,000","3,976,000","3,732,000","3,696,000","3,350,000","3,300,000","2,721,000","2,567,000","1,392,000","770,000","1,050,000"
			RawMaterials,"12,372,000","11,225,000","9,824,000","6,674,000","6,308,000","4,657,000","4,456,000","7,041,000","6,094,000","6,806,000","6,608,000","5,104,000","3,768,000","3,402,000","3,463,000","3,049,000","4,557,000","5,324,000","3,760,000","3,317,000","3,443,000","3,475,000","3,416,000","3,502,000","3,652,000","3,767,000","3,984,000","3,976,000","3,732,000","3,696,000","3,350,000","3,300,000","2,721,000","2,567,000","1,392,000","770,000","1,050,000"
		PrepaidAssets,"20,015,000","17,219,000","15,146,000","5,263,000","3,845,000","3,197,000","3,150,000","2,891,000","3,045,000","2,235,000","2,196,000","2,573,000","2,392,000","2,387,000","1,803,000","1,822,000","2,142,000","1,997,000","1,617,000","1,933,000","2,101,000","2,057,000","1,405,000","1,395,000","1,618,000","1,461,000","3,371,000","1,735,000","1,179,000","1,218,000","1,711,000","1,450,000","1,014,000","1,477,000","2,938,000","1,398,000","710,000"
		RestrictedCash,,,,,,,,,,,,,,,,,,,"0","120,000","120,000","120,000","120,000","120,000","238,000","118,000","118,000","118,000","118,000","70,000","100,000",,,"0","0","0","50,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,"222,000","254,000","300,000","300,000","325,000",,,,,,
