name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016
TotalRevenue,"13,827,000,000","3,944,000,000","3,318,000,000","3,615,000,000","2,950,000,000","1,153,000,000","516,000,000","1,840,000,000","-2,530,000,000","12,593,000,000","1,689,000,000","3,028,000,000","3,160,000,000","1,714,000,000","5,155,000,000","1,083,000,000","2,962,000,000","2,835,000,000","3,019,000,000","2,806,000,000","3,882,000,000","2,830,000,000","1,498,000,000","2,155,000,000"
	OperatingRevenue,"13,827,000,000","3,944,000,000","3,318,000,000","3,615,000,000","2,950,000,000","1,153,000,000","516,000,000","1,840,000,000","-2,530,000,000","12,593,000,000","1,689,000,000","3,028,000,000","3,160,000,000","1,714,000,000","5,155,000,000","1,083,000,000","2,962,000,000","2,835,000,000","3,019,000,000","2,806,000,000","3,882,000,000","2,830,000,000","1,498,000,000","2,155,000,000"
NetNonOperatingInterestIncomeExpense,"-217,000,000","-47,000,000","-60,000,000","-59,000,000","-51,000,000","-74,000,000","-48,000,000","-52,000,000","-48,000,000","-52,000,000","-54,000,000","-54,000,000","-57,000,000","-56,000,000","-60,000,000","-65,000,000","-60,000,000","-46,000,000","-45,000,000","-42,000,000","-38,000,000","-35,000,000","-35,000,000","-31,000,000"
	InterestExpenseNonOperating,"217,000,000","47,000,000","60,000,000","59,000,000","51,000,000","74,000,000","48,000,000","52,000,000","48,000,000","52,000,000","54,000,000","54,000,000","57,000,000","56,000,000","60,000,000","65,000,000","60,000,000","46,000,000","45,000,000","42,000,000","38,000,000","35,000,000","35,000,000","31,000,000"
OtherIncomeExpense,"831,000,000","203,000,000","210,000,000","220,000,000","198,000,000","167,000,000","142,000,000","155,000,000","124,000,000","156,000,000","146,000,000","142,000,000","139,000,000","127,000,000","140,000,000","135,000,000","124,000,000","117,000,000","89,000,000","102,000,000","136,000,000","118,000,000","105,000,000","100,000,000"
	SecuritiesAmortization,,,,,,,,,,,,,,,,,,,,"-10,000,000",,,,
	SpecialIncomeCharges,,,,,,,,,,,,,,,,,,,,"-450,000,000",,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,"450,000,000",,,,
PretaxIncome,"2,426,000,000","787,000,000","465,000,000","930,000,000","244,000,000","-1,808,000,000","-2,021,000,000","-923,000,000","-5,019,000,000","6,887,000,000","-1,112,000,000","-440,000,000","441,000,000","-924,000,000","2,329,000,000","-618,000,000","314,000,000","370,000,000","1,006,000,000","47,000,000","614,000,000","-167,000,000","-602,000,000","-41,000,000"
TaxProvision,"411,000,000","148,000,000","77,000,000","165,000,000","21,000,000","-408,000,000","-885,000,000","-218,000,000","-1,077,000,000","1,440,000,000","-271,000,000","-124,000,000","11,000,000","-215,000,000","330,000,000","-175,000,000","59,000,000","79,000,000","204,000,000","-59,000,000","-84,000,000","30,000,000","-286,000,000","-95,000,000"
