name,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996
TotalAssets,"10,026,000,000","9,500,000,000","9,222,000,000","9,156,000,000","9,360,000,000","8,686,000,000","8,420,000,000","8,416,000,000","7,522,000,000","7,483,000,000","7,472,000,000","7,811,000,000","8,741,000,000","8,418,000,000","8,551,000,000","8,905,000,000","9,865,000,000","9,787,000,000","10,308,000,000","9,599,000,000","9,493,000,000","9,055,000,000","8,762,000,000","8,787,000,000","10,037,000,000","8,785,000,000","8,635,000,000","8,697,000,000","9,401,200,000","9,234,700,000","9,177,500,000","9,472,400,000","9,219,200,000","9,000,600,000","9,197,400,000","9,017,900,000","11,242,400,000","10,865,900,000","9,553,900,000","9,406,000,000","9,532,300,000","8,821,600,000","8,504,100,000","8,445,800,000","8,498,800,000","7,763,400,000","7,237,800,000","6,645,800,000","6,494,400,000","5,968,634,000","5,564,507,000","5,314,892,000","5,472,819,000","5,189,740,000","5,078,386,000","4,982,561,000","4,070,988,000","3,779,426,000","3,558,014,000","3,555,424,000","3,658,478,000","3,493,289,000","3,320,208,000","3,180,669,000","3,260,965,000","2,769,950,000","2,650,471,000","2,396,663,000","2,372,647,000","2,243,766,000","2,032,291,000","1,921,087,000","1,877,266,000","1,567,315,000","1,443,858,000","1,357,351,000","1,319,173,000","1,261,217,000","1,184,126,000","1,139,729,000","1,108,806,000","1,056,376,000","1,035,776,000","1,010,159,000","1,036,252,000","1,038,868,000","857,353,000","729,152,000","592,233,000","493,916,000","434,304,000","382,334,000","346,347,000","172,648,000","150,548,000","126,073,000","115,736,000","98,908,000","86,598,000","76,492,000","68,941,000","59,357,000","52,345,000","50,803,000","45,449,000","41,600,000"
	CurrentAssets,"5,945,000,000","5,513,000,000","5,669,000,000","5,631,000,000","6,001,000,000","5,114,000,000","4,821,000,000","4,817,000,000","4,274,000,000","4,218,000,000","4,191,000,000","4,516,000,000","5,610,000,000","5,361,000,000","5,471,000,000","5,853,000,000","6,856,000,000","6,766,000,000","7,020,000,000","6,298,000,000","6,198,000,000","5,646,000,000","5,220,000,000","5,223,000,000","6,448,000,000","6,064,000,000","6,081,000,000","6,119,000,000","6,773,400,000","6,554,600,000","6,489,100,000","6,748,100,000","6,471,300,000","6,229,400,000","6,420,000,000","6,201,600,000","8,418,200,000","8,048,600,000","6,887,700,000","6,740,800,000","6,826,500,000","6,167,700,000","5,830,000,000","5,837,600,000","6,365,200,000","5,598,700,000","5,131,100,000","4,594,200,000","4,537,100,000","4,017,401,000","3,590,589,000","3,333,707,000","3,438,784,000","3,162,012,000","3,046,059,000","2,864,893,000","2,067,433,000","1,916,684,000","1,768,663,000","2,088,850,000","2,240,803,000","2,033,424,000","2,050,537,000","1,930,319,000","2,033,210,000","1,643,818,000","1,545,567,000","1,562,317,000","1,575,889,000","1,448,821,000","1,232,812,000","1,125,106,000","1,089,236,000","1,081,508,000","971,694,000","881,220,000","853,492,000","797,887,000","742,569,000","704,606,000","679,128,000","629,733,000","588,143,000","611,428,000","635,517,000","650,073,000","680,291,000","629,796,000","533,000,000","447,428,000","395,214,000","348,046,000","315,346,000","143,720,000","121,565,000","99,523,000","98,939,000","85,394,000","73,361,000","63,855,000","56,620,000","53,007,000","46,314,000","44,891,000","40,402,000","38,200,000"
		CashCashEquivalentsAndShortTermInvestments,"4,134,000,000","4,201,000,000","4,548,000,000","4,547,000,000","4,596,000,000","3,894,000,000","3,646,000,000","3,773,000,000","2,882,000,000","3,008,000,000","2,987,000,000","3,532,000,000","3,899,000,000","4,049,000,000","4,299,000,000","4,811,000,000","5,391,000,000","5,619,000,000","5,965,000,000","5,321,000,000","4,921,000,000","4,639,000,000","4,357,000,000","4,421,000,000","5,303,000,000","5,023,000,000","4,814,000,000","4,950,000,000","5,326,200,000","5,252,500,000","5,269,400,000","5,564,200,000","5,003,300,000","5,069,300,000","5,272,700,000","5,084,000,000","6,952,600,000","6,723,900,000","5,571,000,000","5,441,100,000","5,398,500,000","4,866,100,000","4,641,600,000","4,714,100,000","5,174,700,000","4,755,600,000","4,381,500,000","3,920,900,000","3,724,000,000","3,233,271,000","2,955,538,000","2,662,797,000","2,604,206,000","2,460,869,000","2,298,518,000","2,121,651,000","1,164,390,000","1,127,591,000","983,077,000","1,330,260,000","1,308,781,000","1,295,310,000","1,379,406,000","1,272,380,000","1,322,892,000","1,140,944,000","1,109,599,000","1,214,738,000","1,169,965,000","1,106,434,000","921,734,000","826,641,000","807,965,000","778,104,000","722,095,000","650,105,000","618,838,000","538,582,000","500,841,000","478,841,000","454,127,000","403,584,000","333,265,000","368,665,000","364,025,000","336,761,000","448,075,000","436,952,000","353,491,000","290,052,000","272,501,000","245,894,000","227,084,000","68,036,000","57,105,000","46,406,000","48,115,000","44,552,000","33,770,000","30,428,000","28,436,000","27,788,000","24,094,000","28,108,000","27,619,000","28,600,000"
			CashAndCashEquivalents,"4,112,000,000","4,170,000,000","4,509,000,000","4,492,000,000","4,529,000,000","3,808,000,000","3,529,000,000","3,633,000,000","2,658,000,000","2,705,000,000","2,545,000,000","2,967,000,000","2,325,000,000","2,271,000,000","2,359,000,000","2,627,000,000","2,941,000,000","2,974,000,000","3,535,000,000","2,951,000,000","2,444,000,000","2,213,000,000","2,113,000,000","2,294,000,000","2,868,000,000","2,495,000,000","2,198,000,000","2,324,000,000","1,921,500,000","2,539,700,000","2,905,200,000","3,031,600,000","2,291,000,000","2,152,700,000","2,260,500,000","1,796,800,000","3,277,100,000","3,081,700,000","1,816,800,000","1,529,400,000","1,549,800,000","2,420,900,000","2,269,000,000","2,543,200,000","2,757,300,000","1,919,400,000","1,771,100,000","1,612,000,000","1,705,000,000","1,975,826,000","1,728,841,000","1,784,388,000","1,494,153,000","1,708,200,000","1,171,029,000","1,702,395,000","936,479,000","776,359,000","625,707,000","623,990,000","489,079,000","490,216,000","523,338,000","442,329,000","461,256,000","188,125,000","221,713,000","231,585,000","193,542,000","181,373,000","257,344,000","228,045,000","241,149,000","263,644,000","315,060,000","320,679,000","284,161,000","230,089,000","229,997,000","251,737,000","210,756,000","215,485,000","177,760,000","239,287,000","271,931,000","214,384,000","305,831,000","331,749,000","279,014,000","231,416,000","220,828,000","230,025,000","221,284,000","59,886,000","48,355,000","31,476,000","37,315,000","39,302,000","28,520,000","25,578,000","21,520,000","20,938,000","15,244,000","21,758,000","24,637,000","28,600,000"
				CashFinancial,,,,,,,,,,,,"2,858,000,000","2,216,000,000","2,162,000,000","2,251,000,000","2,519,000,000","2,727,000,000","2,563,000,000","3,111,000,000","2,630,000,000","2,275,000,000","1,989,000,000","1,876,000,000","2,121,000,000","2,714,000,000","2,347,000,000","2,075,000,000","2,120,000,000","1,666,300,000","2,266,700,000","2,680,300,000","2,878,200,000","2,174,000,000","1,989,800,000","2,088,800,000","1,327,700,000","1,634,700,000","1,069,400,000","1,275,200,000","843,500,000","649,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				CashEquivalents,,,,,,,,,,,,"109,000,000","109,000,000","109,000,000","108,000,000","108,000,000","214,000,000","411,000,000","424,000,000","321,000,000","169,000,000","224,000,000","237,000,000","173,000,000","154,000,000","148,000,000","123,000,000","204,000,000","255,200,000","273,000,000","224,900,000","153,400,000","117,000,000","162,900,000","171,700,000","469,100,000","1,642,400,000","2,012,300,000","541,600,000","685,900,000","900,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,"22,000,000","31,000,000","39,000,000","55,000,000","67,000,000","86,000,000","117,000,000","140,000,000","224,000,000","303,000,000","442,000,000","565,000,000","1,574,000,000","1,778,000,000","1,940,000,000","2,184,000,000","2,450,000,000","2,645,000,000","2,430,000,000","2,370,000,000","2,477,000,000","2,426,000,000","2,244,000,000","2,127,000,000","2,435,000,000","2,528,000,000","2,616,000,000","2,626,000,000","3,404,700,000","2,712,800,000","2,364,200,000","2,532,600,000","2,712,300,000","2,916,600,000","3,012,200,000","3,287,200,000","3,675,500,000","3,642,200,000","3,754,200,000","3,911,700,000","3,848,700,000","2,445,200,000","2,372,600,000","2,170,900,000","2,417,400,000","2,836,200,000","2,610,400,000","2,308,900,000","2,019,000,000","1,257,445,000","1,226,697,000","878,409,000","1,110,053,000","752,669,000","1,127,489,000","419,256,000","227,911,000","351,232,000","357,370,000","706,270,000","819,702,000","805,094,000","856,068,000","830,051,000","861,636,000","952,819,000","887,886,000","983,153,000","976,423,000","925,061,000","664,390,000","598,596,000","566,816,000","514,460,000","407,035,000","329,426,000","334,677,000","308,493,000","270,844,000","227,104,000","243,371,000","188,099,000","155,505,000","129,378,000","92,094,000","122,377,000","142,244,000","105,203,000","74,477,000","58,636,000","51,673,000","15,869,000","5,800,000","8,150,000","8,750,000","14,930,000","10,800,000","5,250,000","5,250,000","4,850,000","6,916,000","6,850,000","8,850,000","6,350,000","2,982,000",
		Receivables,"1,230,000,000","799,000,000","647,000,000","655,000,000","945,000,000","799,000,000","796,000,000","604,000,000","973,000,000","821,000,000","780,000,000","542,000,000","1,216,000,000","872,000,000","765,000,000","616,000,000","1,009,000,000","754,000,000","584,000,000","518,000,000","731,000,000","605,000,000","547,000,000","501,000,000","813,000,000","585,000,000","587,000,000","415,000,000","778,900,000","666,300,000","632,700,000","585,400,000","855,900,000","584,300,000","590,400,000","533,300,000","800,900,000","633,800,000","615,000,000","584,900,000","830,900,000","685,400,000","625,200,000","597,000,000","742,600,000","541,500,000","446,600,000","372,500,000","471,500,000","457,536,000","318,033,000","331,661,000","446,537,000","344,437,000","362,317,000","432,510,000","582,110,000","462,769,000","427,854,000","403,159,000","591,324,000","438,818,000","399,657,000","376,920,000","415,295,000","367,490,000","325,855,000","239,015,000","296,885,000","234,339,000","219,276,000","199,746,000","193,942,000","194,274,000","160,861,000","142,290,000","151,637,000","169,152,000","154,808,000","140,386,000","146,511,000","139,026,000","172,329,000","155,166,000","186,956,000","222,555,000","161,917,000","138,201,000","108,902,000","99,674,000","78,747,000","68,910,000","57,163,000","50,735,000","44,928,000","35,960,000","34,313,000","26,684,000","23,113,000","16,852,000","13,911,000","12,336,000","10,866,000","6,751,000","5,330,000","4,200,000"
			AccountsReceivable,"1,230,000,000","799,000,000","647,000,000","655,000,000","945,000,000","799,000,000","796,000,000","604,000,000","973,000,000","821,000,000","780,000,000","542,000,000","1,216,000,000","872,000,000","765,000,000","616,000,000","1,009,000,000","754,000,000","584,000,000","518,000,000","731,000,000","605,000,000","547,000,000","501,000,000","813,000,000","585,000,000","587,000,000","415,000,000","778,900,000","666,300,000","632,700,000","585,400,000","855,900,000","584,300,000","590,400,000","533,300,000","800,900,000","633,800,000","615,000,000","584,900,000","830,900,000","685,400,000","625,200,000","597,000,000","742,600,000","541,500,000","446,600,000","372,500,000","471,500,000","457,536,000","318,033,000","331,661,000","446,537,000","344,437,000","362,317,000","432,510,000","582,110,000","462,769,000","427,854,000","403,159,000","591,324,000","438,818,000","399,657,000","376,920,000","415,295,000","367,490,000","325,855,000","239,015,000","296,885,000","234,339,000","219,276,000","199,746,000","193,942,000","194,274,000","160,861,000","142,290,000","151,637,000","169,152,000","154,808,000","140,386,000","146,511,000","139,026,000","172,329,000","155,166,000","186,956,000","222,555,000","161,917,000","138,201,000","108,902,000","99,674,000","78,747,000","68,910,000","57,163,000","50,735,000","44,928,000","35,960,000","34,313,000","26,684,000","23,113,000","16,852,000","13,911,000","12,336,000","10,866,000","6,751,000","5,330,000",
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"667,100,000","634,300,000","587,000,000","857,600,000","586,500,000","592,800,000","536,400,000","805,100,000","635,600,000","615,800,000","585,600,000","831,300,000","685,800,000","625,600,000","597,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
