name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,08/31/1992
OperatingCashFlow,"1,533,000,000","-460,000,000","497,000,000","82,000,000","1,414,000,000","278,000,000","428,000,000","606,000,000","251,000,000","53,000,000","612,000,000","369,000,000","540,000,000","136,000,000","684,000,000","376,000,000","660,000,000","387,000,000","822,000,000","493,000,000","330,000,000","46,000,000","868,000,000","434,000,000","706,000,000","140,000,000","1,067,000,000","54,000,000","251,000,000","102,000,000","1,094,000,000","200,000,000","551,000,000","179,000,000","870,000,000","252,000,000","457,000,000","305,000,000","562,000,000","121,000,000","165,000,000","417,000,000","1,043,000,000","218,000,000","525,000,000","357,000,000","943,000,000","105,000,000","341,000,000","287,000,000","876,000,000","346,000,000","613,000,000","399,000,000","872,996,000","-45,655,000","519,669,000","353,990,000","860,087,000","-273,092,000","543,749,000","103,619,000","708,755,000","121,994,000","519,044,000","1,749,585,000","618,243,000","-176,526,000","549,029,000","-109,055,000","673,723,000","-303,253,000","559,751,000","17,437,000","659,700,000","-161,973,000","447,861,000","-191,127,000","766,904,000","-276,914,000","221,916,000","-42,322,000","705,752,000","-166,228,000","132,900,000","-130,607,000","542,656,000","-97,639,000","47,136,000","-120,078,000","63,205,000","138,900,000","-33,500,000","-58,400,000","138,400,000","6,600,000","64,700,000","21,000,000","70,300,000","-123,400,000","26,400,000","-23,500,000","146,800,000","-45,000,000","1,300,000","2,100,000","96,500,000","-29,400,000","8,100,000","-46,500,000","132,100,000","-36,000,000","-9,000,000","8,400,000","80,200,000","-2,000,000","100,000","-15,300,000","84,300,000","20,900,000"
	CashFlowFromContinuingOperatingActivities,"1,533,000,000","-460,000,000","497,000,000","82,000,000","1,414,000,000","278,000,000","428,000,000","606,000,000","251,000,000","53,000,000","612,000,000","369,000,000","540,000,000","136,000,000","684,000,000","376,000,000","660,000,000","387,000,000","822,000,000","493,000,000","330,000,000","46,000,000","868,000,000","434,000,000","706,000,000","140,000,000","1,067,000,000","54,000,000","251,000,000","102,000,000","1,094,000,000","200,000,000","551,000,000","179,000,000","870,000,000","252,000,000","457,000,000","305,000,000","562,000,000","121,000,000","165,000,000","417,000,000","1,043,000,000","218,000,000","525,000,000","357,000,000","943,000,000","105,000,000","341,000,000","287,000,000","876,000,000","346,000,000","613,000,000","399,000,000","872,996,000","-45,655,000","519,669,000","353,990,000","860,087,000","-273,092,000","543,749,000","103,619,000","708,755,000","121,994,000","519,044,000","1,749,585,000","618,243,000","-176,526,000","549,029,000","-109,055,000","673,723,000","-303,253,000","559,751,000","17,437,000","659,700,000","-161,973,000","447,861,000","-191,127,000","766,904,000","-276,914,000","221,916,000","-42,322,000","705,752,000","-166,228,000","132,900,000","-130,607,000","542,656,000","-97,639,000","47,136,000","-120,078,000","63,205,000","138,900,000","-33,500,000","-58,400,000","138,400,000","6,600,000","64,700,000","21,000,000","70,300,000","-123,400,000","26,400,000","-23,500,000","146,800,000","-45,000,000","1,300,000","2,100,000","96,500,000","-29,400,000","8,100,000","-46,500,000","132,100,000","-36,000,000","-9,000,000","8,400,000","80,200,000","-2,000,000","100,000","-15,300,000","84,300,000","20,900,000"
		NetIncomeFromContinuingOperations,"938,000,000","14,000,000","299,000,000","243,000,000","382,000,000","14,000,000","343,000,000","-12,000,000","47,000,000","-541,000,000","265,000,000","123,000,000","241,000,000","62,000,000","272,000,000","161,000,000","293,000,000","75,000,000","468,000,000","117,000,000","208,000,000","66,000,000","253,000,000","146,000,000","140,000,000","17,000,000","296,000,000","120,000,000","130,000,000","127,000,000","369,000,000","141,000,000","232,000,000","125,000,000","334,000,000","177,000,000","231,000,000","147,000,000","377,000,000",,,,,,,"211,000,000","492,000,000","163,000,000","260,000,000","199,000,000","431,000,000","192,000,000","231,000,000","137,000,000","335,873,000","160,157,000","236,015,000","152,955,000","411,669,000","194,005,000","269,224,000","208,953,000","484,583,000","224,496,000","232,357,000","167,245,000","374,913,000","155,127,000","187,186,000","124,734,000","317,035,000","143,776,000","155,775,000","113,794,000","246,824,000","121,170,000","112,145,000","111,013,000","278,951,000","133,421,000","124,388,000","106,621,000","233,822,000","100,230,000","154,113,000","7,511,000","178,494,000","76,746,000","64,290,000","52,618,000","120,542,000","53,000,000","45,300,000","39,300,000","94,100,000","40,000,000","31,400,000","26,800,000","72,600,000","32,600,000","20,800,000","15,300,000","52,000,000","21,900,000","14,800,000","13,800,000","42,100,000","7,700,000","11,100,000","11,800,000","33,900,000","13,800,000","9,500,000","11,300,000","28,200,000","13,100,000","6,900,000","7,500,000","20,400,000","5,600,000"
		OperatingGainsLosses,,,"0","0","0","201,000,000","0","0",,,"0",,,,"21,000,000","0","0","42,000,000",,,,,,,,,"0","38,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,966,000","6,807,000","11,242,000","5,390,000","6,044,000",,,,,,,,,,,,,,"3,638,000","23,365,000","24,598,000","6,547,000","33,127,000",,,,"600,000",,,,,,"1,200,000",,,"600,000","500,000","1,900,000","500,000","400,000","300,000","1,600,000",,,"300,000",,,"-25,100,000","-11,400,000","69,700,000","-24,300,000","-11,900,000","-30,000,000","27,200,000","28,500,000"
			GainLossOnInvestmentSecurities,,,,,,,"0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"827,000,000","200,000,000","207,000,000","210,000,000","210,000,000","211,000,000","218,000,000","210,000,000","219,000,000","227,000,000","230,000,000","229,000,000","228,000,000","230,000,000","239,000,000","242,000,000","240,000,000","243,000,000","267,000,000","242,000,000","244,000,000","238,000,000","238,000,000","232,000,000","234,000,000","234,000,000","239,000,000","236,000,000","232,000,000","227,000,000","221,000,000","227,000,000","222,000,000","216,000,000","224,000,000","226,000,000","225,000,000","214,000,000","213,000,000","209,000,000","210,000,000","201,000,000","195,000,000","201,000,000","226,000,000","156,000,000","161,000,000","190,000,000","153,000,000","152,000,000","155,000,000","151,000,000","144,000,000","141,000,000","143,629,000","135,908,000","133,079,000","130,384,000","126,430,000","115,533,000","106,334,000","104,874,000","104,168,000","94,594,000","96,310,000","93,443,000","91,395,000","85,328,000","82,861,000","80,242,000","80,064,000","71,776,000","71,033,000","66,235,000","64,780,000","60,181,000","64,412,000","58,103,000","53,647,000","51,676,000","49,978,000","46,490,000","44,213,000","42,738,000","40,849,000","39,249,000","36,624,000","35,551,000","32,470,000","28,628,000","24,337,000","23,400,000","21,200,000","19,900,000","18,700,000","18,200,000","17,000,000","16,300,000","15,600,000","14,700,000","14,300,000","13,100,000","12,100,000","11,700,000","10,400,000","10,000,000","9,500,000","8,700,000","7,800,000","8,000,000","7,600,000","7,400,000","6,100,000","6,300,000","6,300,000","6,200,000","5,800,000","5,700,000","5,100,000","5,200,000"
			DepreciationAndAmortization,"827,000,000","200,000,000","207,000,000","210,000,000","210,000,000","211,000,000","218,000,000","210,000,000","219,000,000","227,000,000","230,000,000","229,000,000","228,000,000","230,000,000","239,000,000","242,000,000","240,000,000","243,000,000","267,000,000","242,000,000","244,000,000","238,000,000","238,000,000","232,000,000","234,000,000","234,000,000","239,000,000","236,000,000","232,000,000","227,000,000","221,000,000","227,000,000","222,000,000","216,000,000","224,000,000","226,000,000","225,000,000","214,000,000","213,000,000","209,000,000","210,000,000","201,000,000","195,000,000","201,000,000","226,000,000","156,000,000","161,000,000","190,000,000","153,000,000","152,000,000","155,000,000","151,000,000","144,000,000","141,000,000","143,629,000","135,908,000","133,079,000","130,384,000","126,430,000","115,533,000","106,334,000","104,874,000","104,168,000","94,594,000","96,310,000","93,443,000","91,395,000","85,328,000","82,861,000","80,242,000","80,064,000","71,776,000","71,033,000","66,235,000","64,780,000","60,181,000","64,412,000","58,103,000","53,647,000","51,676,000","49,978,000","46,490,000","44,213,000","42,738,000","40,849,000","39,249,000","36,624,000","35,551,000","32,470,000","28,628,000","24,337,000","23,400,000","21,200,000","19,900,000","18,700,000","18,200,000","17,000,000","16,300,000","15,600,000","14,700,000","14,300,000","13,100,000","12,100,000","11,700,000","10,400,000","10,000,000","9,500,000","8,700,000","7,800,000","8,000,000","7,600,000","7,400,000","6,100,000","6,300,000","6,300,000","6,200,000","5,800,000","5,700,000","5,100,000","5,200,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115,449,000","106,279,000","104,821,000","104,114,000","94,540,000","96,238,000","93,407,000","91,340,000","85,273,000","82,806,000","80,189,000","80,009,000","71,723,000","70,978,000","66,182,000","64,725,000","60,128,000","63,347,000","55,700,000","51,266,000","49,334,000","47,643,000","44,167,000","41,900,000","40,464,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,000","55,000","53,000","54,000","54,000","72,000","36,000","55,000","55,000","55,000","53,000","55,000","53,000","55,000","53,000","55,000","53,000","1,065,000","2,403,000","2,381,000","2,342,000","2,335,000","2,323,000","2,313,000","2,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84,000","55,000","53,000","54,000","54,000","72,000","36,000","55,000","55,000","55,000","53,000","55,000","53,000","55,000","53,000","55,000","53,000","1,065,000","2,403,000","2,381,000","2,342,000","2,335,000","2,323,000","2,313,000","2,274,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
