name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"1,707,239,359","1,445,993,906","1,321,795,897","954,531,505","754,298,347","741,905,327","594,910,298","712,360,951"
TotalLiabilitiesNetMinorityInterest,"26,072,921","32,914,949","24,451,794","30,014,238","11,626,829","12,235,150","7,002,613","13,561,731"
TotalEquityGrossMinorityInterest,"1,681,166,438","1,413,078,957","1,297,344,103","924,517,267","742,671,518","729,670,177","587,907,685","698,799,220"
	StockholdersEquity,"1,681,166,438","1,413,078,957","1,297,344,103","924,517,267","742,671,518","729,670,177","587,907,685","698,799,220"
		CapitalStock,"795,202,915","448,052,506","433,020,307","400,681,554","357,335,272","347,126,246","346,251,639","348,761,569"
			CommonStock,"795,202,915","448,052,506","433,020,307","400,681,554","357,335,272","347,126,246","346,251,639","348,761,569"
		RetainedEarnings,"885,963,523","965,026,451","864,323,796","523,835,713","385,336,246","382,543,931","241,656,046","-20,223,997"
TotalCapitalization,,"1,415,637,665",,"928,634,203",,,,
CommonStockEquity,"1,681,166,438","1,413,078,957","1,297,344,103","924,517,267","742,671,518","729,670,177","587,907,685","698,799,220"
NetTangibleAssets,"1,681,166,438","1,413,078,957","1,297,344,103","924,517,267","742,671,518","729,670,177","587,907,685","698,799,220"
InvestedCapital,,"1,415,637,665",,"928,634,203",,,,
TangibleBookValue,"1,681,166,438","1,413,078,957","1,297,344,103","924,517,267","742,671,518","729,670,177","587,907,685","698,799,220"
TotalDebt,,"2,558,708",,"4,116,936",,,,
NetDebt,,"2,558,708",,"4,116,936",,,,
ShareIssued,"32,083,371","25,260,448","25,799,845","24,963,442","23,640,445","23,199,843","23,170,698","23,133,379"
OrdinarySharesNumber,"32,083,371","25,260,448","25,799,845","24,963,442","23,640,445","23,199,843","23,170,698","23,133,379"
