name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-67,779,000","-24,914,000","-20,386,000","-2,174,000","9,757,000"
	CashFlowFromContinuingOperatingActivities,"-67,779,000","-24,914,000","-20,386,000","-2,174,000","9,757,000"
		NetIncomeFromContinuingOperations,"-233,960,000","-43,776,000","-46,639,000","-16,299,000","-4,551,000"
		OperatingGainsLosses,"-2,456,000","447,000","-1,349,000",,"2,000"
			GainLossOnSaleOfPPE,"25,000","12,000","7,000","0","2,000"
			GainLossOnInvestmentSecurities,,"435,000","-1,356,000",,
		DepreciationAmortizationDepletion,"21,290,000","5,453,000","5,816,000","4,876,000","4,879,000"
			DepreciationAndAmortization,"21,290,000","5,453,000","5,816,000","4,876,000","4,879,000"
				Depreciation,"20,597,000","5,310,000","5,577,000","4,688,000","4,713,000"
				AmortizationCashFlow,"693,000","143,000","239,000","188,000","166,000"
					AmortizationOfIntangibles,"693,000","143,000","239,000","188,000","166,000"
		AssetImpairmentCharge,"2,160,000","-539,000","1,576,000","-256,000","-78,000"
		ProvisionandWriteOffofAssets,"19,269,000","471,000","6,088,000","218,000","638,000"
		StockBasedCompensation,"111,024,000","28,130,000","24,604,000","0","0"
		OtherNonCashItems,"61,526,000","3,242,000","8,322,000","4,509,000","1,009,000"
		ChangeInWorkingCapital,"-47,079,000","-18,342,000","-18,804,000","4,778,000","7,858,000"
			ChangeInReceivables,"-24,021,000","-4,722,000","-22,035,000","17,471,000","-12,071,000"
				ChangesInAccountReceivables,"-16,888,000","8,746,000","-21,269,000","13,790,000","-15,381,000"
			ChangeInInventory,"-23,396,000","-4,878,000","-10,765,000","-7,374,000","7,590,000"
			ChangeInPrepaidAssets,"-10,899,000","-2,586,000","-4,106,000","-2,667,000","-1,068,000"
			ChangeInPayablesAndAccruedExpense,"-19,975,000","-14,770,000","3,869,000","-3,241,000","6,640,000"
				ChangeInPayable,"-7,685,000","-8,605,000","3,445,000","-3,419,000","6,365,000"
					ChangeInTaxPayable,,,"0",,"2,000"
						ChangeInIncomeTaxPayable,,,"0",,"2,000"
					ChangeInAccountPayable,"-7,685,000","-8,605,000","3,445,000","-3,419,000","6,363,000"
				ChangeInAccruedExpense,"-12,290,000","-6,165,000","424,000","178,000","275,000"
			ChangeInOtherCurrentAssets,"-21,150,000","-18,996,000","-2,187,000","19,000","15,000"
			ChangeInOtherCurrentLiabilities,"51,297,000","25,462,000","17,217,000","542,000","6,969,000"
			ChangeInOtherWorkingCapital,"1,065,000","2,148,000","-797,000","28,000","-217,000"
InvestingCashFlow,"-103,493,000","-41,060,000","-47,144,000","-25,429,000","-3,249,000"
	CashFlowFromContinuingInvestingActivities,"-103,493,000","-41,060,000","-47,144,000","-25,429,000","-3,249,000"
		NetPPEPurchaseAndSale,"-103,493,000","-41,060,000","-47,144,000","-25,429,000","-3,263,000"
			PurchaseOfPPE,"-103,494,000","-41,061,000","-47,144,000","-25,429,000","-3,270,000"
			SaleOfPPE,"1,000","1,000","0","0","7,000"
		NetInvestmentPurchaseAndSale,,,"0",,"14,000"
			PurchaseOfInvestment,"0",,"0",,"-2,633,000"
			SaleOfInvestment,,,"0",,"2,647,000"
FinancingCashFlow,"601,190,000","0","-9,421,000","23,759,000","1,853,000"
	CashFlowFromContinuingFinancingActivities,"601,190,000","0","-9,421,000","23,759,000","1,853,000"
		NetIssuancePaymentsOfDebt,"2,052,000","0","-9,580,000","56,806,000","1,853,000"
			NetLongTermDebtIssuance,"2,052,000","0","-9,580,000","56,806,000","1,853,000"
				LongTermDebtIssuance,"29,665,000","0","12,323,000","75,187,000","2,904,000"
				LongTermDebtPayments,"-27,613,000","0","-21,903,000","-18,381,000","-1,051,000"
		NetOtherFinancingCharges,,,"747,950,000","-33,047,000",
EndCashPosition,"467,744,000","470,733,000","536,109,000","37,826,000","41,196,000"
	ChangesInCash,"429,918,000","-65,974,000","-76,951,000","-3,844,000","8,361,000"
	EffectOfExchangeRateChanges,"2,989,000","598,000","551,000","474,000","1,503,000"
	BeginningCashPosition,"37,826,000","536,109,000","612,509,000","41,196,000","31,332,000"
CapitalExpenditure,"-103,494,000","-41,061,000","-47,144,000","-25,429,000","-3,270,000"
IssuanceOfDebt,"29,665,000","0","12,323,000","75,187,000","2,904,000"
RepaymentOfDebt,"-27,613,000","0","-21,903,000","-18,381,000","-1,051,000"
FreeCashFlow,"-171,273,000","-65,975,000","-67,530,000","-27,603,000","6,487,000"
