name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002
TotalRevenue,"1,257,828,000","334,371,000","351,633,000","285,025,000","286,799,000","319,558,000","389,874,000","271,191,000","246,909,000","351,815,000","291,877,000","298,827,000","302,159,000","338,258,000","302,376,000","265,325,000","317,447,000","301,355,000","287,797,000","242,048,000","305,665,000","267,474,000","266,267,000","232,997,000","277,587,000","274,340,000","240,814,000","232,748,000","231,702,000","271,950,000","234,238,000","226,957,000","223,350,000","278,592,000","231,277,000","216,652,000","207,074,000","249,346,000","236,602,000","224,755,000","207,872,000","260,259,000","233,378,000","243,768,000","218,999,000","250,026,000","242,712,000","227,807,000","230,269,000","243,421,000","221,216,000","163,877,000","171,244,000","204,124,000","180,258,000","163,130,000","154,317,000","172,557,000","150,227,000","128,963,000","119,613,000","129,010,000","104,442,000","102,143,000","93,650,000","104,724,000","91,025,000","78,924,000","79,679,000","85,101,000","84,263,000","68,877,000","76,050,000","78,691,000","65,423,000","58,108,000","53,295,000","55,795,000","50,274,000"
	OperatingRevenue,"1,257,828,000","334,371,000","351,633,000","285,025,000","286,799,000","319,558,000","389,874,000","271,191,000","246,909,000","351,815,000","291,877,000","298,827,000","302,159,000","338,258,000","302,376,000","265,325,000","317,447,000","301,355,000","287,797,000","242,048,000","305,665,000","267,474,000","266,267,000","232,997,000","277,587,000","274,340,000","240,814,000","232,748,000","231,702,000","271,950,000","234,238,000","226,957,000","223,350,000","278,592,000","231,277,000","216,652,000","207,074,000","249,346,000","236,602,000","224,755,000","207,872,000","260,259,000","233,378,000","243,768,000","218,999,000","250,026,000","242,712,000","227,807,000","230,269,000","243,421,000","221,216,000","163,877,000","171,244,000","204,124,000","180,258,000","163,130,000","154,317,000","172,557,000","150,227,000","128,963,000","119,613,000","129,010,000","104,442,000","102,143,000","93,650,000","104,724,000","91,025,000","78,924,000","79,679,000","85,101,000","84,263,000","68,877,000","76,050,000","78,691,000","65,423,000","58,108,000","53,295,000","55,795,000","50,274,000"
CostOfRevenue,"130,567,000","35,515,000","32,709,000","30,699,000","31,644,000","32,378,000","35,304,000","42,465,000","29,888,000","36,830,000","37,315,000","45,960,000","39,690,000","36,575,000","38,629,000","31,960,000","34,465,000","30,959,000","30,876,000","29,238,000","32,125,000","26,977,000","29,967,000","30,222,000","24,621,000","24,373,000","29,766,000","25,377,000","24,880,000","25,149,000","19,410,000","12,420,000","18,869,000","17,505,000","21,382,000","23,491,000","24,340,000","23,283,000","25,605,000","26,994,000","21,031,000","23,592,000","20,410,000","25,642,000","27,933,000","28,457,000","29,139,000","26,343,000","40,056,000","29,623,000","35,793,000","17,264,000","19,750,000","31,982,000","-4,228,000","16,549,000","16,016,000","17,246,000","17,966,000","14,989,000","19,560,000","20,687,000","19,029,000","18,589,000","18,884,000","16,398,000","22,171,000","15,371,000","14,156,000","23,715,000","26,976,000","22,290,000","23,198,000","24,753,000","21,264,000","19,901,000","17,785,000","18,431,000","17,526,000"
GrossProfit,"1,127,261,000","298,856,000","318,924,000","254,326,000","255,155,000","287,180,000","354,570,000","228,726,000","217,021,000","314,985,000","254,562,000","252,867,000","262,469,000","301,683,000","263,747,000","233,365,000","282,982,000","270,396,000","256,921,000","212,810,000","273,540,000","240,497,000","236,300,000","202,775,000","252,966,000","249,967,000","211,048,000","207,371,000","206,822,000","246,801,000","214,828,000","214,537,000","204,481,000","261,087,000","209,895,000","193,161,000","182,734,000","226,063,000","210,997,000","197,761,000","186,841,000","236,667,000","212,968,000","218,126,000","191,066,000","221,569,000","213,573,000","201,464,000","190,213,000","213,798,000","185,423,000","146,613,000","151,494,000","172,142,000","184,486,000","146,581,000","138,301,000","155,311,000","132,261,000","113,974,000","100,053,000","108,323,000","85,413,000","83,554,000","74,766,000","88,326,000","68,854,000","63,553,000","65,523,000","61,386,000","57,287,000","46,587,000","52,852,000","53,938,000","44,159,000","38,207,000","35,510,000","37,364,000","32,748,000"
OperatingExpense,"892,331,000","250,344,000","228,438,000","214,625,000","198,924,000","203,252,000","193,671,000","198,703,000","181,360,000","209,371,000","205,297,000","195,353,000","197,981,000","198,735,000","195,062,000","196,703,000","188,272,000","184,259,000","174,878,000","176,604,000","177,608,000","177,214,000","170,233,000","173,702,000","171,781,000","166,385,000","171,860,000","171,275,000","161,877,000","168,194,000","161,328,000","156,453,000","154,593,000","156,083,000","146,750,000","136,117,000","139,856,000","141,881,000","143,965,000","126,235,000","118,801,000","114,711,000","111,307,000","103,301,000","103,209,000","101,099,000","103,586,000","98,618,000","93,205,000","81,602,000","81,066,000","86,493,000","71,797,000","64,764,000","70,013,000","79,897,000","70,095,000","70,786,000","64,893,000","62,745,000","59,934,000","51,985,000","46,147,000","46,906,000","47,585,000","46,947,000","44,479,000","40,934,000","40,257,000","43,350,000","39,146,000","111,115,000","6,186,000","5,700,000","4,934,000","81,530,000","4,835,000","4,535,000","3,952,000"
	SellingGeneralAndAdministration,"632,026,000","182,923,000","159,614,000","152,659,000","136,830,000","137,444,000","129,899,000","136,977,000","121,777,000","149,285,000","147,647,000","135,162,000","137,573,000","140,110,000","136,415,000","136,203,000","127,915,000","124,766,000","118,434,000","118,782,000","117,977,000","118,873,000","112,715,000","114,488,000","116,804,000","114,297,000","118,532,000","120,654,000","116,369,000","111,593,000","112,734,000","109,372,000","107,807,000","111,285,000","102,287,000","94,670,000","96,941,000","99,933,000","101,529,000","88,277,000","83,678,000","80,475,000","78,481,000","70,193,000","69,123,000","72,700,000","75,259,000","69,201,000","65,692,000","56,354,000","58,266,000","62,514,000","55,575,000","53,420,000","54,467,000","62,815,000","54,979,000","55,310,000","50,986,000","50,536,000","48,430,000","42,525,000","37,311,000","40,567,000","38,477,000","38,584,000","36,537,000","33,316,000","33,372,000","35,610,000","32,857,000",,,,,,,,
		GeneralAndAdministrativeExpense,"271,446,000","98,693,000","62,444,000","54,193,000","56,116,000","59,398,000","54,454,000","55,581,000","50,843,000","60,800,000","52,529,000","53,013,000","54,183,000","47,416,000","50,813,000","50,403,000","48,081,000","50,747,000","48,285,000","42,396,000","44,497,000","43,253,000","41,540,000","39,724,000","42,570,000","42,482,000","44,078,000","46,220,000","45,587,000","45,653,000","44,716,000","45,534,000","44,205,000","46,457,000","41,908,000","38,646,000","38,413,000","41,803,000","43,108,000","39,570,000","36,859,000","37,281,000","35,465,000","33,039,000","32,397,000","35,155,000","37,042,000","32,676,000","29,165,000","29,630,000","27,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"271,446,000","98,693,000","62,444,000","54,193,000","56,116,000","59,398,000","54,454,000","55,581,000","50,843,000","60,800,000","52,529,000","53,013,000","54,183,000","47,416,000","50,813,000","50,403,000","48,081,000","50,747,000","48,285,000","42,396,000","44,497,000","43,253,000","41,540,000","39,724,000","42,570,000","42,482,000","44,078,000","46,220,000","45,587,000","45,653,000","44,716,000","45,534,000","44,205,000","46,457,000","41,908,000","38,646,000","38,413,000","41,803,000","43,108,000","39,570,000","36,859,000","37,281,000","35,465,000","33,039,000","32,397,000","35,155,000","37,042,000","32,676,000","29,165,000","29,630,000","27,882,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"360,580,000","84,230,000","97,170,000","98,466,000","80,714,000","78,046,000","75,445,000","81,396,000","70,934,000","88,485,000","95,118,000","82,149,000","83,390,000","92,694,000","85,602,000","85,800,000","79,834,000","74,019,000","70,149,000","76,386,000","73,480,000","75,620,000","71,175,000","74,764,000","74,234,000","71,815,000","74,454,000","74,434,000","70,782,000","65,940,000","68,018,000","63,838,000","63,602,000","64,828,000","60,379,000","56,024,000","58,528,000","58,130,000","58,421,000","48,707,000","46,819,000","43,194,000","43,016,000","37,154,000","36,726,000","37,545,000","38,217,000","36,525,000","36,527,000","26,724,000","30,384,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
	ResearchAndDevelopment,"260,305,000","67,421,000","68,824,000","61,966,000","62,094,000","65,808,000","63,772,000","61,726,000","59,583,000","60,086,000","57,650,000","60,191,000","60,408,000","58,625,000","58,647,000","60,500,000","60,357,000","59,493,000","56,444,000","57,822,000","59,631,000","58,341,000","57,518,000","59,214,000","54,977,000","52,088,000","53,328,000","50,621,000","45,508,000","56,601,000","48,594,000","47,081,000","46,786,000","44,798,000","44,463,000","41,447,000","42,915,000","41,948,000","42,436,000","37,958,000","35,123,000","34,236,000","32,826,000","33,108,000","34,086,000","28,399,000","28,327,000","29,417,000","27,513,000","25,248,000","22,800,000","18,079,000","17,222,000","16,244,000","15,546,000","17,082,000","15,366,000","15,725,000","13,907,000","12,459,000","11,854,000","10,960,000","8,836,000","9,964,000","9,108,000","8,363,000","7,942,000","7,618,000","6,885,000","7,740,000","8,289,000","6,659,000","6,186,000","5,700,000","4,934,000","4,940,000","4,835,000","4,535,000","3,952,000"
