name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005
OperatingCashFlow,"36,599,000","-2,694,000","45,579,000","-20,705,000","14,419,000","2,827,000","26,824,000","-54,253,000","-5,130,000","-51,027,000","62,339,000","34,309,000","-10,312,000","3,103,000","75,387,000","4,442,000","10,683,000","-4,385,000","-31,305,000","-20,116,000","26,979,000","-21,449,000","26,074,000","5,951,000","21,903,000","-1,289,000","19,927,000","-8,463,000","-6,093,000","-40,928,000","-39,775,000","-19,490,000","2,641,000","-22,264,000","-14,794,000","33,895,000","-30,449,000","13,664,000","-5,025,000","-42,672,000","-5,701,000","205,000","-3,899,000","-36,311,000","-8,666,000","38,705,000","-32,087,000","14,127,000","46,331,000","-73,552,000","13,521,000","15,382,000","143,921,000","7,370,000","-2,325,000","-5,056,000","12,976,000","5,673,907","-9,931,367","-19,310,930","-33,832,716","-39,973,593","-62,519,126","-6,326,239","-13,911,375","-90,197,097","-18,634,840","-39,775,689","492,831"
	CashFlowFromContinuingOperatingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-42,672,000","-5,701,000","205,000","-3,899,000","-36,311,000","-8,666,000","38,705,000","-32,087,000","14,127,000","46,331,000","-73,552,000","13,521,000","15,382,000","143,921,000","7,370,000","-2,325,000","-5,056,000","12,976,000","5,673,907","-9,931,367","-19,310,930","-33,832,716","-39,973,593","-62,519,126","-6,326,239","-13,911,375","-90,197,097","-18,634,840","-39,775,689","492,831"
		NetIncomeFromContinuingOperations,"102,316,000","16,696,000","10,346,000","28,135,000","47,139,000","20,514,000","15,271,000","6,630,000","39,000","-37,602,000","13,318,000","11,004,000","6,046,000","2,408,000","16,491,000","30,364,000","32,327,000","21,846,000","17,144,000","13,556,000","8,141,000","9,376,000","10,955,000","-102,000","24,534,000","22,618,000","-6,213,000","-110,000","8,559,000","29,158,000","7,589,000","2,697,000","10,770,000","937,000","-10,686,000","14,939,000","-6,519,000","15,949,000",,,,,,,,"2,796,000","15,135,000","-6,860,000","5,368,000","20,628,000","-4,419,000","-18,090,000","-9,190,000","-3,982,000","-3,940,000","957,000","-4,484,000","-9,953,471",,,"8,270,466","458,769","2,684,543","2,848,044","1,277,048","2,943,018","1,614,747","1,476,732","19,800"
		OperatingGainsLosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-40,800,000","-9,794,000","61,342,000","-6,945,000","-42,425,000","-17,023,000","-1,311,000","-8,471,000","-2,579,000","42,729,000","-1,668,000","10,702,000","2,439,000","109,902,000","-8,717,000","-6,574,000","-6,296,000","9,479,000",,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"-78,648,000","-13,654,000","35,772,000","-56,008,000","-44,758,000","-22,541,000","7,940,000","-57,860,000","4,454,000","-5,094,000","47,448,000","22,414,000","-6,941,000","-17,404,000","57,842,000","-34,532,000","-30,259,000","-32,708,000","-45,942,000","-33,438,000","14,592,000","-30,202,000","13,262,000","5,183,000","-3,775,000","-15,954,000","18,933,000","-9,392,000","-15,190,000","-71,834,000","-47,224,000","-25,040,000","-7,861,000","-23,183,000","-3,824,000","21,553,000","-22,698,000","-12,970,000","4,922,000","-42,091,000","-9,835,000","11,050,000","-23,899,000","-42,425,000","-17,062,000","21,910,000","48,655,000","-59,705,000","42,729,000","-15,934,000","10,702,000","2,439,000","109,902,000","25,011,000","-6,574,000","-6,296,000","9,479,000",,,,,,,,,,,,
		DepreciationAmortizationDepletion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,602,000","6,168,000",,,"-9,929,000","5,013,000","-24,061,000",,,"15,800,000","-17,804,000","6,215,000","20,267,000","-22,981,000","6,168,000","7,535,000","339,000","5,826,000","11,207,014","-1,550,727","1,936,419","209,840",,,,,,,,
			DepreciationAndAmortization,,,,,,,,,,,,"-131,000","295,000","0","0","407,000","93,000","242,000","258,000","0","0","0","0","0","75,000","0","0","0","0","-1,000","0","0","451,000","-453,000","366,000","-409,000","854,000","252,000","-10,207,000","4,602,000","6,168,000",,,"-9,929,000","5,013,000","-24,061,000",,,"15,800,000","-17,804,000","6,215,000","20,267,000","-22,981,000","6,168,000","7,535,000","339,000","5,826,000","11,207,014","-1,550,727","1,936,419","209,840",,,,,,,,
				Depreciation,,,,,,,,,,,,"-131,000","295,000","0","0","407,000","93,000","242,000","258,000","0","0","0","0","0","75,000","0","0","0","0","-1,000","0","0","451,000","-453,000","366,000","-409,000","854,000","252,000","-10,207,000","4,602,000","6,168,000",,,"-9,929,000","5,013,000",,,,"15,800,000","-17,804,000","6,215,000","20,267,000","-22,981,000","6,168,000","7,535,000","339,000","5,826,000",,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,840",,,,,,,,
					AmortizationOfIntangibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209,840",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"203,000","200,000","138,000","106,000","107,000","108,000","108,000","111,000","108,000","164,000","431,000","436,000","437,000","367,000","-647,000","46,000","139,000","139,000","524,847","-216,855","289,185","137,018","216,900","39,400","47,692","37,656","31,314","18,663","3,134","0"
