name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,12/31/1993
TotalAssets,"18,438,000,000","18,454,000,000","18,351,900,000","18,512,400,000","18,543,200,000","18,454,500,000","18,444,400,000","18,465,400,000","18,773,100,000","18,944,200,000","18,900,900,000","18,942,593,000","19,077,905,000","8,649,234,000","8,553,226,000","6,677,606,000","6,875,781,000","6,579,980,000","6,449,650,000","6,438,740,000","6,030,899,000","6,581,018,000","3,428,157,000","3,379,196,000","3,380,785,000","3,300,335,000","3,326,082,000","3,298,123,000","3,167,507,000","3,303,841,000","3,228,387,000","3,163,868,000","2,916,519,000","2,821,997,000","2,816,980,000","2,516,390,000","2,506,175,000","2,351,542,000","2,396,042,000","2,331,897,000","2,219,574,000","2,158,953,000","2,005,617,000","2,011,478,000","1,897,128,000","1,803,081,000","1,705,680,000","1,632,184,000","1,638,240,000","1,585,835,000","1,574,815,000","1,460,184,000","1,420,935,000","1,507,520,000","1,285,211,000","1,256,100,000","1,177,795,000","1,158,702,000","1,102,762,000","1,058,589,000","1,022,671,000","972,842,000","910,261,000","920,449,000","862,438,000","836,357,000","808,069,000","783,042,000","746,111,000","713,396,000","693,020,000","681,136,000","654,037,000","656,305,000","635,493,000","610,174,000","609,649,000","588,865,000","605,435,000","705,228,000","696,440,000","729,952,000","897,204,000","905,822,000","956,074,000","984,047,000","1,006,931,000","998,083,000","1,008,175,000","996,676,000","605,600,000","606,400,000","609,500,000","596,200,000","476,500,000","457,400,000","434,300,000","410,900,000","399,000,000","383,200,000","370,000,000","363,200,000","356,900,000","280,700,000","278,700,000","263,400,000","268,600,000","272,000,000","274,900,000","187,700,000","175,600,000"
	CurrentAssets,"3,911,000,000","3,832,000,000","3,760,100,000","3,808,200,000","3,779,000,000","3,879,800,000","3,936,200,000","3,969,700,000","4,241,100,000","4,192,100,000","4,410,400,000","4,229,140,000","4,381,137,000","4,449,667,000","4,353,548,000","2,446,887,000","2,465,814,000","2,265,113,000","2,277,125,000","2,344,809,000","2,166,233,000","2,867,631,000","1,695,132,000","1,700,358,000","1,686,565,000","1,612,448,000","1,650,091,000","1,579,966,000","1,503,933,000","1,637,864,000","1,533,808,000","1,526,851,000","1,434,178,000","1,333,047,000","1,344,434,000","1,189,985,000","1,168,986,000","1,092,938,000","1,184,049,000","1,143,464,000","1,114,022,000","1,055,782,000","950,377,000","931,932,000","844,935,000","801,953,000","743,778,000","731,640,000","716,449,000","689,509,000","773,093,000","665,480,000","651,598,000","725,349,000","744,527,000","757,484,000","680,864,000","665,767,000","596,214,000","568,843,000","593,383,000","547,191,000","566,210,000","569,693,000","514,784,000","482,926,000","430,552,000","407,202,000","363,709,000","359,573,000","369,880,000","350,829,000","321,518,000","322,092,000","288,497,000","264,489,000","265,614,000","245,223,000","248,311,000","277,857,000","268,052,000","295,694,000","389,527,000","387,354,000","425,355,000","447,555,000","471,806,000","455,321,000","455,453,000","437,248,000","267,000,000","268,500,000","271,800,000","263,000,000","227,800,000","215,300,000","200,300,000","180,500,000","175,800,000","163,800,000","156,800,000","150,200,000","146,200,000","114,700,000","110,900,000","106,700,000","110,300,000","113,300,000","116,600,000","90,700,000","75,300,000"
		CashCashEquivalentsAndShortTermInvestments,"488,000,000","473,000,000","456,400,000","453,500,000","483,500,000","598,700,000","559,300,000","587,900,000","615,900,000","604,200,000","587,400,000","461,371,000","512,870,000","580,908,000","411,381,000","245,574,000","249,886,000","233,401,000","228,080,000","328,522,000","280,179,000","398,484,000","250,382,000","302,935,000","262,774,000","226,191,000","208,241,000","264,844,000","249,135,000","425,849,000","212,541,000","225,907,000","295,103,000","285,760,000","281,007,000","214,505,000","225,338,000","215,766,000","282,055,000","234,105,000","269,304,000","285,615,000","221,136,000","221,475,000","200,687,000","236,941,000","176,808,000","166,509,000","178,900,000","188,659,000","255,185,000","121,333,000","98,092,000","141,805,000","186,390,000","241,680,000","174,833,000","234,689,000","158,026,000","141,226,000","206,479,000","187,979,000","247,585,000","238,907,000","191,456,000","141,365,000","106,092,000","96,910,000","68,150,000","95,257,000","97,296,000","94,829,000","58,065,000","70,328,000","26,392,000","8,705,000","12,848,000","19,210,000","18,040,000","38,228,000","27,544,000","53,949,000","61,000","7,378,000","7,950,000","6,071,000","11,117,000","6,873,000","14,731,000","7,056,000","7,500,000","6,500,000","4,600,000","3,300,000","9,800,000","5,100,000","4,400,000","800,000","300,000","2,900,000","4,000,000","600,000","6,700,000","3,200,000","1,200,000","200,000","1,200,000","2,800,000","300,000","1,000,000",
			CashAndCashEquivalents,"488,000,000","473,000,000","456,400,000","453,500,000","483,500,000","598,700,000","559,300,000","587,900,000","615,900,000","604,200,000","587,400,000","461,371,000","512,870,000","580,908,000","411,381,000","245,574,000","249,886,000","233,401,000","228,080,000","328,522,000","280,179,000","398,484,000","250,382,000","302,935,000","262,774,000","226,191,000","208,241,000","264,844,000","249,135,000","425,849,000","212,541,000","225,907,000","295,103,000","285,760,000","281,007,000","214,505,000","225,338,000","215,766,000","282,055,000","234,105,000","269,304,000","285,615,000","221,136,000","221,475,000","200,687,000","236,941,000","176,808,000","166,509,000","178,900,000","188,659,000","255,185,000","121,333,000","98,092,000","141,805,000","186,390,000","241,680,000","174,833,000","234,689,000","158,026,000","141,226,000","206,479,000","187,979,000","247,585,000","238,907,000","191,456,000","141,365,000","106,092,000","86,852,000","68,150,000","95,257,000","97,296,000","94,829,000","58,065,000","70,328,000","26,392,000","8,705,000","12,848,000","19,210,000","18,040,000","38,228,000","27,544,000","53,949,000","61,000","7,378,000","7,950,000","6,071,000","11,117,000","6,873,000","14,731,000","7,056,000","7,500,000","6,500,000","4,600,000","3,300,000","9,800,000","5,100,000","4,400,000","800,000","300,000","2,900,000","4,000,000","600,000","6,700,000","3,200,000","1,200,000","200,000","1,200,000","2,800,000","300,000","1,000,000",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,058,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"1,382,000,000","1,477,000,000","1,367,000,000","1,452,600,000","1,403,000,000","1,412,500,000","1,433,500,000","1,410,300,000","1,672,000,000","1,663,900,000","1,673,300,000","1,707,409,000","1,726,824,000","1,146,778,000","1,240,521,000","1,213,234,000","1,268,697,000","1,166,787,000","1,144,339,000","1,128,991,000","1,051,542,000","942,508,000","624,226,000","586,351,000","619,786,000","598,789,000","625,344,000","680,269,000","665,669,000","631,226,000","715,108,000","717,050,000","636,654,000","554,503,000","570,276,000","488,449,000","432,797,000","389,915,000","430,230,000","442,141,000","396,490,000","346,281,000","346,436,000","336,673,000","305,687,000","258,149,000","264,793,000","275,201,000","247,949,000","208,260,000","230,981,000","251,798,000","259,607,000","273,560,000","298,683,000","284,145,000","286,350,000","222,235,000","215,688,000","201,411,000","197,825,000","177,345,000","157,215,000","162,993,000","168,445,000","206,891,000","173,352,000","168,050,000","160,025,000","139,843,000","136,154,000","130,332,000","130,094,000","129,074,000","132,437,000","131,669,000","130,088,000","108,019,000","103,772,000","107,982,000","104,480,000","106,527,000","162,229,000","153,983,000","185,838,000","194,379,000","208,714,000","187,353,000","179,688,000","179,734,000","123,100,000","128,000,000","137,900,000","132,900,000","110,900,000","107,400,000","103,000,000","91,400,000","92,200,000","79,000,000","78,900,000","73,500,000","69,800,000","56,700,000","53,400,000","45,600,000","53,600,000","57,900,000","63,500,000","47,300,000","40,000,000"
			AccountsReceivable,"998,000,000","1,085,000,000","960,300,000","1,020,900,000","985,300,000","969,300,000","1,020,000,000","964,400,000","1,149,100,000","1,149,900,000","1,213,100,000","1,247,450,000","1,271,198,000","801,193,000","851,244,000","835,150,000","885,917,000","800,619,000","792,726,000","812,727,000","754,358,000","667,596,000","477,500,000","440,900,000","475,659,000","494,975,000","474,213,000","505,539,000","495,712,000","443,464,000","474,930,000","465,092,000","388,863,000","349,458,000","570,276,000","488,449,000","432,797,000","389,915,000","430,230,000","442,141,000","396,490,000","346,281,000","346,436,000","336,673,000","305,687,000","258,149,000","264,793,000","275,201,000","247,949,000","208,260,000","230,981,000","251,798,000","259,607,000","273,560,000","298,683,000","284,145,000","286,350,000","222,235,000","215,688,000","201,411,000","197,825,000","177,345,000","157,215,000","162,993,000","168,445,000","206,891,000","173,352,000","168,050,000","160,025,000","139,843,000","136,154,000","130,332,000","130,094,000","129,074,000","132,437,000","131,669,000","130,088,000","108,019,000","103,772,000","107,982,000","104,480,000","106,527,000","162,229,000","153,983,000","185,838,000",,,,,,,,"137,900,000",,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,"1,117,000,000",,,,"1,005,800,000",,,,"1,169,800,000",,,,"818,093,000",,,,"812,919,000",,,,"674,896,000",,,,"500,575,000",,,,"449,764,000",,,,"355,158,000",,,,"396,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,"-32,000,000",,,,"-36,500,000",,,,"-19,900,000",,,,"-16,900,000",,,,"-12,300,000",,,,"-7,300,000",,,,"-5,600,000",,,,"-6,300,000",,,,"-5,700,000",,,,"-6,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,"384,000,000","392,000,000","406,700,000","431,700,000","417,700,000","443,200,000","413,500,000","445,900,000","522,900,000","514,000,000","460,200,000","459,959,000","455,626,000","345,585,000","389,277,000","378,084,000","382,780,000","366,168,000","351,613,000","316,264,000","297,184,000","274,912,000","146,726,000","145,451,000","144,127,000","103,814,000","151,131,000","174,730,000","169,957,000","187,762,000","240,178,000","251,958,000","247,791,000","205,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
