name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalRevenue,"4,193,500,000","1,091,000,000","1,053,800,000","1,073,800,000","974,900,000","1,025,700,000","1,011,400,000","1,011,900,000","936,800,000","990,500,000","1,025,200,000","1,002,700,000","972,300,000","923,700,000","929,650,000","906,449,000","878,509,000","685,173,000","679,035,000","667,048,000","653,313,000","626,528,000","620,884,000","629,401,000","608,088,000","582,040,000","577,517,000","572,123,000","485,323,000","430,045,000","474,206,000","477,824,000","468,618,000","439,274,000","392,710,000","432,171,000","417,923,000","389,193,000","401,659,000","388,283,000","283,186,000","167,078,000","161,790,000","162,370,000","143,683,000","129,438,000","121,152,000","116,141,000","104,459,000","96,313,000","99,924,000","98,053,000","101,834,000","116,802,000","147,616,000","161,947,000","156,082,000","152,413,000","152,040,000","148,657,000","143,854,000","122,629,000","76,529,000","75,678,000","68,636,000","66,723,000","64,701,000","65,951,000","57,408,000","49,796,000","51,283,000","49,552,000","46,313,000","46,426,000","47,083,000","50,467,000","54,180,000","57,825,000","66,019,000","74,583,000","67,600,000","42,111,000","46,822,000","46,943,000","49,674,000","51,181,000","51,808,000","51,109,000","47,817,000","44,345,000","43,173,000","42,200,000","39,300,000","34,800,000","36,100,000","35,500,000","32,500,000","28,600,000","29,000,000","28,900,000","26,400,000","23,600,000","24,600,000","23,300,000","21,400,000","18,900,000","16,700,000","15,800,000","15,500,000","14,000,000","13,000,000","12,700,000","12,300,000","10,300,000","10,300,000","9,300,000","9,600,000","8,900,000","9,100,000","8,700,000","8,000,000","7,000,000","7,200,000","6,800,000","6,400,000","5,800,000"
	OperatingRevenue,"4,193,500,000","1,091,000,000","1,053,800,000","1,073,800,000","974,900,000","1,025,700,000","1,011,400,000","1,011,900,000","936,800,000","990,500,000","1,025,200,000","1,002,700,000","972,300,000","923,700,000","929,650,000","906,449,000","878,509,000","685,173,000","679,035,000","667,048,000","653,313,000","626,528,000","620,884,000","629,401,000","608,088,000","582,040,000","577,517,000","572,123,000","485,323,000","430,045,000","474,206,000","477,824,000","468,618,000","439,274,000","392,710,000","432,171,000","417,923,000","389,193,000","401,659,000","388,283,000","283,186,000","167,078,000","161,790,000","162,370,000","143,683,000","129,438,000","121,152,000","116,141,000","104,459,000","96,313,000","99,924,000","98,053,000","101,834,000","116,802,000","147,616,000","161,947,000","156,082,000","152,413,000","152,040,000","148,657,000","143,854,000","122,629,000","76,529,000","75,678,000","68,636,000","66,723,000","64,701,000","65,951,000","57,408,000","49,796,000","51,283,000","49,552,000","46,313,000","46,426,000","47,083,000","50,467,000","54,180,000","57,825,000","66,019,000","74,583,000","67,600,000","42,111,000","46,822,000","46,943,000","49,674,000","51,181,000","51,808,000","51,109,000","47,817,000","44,345,000","43,173,000","42,200,000","39,300,000","34,800,000","36,100,000","35,500,000","32,500,000","28,600,000","29,000,000","28,900,000","26,400,000","23,600,000","24,600,000","23,300,000","21,400,000","18,900,000","16,700,000","15,800,000","15,500,000","14,000,000","13,000,000","12,700,000","12,300,000","10,300,000","10,300,000","9,300,000","9,600,000","8,900,000","9,100,000","8,700,000","8,000,000","7,000,000","7,200,000","6,800,000","6,400,000","5,800,000"
CostOfRevenue,"2,968,200,000","764,400,000","740,100,000","765,100,000","698,600,000","744,700,000","734,800,000","740,900,000","676,000,000","709,600,000","735,700,000","711,300,000","687,100,000","659,800,000","657,754,000","636,277,000","614,663,000","467,436,000","458,358,000","448,733,000","440,376,000","428,384,000","422,689,000","422,281,000","406,002,000","394,258,000","384,585,000","380,719,000","326,789,000","294,170,000","322,215,000","322,218,000","315,891,000","301,686,000","272,761,000","301,555,000","293,356,000","275,919,000","280,377,000","269,244,000","194,232,000","112,030,000","108,161,000","107,842,000","94,889,000","86,284,000","78,918,000","75,038,000","69,163,000","65,490,000","66,710,000","65,280,000","68,437,000","79,818,000","99,061,000","109,138,000","105,418,000","104,985,000","103,731,000","101,130,000","97,613,000","85,169,000","55,720,000","54,898,000","49,368,000","49,739,000","47,717,000","48,010,000","42,073,000","36,827,000","38,471,000","36,291,000","34,288,000","34,613,000","35,560,000","36,508,000","38,968,000","42,345,000","47,779,000","52,732,000","47,443,000","28,566,000","31,476,000","31,803,000","33,609,000","34,454,000","34,590,000","33,966,000","31,824,000","29,579,000","28,794,000","28,200,000","26,300,000","23,300,000","24,300,000","23,900,000","22,100,000","19,500,000","19,400,000","20,200,000","18,000,000","16,200,000","16,700,000","16,000,000","14,800,000","12,900,000","11,500,000","10,800,000","10,500,000","9,600,000","8,800,000","8,500,000","8,500,000",,"7,000,000","6,400,000","6,600,000","6,200,000",,,,,,,,
GrossProfit,"1,225,300,000","326,600,000","313,700,000","308,700,000","276,300,000","281,000,000","276,600,000","271,000,000","260,800,000","280,900,000","289,500,000","291,400,000","285,200,000","263,900,000","271,896,000","270,172,000","263,846,000","217,737,000","220,677,000","218,315,000","212,937,000","198,144,000","198,195,000","207,120,000","202,086,000","187,782,000","192,932,000","191,404,000","158,534,000","135,875,000","151,991,000","155,606,000","152,727,000","137,588,000","119,949,000","130,616,000","124,567,000","113,274,000","121,282,000","119,039,000","88,954,000","55,048,000","53,629,000","54,528,000","48,794,000","43,154,000","42,234,000","41,103,000","35,296,000","30,823,000","33,214,000","32,773,000","33,397,000","36,984,000","48,555,000","52,809,000","50,664,000","47,428,000","48,309,000","47,527,000","46,241,000","37,460,000","20,809,000","20,780,000","19,268,000","16,984,000","16,984,000","17,941,000","15,335,000","12,969,000","12,812,000","13,261,000","12,025,000","11,813,000","11,523,000","13,959,000","15,212,000","15,480,000","18,240,000","21,851,000","20,157,000","13,545,000","15,346,000","15,140,000","16,065,000","16,727,000","17,218,000","17,143,000","15,993,000","14,766,000","14,379,000","14,000,000","13,000,000","11,500,000","11,800,000","11,600,000","10,400,000","9,100,000","9,600,000","8,700,000","8,400,000","7,400,000","7,900,000","7,300,000","6,600,000","6,000,000","5,200,000","5,000,000","5,000,000","4,400,000","4,200,000","4,200,000","3,800,000",,"3,300,000","2,900,000","3,000,000","2,700,000",,,,,,,,
OperatingExpense,"841,200,000","226,000,000","218,200,000","208,600,000","188,400,000","206,200,000","194,000,000","190,100,000","184,800,000","210,000,000","207,800,000","200,500,000","211,900,000","201,200,000","197,419,000","195,875,000","198,164,000","172,045,000","159,880,000","157,445,000","153,476,000","154,536,000","152,340,000","151,710,000","151,382,000","150,025,000","150,070,000","139,939,000","125,824,000","110,804,000","112,534,000","114,723,000","114,079,000","110,306,000","89,441,000","93,728,000","91,729,000","89,540,000","94,600,000","82,543,000","69,300,000","45,101,000","40,160,000","40,792,000","37,999,000","36,755,000","35,374,000","33,661,000","31,964,000","29,831,000","29,576,000","28,451,000","29,985,000","33,129,000","38,229,000","39,190,000","38,826,000","39,697,000","40,363,000","38,326,000","38,992,000","34,261,000","17,204,000","17,266,000","16,644,000","16,786,000","16,240,000","16,365,000","15,556,000","15,974,000","16,608,000","49,158,000","16,908,000","14,349,000","14,666,000","13,647,000","94,676,000","16,343,000","15,312,000","16,068,000","13,960,000","9,335,000","9,864,000","9,371,000","9,613,000","9,919,000","9,330,000","9,709,000","9,374,000","8,510,000","8,186,000","8,500,000","7,800,000","7,100,000","6,900,000","7,300,000","6,400,000","5,600,000","5,700,000","5,400,000","5,500,000","4,900,000","5,300,000","4,800,000","4,400,000","4,700,000","3,400,000","3,200,000","3,300,000","3,000,000","2,700,000","2,700,000","2,500,000",,"2,100,000","2,000,000","2,000,000","1,900,000",,,,,,,,
	SellingGeneralAndAdministration,"783,600,000","212,100,000","202,400,000","192,700,000","176,400,000","194,000,000","179,900,000","177,200,000","172,200,000","197,900,000","195,500,000","188,600,000","198,800,000","187,400,000","183,602,000","177,335,000","179,616,000","164,444,000","151,447,000","149,197,000","145,177,000","146,072,000","142,630,000","141,968,000","141,350,000","139,881,000","138,754,000","128,614,000","118,867,000","105,935,000","106,479,000","108,705,000","107,923,000","104,134,000","83,543,000","88,529,000","86,454,000","84,161,000","76,584,000","82,543,000","69,300,000","45,101,000","40,160,000","40,792,000","37,999,000","36,755,000","35,374,000","33,661,000","31,964,000","29,831,000","29,576,000","28,451,000","29,985,000","33,129,000","38,229,000","39,190,000","38,826,000","39,697,000","40,363,000","38,326,000","38,992,000","34,261,000","17,204,000","17,266,000","16,644,000","16,786,000","16,240,000","16,365,000","15,556,000","15,974,000","16,608,000","18,830,000","16,908,000","14,349,000","14,666,000","13,647,000","14,779,000","16,343,000","15,312,000","16,068,000","13,960,000","9,335,000","9,864,000","9,371,000","9,613,000","9,919,000","8,959,000","9,347,000","9,035,000","8,190,000","7,828,000","8,200,000","7,600,000","6,800,000","6,700,000","7,000,000","6,200,000","5,400,000","5,500,000","5,400,000","5,100,000","4,700,000","5,100,000","4,600,000","4,300,000","4,500,000","3,300,000","3,100,000","3,100,000","2,900,000","2,600,000","2,500,000","2,400,000",,"2,000,000","1,900,000","1,900,000","1,800,000",,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"57,600,000","13,900,000","15,800,000","15,900,000","12,000,000","12,200,000","14,100,000","12,900,000","12,600,000","12,100,000","12,300,000","11,900,000","13,100,000","13,800,000","13,817,000","18,540,000","18,548,000","7,601,000","8,433,000","8,248,000","8,299,000","8,464,000","9,710,000","9,742,000","10,032,000","10,144,000","11,316,000","11,325,000","6,957,000","4,869,000","6,055,000","6,018,000","6,156,000","6,172,000","5,898,000","5,199,000","5,275,000","5,379,000","11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"79,897,000",,,,,,,,,,"371,000","362,000","339,000","320,000","358,000","300,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000",,"400,000","200,000","200,000","200,000","100,000","200,000","100,000","100,000","200,000","100,000","100,000","200,000","100,000",,"100,000","100,000","100,000","100,000",,,,,,,,
		DepreciationAndAmortizationInIncomeStatement,"57,600,000","13,900,000","15,800,000","15,900,000","12,000,000","12,200,000","14,100,000","12,900,000","12,600,000","12,100,000","12,300,000","11,900,000","13,100,000","13,800,000","13,817,000","18,540,000","18,548,000","7,601,000","8,433,000","8,248,000","8,299,000","8,464,000","9,710,000","9,742,000","10,032,000","10,144,000","11,316,000","11,325,000","6,957,000","4,869,000","6,055,000","6,018,000","6,156,000","6,172,000","5,898,000","5,199,000","5,275,000","5,379,000","11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"79,897,000",,,,,,,,,,"371,000","362,000","339,000","320,000","358,000","300,000","200,000","300,000","200,000","300,000","200,000","200,000","200,000",,"400,000","200,000","200,000","200,000","100,000","200,000","100,000","100,000","200,000","100,000","100,000","200,000","100,000",,"100,000","100,000","100,000","100,000",,,,,,,,
			Amortization,"57,600,000","13,900,000","15,800,000","15,900,000","12,000,000","12,200,000","14,100,000","12,900,000","12,600,000","12,100,000","12,300,000","11,900,000","13,100,000","13,800,000","13,817,000","18,540,000","18,548,000","7,601,000","8,433,000","8,248,000","8,299,000","8,464,000","9,710,000","9,742,000","10,032,000","10,144,000","11,316,000","11,325,000","6,957,000","4,869,000","6,055,000","6,018,000","6,156,000","6,172,000","5,898,000","5,199,000","5,275,000","5,379,000","11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"79,897,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AmortizationOfIntangiblesIncomeStatement,"57,600,000","13,900,000","15,800,000","15,900,000","12,000,000","12,200,000","14,100,000","12,900,000","12,600,000","12,100,000","12,300,000","11,900,000","13,100,000","13,800,000","13,817,000","18,540,000","18,548,000","7,601,000","8,433,000","8,248,000","8,299,000","8,464,000","9,710,000","9,742,000","10,032,000","10,144,000","11,316,000","11,325,000","6,957,000","4,869,000","6,055,000","6,018,000","6,156,000","6,172,000","5,898,000","5,199,000","5,275,000","5,379,000","11,857,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"79,897,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
