name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999
TotalAssets,"902,821,000","882,572,000","787,631,000","786,195,000","767,510,000","785,761,000","754,294,000","715,454,000","637,658,000","640,492,000","606,704,000","604,790,000","567,936,000","570,544,000","549,269,000","504,540,000","488,721,000","499,060,000","490,589,000","491,325,000","450,534,000","456,576,000","450,497,000","456,410,000","466,873,000","474,364,000","450,822,000","433,913,000","435,534,000","426,042,000","429,949,000","420,914,000","376,524,000","325,749,000","304,118,000","306,001,000","269,251,000","267,194,000","273,966,000","260,592,000","237,312,000","223,932,000","221,429,000","215,153,000","203,311,000","207,678,000","193,196,000","194,433,000","189,875,000","184,810,000","185,485,000","187,935,000","190,194,000","194,247,000","193,792,000","197,878,000","189,085,000","189,992,000","181,874,000","155,336,000","140,069,000","131,000,000","127,056,000","113,205,977","81,740,295","84,934,901","85,885,609","71,419,603","60,864,903","62,582,365","47,039,098","41,629,951","23,383,510","20,259,983","20,593,302","19,415,979","20,199,441","19,593,103","20,071,127","21,130,948","8,579,577","9,117,695","9,221,614","43,090,069","49,180,141","54,614,942","58,441,919","63,068,419","13,887,729","6,616,417","7,000,000","800,000"
	CurrentAssets,"225,129,000","214,708,000","231,919,000","248,553,000","222,050,000","226,510,000","197,892,000","159,356,000","169,122,000","211,897,000","174,724,000","169,966,000","154,636,000","177,804,000","161,226,000","125,651,000","123,131,000","129,208,000","116,864,000","113,395,000","109,182,000","122,499,000","122,211,000","124,667,000","134,967,000","139,752,000","127,592,000","114,120,000","114,795,000","132,018,000","132,497,000","120,863,000","100,159,000","95,233,000","95,715,000","96,418,000","82,050,000","80,841,000","86,233,000","82,842,000","72,765,000","74,988,000","71,070,000","77,081,000","73,800,000","76,358,000","67,447,000","66,677,000","62,749,000","65,338,000","68,923,000","70,942,000","72,211,000","75,024,000","70,108,000","72,926,000","63,573,000","64,249,000","56,447,000","47,353,000","44,678,000","47,119,000","42,537,000","37,215,512","27,559,703","30,763,870","31,123,869","24,816,588","22,229,316","24,291,269","17,589,950","12,045,071","11,073,646","7,821,060","8,018,022","6,636,477","6,951,887","5,845,917","5,771,059","6,294,474","4,352,740","4,767,444","4,212,179","6,063,013","7,164,946","7,934,591","9,166,351","8,816,356","11,264,766","6,535,590","6,800,000","500,000"
		CashCashEquivalentsAndShortTermInvestments,"24,175,000","24,410,000","56,405,000","86,686,000","72,058,000","83,204,000","50,032,000","19,544,000","29,301,000","70,728,000","36,420,000","34,282,000","27,734,000","44,984,000","44,947,000","10,359,000","5,484,000","6,307,000","2,448,000","5,692,000","10,887,000","10,113,000","9,321,000","9,490,000","9,016,000","8,811,000","8,692,000","6,839,000","6,353,000","10,935,000","5,411,000","6,632,000","4,731,000","7,018,000","5,439,000","4,678,000","4,148,000","5,813,000","3,481,000","4,233,000","2,654,000","9,732,000","1,959,000","12,494,000","19,712,000","24,008,000","21,073,000","21,778,000","22,872,000","24,302,000","28,509,000","31,274,000","24,872,000","22,909,000","15,553,000","18,274,000","12,887,000","8,070,000","345,000","477,000","996,000","4,549,000","65,000","1,595,470","2,336,790","5,096,409","3,256,685","2,029,511","3,958,732","3,905,460","2,786,639","2,607,109","4,075,929","1,989,395","1,994,094","1,750,682","1,486,226","1,525,002","1,554,978","1,390,025","700,620","1,412,238","526,304","831,936","802,468","842,481","3,487,622","2,907,811","9,615,112","5,818,918","5,800,000",
			CashAndCashEquivalents,"24,175,000","24,410,000","56,405,000","86,686,000","72,058,000","83,204,000","50,032,000","19,544,000","29,301,000","70,728,000","36,420,000","34,282,000","27,734,000","44,984,000","44,947,000","10,359,000","5,484,000","6,307,000","2,448,000","5,692,000","10,887,000","10,113,000","9,321,000","9,490,000","9,016,000","8,811,000","8,692,000","6,839,000","6,353,000","10,935,000","5,411,000","6,632,000","4,731,000","7,018,000","5,439,000","4,678,000","4,148,000","5,813,000","3,481,000","4,233,000","2,654,000","9,732,000","1,959,000","12,494,000","9,410,000","12,707,000","13,861,000","14,634,000","17,472,000","17,975,000","24,312,000","31,274,000","24,872,000","22,909,000","15,553,000","18,274,000","12,887,000","8,070,000","345,000","477,000","996,000","4,549,000","65,000","1,595,470","2,336,790","5,096,409","3,256,685","2,029,511","3,958,732","3,905,460","2,786,639","2,607,109","4,075,929","1,989,395","1,994,094","1,750,682","1,486,226","1,525,002","1,554,978","1,390,025","700,620","1,412,238","526,304","831,936","802,468","842,481","3,487,622","2,907,811","9,615,112","5,818,918","5,800,000",
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","10,302,000","11,301,000","7,212,000","7,144,000","5,400,000","6,327,000","4,197,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"186,368,000","177,602,000","165,041,000","149,718,000","138,836,000","133,085,000","137,043,000","127,907,000","126,728,000","129,118,000","126,304,000","122,797,000","115,089,000","122,446,000","109,764,000","107,286,000","108,358,000","112,194,000","108,090,000","100,624,000","87,650,000","103,702,000","106,455,000","109,412,000","116,428,000","120,612,000","111,894,000","96,734,000","99,427,000","113,928,000","117,304,000","102,227,000","86,242,000","78,887,000","83,435,000","85,922,000","71,296,000","69,662,000","78,091,000","74,847,000","66,092,000","60,892,000","62,626,000","58,308,000","48,809,000","48,496,000","43,880,000","42,860,000","37,764,000","38,244,000","36,734,000","36,415,000","43,654,000","49,142,000","51,861,000","49,251,000","48,378,000","52,029,000","52,537,000","45,376,000","40,930,000","40,750,000","38,198,000","33,867,428","24,039,262","23,250,679","26,414,487","22,348,345","17,562,434","20,049,500","14,352,505","9,111,806","6,673,514","5,534,607","5,631,972","4,658,335","5,174,263","3,938,373","3,811,352","4,625,503","3,541,958","3,197,904","3,633,391","5,181,655","6,344,182","7,049,710","5,582,971","5,852,689","1,484,786","574,250","1,000,000","500,000"
			AccountsReceivable,"102,520,000","120,892,000","101,857,000","87,920,000","81,866,000","85,998,000","85,354,000","78,023,000","77,313,000","87,021,000","77,872,000","74,231,000","64,192,000","88,157,000","66,541,000","63,314,000","65,393,000","82,603,000","72,251,000","65,295,000","55,015,000","80,461,000","69,406,000","69,229,000","72,854,000","84,273,000","74,716,000","63,085,000","64,333,000","82,994,000","78,361,000","66,182,000","53,691,000","56,376,000","52,120,000","56,155,000","46,138,000","49,661,000","53,206,000","48,127,000","39,554,000","43,381,000","40,846,000","36,500,000","48,809,000","48,496,000","43,880,000","42,860,000","37,764,000","38,244,000",,,,"45,442,000","49,809,000","49,251,000","47,405,000","50,855,000","50,129,000","45,376,000","40,930,000","38,600,000","37,916,000","33,867,428","23,407,646","23,250,679","26,414,487","15,096,877","10,298,729","20,049,500","14,352,505","9,111,806","6,673,514","5,534,607","5,631,972","4,658,335","5,174,263","3,938,373","3,811,352","4,625,503","2,830,348","2,594,435","3,633,391","5,181,655","6,344,182",,,,,,,
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,346,000","49,128,000","40,379,000","44,438,000","41,540,000","37,099,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,140,000","-1,001,000","-825,000","-1,057,000","-694,000","-599,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,142,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"711,610",,,,,,,,,,,
