name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,03/31/1992,03/31/1990
			DeferredIncomeTax,"16,817,000","9,107,000","7,352,000","-2,730,000","3,088,000","3,227,000","-3,042,000","-1,696,000","6,202,000","-1,586,000","23,978,000","5,993,000","2,859,000","2,081,000","1,096,000","5,264,000","-1,869,000","3,921,000","18,289,000","2,732,000","-860,000","3,090,000","-10,902,000","455,000","507,000","108,000","17,480,000","-2,109,000","-194,000","-1,578,000","-4,573,000","-1,313,000","-476,000","-2,667,000","-2,344,000","-518,000","-480,000","-1,276,000","399,000","888,000","-1,951,000","1,149,000","-1,081,000","5,000","-2,221,000","-274,000","6,971,000","-573,000","1,791,000","239,000","376,000","376,000","87,000","774,000","176,000","330,000","44,000","189,000","140,000","654,000","-39,000","110,000","1,357,000","1,346,000","-68,000","-414,000","-115,000","-1,793,000","678,000","-112,000","-5,621,000","3,166,000","-129,000","-362,000","-947,000","1,034,000","45,000","-10,000","-245,000","-575,000","-204,000","-318,000","308,000","1,277,000","8,000","-211,000","-317,000","-413,000","-477,000","-152,000","400,000","-400,000","-600,000","300,000","-200,000","900,000",,,"0",,,,"100,000","0",,,"0","0","0","-100,000","200,000","100,000",,,"1,200,000","0","-200,000","-200,000","100,000",,"300,000"
		AmortizationOfSecurities,"-53,939,000","-13,176,000","-15,852,000","-12,552,000","-12,359,000","-12,018,000","-13,485,000","-13,208,000","-15,103,000","-14,975,000","-18,347,000","-12,609,000","-13,104,000","-9,559,000","-7,261,000","-13,541,000","-13,514,000","-14,368,000","-18,618,000","-5,588,000","-7,118,000","-6,766,000","-9,065,000","-15,130,000","3,258,000","-10,991,000","-6,173,000","-19,521,000","-3,804,000","-6,144,000","-5,899,000","-1,965,000","-556,000","-1,788,000","-2,169,000","-2,645,000","-1,170,000","-1,127,000","-2,978,000","1,520,000","-1,627,000","-5,000","-4,490,000","-21,000","390,000","-378,000",,,"-20,000","36,000","44,000","9,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AssetImpairmentCharge,,,"0","0",,,"-1,031,000","0",,,"0",,,,"-118,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"15,957,000","3,941,000","3,277,000","4,999,000","3,740,000","3,852,000","2,447,000","3,173,000","3,071,000","4,506,000","3,605,000","3,067,000","3,165,000","3,084,000","1,277,000","3,032,000","2,831,000","2,585,000","5,006,000","1,717,000","1,629,000","2,329,000","739,000","960,000","1,013,000","706,000","2,007,000","934,000","592,000","485,000","461,000","307,000","294,000","361,000","378,000","325,000","378,000","336,000","323,000","296,000","367,000","402,000","283,000","308,000","340,000","273,000","257,000","215,000","284,000","218,000","179,000","104,000","240,000","104,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCashItems,"81,676,000","18,251,000","20,952,000","8,236,000","34,237,000","83,598,000","69,217,000","-60,372,000","-62,090,000","11,777,000","8,334,000","-10,372,000","-12,157,000","10,844,000","22,163,000","-5,837,000","-19,943,000","7,667,000","-6,779,000","5,750,000","-4,007,000","19,356,000","13,475,000","1,410,000","-7,866,000","4,806,000","-501,000","6,840,000","-596,000","-572,000","-726,000","-412,000","-375,000","-330,000","-345,000","-330,000","-366,000","-278,000","-1,884,000","-2,267,000","533,000","-1,256,000","3,172,000","-1,519,000","-2,731,000","-403,000","-305,000","-1,677,000","602,000","-290,000","-300,000","-293,000","-134,000","-543,000","-3,983,000","2,675,000","1,718,000","-1,957,000","1,346,000","483,000","472,000","387,000","-860,000","5,993,000","-4,301,000","1,407,000","1,052,000","477,000","2,823,000","2,221,000","1,446,000","1,798,000","2,728,000","2,144,000","-11,593,000","16,125,000","2,143,000","2,239,000","3,023,000","2,420,000","2,610,000","2,212,000","2,727,000","3,453,000","2,514,000","1,436,000","2,048,000","1,905,000","2,039,000","1,752,000","1,700,000","1,600,000","1,600,000","1,800,000","1,900,000","1,200,000","600,000","1,100,000","1,500,000","1,200,000","800,000","800,000","-1,000,000","2,000,000","600,000","500,000","-14,600,000","500,000","100,000","1,000,000","39,300,000","6,100,000","-19,800,000","15,500,000",,"12,100,000","-17,100,000","7,400,000","-700,000","-5,100,000","4,300,000"
		ChangeInWorkingCapital,"-20,901,000","-11,539,000","-9,741,000","-12,139,000","12,518,000","-61,738,000","15,557,000","-3,455,000","-31,470,000","35,805,000","-1,748,000","22,143,000","-14,781,000","23,994,000","21,698,000","-17,235,000","-3,443,000","15,962,000","-20,926,000","-8,259,000","15,656,000","-5,204,000","452,000","-655,000","31,676,000","-29,923,000","-29,510,000","46,102,000","-23,955,000","11,953,000","-7,213,000","4,441,000","-11,325,000","-854,000","3,477,000","-2,042,000","4,184,000","8,474,000","4,395,000","-13,648,000","12,648,000","1,440,000","-3,129,000","-16,044,000","901,000","13,059,000","10,613,000","-6,746,000","-9,367,000","2,138,000","-9,576,000","1,021,000","-2,387,000","-1,454,000","-6,853,000","1,862,000","-5,984,000","7,618,000","-407,000","-2,097,000","4,939,000","-3,174,000","-255,000","706,000","-472,000","3,951,000","903,000","24,712,000","-25,890,000","-314,000","6,735,000","-8,745,000","-11,250,000","16,644,000","21,317,000","-8,248,000","6,975,000","-4,768,000","-4,763,000","-1,968,000","-12,283,000","15,045,000","-5,914,000","-1,231,000","-7,273,000","-3,259,000","6,789,000","-7,208,000","-2,326,000","3,329,000","1,900,000","7,200,000","-6,500,000","-8,100,000","13,800,000","-17,700,000","6,000,000","3,000,000","-5,700,000","1,900,000","3,500,000","8,500,000","10,500,000","-5,300,000","6,300,000","500,000","18,600,000","-6,000,000","-10,900,000","-2,700,000","-25,300,000","31,700,000","200,000","700,000","12,700,000","-14,400,000","100,000","-900,000","-200,000","-600,000","2,200,000"
			ChangeInReceivables,"6,819,000","3,633,000","232,000","-489,000","3,443,000","1,237,000","4,755,000","2,420,000","-23,079,000","5,058,000","3,910,000","815,000","364,000","-1,858,000","1,571,000","-7,243,000","-2,137,000","1,582,000","-1,303,000","-3,412,000","584,000","1,699,000","-398,000","-2,442,000","-605,000","2,248,000","1,080,000","-2,744,000","590,000","1,787,000","1,232,000","-2,273,000","848,000","552,000","-19,000","-2,971,000","390,000","1,503,000","723,000","-2,278,000","344,000","1,807,000","1,069,000","-992,000","179,000","1,981,000","-479,000","-620,000","157,000","1,460,000","1,737,000","-1,487,000","940,000","1,859,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangesInAccountReceivables,"6,819,000","3,633,000","232,000","-489,000","3,443,000","1,237,000","4,755,000","2,420,000","-23,079,000","5,058,000","3,910,000","815,000","364,000","-1,858,000","1,571,000","-7,243,000","-2,137,000","1,582,000","-1,303,000","-3,412,000","584,000","1,699,000","-398,000","-2,442,000","-605,000","2,248,000","1,080,000","-2,744,000","590,000","1,787,000","1,232,000","-2,273,000","848,000","552,000","-19,000","-2,971,000","390,000","1,503,000","723,000","-2,278,000","344,000","1,807,000","1,069,000","-992,000","179,000","1,981,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInPayablesAndAccruedExpense,"-5,234,000","4,006,000","845,000","8,625,000","-18,710,000","-32,788,000","19,420,000","-20,694,000","8,945,000","27,092,000","-45,415,000","31,426,000","-21,651,000","19,828,000","-3,154,000","7,563,000","186,000","20,028,000","-23,879,000","-1,441,000","7,312,000","-10,790,000","13,024,000","-2,006,000","8,890,000","-23,120,000","-25,732,000","15,469,000","4,611,000","10,511,000","3,405,000","7,157,000","-5,318,000","6,539,000","-1,834,000","488,000","-4,329,000","1,699,000","177,000","462,000","1,399,000","1,314,000","-2,790,000","-4,706,000","3,263,000","-2,256,000","-2,310,000","2,638,000","652,000","1,011,000","-4,472,000","1,297,000","1,518,000","-2,178,000","-2,335,000","-1,825,000","-3,499,000","4,182,000","415,000","135,000","-2,601,000","2,589,000","581,000","-1,591,000","-3,010,000","3,157,000","1,657,000","-2,439,000","-1,856,000","2,780,000","3,268,000","-3,820,000","-2,269,000","1,504,000",,"-1,354,000",,,,,,,,"-234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInPayable,"-5,234,000","4,006,000","845,000","8,625,000","-18,710,000","-32,788,000","19,420,000","-20,694,000","8,945,000","27,092,000","-45,415,000","31,426,000","-21,651,000","19,828,000","-3,154,000","7,563,000","186,000","20,028,000","-23,879,000","-1,441,000","7,312,000","-10,790,000","13,024,000","-2,006,000","8,890,000","-23,120,000","-25,732,000","15,469,000","4,611,000","10,511,000","3,405,000","7,157,000","-5,318,000","6,539,000","-1,834,000","488,000","-4,329,000","1,699,000","177,000","462,000","1,399,000","1,314,000","-2,790,000","-4,706,000","3,263,000","-2,256,000","593,000","1,540,000","-1,111,000","969,000","-368,000","1,156,000","-313,000","1,077,000","374,000","-1,825,000","-3,499,000","4,182,000","415,000","135,000","-2,601,000","2,589,000","581,000","-1,591,000","-3,010,000","3,157,000","1,657,000","-2,439,000","-1,856,000","2,780,000","3,268,000","-3,820,000","-2,269,000","1,504,000",,"-1,354,000",,,,,,,,"-234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInTaxPayable,"29,698,000","9,051,000","9,791,000","-7,985,000","18,841,000","-12,055,000","4,461,000","14,027,000","-13,012,000","-21,221,000","1,352,000","16,169,000","13,530,000","-10,977,000","-13,311,000","12,903,000","5,008,000","-13,955,000","-19,423,000","-4,652,000","3,348,000","6,123,000","4,201,000","856,000","-4,688,000","1,546,000","-11,527,000","8,147,000","-1,066,000","7,912,000","8,600,000","-436,000","-5,225,000","2,333,000","-482,000","-620,000","-3,359,000","3,517,000","2,873,000","-3,472,000","-630,000","1,527,000","-2,371,000","-3,486,000","1,016,000","1,199,000","-1,689,000","1,540,000","-1,111,000","969,000","-368,000","1,156,000","-313,000","1,077,000","374,000","-1,825,000","-3,499,000","4,182,000","415,000","135,000","-2,601,000","2,589,000","581,000","-1,591,000","-3,010,000","3,157,000","1,657,000","-2,439,000","-1,856,000","2,780,000","3,268,000","-3,820,000","-2,269,000","1,504,000",,"-1,354,000",,,,,,,,"-234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
						ChangeInIncomeTaxPayable,"29,698,000","9,051,000","9,791,000","-7,985,000","18,841,000","-12,055,000","4,461,000","14,027,000","-13,012,000","-21,221,000","1,352,000","16,169,000","13,530,000","-10,977,000","-13,311,000","12,903,000","5,008,000","-13,955,000","-19,423,000","-4,652,000","3,348,000","6,123,000","4,201,000","856,000","-4,688,000","1,546,000","-11,527,000","8,147,000","-1,066,000","7,912,000","8,600,000","-436,000","-5,225,000","2,333,000","-482,000","-620,000","-3,359,000","3,517,000","2,873,000","-3,472,000","-630,000","1,527,000","-2,371,000","-3,486,000","1,016,000","1,199,000","-1,689,000","1,540,000","-1,111,000","969,000","-368,000","1,156,000","-313,000","1,077,000","374,000","-1,825,000","-3,499,000","4,182,000","415,000","135,000","-2,601,000","2,589,000","581,000","-1,591,000","-3,010,000","3,157,000","1,657,000","-2,439,000","-1,856,000","2,780,000","3,268,000","-3,820,000","-2,269,000","1,504,000",,"-1,354,000",,,,,,,,"-234,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
					ChangeInAccountPayable,"-34,932,000","-5,045,000","-8,946,000","16,610,000","-37,551,000","-20,733,000","14,959,000","-34,721,000","21,957,000","48,313,000","-46,767,000","15,257,000","-35,181,000","30,805,000","10,157,000","-5,340,000","-4,822,000","33,983,000","-4,456,000","3,211,000","3,964,000","-16,913,000","8,823,000","-2,862,000","13,578,000","-24,666,000","-14,205,000","7,322,000","5,677,000","2,599,000","-5,195,000","7,593,000","-93,000","4,206,000","-1,352,000","1,108,000","-970,000","-1,818,000","-2,696,000","3,934,000","2,029,000","-213,000","-419,000","-1,220,000","2,247,000","-3,455,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,098,000","1,763,000","42,000","-4,104,000","141,000","1,831,000","-3,255,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			ChangeInOtherCurrentAssets,"-22,486,000","-19,178,000","-10,818,000","-20,275,000","27,785,000","-30,187,000","-8,618,000","14,819,000","-17,336,000","3,655,000","39,757,000","-10,098,000","6,506,000","6,024,000","23,281,000","-17,555,000","-1,492,000","-5,648,000","4,207,000","-3,407,000","7,755,000","3,901,000","-15,102,000","-559,000","23,638,000","-6,399,000","7,981,000","650,000","-6,622,000","3,444,000","-12,420,000","1,089,000","-3,147,000","-2,835,000","4,453,000","-3,403,000","3,848,000","1,149,000","1,422,000","810,000","-104,000","-167,000","-2,289,000","2,104,000","112,000","109,000",,,,,,,,"-1,776,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
