name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,12/31/2008
				LandAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"464,693,000","387,890,000","368,608,000","368,608,000","349,783,000","329,231,000","329,231,000","329,630,000","204,213,000","214,750,000","184,621,000","184,644,000","184,643,000","184,580,000"
				BuildingsAndImprovements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"696,003,000","688,735,000","601,645,000","601,812,000","529,375,000","473,228,000","472,087,000","469,407,000","296,713,000","259,294,000","155,698,000","155,434,000","155,175,000","153,453,000"
				MachineryFurnitureEquipment,"55,324,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,612,000",,,,"1,119,000",,,,"666,000","11,660,000","11,624,000","11,546,000","11,536,000","11,475,000","11,496,000","11,431,000","11,411,000","11,919,000","11,248,000","11,059,000","11,052,000","10,969,000","10,304,000"
				OtherProperties,"312,407,000","345,510,000","334,315,000","268,537,000","263,691,000","264,880,000","266,059,000","267,226,000","268,384,000","269,029,000","270,318,000","270,943,000","272,051,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,118,000",,,,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,080,000","10,628,000","9,939,000","9,527,000","8,218,000","3,529,000","3,343,000","7,904,000","6,071,000","4,973,000","3,855,000","3,245,000","3,269,000","8,475,000"
				Leases,"16,242,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68,213,000","67,684,000","69,716,000","69,021,000","59,657,000","51,398,000","49,739,000","47,538,000","21,118,000","19,113,000","12,305,000","12,039,000","10,945,000","1,804,000"
			AccumulatedDepreciation,"-15,670,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-207,000",,,,"-629,000",,,,"-499,000","-75,892,000","-68,539,000","-60,420,000","-53,329,000","-46,235,000","-39,598,000","-33,388,000","-27,113,000","-24,222,000","-21,442,000","-14,811,000","-12,909,000","-11,071,000","-5,592,000"
		GoodwillAndOtherIntangibleAssets,"435,080,000","450,883,000","440,768,000","279,955,000","289,433,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","9,025,000","8,754,000","8,754,000","8,754,000","9,126,000","8,754,000","8,754,000","8,754,000","9,227,000","8,754,000","86,538,000","87,694,000","92,885,000","87,697,000","85,785,000","90,049,000","93,995,000","8,754,000","31,042,000","13,621,000","14,235,000","14,867,000","17,250,000"
			Goodwill,"109,439,000","109,439,000","105,149,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000","8,754,000",,,,
			OtherIntangibleAssets,"325,641,000","341,444,000","335,619,000","271,201,000","280,679,000",,,,,,,,,,,,,,,,,,,,,,,,,"271,000",,,,"372,000",,,,"473,000","74,389,000","77,784,000","78,940,000","84,131,000","78,943,000","77,031,000","81,295,000","85,241,000",,"22,288,000","13,621,000","14,235,000","14,867,000","17,250,000"
		InvestmentProperties,"7,051,027,000","7,077,703,000","7,161,354,000","7,156,734,000","7,141,026,000","7,112,269,000","6,493,866,000","6,452,775,000","6,407,206,000","6,370,849,000","6,320,672,000","6,296,023,000","6,251,086,000","6,363,906,000","6,040,750,000","5,817,347,000","5,924,579,000","5,889,943,000","6,054,757,000","6,331,289,000","6,044,127,000","6,050,933,000","5,734,304,000","5,407,455,000","5,485,623,000","5,500,462,000","5,680,971,000","5,728,509,000","2,062,317,000","2,036,638,000","2,015,857,000","2,005,321,000","1,993,945,000","1,918,988,000","1,893,384,000","1,510,822,000","1,396,479,000","1,390,771,000",,,,,,,,,,,,,,
		InvestmentsAndAdvances,"205,412,000","186,178,000","177,198,000","107,382,000","94,180,000","86,193,000","68,090,000","68,786,000","67,689,000","70,471,000","69,728,000","70,132,000","3,224,000","2,799,000","2,805,000","17,148,000","14,052,000","14,240,000","14,093,000","15,377,000","38,546,000","37,228,000","28,705,000","28,237,000",,,,,,,,,,,,,,,"0","0","0","0","0","0","0",,,,,,,
			LongTermEquityInvestment,"160,821,000","154,731,000","152,516,000","85,736,000","83,917,000","82,105,000","63,874,000","62,685,000","60,071,000","64,926,000","64,183,000","65,495,000","86,000","86,000","92,000","14,435,000","14,052,000","14,240,000","14,093,000","15,377,000","38,546,000","37,228,000","28,705,000","28,237,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
				InvestmentsinJointVenturesatCost,,,,,,,,,,,,,"86,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,,,,"132,222,000","133,790,000","135,115,000","136,649,000","137,940,000","139,475,000","140,749,000","142,268,000","142,761,000","144,992,000","146,880,000","148,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AvailableForSaleSecurities,,,,"132,222,000","133,790,000","135,115,000","136,649,000","137,940,000","139,475,000","140,749,000","142,268,000","142,761,000","144,992,000","146,880,000","148,315,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherInvestments,"44,591,000","31,447,000","24,682,000","21,646,000","10,263,000","4,088,000","4,216,000","6,101,000","7,618,000","5,545,000","5,545,000","4,637,000","3,138,000","2,713,000","2,713,000","2,713,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		FinancialAssets,"3,443,000","2,032,000","1,796,000","1,844,000","1,916,000","5,000","13,000","0","0","479,000","655,000","2,023,000","10,463,000","16,687,000","26,988,000","25,485,000","21,922,000","12,586,000","6,250,000","5,858,000","8,558,000","5,935,000",,"0","0","2,061,000","0","8,689,000","0","3,000","15,000","14,000","33,000","192,000","87,000","123,000","64,000","71,000","92,000","172,000","437,000","164,000","202,000","631,000","1,020,000",,,,,,,
		NonCurrentNoteReceivables,,,,,,,,,,,,,,,,,,,,,,"0",,"0","28,788,000","28,684,000","28,580,000","28,476,000","28,372,000","28,268,000","28,112,000",,,"0","0","0","4,000,000","4,000,000",,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"7,262,000","7,750,000","434,000","695,000","955,000","287,052,000","257,384,000","268,158,000","275,717,000","288,694,000","294,959,000","299,250,000","280,193,000","279,896,000","256,100,000","236,582,000","241,912,000","244,554,000","257,831,000","282,272,000","296,645,000","310,062,000","289,682,000","293,191,000","311,846,000","318,031,000","375,941,000","399,754,000","114,293,000","110,746,000","118,360,000","115,325,000","118,070,000","120,781,000","115,319,000","95,985,000","89,282,000","91,673,000","80,720,000","4,800,000","5,293,000","5,079,000","4,892,000","5,262,000","4,752,000","3,211,000","42,849,000",,,,,
		NonCurrentPrepaidAssets,,,,,,,,"50,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,630,000","14,234,000","13,576,000","4,498,000","9,239,000","5,641,000","4,148,000","4,416,000","4,451,000","9,970,000","5,808,000","6,702,000","5,005,000","4,061,000"
		OtherNonCurrentAssets,"25,524,000","20,954,000","19,649,000","25,128,000","23,937,000","22,878,000","26,896,000","29,043,000","27,160,000","23,012,000","33,698,000","30,160,000","60,000,000","27,393,000","54,062,000","56,162,000","25,007,000","25,558,000","28,263,000","17,284,000","18,000,000","25,177,000","22,103,000","19,166,000","20,011,000","18,010,000","18,606,000","17,319,000","16,906,000","1,564,000","19,650,000","17,682,000","17,714,000","1,626,000","17,679,000","14,518,000","14,321,000","1,091,000","92,000","172,000","437,000",,,,,,,,,,,
TotalLiabilitiesNetMinorityInterest,"4,933,260,000","4,663,748,000","4,822,269,000","4,352,401,000","4,338,934,000","4,254,348,000","3,916,813,000","3,878,677,000","4,088,105,000","3,631,946,000","3,574,271,000","3,662,970,000","3,518,768,000","3,127,608,000","2,783,012,000","2,633,126,000","2,509,426,000","2,711,106,000","2,944,158,000","2,879,618,000","2,675,561,000","2,976,248,000","2,716,983,000","2,617,301,000","2,348,022,000","2,524,998,000","2,353,553,000","2,375,384,000","916,920,000","1,065,870,000","1,028,621,000","947,274,000","924,370,000","1,028,408,000","1,004,238,000","717,996,000","609,023,000","662,468,000","436,642,000","423,028,000","422,442,000","464,122,000","367,366,000","337,152,000","397,077,000","402,718,000","142,725,000","138,374,000","169,904,000","169,686,000","172,164,000","177,305,000"
	CurrentLiabilities,"658,765,000","429,857,000","607,091,000","253,271,000","271,426,000","235,860,000","282,766,000","522,799,000","759,282,000","287,673,000","261,272,000","242,094,000","208,779,000","175,300,000","193,941,000","155,251,000","147,218,000","165,323,000","386,970,000","134,237,000","135,198,000","124,378,000","146,682,000","109,423,000","98,226,000","97,340,000","90,453,000","75,480,000","62,061,000","80,058,000","35,642,000","20,407,000","22,715,000","27,511,000","39,270,000","18,797,000","21,696,000","18,833,000","382,336,000","364,256,000","375,499,000","412,340,000","317,425,000","287,486,000","347,645,000","353,567,000","104,815,000","99,880,000","157,011,000","156,207,000","158,356,000","160,679,000"
		PayablesAndAccruedExpenses,"318,651,000","300,959,000","307,091,000","253,271,000","271,426,000","235,860,000","282,766,000","322,799,000","269,282,000","212,673,000","261,272,000","241,990,000","208,047,000","175,300,000","193,941,000","151,697,000","146,588,000","163,107,000","162,938,000","134,237,000","135,198,000","120,572,000","132,140,000","104,156,000","97,964,000","84,048,000","90,096,000","75,205,000","61,735,000","36,844,000","35,642,000","20,294,000","22,545,000","27,511,000","39,270,000","17,528,000","21,696,000","18,833,000","22,882,000","13,924,000","14,448,000","12,469,000","18,753,000","12,484,000","15,492,000","11,507,000","10,746,000","5,860,000","5,011,000","4,207,000","6,356,000","8,679,000"
			Payables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,882,000","13,924,000","14,448,000","12,469,000","18,753,000","12,484,000","15,492,000","11,507,000","10,746,000","5,860,000","5,011,000","4,207,000","6,356,000","8,679,000"
				AccountsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,882,000","13,924,000","14,448,000","12,469,000","18,753,000","12,484,000","15,492,000","11,507,000","10,746,000","5,860,000","5,011,000","4,207,000","6,356,000","8,679,000"
		CurrentDebtAndCapitalLeaseObligation,"335,000,000","125,000,000","300,000,000",,,,,"200,000,000","490,000,000","75,000,000","66,136,000","66,136,000","66,136,000","66,136,000",,,,,,,,,,,,,,,,,,,,,,,,,"359,454,000","350,332,000","361,051,000","399,871,000","298,672,000","275,002,000","332,153,000","342,060,000","94,069,000","94,020,000","152,000,000","152,000,000","152,000,000","152,000,000"
			CurrentDebt,"335,000,000","125,000,000","300,000,000",,,,,"200,000,000","490,000,000","75,000,000","66,136,000","66,136,000","66,136,000","66,136,000",,,,,,,,,,,,,,,,,,,,,,,,,"359,454,000","350,332,000","361,051,000","399,871,000","298,672,000","275,002,000","332,153,000","342,060,000","94,069,000","94,020,000","152,000,000","152,000,000","152,000,000","152,000,000"
				CurrentNotesPayable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"359,454,000","350,332,000","361,051,000","399,871,000","298,672,000","275,002,000","332,153,000","342,060,000","94,069,000","94,020,000","152,000,000","152,000,000","152,000,000","152,000,000"
				LineOfCredit,"335,000,000","125,000,000","300,000,000","0","0","0","0","200,000,000","490,000,000","75,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,,,,,,,,"66,136,000","66,136,000","66,136,000","66,136,000","66,136,000","66,136,000","66,136,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,,,,,,,,"272,421,000","272,701,000","273,624,000","273,883,000","274,626,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"5,114,000","3,898,000",,,,,,,,,,"104,000","732,000",,,"3,554,000","630,000","2,216,000","224,032,000",,,"3,806,000","14,542,000","5,267,000","262,000","13,292,000","357,000","275,000","326,000","43,214,000",,"113,000","170,000",,,"1,269,000",,,,,,,,,,,,,,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"4,274,495,000","4,233,891,000","4,215,178,000","4,099,130,000","4,067,508,000","4,018,488,000","3,634,047,000","3,355,878,000","3,328,823,000","3,344,273,000","3,312,999,000","3,420,876,000","3,309,989,000","2,952,308,000","2,589,071,000","2,477,875,000","2,362,208,000","2,545,783,000","2,557,188,000","2,745,381,000","2,540,363,000","2,851,870,000","2,570,301,000","2,507,878,000","2,249,796,000","2,427,658,000","2,263,100,000","2,299,904,000","854,859,000","985,812,000","992,979,000","926,867,000","901,655,000","1,000,897,000","964,968,000","699,199,000","587,327,000","643,635,000","54,306,000","58,772,000","46,943,000","51,782,000","49,941,000","49,666,000","49,432,000","49,151,000","37,910,000","38,494,000","12,893,000","13,479,000","13,808,000","16,626,000"
		LongTermDebtAndCapitalLeaseObligation,"4,146,467,000","4,096,847,000","4,085,856,000","3,961,558,000","3,920,970,000","3,867,349,000","3,524,720,000","3,244,519,000","3,216,855,000","3,216,777,000","3,203,993,000","3,311,440,000","3,189,811,000","2,828,194,000","2,471,798,000","2,361,749,000","2,240,688,000","2,421,380,000","2,424,358,000","2,598,780,000","2,388,388,000","2,688,010,000","2,407,943,000","2,338,882,000","2,080,005,000","2,260,716,000","2,088,335,000","2,119,157,000","787,190,000","918,059,000","920,860,000","852,524,000","827,438,000","931,308,000","891,175,000","637,118,000","530,023,000","582,085,000","28,714,000","30,100,000","21,503,000","22,861,000","19,293,000","19,082,000","20,049,000","20,994,000","12,014,000","12,259,000",,,,
			LongTermDebt,"3,831,081,000","3,803,251,000","3,805,646,000","3,687,150,000","3,651,779,000","3,597,335,000","3,253,893,000","2,972,890,000","2,944,434,000","2,944,076,000","2,930,369,000","3,037,557,000","2,915,185,000","2,828,194,000","2,471,798,000","2,361,749,000","2,240,688,000","2,421,380,000","2,424,358,000","2,598,780,000","2,388,388,000","2,688,010,000","2,407,943,000","2,338,882,000","2,080,005,000","2,260,716,000","2,088,335,000","2,119,157,000","787,190,000","918,059,000","920,860,000","852,524,000","827,438,000","931,308,000","891,175,000","637,118,000","530,023,000","582,085,000",,,,,,,,,,,,,,
			LongTermCapitalLeaseObligation,"315,386,000","293,596,000","280,210,000","274,408,000","269,191,000","270,014,000","270,827,000","271,629,000","272,421,000","272,701,000","273,624,000","273,883,000","274,626,000","45,612,000","43,289,000","41,729,000","45,651,000","49,930,000","55,335,000","66,438,000","73,033,000","80,130,000","77,081,000","77,841,000","86,614,000","95,208,000","114,485,000","125,795,000",,,,,,,,,,,"28,714,000","30,100,000","21,503,000","22,861,000","19,293,000","19,082,000","20,049,000","20,994,000","12,014,000","12,259,000",,,,
		NonCurrentDeferredLiabilities,,,,,,,,,,"86,188,000","64,474,000","61,788,000","69,251,000","68,687,000","64,169,000","64,582,000","65,692,000","64,031,000","66,499,000","33,344,000","34,779,000","40,755,000","27,150,000","30,352,000","32,972,000","38,245,000","19,650,000","21,909,000","9,606,000","8,600,000","11,328,000","12,187,000","10,565,000","7,651,000","6,705,000","8,719,000","9,216,000","11,518,000","7,143,000","9,982,000","6,829,000","10,795,000","12,470,000","12,666,000","11,656,000",,"8,839,000",,,,,
			NonCurrentDeferredRevenue,,,,,,,,,,"86,188,000","64,474,000","61,788,000","69,251,000","68,687,000","64,169,000","64,582,000","65,692,000","64,031,000","66,499,000","33,344,000","34,779,000","40,755,000","27,150,000","30,352,000","32,972,000","38,245,000","19,650,000","21,909,000","9,606,000","8,600,000","11,328,000","12,187,000","10,565,000","7,651,000","6,705,000","8,719,000","9,216,000","11,518,000","7,143,000","9,982,000","6,829,000","10,795,000","12,470,000","12,666,000","11,656,000",,"8,839,000",,,,,
		DerivativeProductLiabilities,,,,,,,,,,,,,,,,,"0","265,000","819,000","987,000","967,000","1,303,000","22,413,000","26,478,000","17,664,000","2,010,000","8,614,000","1,766,000","2,538,000","1,750,000","907,000","1,370,000","475,000",,"863,000",,,,,,,"0","0","0","31,000","71,000","112,000","78,000",,,,
