name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014
TotalAssets,"17,255,122,000","16,483,252,000","16,089,669,000","15,428,836,000","14,885,961,000","14,382,943,000","6,306,834,000","6,005,042,000","5,938,507,000","5,806,341,000","5,472,018,000","5,207,380,000","4,939,682,000","4,749,787,000","4,533,199,000","4,299,368,000","4,101,231,000","3,927,874,000","3,717,753,000","3,489,102,000","3,319,028,000","3,572,818,000","3,356,168,000","3,136,844,000","2,941,580,000","2,738,146,000","2,583,026,000","2,240,750,000","2,016,402,000","1,935,632,000"
	CurrentAssets,"1,709,350,000","1,547,719,000","1,594,660,000","1,396,652,000","1,268,654,000","1,137,729,000","645,739,000","638,240,000","707,816,000","733,830,000","567,240,000","530,086,000","463,060,000","461,413,000","446,016,000","484,007,000","459,815,000","432,702,000","391,524,000","356,342,000","341,074,000","369,345,000","368,982,000","374,416,000","382,918,000","360,494,000","398,911,000","229,054,000","208,893,000","239,582,000"
		CashCashEquivalentsAndShortTermInvestments,"629,161,000","617,634,000","717,593,000","679,588,000","649,493,000","519,965,000","276,052,000","269,569,000","286,418,000","269,577,000","324,698,000","299,537,000","245,604,000","226,625,000","242,936,000","215,706,000","203,189,000","202,525,000","216,142,000","211,321,000","203,791,000","206,364,000","207,477,000","207,220,000","208,313,000","203,864,000","263,006,000","116,610,000","105,473,000","152,154,000"
			CashAndCashEquivalents,"629,161,000","617,634,000","717,593,000","679,588,000","649,493,000","519,965,000","276,052,000","269,569,000","286,418,000","269,577,000","324,698,000","299,537,000","245,604,000","226,625,000","242,936,000","215,706,000","203,189,000","202,525,000","216,142,000","211,321,000","203,791,000","206,364,000","207,477,000","207,220,000","208,313,000","203,864,000","263,006,000","116,610,000","105,473,000","152,154,000"
				CashFinancial,"629,161,000","617,634,000","717,593,000","679,588,000","649,493,000","519,965,000","276,052,000","269,569,000","286,418,000","269,577,000","324,698,000","299,537,000","245,604,000","226,625,000","242,936,000","215,706,000","203,189,000","202,525,000","216,142,000","211,321,000","203,791,000","206,364,000","207,477,000","207,220,000","208,313,000","203,864,000",,,,
		Receivables,"200,549,000","146,037,000","177,826,000","162,969,000","125,499,000","95,141,000","70,654,000","60,000,000","73,289,000","84,194,000","75,352,000","77,846,000","67,522,000","69,132,000","65,354,000","123,334,000","122,097,000","87,631,000","84,116,000","64,030,000","54,065,000","77,478,000","51,031,000","56,572,000","56,774,000","70,237,000","62,915,000","49,619,000","51,301,000","52,297,000"
			AccountsReceivable,"199,816,000","147,371,000","182,160,000","164,260,000","125,583,000","97,723,000","67,849,000","58,201,000","65,537,000","79,899,000","75,108,000","77,074,000","64,598,000","64,180,000","63,150,000","56,934,000","52,567,000","68,243,000","74,552,000","65,580,000","55,153,000","50,811,000","51,031,000","57,549,000","57,941,000","46,169,000","54,917,000","50,664,000","28,117,000","24,477,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,"56,934,000",,,"74,552,000","65,580,000","55,153,000",,"51,962,000","57,549,000","57,941,000",,"54,917,000","50,664,000",,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,"-1,521,000","-1,550,000","-1,088,000",,"-931,000","-977,000","-1,167,000",,"-1,200,000","-1,045,000",,
			TaxesReceivable,,,,,,,"0","0","7,780,000","6,466,000","0","0","0","2,697,000","0",,"11,085,000","11,433,000","11,085,000","0","0","14,060,000",,"0","0","9,625,000",,,"894,000","1,117,000"
			OtherReceivables,"12,249,000","9,701,000","7,015,000","5,957,000","5,931,000","2,279,000","5,121,000","4,136,000","3,100,000","980,000","2,981,000","3,399,000","5,206,000","4,483,000","4,573,000","68,587,000","60,899,000","9,620,000","0","0","0","13,773,000","0","0","0","16,084,000","9,198,000","0","23,214,000","27,406,000"
