name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004
TotalAssets,"1,105,800,000","1,081,700,000","1,093,000,000","1,117,500,000","823,200,000","806,600,000","796,300,000","952,400,000","916,300,000","827,800,000","822,400,000","857,700,000","875,900,000","861,200,000","884,500,000","887,200,000","923,600,000","904,400,000","846,800,000","812,400,000","787,400,000","765,600,000","772,400,000","771,100,000","771,200,000","751,400,000","801,500,000","721,800,000","703,000,000","730,600,000","674,200,000","696,000,000","694,700,000","675,900,000","660,000,000","636,100,000","614,400,000","610,700,000","607,400,000","608,900,000","620,600,000","565,100,000","575,600,000","603,000,000","600,200,000","606,700,000","618,400,000","584,700,000","603,500,000","637,500,000","657,200,000","648,600,000","639,400,000","684,600,000","786,100,000","867,900,000","928,100,000","932,800,000","931,800,000","911,000,000","890,700,000","744,700,000","588,100,000","650,400,000","526,800,000","537,000,000","597,100,000","579,000,000","577,100,000","586,600,000"
	CurrentAssets,"379,100,000","347,000,000","358,900,000","360,700,000","299,000,000","271,300,000","263,700,000","425,600,000","344,000,000","252,700,000","253,100,000","275,200,000","285,800,000","277,900,000","296,500,000","304,200,000","304,000,000","285,200,000","288,600,000","268,500,000","252,400,000","236,300,000","243,800,000","255,700,000","261,500,000","246,600,000","314,300,000","320,500,000","303,700,000","302,500,000","273,500,000","333,700,000","329,900,000","305,400,000","286,400,000","269,800,000","251,500,000","234,100,000","249,400,000","250,200,000","230,800,000","193,500,000","204,400,000","218,900,000","211,900,000","222,000,000","224,000,000","208,700,000","201,400,000","230,200,000","236,800,000","225,000,000","218,200,000","241,900,000","292,600,000","331,800,000","412,100,000","290,200,000","312,300,000","319,600,000","314,500,000","222,400,000","294,800,000","338,700,000","195,900,000","204,300,000","231,300,000","220,500,000","218,500,000","205,600,000"
		CashCashEquivalentsAndShortTermInvestments,"25,200,000","23,900,000","31,700,000","36,700,000","41,000,000","37,100,000","41,300,000","26,200,000","77,500,000","9,000,000","7,400,000","8,100,000","7,600,000","9,900,000","7,400,000","7,200,000","6,400,000","4,500,000","24,200,000","9,200,000","5,500,000","3,100,000","7,300,000","4,500,000","5,100,000","4,200,000","5,500,000","78,000,000","58,800,000","72,600,000","24,000,000","92,300,000","77,200,000","73,400,000","48,200,000","26,900,000","3,800,000","7,800,000","6,600,000","1,800,000","3,300,000","12,800,000","10,800,000","9,300,000","10,600,000","48,300,000","38,700,000","32,100,000","14,400,000","5,600,000","5,400,000","5,400,000","6,100,000","3,300,000","8,700,000","1,800,000","1,500,000","2,400,000","6,200,000","1,100,000","3,500,000","1,600,000","160,400,000","178,500,000","23,300,000","12,600,000","45,900,000","37,500,000","24,400,000","19,100,000"
			CashAndCashEquivalents,"25,200,000","23,900,000","31,700,000","36,700,000","41,000,000","37,100,000","41,300,000","26,200,000","77,500,000","9,000,000","7,400,000","8,100,000","7,600,000","9,900,000","7,400,000","7,200,000","6,400,000","4,500,000","24,200,000","9,200,000","5,500,000","3,100,000","7,300,000","4,500,000","5,100,000","4,200,000","5,500,000","78,000,000","58,800,000","72,600,000","24,000,000","92,300,000","77,200,000","73,400,000","48,200,000","26,900,000","3,800,000","7,800,000","6,600,000","1,800,000","3,300,000","12,800,000","3,800,000","2,000,000","5,600,000","48,300,000","38,700,000","32,100,000","14,400,000","5,600,000","5,400,000","5,400,000","6,100,000","3,300,000","8,700,000","1,800,000","1,500,000","2,400,000","6,200,000","1,100,000","3,500,000","1,600,000","160,400,000","178,500,000","23,300,000","12,600,000","45,900,000","37,500,000","24,400,000","19,100,000"
				CashFinancial,,"23,900,000",,,,"37,100,000",,"26,200,000","77,500,000","9,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,000,000","7,300,000","5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"165,100,000","151,800,000","150,400,000","155,600,000","117,900,000","108,300,000","99,800,000","91,800,000","118,600,000","104,600,000","112,000,000","123,600,000","126,500,000","117,600,000","130,400,000","131,600,000","133,600,000","115,700,000","122,700,000","121,300,000","111,500,000","100,600,000","104,300,000","112,500,000","110,600,000","97,300,000","115,400,000","109,700,000","111,600,000","87,100,000","107,700,000","106,200,000","112,100,000","91,100,000","101,300,000","103,000,000","105,200,000","82,100,000","102,300,000","104,500,000","99,700,000","73,300,000","82,600,000","92,300,000","87,200,000","70,700,000","81,100,000","80,200,000","77,900,000","68,500,000","76,200,000","69,500,000","61,100,000","74,400,000","111,100,000","148,500,000","158,500,000","150,000,000","165,200,000","171,600,000","162,800,000","112,500,000","72,600,000","69,900,000","73,500,000","79,100,000","65,800,000","79,100,000","89,300,000","92,400,000"
			AccountsReceivable,"165,100,000","142,300,000","150,400,000","155,600,000","117,900,000","100,200,000","99,800,000","91,800,000","118,600,000","102,600,000","112,000,000","123,600,000","126,500,000","114,800,000","130,400,000","131,600,000","133,600,000","115,700,000","122,700,000","121,300,000","111,500,000","96,500,000","104,300,000","112,500,000","110,600,000","97,300,000","115,400,000","109,700,000","111,600,000","87,100,000","107,700,000","106,200,000","111,500,000","90,500,000","100,700,000","101,900,000","102,800,000","79,600,000","99,800,000","102,100,000","97,200,000","71,400,000","82,600,000","92,300,000","87,200,000","70,700,000","81,100,000","80,000,000","77,200,000","67,700,000","75,800,000","68,300,000","60,900,000","63,200,000","90,000,000","125,300,000","129,100,000","145,400,000","151,600,000","157,900,000","148,900,000","112,500,000","72,600,000","69,900,000","73,500,000","79,100,000","65,800,000","79,100,000","89,300,000","80,600,000"
				GrossAccountsReceivable,"166,900,000","143,900,000","152,200,000","157,400,000","119,400,000","101,700,000","101,500,000","93,700,000","120,600,000","104,100,000","113,500,000","124,700,000","127,900,000","116,100,000","131,800,000","133,000,000","135,000,000","117,000,000","124,400,000","123,000,000","113,100,000","98,000,000","105,900,000","114,100,000","112,200,000","99,000,000","117,500,000","111,700,000","113,600,000","88,900,000","109,700,000","108,200,000","113,100,000","92,000,000","102,200,000","103,500,000","104,900,000","81,500,000","101,800,000",,,"73,300,000","84,900,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,"-1,800,000","-1,600,000","-1,800,000","-1,800,000","-1,500,000","-1,500,000","-1,700,000","-1,900,000","-2,000,000","-1,500,000","-1,500,000","-1,100,000","-1,400,000","-1,300,000","-1,400,000","-1,400,000","-1,400,000","-1,300,000","-1,700,000","-1,700,000","-1,600,000","-1,500,000","-1,600,000","-1,600,000","-1,600,000","-1,700,000","-2,100,000","-2,000,000","-2,000,000","-1,800,000","-2,000,000","-2,000,000","-1,600,000","-1,500,000","-1,500,000","-1,600,000","-2,100,000","-1,900,000","-2,000,000",,,"-1,900,000","-2,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
