name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017
TotalRevenue,"969,961,000","286,807,000","255,563,000","230,517,000","197,074,000","176,404,000","157,044,000","142,578,000","125,887,000","110,524,000","101,268,000","93,590,000","86,108,000","79,128,000","74,302,000","63,298,000","56,174,000","49,163,000","44,976,000","39,861,000","36,544,000","32,964,000"
	OperatingRevenue,"969,961,000","286,807,000","255,563,000","230,517,000","197,074,000","176,404,000","157,044,000","142,578,000","125,887,000","110,524,000","101,268,000","93,590,000","86,108,000","79,128,000","74,302,000","63,298,000","56,174,000","49,163,000","44,976,000","39,861,000","36,544,000","32,964,000"
CostOfRevenue,"219,452,000","64,022,000","57,783,000","52,169,000","45,478,000","38,977,000","34,135,000","31,727,000","31,358,000","24,579,000","20,238,000","19,558,000","17,339,000","14,960,000","15,271,000","12,099,000","11,501,000","9,424,000","8,679,000","8,271,000","8,034,000","6,997,000"
GrossProfit,"750,509,000","222,785,000","197,780,000","178,348,000","151,596,000","137,427,000","122,909,000","110,851,000","94,529,000","85,945,000","81,030,000","74,032,000","68,769,000","64,168,000","59,031,000","51,199,000","44,673,000","39,739,000","36,297,000","31,590,000","28,510,000","25,967,000"
OperatingExpense,"1,062,806,000","309,382,000","281,712,000","252,719,000","218,993,000","181,277,000","176,807,000","153,518,000","139,416,000","106,459,000","111,310,000","92,307,000","76,700,000","77,705,000","64,213,000","59,862,000","52,597,000","48,763,000","42,696,000","42,867,000","41,564,000","33,528,000"
	SellingGeneralAndAdministration,"795,637,000","232,804,000","212,517,000","187,503,000","162,813,000","140,325,000","135,056,000","117,748,000","106,631,000","82,342,000","90,604,000","72,036,000","59,487,000","61,206,000","49,142,000","46,676,000","41,117,000","38,856,000","33,513,000","34,058,000","32,955,000","25,750,000"
		GeneralAndAdministrativeExpense,"138,261,000","40,672,000","37,444,000","33,717,000","26,428,000","24,595,000","24,653,000","20,859,000","17,409,000","14,615,000","28,983,000","12,625,000","10,170,000","15,911,000","10,386,000","10,131,000","8,638,000","8,964,000","6,403,000","7,130,000","9,320,000","5,061,000"
			OtherGandA,"138,261,000","40,672,000","37,444,000","33,717,000","26,428,000","24,595,000","24,653,000","20,859,000","17,409,000","14,615,000","28,983,000","12,625,000","10,170,000","15,911,000","10,386,000","10,131,000","8,638,000","8,964,000","6,403,000","7,130,000","9,320,000","5,061,000"
		SellingAndMarketingExpense,"657,376,000","192,132,000","175,073,000","153,786,000","136,385,000","115,730,000","110,403,000","96,889,000","89,222,000","67,727,000","61,621,000","59,411,000","49,317,000","45,295,000","38,756,000","36,545,000","32,479,000","29,892,000","27,110,000","26,928,000","23,635,000","20,689,000"
	ResearchAndDevelopment,"267,169,000","76,578,000","69,195,000","65,216,000","56,180,000","40,952,000","41,751,000","35,770,000","32,785,000","24,117,000","20,706,000","20,271,000","17,213,000","16,499,000","15,071,000","13,186,000","11,480,000","9,907,000","9,183,000","8,809,000","8,609,000","7,778,000"
OperatingIncome,"-312,297,000","-86,597,000","-83,932,000","-74,371,000","-67,397,000","-43,850,000","-53,898,000","-42,667,000","-44,887,000","-20,514,000","-30,280,000","-18,275,000","-7,931,000","-13,537,000","-5,182,000","-8,663,000","-7,924,000","-9,024,000","-6,399,000","-11,277,000","-13,054,000","-7,561,000"
NetNonOperatingInterestIncomeExpense,"-53,252,000","-13,297,000","-13,483,000","-13,362,000","-13,110,000","-12,843,000","-12,490,000","-12,109,000","-3,953,000","1,528,000","1,855,000","2,022,000","2,135,000","2,081,000","1,924,000","1,590,000","1,232,000",,"213,000","195,000",,
	InterestIncomeNonOperating,"2,503,000","949,000","557,000","473,000","524,000","593,000","755,000","940,000","1,072,000","1,528,000","1,855,000",,,,,,,,,,,
	InterestExpenseNonOperating,"53,013,000","13,545,000","13,349,000","13,155,000","12,964,000","12,776,000","12,595,000","12,408,000","5,025,000",,,,,,,,,,,,,
	TotalOtherFinanceCost,"2,742,000","701,000","691,000","680,000","670,000","660,000","650,000","641,000",,,"-1,855,000","-2,022,000","-2,135,000","-2,081,000","-1,924,000","-1,590,000","-1,232,000",,"-213,000","-195,000",,
OtherIncomeExpense,"-3,105,000","-2,001,000","-844,000","-589,000","329,000","71,000","518,000","268,000","-252,000","70,000","-13,000","-29,000","-247,000","-144,000","250,000","-188,000","-940,000","610,000","28,000","-27,000","111,000","183,000"
	OtherNonOperatingIncomeExpenses,"-3,105,000","-2,001,000","-844,000","-589,000","329,000","71,000","518,000","268,000","-252,000","70,000","-13,000","-29,000","-247,000","-144,000","250,000","-188,000","-940,000","610,000","28,000","-27,000","111,000","183,000"
PretaxIncome,"-368,654,000","-101,895,000","-98,259,000","-88,322,000","-80,178,000","-56,622,000","-65,870,000","-54,508,000","-49,092,000","-18,916,000","-28,438,000","-16,282,000","-6,043,000","-11,600,000","-3,008,000","-7,261,000","-6,628,000","-8,414,000","-6,158,000","-11,109,000","-12,943,000","-7,378,000"
TaxProvision,"4,995,000","-490,000","2,161,000","2,479,000","845,000","1,837,000","1,671,000","498,000","457,000","421,000","716,000","794,000","-767,000","636,000","547,000","327,000","334,000","357,000","357,000","289,000","326,000","184,000"
NetIncomeCommonStockholders,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-9,994,000","-9,094,000","-13,928,000","-15,751,000","-9,917,000"
	NetIncome,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-8,771,000","-6,515,000","-11,398,000","-13,269,000","-7,562,000"
		NetIncomeIncludingNoncontrollingInterests,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-8,771,000","-6,515,000","-11,398,000","-13,269,000","-7,562,000"
			NetIncomeContinuousOperations,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-8,771,000","-6,515,000","-11,398,000","-13,269,000","-7,562,000"
	PreferredStockDividends,,,,,,,,,,,,,,,,,"0","1,223,000","2,579,000","2,530,000","2,482,000","2,355,000"
	OtherunderPreferredStockDividend,,,,,,,,,,,,,"0","0","0","0","0","1,223,000","2,579,000","2,530,000","2,482,000","2,355,000"
DilutedNIAvailtoComStockholders,"-373,649,000","-101,405,000","-100,420,000","-90,801,000","-81,023,000","-58,459,000","-67,541,000","-55,006,000","-49,549,000","-19,337,000","-29,154,000","-17,076,000","-5,276,000","-12,236,000","-3,555,000","-7,588,000","-6,962,000","-9,994,000","-9,094,000","-13,928,000","-15,751,000","-9,917,000"
BasicEPS,,"-0.72","-0.71","-0.65","-0.59","-0.43","-0.5","-0.41","-0.38","-0.15","-0.23","-0.13","-0.04","-0.1","-0.03","-0.06","-0.06","-0.14","-0.078","-0.134",,"-0.096"
DilutedEPS,,"-0.72","-0.71","-0.65","-0.59","-0.43","-0.5","-0.41","-0.38","-0.15","-0.23","-0.13","-0.04","-0.1","-0.03","-0.06","-0.06","-0.14","-0.078","-0.134",,"-0.096"
BasicAverageShares,,"141,422,000","140,515,000","139,296,000","137,778,000","136,385,000","135,024,000","133,452,000","131,660,000","129,682,000","128,408,000","127,548,000","126,302,000","124,672,000","122,741,000","120,587,000","119,204,000","73,818,000","117,331,507","103,626,000",,"103,626,000"
