name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,09/30/2017,04/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016
OperatingIncome,"837,191,000","440,488,000","235,106,000","99,725,000","61,872,000","26,782,000","14,631,000","19,356,000","-10,947,000","10,652,000","26,588,000","24,195,000","35,533,000","30,443,000","29,265,000","33,066,000","29,876,000","25,459,000","7,359,000","-1,600,000","-2,096,000","-27,194,000","-15,197,000","-8,858,000","-20,397,000"
NetNonOperatingInterestIncomeExpense,"-18,347,000","-9,066,000","-3,015,000","-3,025,000","-3,241,000","-419,000","-488,000","-356,000","-984,000","-217,000","-792,000","-322,000","-385,000","-1,151,000","-833,000","-608,000","-805,000","-357,000","-265,000","-5,656,000","-4,568,000","-15,842,000","-15,142,000","-16,527,000","-14,547,000"
	InterestExpenseNonOperating,"12,500,000","6,875,000","1,135,000","2,011,000","2,479,000","0","0","0","157,000","-157,000","792,000","322,000","385,000","1,151,000","833,000","608,000","805,000","357,000","265,000","5,656,000","4,568,000","15,842,000","15,142,000","16,527,000","14,547,000"
	TotalOtherFinanceCost,"5,847,000","2,191,000","1,880,000","1,014,000","762,000","419,000","488,000","356,000","827,000","374,000",,,"393,000","393,000",,,,,,,,,,,
OtherIncomeExpense,"-451,902,000","-316,422,000","-693,000","-40,445,000","-94,342,000","-26,526,000","-18,751,000","-11,060,000","-26,971,000","68,116,000","-28,651,000","12,020,000","5,874,000","-36,285,000","77,662,000","10,905,000","-24,212,000","-11,232,000","-2,766,000","9,916,000","-87,612,000","-24,298,000","-4,563,000","-24,092,000","-12,293,000"
	GainOnSaleOfSecurity,"-332,584,000","-295,493,000","73,103,000","-36,224,000","-73,970,000","-23,419,000","-11,141,000","-10,670,000","-25,146,000","100,419,000","-21,668,000","12,894,000","8,173,000","-36,544,000","77,103,000","-16,078,000","-22,012,000","-8,742,000","-2,762,000",,,"490,000","2,206,000","-12,923,000","-1,007,000"
	SpecialIncomeCharges,"-117,907,000","-21,712,000","-70,826,000","-4,908,000","-20,461,000","-3,295,000","-13,570,000","-325,000","-1,707,000","-30,633,000","-7,082,000","-879,000","-2,310,000","247,000","742,000","26,290,000","-2,477,000","-2,502,000","0","8,808,000","-89,003,000","-21,229,000","-7,682,000","-9,875,000","-10,906,000"
		RestructuringAndMergernAcquisition,"60,794,000","20,534,000","16,434,000","5,580,000","18,246,000","3,295,000","5,767,000",,,,,,,,"0",,"0","0","0","-8,808,000","89,003,000","0","0","0","0"
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,"0","0","0","0","0",,"10,000,000"
		WriteOff,,,"328,000","279,000","0","0","140,000","102,000","0","576,000",,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,"21,000,000",,,"-6,000,000"
		GainOnSaleOfPPE,"-56,506,000","-1,178,000","-54,064,000","951,000","-2,215,000","0","-6,754,000","-223,000","-1,707,000","-30,057,000","-7,082,000","-879,000","-2,310,000","247,000","742,000","26,290,000","-2,477,000","-2,502,000","0","0","0","-229,000","-7,682,000","-9,875,000","-6,906,000"
	OtherNonOperatingIncomeExpenses,"-1,411,000","783,000","-2,970,000","687,000","89,000","188,000","5,960,000","-65,000","-118,000","-1,670,000","99,000","5,000","11,000","12,000","-183,000","693,000","277,000","12,000","-4,000","1,108,000","1,391,000","-3,559,000","913,000","-1,294,000","-380,000"
PretaxIncome,"366,942,000","115,000,000","231,398,000","56,255,000","-35,711,000","-163,000","-4,608,000","7,940,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
TaxProvision,"96,263,000","23,361,000","67,698,000","15,596,000","-10,392,000","-44,000","-65,236,000","4,689,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NetIncomeCommonStockholders,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
	NetIncome,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
		NetIncomeIncludingNoncontrollingInterests,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
			NetIncomeContinuousOperations,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
DilutedNIAvailtoComStockholders,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
BasicEPS,,"1.08","2.49","1.32","-0.83","-0.01","2.91","0.16","-1.87","3.8",,"1.74","1.99","-0.34",,"2.11","0.24","0.68","0.21","0.128","-4.525",,"-1.675","-2.375","-2.267"
DilutedEPS,,"1.07","2.46","1.31","-0.83","-0.01","2.89","0.16","-1.87","3.8",,"1.74","1.99","-0.34",,"2.1","0.24","0.68","0.21","0.128","-4.525",,"-1.675","-2.375","-2.267"
BasicAverageShares,,"84,840,000","65,851,000","30,849,000","30,655,000","20,839,000","20,836,000","20,832,000","20,776,000","20,649,000",,"20,634,000","20,618,000","20,557,000",,"20,541,000","20,488,000","20,454,000","20,439,000","20,834,427","20,834,427",,"20,834,427","20,834,427","20,834,427"
DilutedAverageShares,,"85,326,000","66,543,000","31,138,000","30,655,000","20,839,000","21,012,000","20,903,000","20,776,000","20,684,000",,"20,678,000","20,664,000","20,557,000",,"20,631,000","20,603,000","20,470,000","20,447,000","20,834,427","20,834,427",,"20,834,427","20,834,427","20,834,427"
TotalOperatingIncomeAsReported,,,,,,,,,,,,,,,,,,,,,"-2,096,000",,,"-18,733,000","-37,303,000"
TotalExpenses,"837,074,000","377,322,000","275,351,000","90,238,000","94,163,000","47,377,000","48,004,000","39,502,000","47,139,000","49,753,000","53,079,000","50,981,000","50,250,000","42,151,000","36,948,000","41,314,000","41,996,000","38,734,000","37,873,000","70,189,000","54,655,000","74,460,000","64,522,000","63,388,000","64,571,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
NormalizedIncome,"602,988,883.821","344,407,252.13","162,089,161.099","70,387,663.905","41,632,317.213","19,383,858.896","78,667,030","11,277,350","-12,049,000","8,765,000","25,895,000","23,878,000","35,159,000","29,304,000","28,249,000","33,151,000","29,348,000","25,114,000","7,090,000","-6,148,000","-5,273,000","-46,595,000","-29,426,000","-26,679,000","-35,324,000"
InterestExpense,"12,500,000","6,875,000","1,135,000","2,011,000","2,479,000","0","0","0","157,000","-157,000","792,000","322,000","385,000","1,151,000","833,000","608,000","805,000","357,000","265,000","5,656,000","4,568,000","15,842,000","15,142,000","16,527,000","14,547,000"
NetInterestIncome,"-18,347,000","-9,066,000","-3,015,000","-3,025,000","-3,241,000","-419,000","-488,000","-356,000","-984,000","-217,000","-792,000","-322,000","-385,000","-1,151,000","-833,000","-608,000","-805,000","-357,000","-265,000","-5,656,000","-4,568,000","-15,842,000","-15,142,000","-16,527,000","-14,547,000"
EBIT,"379,442,000","121,875,000","232,533,000","58,266,000","-33,232,000","-163,000","-4,608,000","7,940,000","-38,745,000","78,394,000","-2,063,000","36,215,000","41,407,000","-5,842,000","106,927,000","43,971,000","5,664,000","14,227,000","4,593,000","8,316,000","-89,708,000","-51,492,000","-19,760,000","-32,950,000","-32,690,000"
EBITDA,"772,410,000"
ReconciledCostOfRevenue,"728,636,000","340,298,000","240,557,000","73,637,000","74,144,000","38,030,000","39,777,000","30,517,000","38,621,000","39,951,000","43,153,000","41,028,000","40,039,000","31,776,000","24,798,000","30,421,000","31,858,000","29,151,000","22,692,000","50,405,000","38,161,000","42,757,000","44,163,000","49,476,000","46,620,000"
ReconciledDepreciation,"392,968,000","184,860,000","137,498,000","35,604,000","35,006,000","18,823,000","23,936,000","23,439,000","22,283,000","21,584,000","21,896,000","19,900,000","18,898,000","15,759,000","13,824,000","10,987,000","9,564,000","7,508,000",,"28,065,000","21,212,000","26,613,000","27,296,000","30,927,000","26,379,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"270,679,000","91,639,000","163,700,000","40,659,000","-25,319,000","-119,000","60,628,000","3,251,000","-38,902,000","78,551,000","-2,855,000","35,893,000","41,022,000","-6,993,000","106,094,000","43,363,000","4,859,000","13,870,000","4,328,000","2,660,000","-94,276,000","-67,334,000","-34,902,000","-49,477,000","-47,237,000"
TotalUnusualItemsExcludingGoodwill,"-450,491,000","-317,205,000","2,277,000","-41,132,000","-94,431,000","-26,714,000","-24,711,000","-10,995,000","-26,853,000","69,786,000","-28,750,000","12,015,000","5,863,000","-36,297,000","77,845,000","10,212,000","-24,489,000","-11,244,000","-2,762,000","8,808,000","-89,003,000","-20,739,000","-5,476,000","-22,798,000","-11,913,000"
TotalUnusualItems,"-450,491,000","-317,205,000","2,277,000","-41,132,000","-94,431,000","-26,714,000","-24,711,000","-10,995,000","-26,853,000","69,786,000","-28,750,000","12,015,000","5,863,000","-36,297,000","77,845,000","10,212,000","-24,489,000","-11,244,000","-2,762,000","8,808,000","-89,003,000","-20,739,000","-5,476,000","-22,798,000","-11,913,000"
NormalizedEBITDA,"1,222,901,000","623,940,000","367,754,000","135,002,000","96,205,000","45,374,000","44,039,000","42,374,000","10,391,000","30,192,000","48,583,000","44,100,000","54,442,000","46,214,000","42,906,000","44,746,000","39,717,000","32,979,000","7,355,000","27,573,000","20,507,000","-4,140,000","13,012,000","20,775,000","5,602,000"
TaxRateForCalcs,"0.262","0.203","0.293","0.277","0.291","0.27","0.27","0.27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
TaxEffectOfUnusualItems,"-118,181,116.179","-64,436,747.87","666,161.099","-11,403,336.095","-27,479,682.787","-7,211,141.104","-6,671,970","-2,968,650","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
