name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001
TotalAssets,"3,616,693,000","3,719,604,000","3,977,878,000","3,952,158,000","3,942,985,000","4,000,906,000","3,004,961,000","2,164,556,000","2,091,463,000","2,205,866,000","2,097,537,000","1,567,565,000","1,592,604,000","1,503,329,000","1,567,845,000","1,580,917,000","1,473,627,000","877,949,000","853,083,000","757,471,000","784,048,000","838,396,000","849,912,000","863,286,000","879,386,000","895,095,000","907,340,000","407,815,000","446,473,000","458,965,000","478,248,000","469,615,000","476,072,000","483,898,000","477,630,000","466,591,000","466,028,000","471,422,000","415,330,000","420,029,000","412,555,000","425,216,000","420,490,000","453,635,000","480,593,000","329,936,000","348,716,000","358,452,000","367,910,000","388,333,000","326,421,000","212,821,000","220,940,000","187,717,000","214,000,000","225,675,000","237,414,000","148,530,000","141,345,000","148,767,000","154,582,000","97,695,000","107,261,000","115,740,000","80,917,000","90,019,000","98,457,000","106,556,000","111,974,000","119,109,000","126,053,000","134,664,000","142,240,000","81,999,000","78,056,611","41,272,626","46,895,976","52,535,688","57,981,894","61,776,891","61,114,227","63,028,243","68,013,961","73,445,717","74,947,828"
	CurrentAssets,"2,771,255,000","2,869,194,000","3,114,613,000","3,098,512,000","3,103,697,000","3,062,384,000","2,166,039,000","1,330,582,000","1,160,447,000","1,176,641,000","1,196,359,000","671,941,000","679,792,000","653,595,000","716,948,000","705,821,000","634,536,000","577,061,000","620,572,000","616,009,000","656,231,000","734,648,000","744,304,000","750,582,000","736,143,000","771,059,000","852,770,000","354,122,000","396,916,000","407,986,000","429,188,000","423,015,000","429,350,000","437,256,000","434,980,000","431,375,000","430,939,000","440,860,000","389,578,000","395,092,000","387,358,000","399,581,000","386,911,000","427,685,000","455,119,000","304,116,000","322,668,000","333,153,000","342,021,000","348,579,000","273,886,000","150,392,000","147,514,000","110,716,000","119,943,000","129,986,000","177,743,000","119,351,000","100,135,000","101,584,000","114,311,000","85,429,000","89,407,000","100,251,000","38,006,000","44,146,000","43,588,000","46,318,000","45,913,000","39,908,000","43,384,000","48,484,000","53,519,000","42,671,000","35,348,022","15,974,040","22,892,318","27,443,632","32,236,309","37,167,475","47,645,806","43,202,565","37,310,352","46,980,402","72,339,913"
		CashCashEquivalentsAndShortTermInvestments,"1,951,093,000","2,160,036,000","2,436,374,000","2,451,612,000","2,531,156,000","2,559,420,000","1,718,375,000","895,668,000","799,087,000","811,055,000","870,313,000","376,129,000","418,295,000","410,672,000","463,076,000","447,977,000","399,916,000","413,171,000","450,398,000","452,411,000","506,404,000","588,986,000","591,795,000","608,945,000","609,490,000","649,651,000","736,454,000","249,536,000","296,013,000","313,413,000","339,561,000","349,209,000","355,358,000","374,267,000","373,848,000","338,089,000","344,134,000","364,258,000","313,934,000","330,337,000","308,867,000","330,696,000","361,697,000","411,119,000","442,597,000","281,809,000","302,913,000","313,367,000","318,286,000","260,805,000","266,477,000","140,628,000","131,607,000","95,179,000","104,526,000","113,511,000","167,419,000","111,361,000","91,927,000","93,501,000","108,567,000","82,587,000","86,875,000","97,073,000","36,239,000","42,471,000","41,433,000","44,130,000","43,806,000","37,137,000","40,354,000","44,071,000","50,650,000","40,830,000","33,123,463","13,668,045","21,574,879","26,379,850","30,896,981","35,645,450","45,982,993","41,918,227","35,770,678","43,623,140","71,602,864"
			CashAndCashEquivalents,"260,996,000","424,834,000","685,173,000","413,434,000","373,712,000","558,424,000","919,454,000","117,320,000","249,116,000","274,562,000","193,466,000","64,112,000","84,270,000","78,186,000","115,457,000","159,287,000","186,890,000","160,945,000","128,140,000","197,104,000","75,767,000","108,673,000","131,029,000","192,088,000","119,547,000","102,255,000","614,074,000","79,013,000","62,571,000","56,927,000","50,168,000","38,831,000","44,812,000","64,116,000","119,529,000","27,632,000","34,934,000","54,663,000","54,931,000","60,760,000","53,343,000","87,634,000","112,105,000","79,797,000","61,469,000","21,127,000","22,771,000","49,493,000","18,332,000","18,486,000","72,060,000","26,591,000","30,741,000","30,800,000","24,413,000","34,908,000","115,123,000","59,644,000","13,399,000","5,075,000","17,508,000","9,137,000","27,911,000","35,165,000","11,709,000","11,156,000","10,906,000","14,230,000","10,403,000","9,645,000","14,960,000","18,502,000","16,886,000","9,625,000","8,031,905","8,628,196","10,452,933","9,180,916","8,895,913","4,124,998","6,349,334","8,293,504","5,169,624","4,330,636","54,353,910"
			OtherShortTermInvestments,"1,690,097,000","1,735,202,000","1,751,201,000","2,038,178,000","2,157,444,000","2,000,996,000","798,921,000","778,348,000","549,971,000","536,493,000","676,847,000","312,017,000","334,025,000","332,486,000","347,619,000","288,690,000","213,026,000","252,226,000","322,258,000","255,307,000","430,637,000","480,313,000","460,766,000","416,857,000","489,943,000","547,396,000","122,380,000","170,523,000","233,442,000","256,486,000","289,393,000","310,378,000","310,546,000","310,151,000","254,319,000","310,457,000","309,200,000","309,595,000","259,003,000","269,577,000","255,524,000","243,062,000","249,592,000","331,322,000","381,128,000","260,682,000","280,142,000","263,874,000","299,954,000","242,319,000","194,417,000","114,037,000","100,866,000","64,379,000","80,113,000","78,603,000","52,296,000","51,717,000","78,528,000","88,426,000","91,059,000","73,450,000","58,964,000","61,908,000","24,530,000","31,315,000","30,527,000","29,900,000","33,403,000","27,492,000","25,394,000","25,569,000","33,764,000","31,205,000","25,091,558","5,039,849","11,121,946","17,198,934","22,001,068","31,520,452","39,633,659","33,624,723","30,601,054","39,292,504","17,248,954"
		Receivables,"401,009,000","389,256,000","387,169,000","379,740,000","335,828,000","324,988,000","293,416,000","290,074,000","224,613,000","236,001,000","190,318,000","182,264,000","156,955,000","146,281,000","152,520,000","149,976,000","118,579,000","84,774,000","90,432,000","71,940,000","73,687,000","61,928,000","65,121,000","57,742,000","52,392,000","52,930,000","63,498,000","45,250,000","49,587,000","39,248,000","43,817,000","34,905,000","37,896,000","30,099,000","29,428,000","48,282,000","45,882,000","34,336,000","36,652,000","32,432,000","57,418,000","55,596,000","16,461,000","12,203,000","9,849,000","20,061,000","16,314,000","16,339,000","16,207,000","81,472,000","5,363,000","8,002,000","13,907,000","10,074,000","8,664,000","9,551,000","8,892,000","6,746,000","6,337,000","6,059,000","4,532,000","1,437,000","1,449,000","1,540,000","1,045,000","1,361,000","1,620,000","1,540,000","1,527,000","2,295,000","1,432,000","1,895,000","2,207,000","1,496,000","1,577,082","1,297,093","592,241","743,339","622,091","821,155","788,511","806,556","940,408","986,096","227,349"
			AccountsReceivable,"401,009,000","389,256,000","387,169,000","379,740,000","335,828,000","324,988,000","293,416,000","290,074,000","224,613,000","236,001,000","190,318,000","182,264,000","156,955,000","146,281,000","152,520,000","149,976,000","118,579,000","84,774,000","90,432,000","71,940,000","73,687,000","61,928,000","65,121,000","57,742,000","52,392,000","52,930,000","63,498,000","45,250,000","49,587,000","39,248,000","43,817,000","34,905,000","37,896,000","29,508,000","29,208,000","47,669,000","44,721,000","33,443,000","35,156,000","31,553,000","56,581,000","54,955,000","15,447,000","11,011,000","8,621,000","19,279,000","15,262,000","15,180,000","13,815,000","80,122,000","3,994,000","6,017,000","11,880,000","8,186,000","6,595,000","7,592,000","7,365,000","5,988,000","5,388,000","4,985,000","3,733,000","898,000","734,000","759,000","357,000","683,000","872,000","642,000","908,000","1,477,000","647,000","705,000","1,171,000","826,000","1,031,871","1,119,901","308,525","372,036","128,085","140,806","51,576","81,603",,"986,096",
			AccruedInterestReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"591,000","220,000","613,000","1,161,000","893,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,496,000","879,000","837,000","641,000","1,014,000","1,192,000","1,228,000","782,000","1,052,000","1,159,000","2,392,000","1,350,000","1,369,000","1,985,000","2,027,000","1,888,000","2,069,000","1,959,000","1,527,000","758,000","949,000","1,074,000","799,000","539,000","715,000","781,000","688,000","678,000","748,000","898,000","619,000","818,000","785,000","1,190,000","1,036,000","670,000","545,211","177,192","283,716","371,303","494,006","680,349","736,935","724,953",,,
		Inventory,"275,747,000","200,663,000","181,375,000","163,184,000","146,591,000","116,136,000","96,727,000","90,002,000","84,740,000","85,932,000","92,034,000","73,150,000","67,236,000","53,239,000","75,172,000","70,933,000","71,915,000","59,978,000","60,837,000","69,247,000","60,723,000","68,124,000","71,645,000","71,675,000","60,050,000","56,963,000","44,515,000","47,489,000","43,069,000","43,451,000","37,541,000","30,491,000","29,044,000","27,073,000","26,004,000","38,661,000","33,732,000","37,747,000","34,296,000","25,697,000","15,753,000","9,469,000","3,428,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			RawMaterials,"13,491,000","12,181,000","139,822,000","129,732,000","116,691,000","99,049,000","74,783,000","69,957,000","76,175,000","78,285,000","84,717,000","64,828,000","56,963,000","43,986,000","60,819,000","58,646,000","67,278,000","52,398,000","51,656,000","59,559,000","51,253,000","62,516,000","64,414,000","43,967,000","50,393,000","50,501,000","40,819,000","37,846,000","35,330,000","35,865,000","28,115,000","25,216,000","25,619,000","25,386,000","24,515,000","34,972,000","32,681,000","32,293,000","28,865,000","23,782,000","13,153,000","9,275,000","3,035,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			WorkInProcess,"216,663,000","152,635,000",,,,,,,,,,,,,,"5,931,000","0","0","0","2,191,000","1,252,000","8,000","2,494,000","21,167,000","3,620,000","1,693,000","626,000","4,502,000","4,020,000","3,920,000","5,557,000","2,489,000","1,313,000","431,000","106,000","2,537,000","0","4,605,000","5,002,000","1,475,000","1,979,000","173,000","385,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			FinishedGoods,"45,593,000","35,847,000","41,553,000","33,452,000","29,900,000","17,087,000","21,944,000","20,045,000","8,565,000","7,647,000","7,317,000","8,322,000","10,273,000","9,253,000","14,353,000","6,356,000","4,637,000","7,580,000","9,181,000","7,497,000","8,218,000","5,600,000","4,737,000","6,541,000","6,037,000","4,769,000","3,070,000","5,141,000","3,719,000","3,666,000","3,869,000","2,786,000","2,112,000","1,256,000","1,383,000","1,152,000","1,051,000","849,000","429,000","440,000","621,000","21,000","8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PrepaidAssets,"143,406,000","119,239,000","109,695,000","103,976,000","90,122,000","61,840,000","57,521,000","54,838,000","52,007,000","43,653,000","43,694,000","40,398,000","37,306,000","43,403,000","26,180,000","36,935,000","44,126,000","19,138,000","18,905,000","22,411,000","15,417,000","15,610,000","15,743,000","12,220,000","14,211,000","11,515,000","8,303,000","11,847,000","8,247,000","11,874,000","8,269,000","8,410,000","7,052,000","5,817,000","5,700,000","6,343,000","7,191,000","4,519,000","4,696,000","6,626,000","5,320,000","3,820,000","5,325,000","4,363,000","2,673,000","2,246,000","3,441,000","3,447,000","7,528,000","6,302,000","2,046,000","1,762,000","2,000,000","5,463,000","6,753,000","6,924,000","1,432,000","1,244,000","1,871,000","2,024,000","1,212,000","1,405,000","1,083,000","1,638,000","722,000","314,000","535,000","648,000","580,000","476,000","1,598,000","2,518,000","662,000","345,000","647,477","1,008,902","725,198","320,443","717,237","700,870","874,302","477,782","599,266",,"509,700"
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,371,166",
	TotalNonCurrentAssets,"845,438,000","850,410,000","863,265,000","853,646,000","839,288,000","938,522,000","838,922,000","833,974,000","931,016,000","1,029,225,000","901,178,000","895,624,000","912,812,000","849,734,000","850,897,000","875,096,000","839,091,000","300,888,000","232,511,000","141,462,000","127,817,000","103,748,000","105,608,000","112,704,000","143,243,000","124,036,000","54,570,000","53,693,000","49,557,000","50,979,000","49,060,000","46,600,000","46,722,000","46,642,000","42,650,000","35,216,000","35,089,000","30,562,000","25,752,000","24,937,000","25,197,000","25,635,000","33,579,000","25,950,000","25,474,000","25,820,000","26,048,000","25,299,000","25,889,000","39,754,000","52,535,000","62,429,000","73,426,000","77,001,000","94,057,000","95,689,000","59,671,000","29,179,000","41,210,000","47,183,000","40,271,000","12,266,000","17,854,000","15,489,000","42,911,000","45,873,000","54,869,000","60,238,000","66,061,000","79,201,000","82,669,000","86,180,000","88,721,000","39,328,000","42,708,589","25,298,586","24,003,658","25,092,056","25,745,585","24,609,416","13,468,421","19,825,678","30,703,609","26,465,315","2,607,915"
