name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
TotalAssets,"7,082,618,000","8,443,841,000","9,379,248,000","9,276,700,000","9,762,836,000","8,632,851,000","6,475,995,000","1,949,472,000","9,777,247,000","22,346,545,000","24,061,323,000","22,038,078,000","21,499,387,000","17,813,505,000","19,222,887,000","18,014,775,000","18,322,044,000","18,657,256,000","18,802,824,000","16,673,931,000","16,707,287,000","15,706,238,000","16,914,164,000","16,661,582,000","15,893,104,000","16,772,736,000","20,781,346,000","21,218,903,000","21,548,074,000","21,231,017,000","21,019,063,000","21,426,240,000","20,486,056,000","20,350,979,000","20,905,481,000","22,838,577,000","22,103,957,000","18,914,760,000","18,657,226,000","16,362,227,000","15,895,675,000","14,772,167,000","15,248,517,000","12,526,750,000","9,885,206,000","5,862,400,000","2,593,391,000","2,438,907,000","1,523,928,000","853,400,000","906,096,000","359,042,000","1,214,582,000"
TotalLiabilitiesNetMinorityInterest,"5,954,671,000","7,041,706,000","7,922,877,000","7,903,321,000","8,280,904,000","7,265,693,000","5,264,855,000","791,680,000","8,366,866,000","19,414,646,000","21,150,291,000","19,367,977,000","18,827,673,000","15,526,808,000","16,737,464,000","15,503,052,000","15,799,688,000","16,000,378,000","16,147,430,000","14,313,837,000","14,383,657,000","13,436,054,000","14,575,868,000","14,436,131,000","13,730,497,000","14,505,828,000","18,351,979,000","18,604,208,000","18,840,460,000","18,592,167,000","18,338,662,000","18,820,629,000","18,038,790,000","17,947,744,000","18,354,360,000","20,255,082,000","19,188,499,000","16,325,240,000","16,071,795,000","14,212,314,000","13,743,811,000","12,854,754,000","13,324,734,000","10,701,383,000","8,322,215,000","4,811,586,000","2,036,313,000","1,892,129,000","1,151,952,000","643,090,000","690,576,000","188,289,000","1,283,909,000"
TotalEquityGrossMinorityInterest,"1,127,947,000","1,402,135,000","1,456,371,000","1,373,379,000","1,481,932,000","1,367,158,000","1,211,140,000","1,157,792,000","1,410,381,000","2,931,899,000","2,911,032,000","2,670,101,000","2,671,714,000","2,286,697,000","2,485,423,000","2,511,723,000","2,522,356,000","2,656,878,000","2,655,394,000","2,360,094,000","2,323,630,000","2,270,184,000","2,338,296,000","2,225,451,000","2,162,607,000","2,266,908,000","2,429,367,000","2,614,695,000","2,707,614,000","2,638,850,000","2,680,401,000","2,605,611,000","2,447,266,000","2,403,235,000","2,551,121,000","2,583,495,000","2,915,458,000","2,589,520,000","2,585,431,000","2,149,913,000","2,151,864,000","1,917,413,000","1,923,783,000","1,825,367,000","1,562,991,000","1,050,814,000","557,078,000","546,778,000","371,976,000","210,310,000","215,520,000","170,753,000","-69,327,000"
	StockholdersEquity,"1,127,947,000","1,402,135,000","1,456,371,000","1,373,379,000","1,481,932,000","1,367,158,000","1,211,140,000","1,157,792,000","1,410,381,000","2,931,899,000","2,911,032,000","2,670,101,000","2,671,714,000","2,286,697,000","2,461,204,000","2,487,171,000","2,497,668,000","2,630,491,000","2,629,022,000","2,330,341,000","2,294,335,000","2,241,560,000","2,310,971,000","2,199,621,000","2,137,643,000","2,241,035,000","2,402,490,000","2,586,306,000","2,678,228,000","2,610,315,000","2,651,497,000","2,575,877,000","2,419,375,000","2,376,115,000","2,524,117,000","2,556,181,000","2,884,556,000","2,558,098,000","2,553,861,000","2,122,003,000","2,123,930,000","1,892,338,000","1,898,628,000","1,795,841,000","1,530,399,000","1,019,150,000","525,965,000","516,198,000","341,764,000","180,515,000","185,026,000","170,753,000","-69,327,000"
		CapitalStock,"431,267,000","431,267,000","431,085,000","430,865,000","565,788,000","565,356,000","565,138,000","565,137,000","564,974,000","564,767,000","564,751,000","564,611,000","564,606,000","564,439,000","564,440,000","564,440,000","564,440,000","564,440,000","564,440,000","286,332,000","286,332,000","286,332,000","286,332,000","286,332,000","286,332,000","286,352,000","286,411,000","286,447,000","286,447,000","286,447,000","286,505,000","136,587,000","136,587,000","136,601,000","136,708,000","136,708,000","136,701,000","136,524,000","136,513,000","1,154,000","1,154,000","1,154,000","1,154,000","929,000","722,000","499,000","260,000","261,000","170,000","89,000","89,000","0","1,000"
			PreferredStock,"427,968,000","427,968,000","427,968,000","427,968,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","563,324,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,216,000","285,274,000","135,356,000","135,356,000","135,356,000","135,356,000","135,356,000","135,356,000","135,362,000","135,359,000","0","0","0","0","0","0",,"0","0","0","0","0","0",
			CommonStock,"3,299,000","3,299,000","3,117,000","2,897,000","2,464,000","2,032,000","1,814,000","1,813,000","1,650,000","1,443,000","1,427,000","1,287,000","1,282,000","1,115,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,116,000","1,136,000","1,195,000","1,231,000","1,231,000","1,231,000","1,231,000","1,231,000","1,231,000","1,245,000","1,352,000","1,352,000","1,345,000","1,162,000","1,154,000","1,154,000","1,154,000","1,154,000","1,154,000","929,000","722,000","499,000","260,000","261,000","170,000","89,000","89,000",,"1,000"
		AdditionalPaidInCapital,"3,816,544,000","3,816,406,000","3,761,347,000","3,693,917,000","3,548,230,000","3,387,552,000","3,314,008,000","3,313,801,000","3,239,602,000","2,892,652,000","2,869,650,000","2,650,329,000","2,642,050,000","2,383,532,000","2,385,218,000","2,384,902,000","2,384,626,000","2,384,356,000","2,384,157,000","2,380,243,000","2,380,053,000","2,379,863,000","2,382,847,000","2,382,689,000","2,382,542,000","2,407,372,000","2,482,742,000","2,532,555,000","2,532,353,000","2,532,130,000","2,531,914,000","2,531,739,000","2,531,545,000","2,552,464,000","2,712,790,000","2,712,605,000","2,697,177,000","2,316,290,000","2,299,950,000","2,299,809,000","2,299,661,000","2,299,543,000","2,299,309,000","1,889,173,000","1,472,642,000","1,002,809,000","514,423,000","514,400,000","334,904,000","172,385,000","172,519,000","1,000","999,000"
		RetainedEarnings,"-3,149,333,000","-2,882,824,000","-2,780,095,000","-2,801,324,000","-2,686,913,000","-2,644,355,000","-2,739,705,000","-2,827,494,000","-2,523,923,000","-814,483,000","-849,219,000","-862,852,000","-812,124,000","-882,087,000","-663,007,000","-551,632,000","-584,750,000","-579,334,000","-670,261,000","-673,625,000","-675,815,000","-718,303,000","-943,771,000","-1,028,354,000","-957,735,000","-755,799,000","-813,520,000","-621,191,000","-700,930,000","-612,821,000","-477,759,000","-447,542,000","-291,940,000","-155,957,000","-9,912,000","66,387,000","15,430,000","18,848,000","4,855,000","-3,193,000","-6,998,000","-15,068,000","-15,648,000","-4,423,000","-6,228,000","-8,173,000","771,000","633,000","-843,000","320,000","6,049,000",,
		GainsLossesNotAffectingRetainedEarnings,"29,469,000","37,286,000","44,034,000","49,921,000","54,827,000","58,605,000","71,699,000","106,348,000","129,728,000","288,963,000","325,850,000","318,013,000","277,182,000","220,813,000","174,553,000","89,461,000","133,352,000","261,029,000","350,686,000","337,391,000","303,765,000","293,668,000","585,563,000","558,954,000","426,504,000","303,110,000","446,857,000","388,495,000","560,358,000","404,559,000","310,837,000","355,093,000","43,183,000","-156,993,000","-315,469,000","-359,519,000","35,248,000","86,436,000","112,543,000","-175,767,000","-169,887,000","-393,291,000","-386,187,000","-89,838,000","63,263,000","24,015,000","10,511,000","904,000","7,533,000","7,721,000","6,369,000","-748,000","-70,327,000"
