name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017
MarketCap,"3,379,300,000","3,527,414,000","1,342,331,000","1,808,817,000","881,023,000","300,798,000","235,698,000","224,940,000","281,664,000","281,880,000","883,728,000","1,454,336,000","2,578,700,000","3,065,645,931","3,364,992,000","4,081,720,860","5,707,740,000","4,617,250,000","5,173,218,000","2,907,489,566","2,452,335,000"
EnterpriseValue,"3,678,700,000","3,754,514,000","2,132,131,000","2,732,117,000","1,840,123,000","1,205,998,000","1,082,698,000","1,026,340,000","950,564,000","942,880,000","1,532,528,000","2,044,236,000","3,200,500,000","3,450,745,931","3,370,192,000","4,033,020,860","5,746,340,000","5,641,950,000","6,599,018,000","4,569,589,566","1,600,235,000"
PeRatio,"8.048","8.177",,,,,,,,,"3.365","3.626","5.239","6.619",,,,,,,
ForwardPeRatio,,"3.504","2.456",,,,,,,,,"24.45","28.169","23.095","63.694","909.091","17.153","16.529","20.202","15.949","2.641"
PsRatio,"0.85","0.828","0.372","0.525","0.289","0.104","0.072","0.061","0.069","0.065","0.203","0.32","0.529","0.614","0.626","0.781","1.03","0.688","0.153","0.113","0.095"
PbRatio,"1.824","2.002","1.367","2.018","1.049","0.324","0.224","0.239","0.114","0.108","0.301","0.458","0.796","0.897","1.038","1.165","1.541","1.521","1.56","1.25","7.419"
EnterprisesValueRevenueRatio,"1.095","5.43","1.686","4.024","2.544","1.852","1.469","1.53","1.517","1.114","1.372","1.848","2.785","2.759","2.412","2.855","4.389","3.857","4.35","3.093","1.272"
EnterprisesValueEBITDARatio,"4.527","-441.708","3.2","45.46","19.431","29.272","569.841","24.321","-0.668","73.663","-13.708","19.141","12.942","9.575","7.783","13.201","17.434","13.297","12.911","11.823","5.41"
