name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993
TotalRevenue,"2,362,673,000","541,700,000","538,241,000","681,604,000","601,144,000","439,384,000","381,755,000","397,890,000","300,631,000","307,952,000","298,451,000","357,673,000","307,526,000","282,530,000","268,941,000","318,282,000","266,149,000","252,600,000","236,455,000","262,325,000","232,856,000","229,754,000","213,843,000","244,996,000","186,127,000","170,699,000","164,164,000","181,368,000","162,045,000","148,670,000","115,635,000","121,890,000","111,861,000","107,827,000","101,472,000","103,759,000","96,895,000","100,220,000","79,350,000","83,124,000","82,379,000","83,128,000","76,486,000","74,723,000","68,262,000","69,592,000","65,365,000","64,045,000","66,313,000","67,417,000","64,661,000","63,392,000","63,272,000","65,284,000","63,186,000","61,433,000","65,474,000","64,954,000","61,204,000","56,462,000","57,468,000","60,822,000","57,101,000","55,012,000","58,557,000","56,224,000","58,216,000","51,394,000","50,129,000","51,463,000","54,377,000","48,128,000","48,787,000","49,561,000","59,776,000","43,010,000","43,156,000","44,697,000","43,166,000","39,386,000","39,061,000","40,683,000","38,006,000","38,309,000","38,148,000","39,091,000","37,435,000","37,013,000","36,064,000","35,880,000","34,916,000","34,000,000","32,600,000","33,100,000","27,988,000","32,500,000","29,800,000","30,400,000","25,541,000","24,100,000","23,200,000","23,400,000","21,699,000","20,900,000","18,100,000","12,400,000","12,200,000","11,900,000","11,300,000","9,800,000","9,400,000","8,600,000","7,300,000","7,000,000","3,600,000","3,600,000","3,600,000","3,600,000"
	OperatingRevenue,"2,362,673,000","541,700,000","538,241,000","681,604,000","601,144,000","439,384,000","381,755,000","397,890,000","300,631,000","307,952,000","298,451,000","357,673,000","307,526,000","282,530,000","268,941,000","318,282,000","266,149,000","252,600,000","236,455,000","262,325,000","232,856,000","229,754,000","213,843,000","244,996,000","186,127,000","170,699,000","164,164,000","181,368,000","162,045,000","148,670,000","115,635,000","121,890,000","111,861,000","107,827,000","101,472,000","103,759,000","96,895,000","100,220,000","79,350,000","83,124,000","82,204,000","83,128,000","76,486,000","74,723,000","68,237,000","69,763,000","67,706,000","64,045,000","66,679,000","65,349,000","70,666,000","61,838,000","63,332,000","63,855,000","64,909,000","61,120,000","65,474,000","64,954,000","61,204,000","56,462,000","57,468,000","60,822,000","57,101,000","55,012,000","58,557,000","56,224,000","58,216,000","51,394,000","50,129,000","51,346,000","48,498,000","48,128,000","48,787,000","49,561,000","59,776,000","43,010,000","43,156,000","44,526,000","43,166,000","39,386,000","39,061,000","40,683,000","38,006,000","38,309,000","38,148,000","39,091,000","37,435,000","37,013,000","36,064,000","35,880,000","34,916,000","34,000,000","32,600,000","33,100,000","27,988,000","32,500,000","29,800,000","30,400,000","25,500,000","24,100,000","23,200,000","23,400,000","21,699,000","20,900,000","18,100,000","12,400,000","12,200,000","11,900,000","11,300,000","9,800,000","9,400,000","8,600,000","7,300,000","7,000,000","3,600,000","3,600,000","3,600,000","3,600,000"
CostOfRevenue,"1,168,071,000","271,800,000","279,259,000","326,519,000","290,511,000","212,982,000","183,943,000","173,950,000","127,883,000","128,233,000","132,242,000","159,515,000","137,246,000","117,729,000","120,329,000","145,132,000","121,194,000","105,763,000","104,095,000","117,454,000","103,586,000","94,073,000","95,607,000","109,850,000","79,374,000","70,632,000","72,068,000","74,589,000","66,633,000","56,091,000","48,468,000","50,791,000","47,585,000","42,297,000","43,302,000","45,646,000","41,924,000","39,810,000","37,478,000","35,909,000","35,223,000","27,623,000","30,873,000","31,468,000","28,247,000","27,737,000","26,279,000","27,239,000","28,115,000","27,087,000","26,960,000","27,007,000","26,771,000","26,749,000","38,143,000","22,974,000","19,596,000","18,200,000","17,087,000","16,816,000","16,525,000","16,646,000","15,216,000","16,098,000","17,520,000","13,782,000","14,014,000","16,506,000","15,062,000","13,474,000","13,094,000","14,550,000","15,205,000","13,353,000","24,076,000","10,091,000","9,603,000","10,217,000","8,887,000","8,612,000","7,717,000","8,171,000","7,158,000","7,610,000","6,975,000","7,411,000","7,213,000","7,504,000","6,703,000","7,172,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrossProfit,"1,194,602,000","269,900,000","258,982,000","355,085,000","310,633,000","226,402,000","197,812,000","223,940,000","172,748,000","179,719,000","166,209,000","198,158,000","170,280,000","164,801,000","148,612,000","173,150,000","144,955,000","146,837,000","132,360,000","144,871,000","129,270,000","135,681,000","118,236,000","135,146,000","106,753,000","100,067,000","92,096,000","106,779,000","95,412,000","92,579,000","67,167,000","71,099,000","64,276,000","65,530,000","58,170,000","58,113,000","54,971,000","60,410,000","41,872,000","47,215,000","47,156,000","55,505,000","45,613,000","43,255,000","40,015,000","41,855,000","39,086,000","36,806,000","38,198,000","40,330,000","37,701,000","36,385,000","36,501,000","38,535,000","25,043,000","38,459,000","45,878,000","46,754,000","44,117,000","39,646,000","40,943,000","44,176,000","41,885,000","38,914,000","41,037,000","42,442,000","44,202,000","34,888,000","35,067,000","37,989,000","41,283,000","33,578,000","33,582,000","36,208,000","35,700,000","32,919,000","33,553,000","34,480,000","34,279,000","30,774,000","31,344,000","32,512,000","30,848,000","30,699,000","31,173,000","31,680,000","30,222,000","29,509,000","29,361,000","28,708,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"746,055,000","204,200,000","199,281,000","170,367,000","171,550,000","161,507,000","149,218,000","115,742,000","113,998,000","109,206,000","124,231,000","99,507,000","99,850,000","98,443,000","101,076,000","92,109,000","89,215,000","86,368,000","90,340,000","82,499,000","82,710,000","80,698,000","79,382,000","78,058,000","66,213,000","62,204,000","60,120,000","59,275,000","55,854,000","57,345,000","56,388,000","39,201,000","41,558,000","39,201,000","39,257,000","36,944,000","35,245,000","34,924,000","33,801,000","29,268,000","28,487,000","32,007,000","28,022,000","25,995,000","24,906,000","23,008,000","23,219,000","21,749,000","23,884,000","21,996,000","23,865,000","22,218,000","22,631,000","22,196,000","9,848,000","25,391,000","30,918,000","29,424,000","29,233,000","27,978,000","27,821,000","28,345,000","29,659,000","27,990,000","28,108,000","29,270,000","35,068,000","22,782,000","22,315,000","21,904,000","126,008,000","19,093,000","90,867,000","31,075,000","-1,261,000","23,906,000","26,967,000","24,928,000","24,044,000","22,175,000","21,362,000","21,583,000","21,175,000","19,550,000","20,288,000","20,416,000","19,745,000","19,309,000","18,965,000","18,278,000","118,910,000","-16,700,000","-16,400,000","-16,600,000","107,242,000","-14,800,000","-14,400,000","-14,500,000","83,303,000","-12,400,000","-11,900,000","-11,800,000","67,876,000","-10,500,000","-15,900,000","-6,200,000","-5,800,000","-6,200,000","-5,700,000","-4,900,000","-5,000,000","-4,400,000","-3,900,000","-3,800,000",,,,
	SellingGeneralAndAdministration,"198,710,000","55,700,000","54,604,000","43,276,000","45,127,000","38,203,000","31,795,000","27,243,000","26,733,000","25,517,000","25,405,000","22,975,000","23,697,000","21,887,000","20,006,000","20,127,000","21,442,000","19,931,000","18,523,000","18,267,000","19,989,000","17,932,000","17,177,000","16,575,000","16,543,000","13,792,000","12,590,000","14,580,000","14,443,000","13,344,000","11,513,000","9,284,000","11,513,000","10,312,000","9,295,000","8,154,000","9,181,000","9,662,000","7,154,000","7,176,000","7,420,000","7,267,000","7,377,000","7,247,000","6,785,000","6,451,000","6,626,000","5,281,000","7,480,000","5,423,000","6,814,000","6,377,000","6,716,000","5,992,000","5,560,000","5,380,000","6,428,000","5,784,000","4,332,000","5,196,000","5,107,000","6,068,000","-11,241,000","4,987,000","5,869,000","6,696,000","5,090,000","5,456,000","5,109,000","5,048,000","7,546,000","4,586,000","4,271,000","4,236,000","12,863,000","1,898,000","1,801,000","1,619,000","1,620,000","1,130,000","1,151,000","1,319,000","1,107,000","1,178,000","1,200,000","1,142,000","1,099,000","928,000","1,001,000","1,051,000","-1,118,000","1,600,000","1,000,000","900,000","-761,000","1,400,000","1,400,000","1,300,000","1,220,000","1,100,000","1,100,000","1,100,000","1,058,000","900,000","800,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","400,000",,,,
		GeneralAndAdministrativeExpense,"198,710,000","55,700,000","54,604,000","43,276,000","45,127,000","38,203,000","31,795,000","27,243,000","26,733,000","25,517,000","25,405,000","22,975,000","23,697,000","21,887,000","20,006,000","20,127,000","21,442,000","19,931,000","18,523,000","18,267,000","19,989,000","17,932,000","17,177,000","16,575,000","16,543,000","13,792,000","12,590,000","14,580,000","14,443,000","13,344,000","11,513,000","9,284,000","11,513,000","10,312,000","9,295,000","8,154,000","9,181,000","9,662,000","7,154,000",,,,,,,,,,,,,,,,,,"6,428,000","5,784,000","4,332,000","5,196,000","5,107,000","6,068,000","-11,241,000","4,987,000","5,869,000","6,696,000","5,090,000","5,456,000","5,109,000","5,048,000","7,546,000","4,586,000","4,271,000","4,236,000","12,863,000","1,898,000","1,801,000","1,619,000","1,620,000","1,130,000","1,151,000","1,319,000","1,107,000","1,178,000","1,200,000","1,142,000","1,099,000","928,000","1,001,000","1,051,000","-1,118,000","1,600,000","1,000,000","900,000","-761,000","1,400,000","1,400,000","1,300,000","1,220,000","1,100,000","1,100,000","1,100,000","1,058,000","900,000","800,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","400,000",,,,
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,428,000","5,784,000","4,332,000","5,196,000","5,107,000","6,068,000","5,165,000","4,987,000","5,869,000","6,696,000","5,090,000","5,456,000","5,109,000","5,048,000","7,546,000","4,586,000","4,271,000","4,236,000","12,863,000","1,898,000","1,801,000","1,619,000","1,620,000","1,130,000","1,151,000","1,319,000","1,107,000","1,178,000","1,200,000","1,142,000","1,099,000","928,000","1,001,000","1,051,000","-1,100,000","1,600,000","1,000,000","900,000","-800,000","1,400,000","1,400,000","1,300,000","1,200,000","1,100,000","1,100,000","1,100,000","1,100,000","900,000","800,000","700,000","600,000","600,000","600,000","600,000","600,000","600,000","500,000","400,000",,,,
			OtherGandA,"198,710,000","55,700,000","54,604,000","43,276,000","45,127,000","38,203,000","31,795,000","27,243,000","26,733,000","25,517,000","25,405,000","22,975,000","23,697,000","21,887,000","20,006,000","20,127,000","21,442,000","19,931,000","18,523,000","18,267,000","19,989,000","17,932,000","17,177,000","16,575,000","16,543,000","13,792,000","12,590,000","14,580,000","14,443,000","13,344,000","11,513,000","9,284,000","11,513,000","10,312,000","9,295,000","8,154,000","9,181,000","9,662,000","7,154,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,"547,345,000","148,500,000","144,677,000","127,091,000","126,423,000","123,304,000","117,423,000","88,499,000","87,265,000","83,689,000","98,826,000","76,532,000","76,153,000","76,556,000","81,070,000","71,982,000","67,773,000","66,437,000","71,817,000","64,232,000","62,721,000","62,766,000","62,205,000","61,483,000","49,670,000","48,412,000","47,530,000","44,695,000","41,411,000","44,001,000","44,875,000","29,917,000","30,045,000","28,889,000","29,962,000","28,790,000","26,064,000","25,262,000","26,647,000","22,092,000","21,067,000","19,868,000","20,645,000","18,748,000","18,121,000","16,557,000","16,593,000","16,468,000","16,404,000","16,573,000","17,051,000","15,841,000","15,915,000","16,204,000","16,471,000","16,167,000","16,355,000","16,005,000","16,034,000","15,512,000","15,582,000","15,350,000","15,465,000","15,072,000","14,785,000","14,978,000","14,319,000","13,525,000","13,461,000","13,068,000","12,319,000","10,987,000","10,806,000","11,283,000","11,634,000","11,036,000","10,996,000","10,769,000","10,396,000","9,661,000","9,355,000","9,113,000","9,274,000","8,172,000","8,216,000","7,854,000","7,601,000","7,846,000","7,678,000","7,546,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,
