name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003
TotalRevenue,"612,274,000","154,189,000","159,629,000","154,187,000","144,269,000","125,747,000","116,460,000","111,159,000","94,087,000","105,830,000","109,847,000","104,965,000","101,792,000","94,226,000","93,906,000","98,331,000","94,410,000","94,464,000","99,342,000","96,354,000","92,812,000","89,686,000","89,434,000","94,388,000","86,373,000","79,681,000","81,671,000","79,667,000","83,502,000","83,815,000","81,842,000","80,845,000","78,412,000","72,835,000","73,432,000","74,026,000","77,796,000","72,459,000","71,095,000","71,296,000","67,432,000","63,730,000","59,416,000","61,616,000","61,459,000","54,755,000","51,790,000","46,372,000","44,232,000","41,344,000","39,871,000","33,827,000","26,355,000","23,500,000","27,889,000","49,053,000","55,250,000","53,638,000","66,887,000","69,451,000","69,287,000","76,767,000","57,555,000","53,950,000","42,121,000","37,846,000","37,412,000","36,431,000","38,268,000","34,107,000","32,055,000","29,121,000","25,628,000","27,410,000","24,401,000","17,362,000","16,835,000"
	OperatingRevenue,"609,519,000","153,538,000","158,896,000","153,538,000","143,547,000","125,193,000","115,789,000","110,732,000","93,578,000","105,072,000","109,133,000","104,444,000","101,792,000","94,226,000","93,906,000","98,331,000","94,410,000","94,464,000","99,342,000","96,354,000","92,812,000","89,686,000","89,434,000","94,388,000","86,373,000","79,681,000","81,671,000","79,667,000","83,502,000","83,815,000","81,842,000","80,845,000","78,412,000","72,835,000","73,432,000","74,026,000","77,796,000","72,459,000","71,095,000","71,296,000","67,432,000","63,730,000","59,416,000","61,616,000","61,459,000","54,755,000","51,790,000","46,372,000","44,232,000","41,344,000","39,871,000","33,827,000","26,355,000","23,500,000","27,889,000","49,053,000","55,250,000","55,836,000","69,741,000","62,116,000","72,045,000","78,619,000","59,979,000","55,983,000","38,591,000","39,547,000","38,741,000","36,431,000","39,950,000","35,144,000","32,781,000","29,423,000","25,740,000","27,410,000","24,836,000","17,362,000","16,835,000"
CostOfRevenue,"297,760,000","88,694,000","63,979,000","72,998,000","72,089,000","62,268,000","116,280,000","55,702,000","46,838,000","52,721,000","49,364,000","52,019,000","51,034,000","46,251,000","46,055,000","46,336,000","44,946,000","43,998,000","42,515,000","41,461,000","40,569,000","39,163,000","38,352,000","42,043,000","38,060,000","36,742,000","36,416,000","34,470,000","37,920,000","35,234,000","35,004,000","35,727,000","35,132,000","32,339,000","30,504,000","32,420,000","34,572,000","38,458,000","25,943,000","46,477,000","29,462,000","27,905,000","26,452,000","28,078,000","27,968,000","25,740,000","80,083,000","23,150,000","4,831,000","4,310,000","4,629,000","3,837,000","3,132,000","3,070,000","-50,753,000","26,117,000",,,,,,,,,,,,,,,,,,,,,
GrossProfit,"314,514,000","65,495,000","95,650,000","81,189,000","72,180,000","63,479,000","180,000","55,457,000","47,249,000","53,109,000","60,483,000","52,946,000","50,758,000","47,975,000","47,851,000","51,995,000","49,464,000","50,466,000","56,827,000","54,893,000","52,243,000","50,523,000","51,082,000","52,345,000","48,313,000","42,939,000","45,255,000","45,197,000","45,582,000","48,581,000","46,838,000","45,118,000","43,280,000","40,496,000","42,928,000","41,606,000","43,224,000","34,001,000","45,152,000","24,819,000","37,970,000","35,825,000","32,964,000","33,538,000","33,491,000","29,015,000","-28,293,000","23,222,000","39,401,000","37,034,000","35,242,000","29,990,000","23,223,000","20,430,000","78,642,000","22,936,000",,,,,,,,,,,,,,,,,,,,,
OperatingExpense,"55,089,000","14,504,000","15,144,000","12,958,000","12,483,000","11,541,000","12,094,000","12,150,000","11,954,000","24,740,000","14,021,000","12,813,000","12,654,000","12,540,000","13,542,000","12,772,000","13,177,000","13,247,000","15,939,000","13,920,000","14,886,000","14,995,000","15,222,000","15,132,000","14,182,000","14,632,000","14,903,000","13,720,000","14,411,000","14,032,000","14,488,000","12,791,000","13,612,000","12,900,000","13,572,000","13,887,000","14,667,000","13,291,000","12,419,000","12,580,000","11,906,000","10,429,000","10,165,000","11,141,000","10,596,000","10,102,000","-41,346,000","9,250,000","26,069,000","24,605,000","24,054,000","24,175,000","22,800,000","20,293,000","71,195,000","10,365,000","34,840,000","35,187,000","39,585,000","47,950,000","42,023,000","42,541,000","35,164,000","32,603,000","102,427,000","26,617,000","26,525,000","25,393,000","24,514,000","23,174,000","15,650,000","66,938,000","16,665,000","-8,290,000","17,117,000","14,147,000","15,262,000"
	SellingGeneralAndAdministration,"51,170,000","13,510,000","14,213,000","11,981,000","11,466,000","10,374,000","10,966,000","11,006,000","10,726,000","23,588,000","12,942,000","11,713,000","11,539,000","11,438,000","12,474,000","11,634,000","11,972,000","12,185,000","14,412,000","12,222,000","13,059,000","12,930,000","13,206,000","13,128,000","12,489,000","12,735,000","13,390,000","12,175,000","12,825,000","12,463,000","12,866,000","11,313,000","12,065,000","11,093,000","11,418,000","11,688,000","12,517,000","11,179,000","10,370,000","10,601,000","9,923,000","8,537,000","8,380,000","9,365,000","8,886,000","8,573,000","-42,777,000","7,880,000","24,724,000","23,261,000","22,775,000","22,946,000","21,584,000","19,007,000","69,756,000","8,721,000","32,984,000","8,031,000","9,770,000","8,590,000","8,146,000","7,271,000","8,229,000","8,159,000","6,703,000","5,696,000","6,900,000","5,195,000","5,802,000","5,403,000","4,058,000","2,789,000","3,370,000","8,980,000","2,211,000","2,191,000","1,886,000"
		GeneralAndAdministrativeExpense,"51,170,000","13,510,000","14,213,000","11,981,000","11,466,000","10,374,000","10,966,000","11,006,000","10,726,000","23,588,000","12,942,000","11,713,000","11,539,000","11,438,000","12,474,000","11,634,000","11,972,000","12,185,000","14,412,000","12,222,000","13,059,000","12,930,000","13,206,000","13,128,000","12,489,000","12,735,000","13,390,000","12,175,000","12,825,000","12,463,000","12,866,000","11,313,000","12,065,000","11,093,000","11,418,000","11,688,000","12,517,000","11,179,000","10,370,000","35,702,000","32,850,000","30,205,000",,"31,238,000","30,704,000","34,313,000",,,"24,724,000","23,261,000","22,775,000","22,946,000","21,584,000","19,007,000",,,"32,984,000","8,031,000","9,770,000","8,590,000","8,146,000","7,271,000","8,229,000","8,159,000","6,703,000","5,696,000","6,900,000","5,195,000","5,802,000","5,403,000","4,058,000","2,789,000","3,370,000","8,980,000","2,211,000","2,191,000","1,886,000"
			SalariesAndWages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,101,000","22,927,000","21,668,000",,"21,873,000","21,818,000","19,986,000",,,"17,251,000","16,124,000","14,915,000","15,956,000","14,916,000","12,175,000",,,"17,957,000","17,432,000","17,647,000","20,140,000","20,094,000","22,262,000","16,914,000","16,066,000","18,695,000","10,597,000","8,306,000","10,154,000","9,150,000","8,659,000","4,745,000","6,809,000","6,843,000","8,980,000","11,495,000","7,984,000","10,618,000"
			OtherGandA,"51,170,000","13,510,000","14,213,000","11,981,000","11,466,000","10,374,000","10,966,000","11,006,000","10,726,000","23,588,000","12,942,000","11,713,000","11,539,000","11,438,000","12,474,000","11,634,000","11,972,000","12,185,000","14,412,000","12,222,000","13,059,000","12,930,000","13,206,000","13,128,000","12,489,000","12,735,000","13,390,000","12,175,000","12,825,000","12,463,000","12,866,000","11,313,000","12,065,000","11,093,000","11,418,000","11,688,000","12,517,000","11,179,000","10,370,000","10,601,000","9,923,000","8,537,000",,"9,365,000","8,886,000","14,327,000",,,"7,473,000","7,137,000","7,860,000","6,990,000","6,668,000","6,832,000",,,"15,027,000","-9,401,000","-7,877,000","-11,550,000","-11,948,000","-14,991,000","-8,685,000","-7,907,000","-11,992,000","-4,901,000","-1,406,000","-4,959,000","-3,348,000","-3,256,000","-687,000","-4,020,000","-3,473,000",,"-9,284,000","-5,793,000","-8,732,000"
	DepreciationAmortizationDepletionIncomeStatement,"3,919,000","994,000","931,000","977,000","1,017,000","1,167,000","1,128,000","1,144,000","1,228,000","1,152,000","1,079,000","1,100,000","1,115,000","1,102,000","1,068,000","1,138,000","1,205,000","1,062,000","1,527,000","1,698,000","1,827,000","2,065,000","2,016,000","2,004,000","1,693,000","1,897,000","1,513,000","1,545,000","1,586,000","1,052,000","1,169,000","1,090,000","1,103,000","1,262,000","1,496,000","1,423,000","1,340,000","1,347,000","1,344,000","1,384,000","1,438,000","1,396,000","1,296,000","1,279,000","1,295,000","1,186,000","1,138,000","1,126,000","1,113,000","1,154,000","1,101,000","1,072,000","1,028,000","1,020,000","920,000","1,020,000","839,000","3,102,000","12,550,000","1,767,000","1,731,000","1,671,000","3,093,000","2,736,000","2,614,000","2,300,000","5,498,000","1,380,000","2,199,000","1,375,000","267,000","304,000","284,000",,"302,000","233,000","234,000"
