name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004
MarketCap,"1,762,778,717","2,335,495,134","2,774,627,307","2,579,592,326","2,953,975,934","2,807,552,503","2,260,906,406","1,857,106,992","1,664,598,778","1,362,438,040","2,259,678,733","2,165,131,779","1,999,023,663","1,708,412,138","1,669,070,169","1,907,614,620","2,120,133,451","2,251,874,726","2,429,408,253","2,505,022,884","2,524,889,030","2,703,250,865","2,936,463,868","2,213,223,582","2,067,474,636","1,861,283,799","1,900,784,656","1,959,061,197","2,397,317,506","1,949,566,255","1,799,128,665","1,808,100,899","1,917,241,660","2,145,334,405","2,085,763,663","1,553,238,614","1,376,876,268","1,126,244,216","1,130,418,583","716,381,953","581,095,034","474,053,843","477,431,996","407,359,260","499,440,905","567,226,054","560,434,467","541,214,474","565,480,645","663,739,734","657,490,114","692,480,991","670,420,033","643,641,913","549,876,716","582,583,442","581,979,890","587,060,219","616,559,197","662,833,156","667,348,902","684,137,179","481,684,243","400,484,841","444,044,713","433,533,954","390,457,661","414,677,775","546,758,982","517,077,971","586,542,775","597,284,875","679,104,721","757,619,825"
PeRatio,"7.959","6.377","6.877","5.793","6.582","7.452","7","6.77","7.124","6.197","11.384","13.971","14.771","14.258","15.92","19.028","16.47","17.25","16.032","14.607","17.83","18.561","22.406","17.547","16.659","9.033","8.619","9.856","11.809","16.615","17.198","14.852","16.74","16.993","20.289","26.812","58.571",,,,,,,,,,,,,,,,,,,,,"130","136.5",,,,,,,,,,,,,,,
ForwardPeRatio,,,,,,"12.361","10.194","7.825","7.097","6.382","10.515","11.274","14.085","12.255",,"11.588","12.547","10.616","11.416","12.034","15.699","15.974","16.475","12.005","12.642",,"10.384","10.65","12.953",,,,"17.953","20.08","14.225","15.601","23.202","22.727","21.882","20.45","16.667","69.93","120.482","103.093","263.158","666.667","833.333",,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"1.424","1.366","1.516","1.358","1.46","1.497","1.233","1.02","1.029","0.881","1.519","1.542","1.415","1.242","1.203","1.344","1.408","1.482","1.605","1.605","1.633","1.703","1.878","1.459","1.411","1.282","1.341","1.469","1.888","1.517","1.73","1.778","1.905","2.041","2.059","1.96","2.41","3.895","3.91","4.415","3.696","3.115","3.289","2.806","3.609","4.21","4.254","4.113","4.337","5.153","5.102","5.263","5.196","5.595","5.362","5.286","5.007","4.568","4.685","1.918","2.031","2.171","1.961","1.598","1.773","1.694","1.574","1.67","2.232","2.292","2.665","2.489","2.527","2.433"
PbRatio,"0.715","0.926","1.12","1.044","1.221","1.208","0.938","0.821","0.779","0.648","1.098","1.068","0.991","0.878","0.86","0.998","1.085","1.178","1.275","1.319","1.339","1.445","1.591","1.235","1.176","1.072","1.108","1.171","1.438","1.335","1.375","1.41","1.546","1.792","1.911","1.47","1.294","1.093","1.097","1.122","0.892","0.722","0.743","0.634","0.779","0.867","0.858","0.821","0.857","1.001","0.989","1.041","1.01","0.958","0.818","0.872","0.859","0.842","0.874","1.616","1.586","2.279","1.533","1.238","1.373","1.342","1.087","1.154","1.125","1.011","1.086","1.016","1.099","1.192"
