name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007
			DuefromRelatedPartiesCurrent,,"174,000",,,,"149,000",,,,"131,000",,,,"121,000",,,,"148,000",,,,"92,000",,,,"88,000",,,,"134,000",,,,"206,000",,,,"52,000",,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"18,639,000",,,,"21,825,000",,,,"28,529,000",,,,"22,878,000",,,,"17,271,000",,,"0","13,306,000","0","0","0","14,562,000","0","0","0","12,014,000",,"0","0","11,471,000","0","0","0","8,713,000","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","39,000","85,000","74,000","74,000",,,
		PrepaidAssets,"3,665,000","4,245,000","3,643,000","4,210,000","3,133,000","3,412,000","4,556,000","3,911,000","5,212,000","4,572,000","4,152,000","3,582,000","3,358,000","3,620,000","4,277,000","4,038,000","3,625,000","4,467,000","4,523,000","4,644,000","5,911,000","5,374,000","2,671,000","2,557,000","3,021,000","2,066,000","2,543,000","2,379,000","2,621,000","2,130,000","2,467,000","2,539,000","3,234,000","1,036,000","2,454,000","2,291,000","2,773,000","814,000","3,801,000","3,447,000","2,685,000","2,118,000","2,617,000","2,787,000","7,939,000","1,281,000","2,249,000","1,280,000","1,602,000","1,424,000","1,495,000","1,325,000","1,744,000","1,313,000","966,000","962,000","1,703,000","1,969,000","348,279","417,145","375,781"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,"0",,,,"1,730,000","1,988,000","2,078,000","1,948,000","2,109,000","1,093,000","1,110,000","1,055,000","1,138,000","389,000","373,000","424,000","1,110,000","378,000","731,000","925,000","1,367,000","3,417,000","3,513,000","2,887,000","3,330,000","4,134,000","3,100,000","2,552,000","2,852,000","2,960,000","3,341,000","2,358,000","2,137,000","2,083,000","2,651,000","2,648,000","2,577,000","2,474,000","1,413,000","2,102,000","2,432,000","21,000",,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,"0",,,,"1,730,000","1,988,000","2,078,000","1,948,000","2,109,000","1,093,000","1,110,000","1,055,000","1,138,000","389,000","373,000","424,000","825,000","378,000","731,000","925,000","1,213,000","3,417,000","3,513,000","2,887,000","3,330,000","4,134,000","3,100,000","2,552,000","2,852,000","2,960,000","3,341,000","2,358,000","2,137,000","2,083,000","2,651,000","2,648,000","2,577,000","2,474,000","1,413,000","2,102,000","2,432,000","21,000",,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","2,543,000","2,379,000","2,621,000","2,130,000",,"2,539,000","3,234,000","795,000","2,454,000","2,291,000","2,773,000","815,000","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","564,000","10,203","10,203",
	TotalNonCurrentAssets,"120,097,000","120,684,000","120,159,000","120,747,000","122,715,000","124,905,000","121,134,000","115,030,000","117,124,000","118,954,000","119,735,000","120,821,000","123,247,000","116,541,000","118,367,000","120,243,000","121,768,000","121,049,000","123,251,000","125,489,000","128,991,000","128,871,000","63,637,000","64,093,000","60,294,000","59,849,000","61,678,000","60,194,000","61,453,000","62,091,000","63,559,000","64,840,000","62,764,000","63,160,000","64,840,000","65,926,000","66,913,000","68,570,000","68,130,000","69,925,000","72,237,000","73,711,000","138,536,000","141,501,000","143,796,000","113,527,000","110,279,000","164,929,000","167,148,000","169,353,000","171,434,000","180,691,000","183,326,000","185,447,000","262,154,000","264,087,000","267,878,000","270,205,000","257,669,846","255,116,393","255,855,656"
		NetPPE,"11,116,000","10,586,000","9,939,000","9,981,000","10,376,000","10,910,000","9,986,000","10,887,000","11,708,000","12,586,000","13,006,000","13,817,000","14,515,000","6,636,000","6,896,000","7,291,000","7,514,000","5,229,000","4,603,000","4,408,000","5,276,000","4,789,000","3,510,000","3,222,000","3,134,000","3,021,000","3,159,000","3,243,000","3,260,000","3,478,000","3,571,000","3,546,000","3,518,000","3,213,000","3,376,000","3,148,000","3,037,000","3,074,000","3,175,000","3,123,000","3,309,000","2,954,000","3,162,000","2,877,000","2,756,000","2,113,000","2,209,000","2,302,000","2,453,000","2,586,000","2,534,000","2,662,000","2,901,000","2,771,000","2,892,000","3,075,000","2,675,000","2,673,000","41,886","41,810","44,226"
			GrossPPE,"11,116,000","25,335,000","9,939,000","9,981,000","10,376,000","24,329,000","9,986,000","10,887,000","11,708,000","24,443,000","13,006,000","13,817,000","14,515,000","18,300,000","6,896,000","7,291,000","7,514,000","15,934,000","4,603,000","4,408,000","5,276,000","13,434,000","3,510,000","3,222,000","3,134,000","10,252,000","3,159,000","3,243,000","3,260,000","9,621,000","3,571,000","3,546,000","3,518,000","7,788,000","3,376,000","3,148,000","3,037,000","9,146,000",,,,"7,684,000",,,,"6,063,000",,,,"5,526,000",,,,"4,108,000","3,944,000","3,820,000","3,149,000","2,862,000","50,795","48,305","48,305"
				Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,726,000",,,,"2,245,000",,,,"981,000",,,,,,,,,,,
				MachineryFurnitureEquipment,"6,308,000","20,042,000","5,173,000","4,907,000","4,862,000","18,420,000","5,003,000","5,359,000","5,664,000","17,871,000","5,947,000","6,229,000","6,486,000","18,300,000","6,896,000","7,291,000","7,514,000","15,934,000","4,603,000","4,408,000","5,276,000","13,434,000","3,510,000","3,222,000","3,134,000","10,252,000","3,159,000","3,243,000","3,260,000","9,621,000","3,571,000","3,546,000","3,518,000","7,788,000","3,376,000","3,148,000","3,037,000","9,146,000",,,,"4,958,000",,,,"3,818,000",,,,"4,545,000",,,,"3,380,000",,,"3,149,000","2,862,000","50,795","48,305","48,305"
				OtherProperties,"4,808,000","5,293,000","4,766,000","5,074,000","5,514,000","5,909,000","4,983,000","5,528,000","6,044,000","6,572,000","7,059,000","7,588,000","8,029,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"728,000",,,,,,,
			AccumulatedDepreciation,,"-14,749,000",,,,"-13,419,000",,,,"-11,857,000",,,,"-11,664,000",,,,"-10,705,000",,,,"-8,645,000",,,,"-7,231,000",,,,"-6,143,000",,,,"-4,575,000",,,,"-6,072,000",,,,"-4,730,000",,,,"-3,950,000",,,,"-2,940,000",,,,"-1,337,000","-1,052,000","-745,000","-474,000","-189,000","-8,909","-6,495","-4,079"
		GoodwillAndOtherIntangibleAssets,"102,693,000","103,200,000","103,865,000","104,615,000","105,261,000","106,072,000","106,751,000","100,217,000","100,861,000","101,954,000","102,850,000","103,986,000","104,984,000","106,011,000","107,314,000","108,634,000","110,073,000","111,303,000","113,667,000","116,496,000","118,735,000","121,053,000","54,035,000","55,138,000","52,340,000","51,146,000","52,417,000","51,890,000","53,273,000","54,735,000","56,373,000","58,067,000","56,027,000","56,784,000","58,221,000","59,659,000","61,096,000","62,611,000","64,398,000","66,186,000","67,973,000","69,761,000","134,228,000","137,340,000","139,706,000","104,220,000","106,712,000","161,181,000","163,159,000","165,137,000","167,173,000","176,009,000","178,137,000","180,265,000","256,722,000","258,341,000","262,399,000","264,611,000",,,
			Goodwill,"90,808,000","90,790,000","90,813,000","90,914,000","90,915,000","91,008,000","90,789,000","85,323,000","85,138,000","85,349,000","85,255,000","85,374,000","85,368,000","85,389,000","85,446,000","85,496,000","85,640,000","85,619,000","85,602,000","86,162,000","86,053,000","85,940,000","42,164,000","42,096,000","38,600,000","37,286,000","37,260,000","36,295,000","36,302,000","36,400,000","36,519,000","36,673,000","34,727,000","34,691,000","34,691,000","34,691,000","34,691,000","34,691,000","34,691,000","34,691,000","34,691,000","34,691,000","69,523,000","69,995,000","69,866,000","48,474,000","48,474,000","95,065,000","95,065,000","95,065,000","95,065,000","95,065,000","95,157,000","95,249,000","145,079,000","144,486,000","146,333,000","146,333,000",,,
			OtherIntangibleAssets,"11,885,000","12,410,000","13,052,000","13,701,000","14,346,000","15,064,000","15,962,000","14,894,000","15,723,000","16,605,000","17,595,000","18,612,000","19,616,000","20,622,000","21,868,000","23,138,000","24,433,000","25,684,000","28,065,000","30,334,000","32,682,000","35,113,000","11,871,000","13,042,000","13,740,000","13,860,000","15,157,000","15,595,000","16,971,000","18,335,000","19,854,000","21,394,000","21,300,000","22,093,000","23,530,000","24,968,000","26,405,000","27,920,000","29,707,000","31,495,000","33,282,000","35,070,000","64,705,000","67,345,000","69,840,000","55,746,000","58,238,000","66,116,000","68,094,000","70,072,000","72,108,000","80,944,000","82,980,000","85,016,000","111,643,000","113,855,000","116,066,000","118,278,000",,,
		NonCurrentDeferredAssets,"2,221,000","2,197,000","2,164,000","2,506,000","2,429,000","2,255,000","3,349,000","2,721,000","3,297,000","3,589,000","3,017,000","2,109,000","2,816,000","2,944,000","2,997,000","2,502,000","2,352,000","2,521,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"2,221,000","2,197,000","2,164,000","2,506,000","2,429,000","2,255,000","3,349,000","2,721,000","3,297,000","3,589,000","3,017,000","2,109,000","2,816,000","2,944,000","2,997,000","2,502,000","2,352,000","2,521,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"4,067,000","4,701,000","4,191,000","3,645,000","4,649,000","5,668,000","1,048,000","1,205,000","1,258,000","825,000","862,000","909,000","932,000","950,000","1,160,000","1,816,000","1,829,000","1,996,000","4,981,000","4,585,000","4,980,000","3,029,000","6,092,000","5,733,000","4,820,000","5,682,000","6,102,000","5,061,000","4,920,000","3,878,000","3,615,000","3,227,000","3,219,000","3,163,000","3,243,000","3,119,000","2,780,000","2,885,000","557,000","616,000","955,000","996,000","1,146,000","1,284,000","1,334,000","7,194,000","1,358,000","1,446,000","1,536,000","1,630,000","1,727,000","2,020,000","2,288,000","2,411,000","2,540,000","2,671,000","2,804,000","2,921,000","257,627,960","255,074,583","255,811,430"
TotalLiabilitiesNetMinorityInterest,"137,147,000","138,401,000","145,237,000","141,815,000","139,570,000","140,383,000","136,458,000","129,550,000","125,434,000","129,081,000","136,261,000","136,325,000","137,336,000","136,144,000","136,047,000","146,389,000","155,369,000","161,223,000","161,028,000","165,855,000","171,270,000","178,086,000","95,457,000","97,804,000","83,816,000","85,171,000","79,283,000","80,593,000","84,651,000","93,452,000","86,499,000","89,792,000","93,676,000","96,631,000","95,431,000","95,894,000","94,206,000","97,676,000","97,791,000","102,264,000","105,910,000","110,595,000","124,249,000","120,177,000","124,836,000","102,747,000","101,247,000","103,196,000","104,145,000","110,348,000","113,883,000","122,099,000","136,584,000","149,007,000","159,225,000","161,846,000","161,492,000","166,502,000","60,234,299","59,703,813","60,489,375"
	CurrentLiabilities,"56,780,000","56,838,000","61,887,000","57,734,000","54,127,000","50,661,000","43,878,000","41,076,000","31,156,000","41,251,000","39,877,000","39,613,000","41,178,000","40,649,000","38,681,000","44,998,000","48,070,000","53,075,000","53,805,000","46,506,000","47,673,000","52,353,000","31,239,000","33,390,000","30,120,000","31,180,000","24,083,000","25,602,000","30,674,000","37,264,000","29,088,000","29,711,000","32,008,000","34,532,000","30,713,000","29,886,000","32,729,000","32,933,000","31,011,000","30,469,000","32,009,000","32,441,000","36,538,000","30,267,000","31,100,000","13,532,000","10,085,000","9,539,000","9,799,000","14,923,000","17,753,000","10,855,000","13,634,000","25,005,000","24,522,000","26,049,000","24,911,000","28,652,000","729,967","628,500","1,416,877"
		PayablesAndAccruedExpenses,"44,973,000","33,567,000","50,603,000","45,948,000","43,884,000","31,194,000","35,032,000","33,588,000","23,922,000","16,543,000","25,560,000","26,412,000","28,799,000","18,692,000","25,637,000","24,947,000","27,015,000","21,970,000","30,794,000","30,183,000","32,403,000","31,003,000","24,734,000","26,919,000","23,141,000","19,789,000","18,393,000","19,107,000","21,641,000","23,039,000","21,538,000","22,344,000","24,125,000","22,840,000","24,154,000","23,279,000","19,296,000","14,127,000","18,953,000","18,966,000","20,661,000","20,837,000","26,718,000","20,303,000","22,275,000","12,357,000","8,686,000","7,545,000","8,783,000","11,251,000","9,602,000","9,786,000","11,101,000","22,583,000","22,762,000","24,437,000","23,219,000","25,574,000","729,967","628,500","838,807"
			Payables,"13,121,000","24,093,000","15,668,000","16,259,000","17,744,000","16,635,000","9,410,000","10,571,000","10,181,000","13,126,000","8,889,000","8,156,000","10,252,000","13,292,000","8,016,000","7,209,000","8,800,000","11,849,000","8,267,000","8,055,000","9,037,000","18,544,000","7,348,000","8,223,000","8,614,000","12,794,000","5,987,000","7,138,000","6,266,000","16,368,000","7,105,000","7,728,000","7,112,000","10,794,000","7,278,000","7,623,000","7,643,000","9,051,000","5,348,000","4,729,000","4,679,000","4,089,000","5,389,000","3,356,000","5,760,000","1,656,000","1,400,000","1,668,000","1,741,000","1,859,000","1,634,000","1,937,000","3,478,000","2,635,000","2,247,000","3,275,000","4,941,000","4,760,000",,,"838,807"
				AccountsPayable,"13,121,000","16,162,000","15,668,000","16,259,000","17,744,000","11,176,000","9,410,000","10,571,000","10,181,000","8,862,000","8,889,000","8,156,000","10,252,000","8,453,000","8,016,000","7,209,000","8,800,000","7,192,000","8,267,000","8,055,000","9,037,000","9,724,000","7,348,000","8,223,000","8,614,000","6,700,000","5,987,000","7,138,000","6,266,000","7,312,000","7,105,000","7,728,000","7,112,000","6,024,000","7,278,000","7,623,000","7,643,000","6,072,000","5,348,000","4,729,000","4,679,000","4,089,000","5,389,000","3,356,000","5,760,000","1,656,000","1,400,000","1,668,000","1,741,000","1,859,000","1,634,000","1,937,000","3,478,000","2,635,000","2,247,000","3,275,000","4,941,000","4,760,000",,,"838,807"
				TotalTaxPayable,,"7,931,000",,,,"5,459,000",,,,"4,264,000",,,,"4,839,000",,,,"4,657,000",,,,"4,545,000",,,,"6,094,000",,,,"3,928,000",,,,"4,770,000",,,,"2,979,000",,,,,,,,,,,,,,,,,,,,,,,
					IncomeTaxPayable,,"7,931,000",,,,"5,459,000",,,,"4,264,000",,,,"4,839,000",,,,"4,657,000",,,,"4,545,000",,,,"6,094,000",,,,"3,928,000",,,,"4,770,000",,,,"2,979,000",,,,,,,,,,,,,,,,,,,,,,,
				DividendsPayable,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,"5,128,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherPayable,,,,,,,,,,,,,,,,,,"0","0","0","0","4,275,000","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,
			CurrentAccruedExpenses,"31,852,000","9,474,000","34,935,000","29,689,000","26,140,000","14,559,000","25,622,000","23,017,000","13,741,000","3,417,000","16,671,000","18,256,000","18,547,000","5,400,000","17,621,000","17,738,000","18,215,000","10,121,000","22,527,000","22,128,000","23,366,000","12,459,000","17,386,000","18,696,000","14,527,000","6,995,000","12,406,000","11,969,000","15,375,000","6,671,000","14,433,000","14,616,000","17,013,000","12,046,000","16,876,000","15,656,000","11,653,000","5,076,000","13,605,000","14,237,000","15,982,000","16,748,000","21,329,000","16,947,000","16,515,000","10,701,000","7,286,000","5,877,000","7,042,000","9,392,000","7,968,000","7,849,000","7,623,000","19,948,000","20,515,000","21,162,000","18,278,000","20,814,000","729,967","628,500",
		PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,"7,741,000",,,,,,,,,,,,,,,,"10,406,000",,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDebtAndCapitalLeaseObligation,"4,300,000","6,820,000","4,300,000","4,300,000","4,300,000","6,850,000","4,300,000","4,300,000","4,300,000","14,013,000","10,313,000","9,625,000","8,938,000","8,250,000","8,250,000","15,251,000","15,251,000","15,499,000","14,815,000","7,126,000","6,437,000","5,546,000","2,250,000","2,250,000","2,250,000","2,250,000","2,250,000","2,250,000","4,219,000","3,938,000","3,656,000","3,375,000","3,375,000","3,375,000","3,375,000","3,375,000","10,000,000","10,000,000","9,250,000","8,500,000","7,750,000","7,000,000","6,250,000","5,500,000","4,750,000","0","0","0","0","2,000,000","7,000,000","0","950,000","950,000","950,000","950,000","950,000","950,000",,,
			CurrentDebt,"4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","4,300,000","11,000,000","10,313,000","9,625,000","8,938,000","8,250,000","8,250,000","15,251,000","15,251,000","15,499,000","14,815,000","7,126,000","6,437,000","5,546,000","2,250,000","2,250,000","2,250,000","2,250,000","2,250,000","2,250,000","4,219,000","3,938,000","3,656,000","3,375,000","3,375,000","3,375,000","3,375,000","3,375,000","10,000,000","10,000,000","9,250,000","8,500,000","7,750,000","7,000,000","6,250,000","5,500,000","4,750,000","0","0","0","0","2,000,000","7,000,000","0","950,000","950,000","950,000","950,000","950,000","950,000",,,
				OtherCurrentBorrowings,"4,300,000","4,300,000","4,300,000","4,300,000",,"4,300,000",,,,"11,000,000",,,,"8,250,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,,"2,520,000",,,,"2,550,000",,,,"3,013,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,"7,507,000","7,049,000","6,984,000","7,486,000","5,943,000","5,121,000","4,546,000","3,188,000","2,934,000","4,935,000","4,004,000","3,576,000","3,441,000","6,187,000","4,794,000","4,800,000","5,804,000","8,898,000","8,196,000","9,197,000","8,833,000","9,112,000","4,255,000","4,221,000","4,729,000","5,154,000","3,440,000","4,245,000","4,814,000","4,898,000","3,894,000","3,992,000","4,508,000","3,944,000","3,184,000","3,232,000","3,433,000","3,652,000","2,808,000","3,003,000","3,598,000","4,604,000","3,570,000","4,464,000","4,075,000","1,175,000","1,399,000","1,994,000","1,016,000","1,672,000","1,151,000","1,069,000","1,583,000","1,472,000","810,000","662,000","742,000","2,128,000",,,
			CurrentDeferredRevenue,"7,507,000","7,049,000","6,984,000","7,486,000","5,943,000","5,121,000","4,546,000","3,188,000","2,934,000","4,935,000","4,004,000","3,576,000","3,441,000","6,187,000","4,794,000","4,800,000","5,804,000","8,898,000","8,196,000","9,197,000","8,833,000","9,112,000","4,255,000","4,221,000","4,729,000","5,154,000","3,440,000","4,245,000","4,814,000","4,898,000","3,894,000","3,992,000","4,508,000","3,944,000","3,184,000","3,232,000","3,433,000","3,652,000","2,808,000","3,003,000","3,598,000","4,604,000","3,570,000","4,464,000","4,075,000","1,175,000","1,399,000","1,994,000","1,016,000","1,672,000","1,151,000","1,069,000","1,583,000","1,472,000","810,000","662,000","742,000","2,128,000",,,
		OtherCurrentLiabilities,,"9,402,000",,,,"7,496,000",,,,"5,760,000",,,,"7,520,000",,,,"6,708,000","0","0","0","6,692,000","0","0","0","3,987,000","0","0","0","5,389,000",,"0","0","4,373,000","0","0","0","5,154,000","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","578,070"
	TotalNonCurrentLiabilitiesNetMinorityInterest,"80,367,000","81,563,000","83,350,000","84,081,000","85,443,000","89,722,000","92,580,000","88,474,000","94,278,000","87,830,000","96,384,000","96,712,000","96,158,000","95,495,000","97,366,000","101,391,000","107,299,000","108,148,000","107,223,000","119,349,000","123,597,000","125,733,000","64,218,000","64,414,000","53,696,000","53,991,000","55,200,000","54,991,000","53,977,000","56,188,000","57,411,000","60,081,000","61,668,000","62,099,000","64,718,000","66,008,000","61,477,000","64,743,000","66,780,000","71,795,000","73,901,000","78,154,000","87,711,000","89,910,000","93,736,000","89,215,000","91,162,000","93,657,000","94,346,000","95,425,000","96,130,000","111,244,000","122,950,000","124,002,000","134,703,000","135,797,000","136,581,000","137,850,000","59,504,332","59,075,313","59,072,498"
