name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
OperatingCashFlow,"-105,153,269","-26,013,413","-33,465,232","-13,412,387","-32,262,237","-33,229,126","-32,219,436","-23,852,087","-21,284,475","-24,646,960","-19,652,036","-23,630,332","-18,623,952","-14,287,184","-18,793,124","-12,543,405","-14,908,039","-16,434,114","-13,358,629","-9,739,371","-8,775,348","-5,398,426","-3,613,678","-4,683,188","-4,804,177","-5,167,930","-4,078,209","-2,673,053","-4,446,367","-4,220,775","-2,902,433","-2,465,868","-4,296,279","-5,040,330","-2,959,763","-2,225,662","-2,626,958","-3,074,771","-1,807,050","-2,101,188","-996,858","-1,998,699","-12,830","-5,183","-7,680","-3,908","-9,019","-8,393","-1,922","-3,910"
	CashFlowFromContinuingOperatingActivities,"-105,153,269","-26,013,413","-33,465,232","-13,412,387","-32,262,237","-33,229,126","-32,219,436","-23,852,087","-21,284,475","-24,646,960","-19,652,036","-23,630,332","-18,623,952","-14,287,184","-18,793,124","-12,543,405","-14,908,039","-16,434,114","-13,358,629","-9,739,371","-8,775,348","-5,398,426","-3,613,678","-4,683,188","-4,804,177","-5,167,930","-4,078,209","-2,673,053","-4,446,367","-4,220,775","-2,902,433","-2,465,868","-4,296,279","-5,040,330","-2,959,763","-2,225,662","-2,626,958","-3,074,771","-1,807,050","-2,101,188","-996,858","-1,998,699","-12,830","-5,183","-7,680","-3,908","-9,019","-8,393","-1,922","-3,910"
		NetIncomeFromContinuingOperations,"-78,275,534","-25,007,857","-16,649,420","-17,712,954","-18,905,303","-18,379,941","-19,407,774","-16,917,453","-20,178,091","-19,245,230","-10,561,031","-11,438,459","-13,211,872","-13,067,955","-18,037,987","-15,135,485","-14,747,831","-17,822,142","-12,982,802","-15,202,715","-9,036,495","-6,536,963","-4,559,108","-4,331,239","-6,012,335","-4,612,469","-4,582,653","-5,102,424","-4,679,318","-3,605,535","-3,563,357","-3,384,689","-3,961,245","-5,903,872","-4,701,208","-2,688,947","-4,895,444","-3,241,647","-2,251,537","-3,245,747","-1,206,715","-597,314","-8,327","-5,174","-11,680","-4,908","-5,229","-4,643","-7,572","-4,810"
		OperatingGainsLosses,"6,891,921","6,671,941","140,282","2,344","77,354","781","-922,578","8,960","2,542","976","180,054","18,229","8,396","-1,564,534","108,990","10,741",,,"1,027,206","0","0","4,155",,,,,"0","0","719,097","-67,860","30,160","14,616","34,800","-5,220","17,278","-2,813","-21,027","-36,728",,,"0","0",,,,,,,,
			GainLossOnSaleOfPPE,"221,980","2,000","140,282","2,344","77,354","781","69,219","8,960","2,542","976","180,054","18,229","8,396","-11,527,029","108,990","10,741","2,459","0","5,989","0","0","4,155",,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","-67,860","30,160","14,616","34,800","-5,220","17,278","-2,813","-21,027","-36,728",,,,,,,,,,,,
		DepreciationAmortizationDepletion,"5,856,091","1,590,217","1,517,716","1,422,164","1,325,994","1,229,628","1,232,509","1,035,293","885,652","788,838","828,598","818,128","806,092","805,330","923,902","847,057","845,898","829,541","1,461,036","836,071","277,132","118,062","117,874","117,308","116,001","118,393","117,192","117,930","117,577","117,122","96,790","54,199","48,564","48,299","51,558","54,887","60,575","43,613","41,346","48,896","46,112","45,735",,,,,,,,
			DepreciationAndAmortization,"5,856,091","1,590,217","1,517,716","1,422,164","1,325,994","1,229,628","1,232,509","1,035,293","885,652","788,838","828,598","818,128","806,092","805,330","923,902","847,057","845,898","829,541","1,461,036","836,071","277,132","118,062","117,874","117,308","116,001","118,393","117,192","117,930","117,577","117,122","96,790","54,199","48,564","48,299","51,558","54,887","60,575","43,613","41,346","48,896","46,112","45,735",,,,,,,,
		AmortizationOfSecurities,,,,,,,,,,,,,,,"-35,709","-35,708","-35,709","-35,708","-591,277","145,471","148,427","154,545","158,356","152,672","125,243","97,838","72,838","96,363","46,055","50,746","50,827",,"45,017","39,164","33,027","31,247","41,610","40,984",,,,,,,,,,,,
		StockBasedCompensation,"4,348,244","1,641,388","1,213,393","688,274","805,189","781,397","688,182","774,784","715,608","676,548","636,108","650,670","726,736","637,263","595,532","577,581","535,391","514,784","508,689","505,730","311,363","235,877","253,986","262,963","310,945","422,180","489,385","447,932","386,661","387,069","327,060","327,060","360,134","234,200","221,759","225,221","222,771","218,544","218,243","208,195","154,095","46,254",,,,,,,,
