name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
OperatingCashFlow,"93,089,000","25,231,000","81,092,000","-53,179,000","39,945,000","26,020,000","49,174,000","-14,063,000","188,788,000","57,578,000","45,175,000","-15,517,000","-33,498,000","50,344,000","70,393,000","34,259,000","31,060,000","73,744,000","30,262,000","-12,287,000","17,331,000","2,493,000","96,883,000","-7,895,000","76,824,000","123,849,000","41,782,000","29,135,000","18,881,000","38,681,000","38,437,000","24,548,000","5,138,000","31,003,000","46,017,000","27,217,000","18,569,000","23,107,000","47,032,000","11,696,000","20,815,000","20,985,000","32,740,000","13,112,000","14,515,000","11,666,000","37,736,000","17,646,000","21,619,000","21,876,000","28,553,000","16,969,000","6,706,000","10,626,000","11,970,000","16,433,000","1,119,000","10,974,000","12,849,000","9,370,000","7,013,000","4,817,000","14,595,000","4,132,000","5,396,000","8,648,000","10,997,000","6,270,000","5,518,000","-262,000","15,092,000","-1,994,000","12,755,000","-2,823,000","19,711,000","-3,551,000","9,505,000","1,766,000","12,143,000","5,116,000","8,859,000","327,000","11,847,000","3,393,000","8,870,000","-2,676,000","10,208,000","4,104,000","11,813,000","-1,926,000"
	CashFlowFromContinuingOperatingActivities,"93,089,000","25,231,000","81,092,000","-53,179,000","39,945,000","26,020,000","49,174,000","-14,063,000","188,788,000","57,578,000","45,175,000","-15,517,000","-33,498,000","50,344,000","70,393,000","34,259,000","31,060,000","73,744,000","30,262,000","-12,287,000","17,331,000","2,493,000","96,883,000","-7,895,000","76,824,000","123,849,000","41,782,000","29,135,000","18,881,000","38,681,000","38,437,000","24,548,000","5,138,000","31,003,000","46,017,000","27,217,000","18,569,000","23,107,000","47,032,000","11,696,000","20,815,000","20,985,000","32,740,000","13,112,000","14,515,000","11,666,000","37,736,000","17,646,000","21,619,000","21,876,000","28,553,000","16,969,000","6,706,000","10,626,000","11,970,000","16,433,000","1,119,000","10,974,000","12,849,000","9,370,000","7,013,000","4,817,000","14,595,000","4,132,000","5,396,000","8,648,000","10,997,000","6,270,000","5,518,000","-262,000","15,092,000","-1,994,000","12,755,000","-2,823,000","19,711,000","-3,551,000","9,505,000","1,766,000","12,143,000","5,116,000","8,859,000","327,000","11,847,000","3,393,000","8,870,000","-2,676,000","10,208,000","4,104,000","11,813,000","-1,926,000"
		NetIncomeFromContinuingOperations,"64,141,000","23,656,000","-4,813,000","20,747,000","24,551,000","26,878,000","12,172,000","46,813,000","44,911,000","28,092,000","10,259,000","31,088,000","18,251,000","16,791,000","111,924,000","31,988,000","7,976,000","20,547,000","129,908,000","32,730,000","22,061,000","32,764,000","13,568,000","32,410,000","30,251,000","33,196,000","10,960,000","19,815,000","18,748,000","19,567,000","11,454,000","-4,413,000","16,138,000","17,777,000","18,792,000","15,350,000","-1,433,000","19,634,000",,,,,,,,"13,305,000","14,278,000","9,282,000","8,493,000","326,000","1,338,000","4,161,000","6,029,000","5,913,000","-602,000","2,890,000","3,530,000","4,409,000","5,168,000","4,846,000","3,737,000","4,074,000","2,869,000","3,443,000","2,309,000","2,952,000","1,651,000","3,060,000","336,000","2,958,000","-12,574,000","4,804,000","5,751,000","5,314,000","5,671,000","3,226,000","4,030,000","2,241,000","3,659,000","3,861,000","4,707,000","3,018,000","2,611,000","1,085,000","1,694,000","608,000","-2,062,000","189,000","1,144,000","-556,000"
		OperatingGainsLosses,"7,595,000","-7,113,000",,,"-4,000","-26,000","11,000","0",,,,,,,"-166,575,000","0","546,000","2,778,000","3,287,000","0","1,045,000","1,726,000","0","0","791,000","2,836,000",,,,,"1,557,000","2,978,000",,,"0","2,813,000",,,,,,,"0","0",,,"0","0","0","15,224,000","8,005,000",,,,,,,,,,,,"0",,,,"119,000",,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"-176,386,000","0","0","0","0","0","0","1,608,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,"775,000","30,000","-4,000","-26,000","11,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"97,096,000","23,685,000","25,702,000","24,082,000","23,627,000","23,449,000","20,215,000","18,558,000","18,372,000","18,515,000","18,158,000","18,175,000","17,296,000","16,501,000","13,706,000","13,526,000","13,343,000","13,064,000","12,888,000","11,737,000","12,329,000","12,218,000","10,453,000","8,655,000","9,154,000","9,004,000","8,141,000","7,136,000","6,832,000","6,544,000","6,651,000","6,838,000","7,050,000","6,895,000","7,075,000","5,983,000","5,599,000","5,420,000","5,410,000","4,529,000","4,473,000","4,441,000","4,265,000","4,038,000","3,972,000","3,954,000","3,905,000","3,761,000","3,698,000","3,659,000","4,385,000","5,899,000","3,610,000","3,560,000","1,756,000","4,679,000","4,636,000","4,481,000","4,385,000","4,635,000","4,237,000","3,231,000","2,829,000","2,669,000","2,837,000","2,479,000","2,480,000","2,467,000","2,391,000","2,365,000","4,284,000","1,734,000","1,632,000","1,605,000","1,782,000","1,491,000","1,380,000","1,361,000","1,414,000","1,358,000","1,302,000","1,226,000","3,637,000","3,582,000","3,546,000","3,525,000","4,031,000","4,011,000","3,742,000","3,970,000"
			DepreciationAndAmortization,"97,096,000","23,685,000","25,702,000","24,082,000","23,627,000","23,449,000","20,215,000","18,558,000","18,372,000","18,515,000","18,158,000","18,175,000","17,296,000","16,501,000","13,706,000","13,526,000","13,343,000","13,064,000","12,888,000","11,737,000","12,329,000","12,218,000","10,453,000","8,655,000","9,154,000","9,004,000","8,141,000","7,136,000","6,832,000","6,544,000","6,651,000","6,838,000","7,050,000","6,895,000","7,075,000","5,983,000","5,599,000","5,420,000","5,410,000","4,529,000","4,473,000","4,441,000","4,265,000","4,038,000","3,972,000","3,954,000","3,905,000","3,761,000","3,698,000","3,659,000","4,385,000","5,899,000","3,610,000","3,560,000","1,756,000","4,679,000","4,636,000","4,481,000","4,385,000","4,635,000","4,237,000","3,231,000","2,829,000","2,669,000","2,837,000","2,479,000","2,480,000","2,467,000","2,391,000","2,365,000","4,284,000","1,734,000","1,632,000","1,605,000","1,782,000","1,491,000","1,380,000","1,361,000","1,414,000","1,358,000","1,302,000","1,226,000","3,637,000","3,582,000","3,546,000","3,525,000","4,031,000","4,011,000","3,742,000","3,970,000"
				Depreciation,"97,096,000","23,685,000","25,702,000","24,082,000","23,627,000","23,449,000","20,215,000","18,558,000","18,372,000","18,515,000","18,158,000","18,175,000","17,296,000","16,501,000","13,706,000","13,526,000","13,343,000","13,064,000","12,888,000","11,737,000","12,329,000","12,218,000","10,453,000","8,655,000","9,154,000","9,004,000","8,141,000","7,136,000","6,832,000","6,544,000","6,651,000","6,838,000","7,050,000","6,895,000","7,075,000","5,983,000","5,599,000","5,420,000",,,,,,,,,,,,,"3,848,000",,,,,"3,887,000","3,844,000","3,689,000","3,592,000","3,843,000","3,405,000","2,458,000","2,121,000","1,959,000","2,133,000","1,771,000","1,783,000","1,769,000","1,693,000","1,667,000","1,752,000","1,734,000","1,632,000","1,605,000",,,,,,,,,,,,,,,,
				AmortizationCashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"537,000",,,,,"792,000","792,000","792,000","793,000","792,000","832,000","773,000","708,000","710,000","704,000","708,000","697,000","698,000","698,000","698,000",,,,,,,,,,,,,,,,,,,,
