name,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,08/31/1990
TotalAssets,"14,520,565,000","14,078,473,000","14,460,949,000","14,516,199,000","14,137,946,000","14,159,993,000","14,568,574,000","14,423,872,000","12,902,131,000","12,863,749,000","12,700,456,000","9,895,913,000","9,773,740,000","9,745,095,000","9,523,581,000","9,346,980,000","9,301,769,000","9,403,719,000","9,397,084,000","9,259,781,000","9,028,264,000","8,902,630,000","8,742,544,000","8,599,787,000","8,464,105,000","8,366,414,000","8,217,528,000","8,102,349,000","8,032,440,000","7,949,965,000","7,717,101,000","7,517,858,000","7,371,802,000","7,262,892,000","7,023,423,000","6,892,089,000","6,783,041,000","6,662,188,000","6,398,039,000","6,265,639,000","6,148,854,000","6,056,464,000","5,932,580,000","5,869,602,000","5,884,878,000","5,765,603,000","5,640,489,000","5,571,594,000","5,452,770,000","5,424,992,000","5,385,823,000","5,318,405,000","5,296,176,000","5,235,085,000","5,113,214,000","5,257,112,000","5,026,904,000","4,938,397,000","4,874,217,000","4,804,709,000","4,722,498,000","4,646,506,000","4,611,685,000","4,526,306,000","4,442,919,000","4,401,853,000","4,339,831,000","4,245,257,000","4,168,502,000","4,059,437,000","4,020,050,000","3,912,565,000","3,788,556,000","3,701,716,000","3,720,275,000","3,680,466,000","3,647,848,000","3,614,582,000","3,612,513,000","3,477,791,000","3,444,247,000","3,421,448,000","3,504,852,000","3,432,512,000","3,447,166,000","3,391,125,000","3,409,708,000","3,333,218,000","3,342,809,000","3,344,300,000","3,366,500,000","3,284,800,000","3,230,500,000","3,094,300,000","2,940,200,000","2,748,100,000","2,210,700,000","1,980,800,000","1,954,300,000","1,884,000,000","1,827,000,000","1,684,600,000","1,600,400,000","1,498,400,000","1,404,000,000","1,292,300,000","1,196,300,000","1,111,800,000","1,022,500,000","967,700,000","937,400,000","882,100,000","845,900,000","766,400,000","741,100,000","696,500,000","639,000,000","566,500,000","536,800,000","502,100,000","477,900,000","449,300,000","418,200,000","398,900,000","405,700,000","328,400,000"
	CurrentAssets,"6,254,721,000","5,903,770,000","6,349,146,000","6,415,303,000","6,224,396,000","6,326,845,000","6,836,795,000","6,811,872,000","5,397,993,000","5,300,547,000","5,156,975,000","5,028,685,000","4,971,340,000","4,997,072,000","4,814,329,000","4,635,869,000","4,671,277,000","4,826,307,000","4,717,192,000","4,611,255,000","4,507,249,000","4,492,767,000","4,368,686,000","4,239,573,000","4,225,486,000","4,209,813,000","4,053,871,000","3,970,294,000","3,950,490,000","3,913,863,000","3,707,581,000","3,580,612,000","3,587,844,000","3,538,498,000","3,370,235,000","3,278,013,000","3,178,323,000","3,123,368,000","3,062,291,000","2,978,946,000","2,944,272,000","2,908,564,000","2,842,673,000","2,792,425,000","2,806,529,000","2,738,115,000","2,660,564,000","2,611,821,000","2,578,948,000","2,648,713,000","2,617,941,000","2,561,730,000","2,607,984,000","2,580,867,000","2,462,145,000","2,586,301,000","2,386,938,000","2,356,644,000","2,319,737,000","2,270,455,000","2,230,781,000","2,180,348,000","2,157,294,000","2,118,927,000","2,040,376,000","2,034,992,000","2,000,758,000","1,929,459,000","1,911,738,000","1,847,054,000","1,840,244,000","1,755,757,000","1,643,453,000","1,600,354,000","1,632,385,000","1,584,994,000","1,605,303,000","1,577,914,000","1,565,845,000","1,450,128,000","1,371,977,000","1,350,012,000","1,416,383,000","1,328,511,000","1,293,616,000","1,238,392,000","1,256,358,000","1,186,780,000","1,208,339,000","1,231,100,000","1,276,100,000","1,225,100,000","1,236,900,000","1,145,100,000","1,138,000,000","1,117,100,000","853,300,000","787,300,000","796,900,000","778,800,000","824,200,000","731,100,000","676,700,000","613,100,000","592,700,000","533,100,000","475,800,000","447,800,000","426,100,000","421,700,000","433,700,000","424,400,000","438,300,000","391,100,000","396,100,000","378,500,000","365,000,000","316,000,000","298,800,000","280,400,000","278,500,000","263,100,000","243,000,000","234,500,000","254,800,000","192,800,000"
		CashCashEquivalentsAndShortTermInvestments,"263,044,000","239,423,000","961,125,000","1,171,335,000","975,646,000","1,026,164,000","1,664,005,000","1,750,815,000","509,118,000","152,970,000","158,089,000","176,300,000","174,058,000","195,665,000","252,086,000","217,824,000","218,386,000","288,522,000","257,677,000","293,270,000","227,141,000","210,649,000","195,538,000","189,734,000","213,380,000","207,958,000","165,486,000","175,309,000","153,288,000","151,539,000","117,192,000","124,485,000","145,349,000","139,755,000","125,852,000","142,191,000","133,685,000","115,548,000","99,864,000","103,093,000","103,100,000","103,207,000","96,676,000","97,606,000","100,367,000","107,881,000","98,013,000","98,280,000","95,762,000","105,161,000","79,603,000","92,706,000","94,287,000","107,973,000","85,756,000","242,461,000","81,654,000","93,465,000","79,813,000","86,654,000","82,573,000","86,062,000","73,359,000","91,558,000","83,968,000","81,372,000","81,378,000","74,810,000","77,378,000","80,139,000","63,881,000","76,852,000","6,758,000","6,711,000","6,664,000","6,742,000","6,638,000","6,559,000","6,530,000","6,498,000","7,242,000","7,228,000","7,285,000","7,286,000","7,188,000","7,110,000","7,041,000","6,969,000","6,821,000","6,800,000","6,700,000","5,900,000","5,800,000","6,300,000","7,100,000","6,600,000","5,900,000","4,800,000","4,400,000","4,700,000","4,800,000","4,600,000","3,900,000","3,900,000","4,800,000","3,000,000","2,900,000","6,400,000","2,500,000","7,900,000","46,200,000","56,200,000","73,600,000","60,700,000","90,800,000","84,500,000","83,900,000","75,400,000","73,800,000","57,800,000","41,400,000","30,100,000","25,100,000","9,000,000","1,000,000","900,000"
			CashAndCashEquivalents,"263,044,000","239,423,000","961,125,000","1,171,335,000","975,646,000","1,026,164,000","1,664,005,000","1,750,815,000","509,118,000","152,970,000","158,089,000","176,300,000","174,058,000","195,665,000","252,086,000","217,824,000","218,386,000","288,522,000","257,677,000","293,270,000","227,141,000","210,649,000","195,538,000","189,734,000","213,380,000","207,958,000","165,486,000","175,309,000","153,288,000","151,539,000","117,192,000","124,485,000","145,349,000","139,755,000","125,852,000","142,191,000","133,685,000","115,548,000","99,864,000","103,093,000","103,100,000","103,207,000","96,676,000","97,606,000","100,367,000","107,881,000","98,013,000","98,280,000","95,762,000","105,161,000","79,603,000","92,706,000","94,287,000","107,973,000","85,756,000","242,461,000","81,654,000","93,465,000","79,813,000","86,654,000","82,573,000","86,062,000","73,359,000","91,558,000","83,968,000","81,372,000","81,378,000","74,810,000","77,378,000","80,139,000","63,881,000","76,852,000","6,758,000","6,711,000","6,664,000","6,742,000","6,638,000","6,559,000","6,530,000","6,498,000","7,242,000","7,228,000","7,285,000","7,286,000","7,188,000","7,110,000","7,041,000","6,969,000","6,821,000","6,800,000","6,700,000","5,900,000","5,800,000","6,300,000","7,100,000","6,600,000","5,900,000","4,800,000","4,400,000","4,700,000","4,800,000","4,600,000","3,900,000","3,900,000","4,800,000","3,000,000","2,900,000","6,400,000","2,500,000","7,900,000","46,200,000","56,200,000","73,600,000","60,700,000","90,800,000","84,500,000","83,900,000","75,400,000","73,800,000","57,800,000","41,400,000","30,100,000","25,100,000","9,000,000","1,000,000","900,000"
		Receivables,"439,820,000","405,585,000","379,276,000","378,392,000","359,669,000","352,517,000","350,915,000","364,774,000","266,920,000","340,280,000","333,246,000","308,995,000","281,610,000","298,319,000","275,194,000","258,136,000","261,299,000","282,532,000","272,450,000","280,733,000","276,110,000","246,882,000","270,768,000","287,680,000","294,529,000","295,792,000","248,120,000","247,872,000","212,068,000","196,650,000","195,521,000","200,899,000","190,848,000","191,115,000","173,114,000","171,638,000","155,550,000","160,420,000","173,338,000","161,375,000","133,941,000","144,790,000","135,695,000","140,690,000","136,369,000","140,227,000","116,645,000","125,802,000","121,325,000","147,466,000","142,721,000","126,514,000","140,754,000","125,312,000","67,440,000","71,241,000","74,965,000","65,270,000","53,900,000","59,876,000","52,742,000","59,915,000","73,832,000","80,363,000","102,600,000","124,267,000","113,761,000","118,263,000","120,121,000","104,578,000","73,312,000","68,372,000","84,316,000","77,282,000","64,962,000","43,746,000","44,780,000","29,274,000","28,899,000","23,782,000","22,500,000","17,959,000","31,110,000","19,135,000","22,581,000","22,984,000","24,772,000","21,407,000","18,006,000","18,900,000","33,200,000","25,900,000","36,200,000","40,000,000","39,700,000","44,400,000","19,300,000","19,700,000","22,400,000","18,700,000","22,400,000","21,000,000","18,300,000","15,500,000","15,100,000","10,200,000","8,900,000","9,700,000","7,200,000","7,700,000","8,600,000","7,100,000","8,000,000","7,700,000","10,400,000","10,200,000","8,400,000","4,900,000","6,200,000","5,900,000","6,900,000","6,100,000","5,000,000","4,200,000","4,300,000","4,200,000"
			AccountsReceivable,"439,820,000","405,585,000","379,276,000","378,392,000","359,669,000","352,517,000","350,915,000","364,774,000","266,920,000","340,280,000","333,246,000","308,995,000","281,610,000","298,319,000","275,194,000","258,136,000","261,299,000","282,532,000","272,450,000","280,733,000","276,110,000","246,882,000","270,768,000","287,680,000","294,529,000","295,792,000","248,120,000","247,872,000","212,068,000","196,650,000","195,521,000","200,899,000","190,848,000","191,115,000","173,114,000","171,638,000","155,550,000","160,420,000","173,338,000","161,375,000","133,941,000","144,790,000","135,695,000","140,690,000","136,369,000","140,227,000","116,645,000","125,802,000","121,325,000","147,466,000","142,721,000","126,514,000","140,754,000","125,312,000","67,440,000","71,241,000","74,965,000","65,270,000","53,900,000","59,876,000","52,742,000","59,915,000","73,832,000","80,363,000","102,600,000","124,267,000","113,761,000","118,263,000","120,121,000","104,578,000","73,312,000","68,372,000","84,316,000","77,282,000","64,962,000","43,746,000","44,780,000","29,274,000","28,899,000","23,782,000","22,500,000","17,959,000","31,110,000","19,135,000","22,581,000","22,984,000","24,772,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				GrossAccountsReceivable,,,,"389,792,000",,,,,,,,"317,495,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142,790,000",,,,"127,202,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,"-11,400,000",,,,,,,,"-8,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,100,000",,,,"-1,400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"5,313,114,000","5,031,222,000","4,768,258,000","4,639,813,000","4,665,477,000","4,736,826,000","4,628,334,000","4,473,282,000","4,440,602,000","4,606,211,000","4,463,124,000","4,319,113,000","4,325,659,000","4,305,469,000","4,090,376,000","3,943,670,000","4,005,820,000","4,085,528,000","4,012,104,000","3,882,086,000","3,861,052,000","3,902,121,000","3,773,242,000","3,631,916,000","3,597,251,000","3,590,687,000","3,515,703,000","3,421,635,000","3,468,249,000","3,456,812,000","3,280,228,000","3,140,100,000","3,133,350,000","3,089,245,000","2,947,556,000","2,861,014,000","2,796,782,000","2,758,543,000","2,702,103,000","2,627,983,000","2,629,821,000","2,577,704,000","2,531,210,000","2,466,107,000","2,491,981,000","2,418,751,000","2,361,512,000","2,304,579,000","2,288,364,000","2,261,528,000","2,262,823,000","2,207,497,000","2,240,511,000","2,190,198,000","2,186,627,000","2,150,109,000","2,106,473,000","2,068,483,000","2,051,524,000","2,007,430,000","1,979,238,000","1,910,849,000","1,883,348,000","1,846,650,000","1,752,687,000","1,722,681,000","1,681,015,000","1,663,860,000","1,639,190,000","1,591,996,000","1,629,312,000","1,561,479,000","1,517,071,000","1,487,478,000","1,519,573,000","1,511,316,000","1,497,643,000","1,490,172,000","1,484,699,000","1,375,584,000","1,291,189,000","1,273,420,000","1,325,437,000","1,242,896,000","1,214,942,000","1,159,161,000","1,179,999,000","1,108,978,000","1,133,182,000","1,147,400,000","1,180,800,000","1,129,700,000","1,091,500,000","995,800,000","1,005,000,000","966,600,000","768,500,000","719,800,000","724,900,000","709,400,000","750,600,000","664,200,000","610,500,000","555,900,000","531,300,000","488,100,000","422,500,000","395,800,000","378,800,000","375,400,000","349,800,000","334,100,000","321,100,000","292,400,000","269,700,000","260,100,000","251,000,000","214,600,000","201,400,000","198,200,000","213,200,000","208,900,000","196,000,000","205,700,000","235,800,000","176,700,000"
			FinishedGoods,"5,313,114,000","5,031,222,000","4,768,258,000","4,639,813,000","4,665,477,000","4,736,826,000","4,628,334,000","4,473,282,000","4,440,602,000","4,606,211,000","4,463,124,000","4,319,113,000","4,325,659,000","4,305,469,000","4,090,376,000","3,943,670,000","4,005,820,000","4,085,528,000","4,012,104,000","3,882,086,000","3,861,052,000","3,902,121,000","3,773,242,000","3,631,916,000","3,597,251,000","3,590,687,000","3,515,703,000","3,421,635,000","3,468,249,000","3,456,812,000","3,280,228,000","3,140,100,000","3,133,350,000","3,089,245,000","2,947,556,000","2,861,014,000","2,796,782,000","2,758,543,000","2,702,103,000","2,627,983,000","2,629,821,000","2,577,704,000","2,531,210,000","2,466,107,000","2,491,981,000","2,418,751,000","2,361,512,000","2,304,579,000","2,288,364,000","2,261,528,000","2,262,823,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
