name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013
OperatingCashFlow,"1,147,000,000","298,000,000","224,000,000","368,000,000","257,000,000","402,000,000","295,000,000","338,000,000","183,000,000","298,000,000","197,000,000","263,000,000","274,000,000","221,000,000","240,000,000","235,000,000","38,000,000","111,000,000","171,000,000","64,000,000","98,000,000","49,000,000","102,000,000","139,000,000","68,000,000","117,000,000","92,000,000","81,000,000","135,000,000","68,000,000","92,000,000","201,000,000","87,000,000","140,000,000","135,000,000","135,000,000","115,000,000","152,000,000","164,000,000"
	CashFlowFromContinuingOperatingActivities,"1,147,000,000","298,000,000","224,000,000","368,000,000","257,000,000","402,000,000","295,000,000","338,000,000","183,000,000","298,000,000","197,000,000","263,000,000","274,000,000","221,000,000","240,000,000","235,000,000","38,000,000","111,000,000","171,000,000","64,000,000","98,000,000","49,000,000","102,000,000","139,000,000","68,000,000","117,000,000","92,000,000","81,000,000","135,000,000","68,000,000","92,000,000","201,000,000","87,000,000","140,000,000","135,000,000","135,000,000","115,000,000","152,000,000","164,000,000"
		NetIncomeFromContinuingOperations,"1,023,000,000","258,000,000","229,000,000","282,000,000","254,000,000","186,000,000","172,000,000","217,000,000","176,000,000","71,000,000","163,000,000","195,000,000","159,000,000","153,000,000","114,000,000","-114,000,000","121,000,000","64,000,000","94,000,000","-38,000,000","-18,000,000","49,000,000","109,000,000","92,000,000","91,000,000","88,000,000","64,000,000","277,000,000","70,000,000","96,000,000","70,000,000","101,000,000","107,000,000","110,000,000","74,000,000","115,000,000","111,000,000","121,000,000","110,000,000"
		OperatingGainsLosses,,,,"0","0",,,,,,,"0","0","0","-1,000,000","-12,000,000","0",,,"0","0","0","-8,000,000","0","0","0","-10,000,000",,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,"0","0","0","0","-8,000,000","0","0","0","-10,000,000",,,,,,,,,,,,
			PensionAndEmployeeBenefitExpense,"0",,,"0","0",,,,,,,,,,"2,000,000","1,000,000","0","0","0",,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"233,000,000","55,000,000","57,000,000","57,000,000","64,000,000","85,000,000","87,000,000","87,000,000","80,000,000","79,000,000","80,000,000","79,000,000","78,000,000","75,000,000","76,000,000","77,000,000","76,000,000","79,000,000","78,000,000","72,000,000","80,000,000","41,000,000","32,000,000","33,000,000","34,000,000","34,000,000","33,000,000","30,000,000","23,000,000","23,000,000","23,000,000","25,000,000","20,000,000","20,000,000","19,000,000","20,000,000","19,000,000","19,000,000","19,000,000"
			DepreciationAndAmortization,"233,000,000","55,000,000","57,000,000","57,000,000","64,000,000","85,000,000","87,000,000","87,000,000","80,000,000","79,000,000","80,000,000","79,000,000","78,000,000","75,000,000","76,000,000","77,000,000","76,000,000","79,000,000","78,000,000","72,000,000","80,000,000","41,000,000","32,000,000","33,000,000","34,000,000","34,000,000","33,000,000","30,000,000","23,000,000","23,000,000","23,000,000","25,000,000","20,000,000","20,000,000","19,000,000","20,000,000","19,000,000","19,000,000","19,000,000"
				Depreciation,"119,000,000","29,000,000","30,000,000","30,000,000","30,000,000","29,000,000","28,000,000","28,000,000","26,000,000","26,000,000","24,000,000","24,000,000","24,000,000","24,000,000","24,000,000","25,000,000",,,,,,,,,,,,,,,,,,,,,,,
				AmortizationCashFlow,"114,000,000","26,000,000","27,000,000","27,000,000","34,000,000","56,000,000","59,000,000","59,000,000","54,000,000","53,000,000","56,000,000","55,000,000","54,000,000","51,000,000","52,000,000","52,000,000",,,,,,,,,,,,,,,,,,,,,,,
