name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014
OtherIncomeExpense,"3,998,000","1,227,000","1,041,000","938,000","792,000","-3,892,000","2,371,000","797,000","655,000","-49,104,000","-498,000","106,000","939,000","888,000","957,000","58,000","-5,385,000","-4,811,000","401,000","274,000","216,000","1,581,000","870,000","-970,000","-4,833,000","2,200,000","533,000","409,000","510,000","416,000","-2,070,000","457,000","619,000"
	GainOnSaleOfSecurity,,,,,,,,,,,,,,"0",,"-376,000","-6,019,000","-5,415,000",,,,"-141,000",,,,"-19,000",,,,"0",,,
	SpecialIncomeCharges,"0","0","0",,,"0","1,382,000",,,"-49,669,000","0","-707,000",,"0","0","0","0","0","0","0","-74,000","0","-211,000","-1,466,000","-5,426,000",,"0","0",,,,,
		ImpairmentOfCapitalAssets,"0",,,,,,,,,"63,074,000",,,,,,,,,,,,,,,,,,,,,,,
		WriteOff,"1,331,000",,,,,,,,,"624,000","0","707,000",,"0","0","0","0","0","0","0","74,000","0","211,000","1,466,000","5,426,000",,"0","0",,,,,
		OtherSpecialCharges,"-14,029,000",,,,,"0","-1,382,000",,,"-14,029,000",,,,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"3,998,000","1,227,000","1,041,000","938,000","792,000","-3,892,000","989,000","797,000","655,000","-59,000","-498,000","106,000","939,000","888,000","957,000","434,000","634,000","1,314,000","401,000","274,000","216,000","1,962,000","870,000","-970,000","-4,833,000","2,219,000","533,000","409,000","510,000","416,000","424,000","457,000","619,000"
PretaxIncome,"364,819,000","102,922,000","82,594,000","98,130,000","81,173,000","41,690,000","21,835,000","36,746,000","36,823,000","-36,845,000","13,695,000","37,065,000","32,410,000","18,327,000","7,257,000","32,971,000","11,486,000","15,247,000","15,198,000","28,006,000","25,403,000","24,694,000","13,590,000","17,934,000","15,322,000","16,865,000","-3,031,000","5,448,000","5,866,000","-1,527,000","-12,471,000","2,462,000","-6,787,000"
TaxProvision,"91,377,000","26,426,000","21,211,000","23,769,000","19,971,000","7,944,000","5,709,000","8,277,000","9,604,000","4,611,000","2,816,000","7,927,000","7,590,000","1,702,000","1,442,000","8,059,000","2,836,000","5,328,000","-4,488,000","9,983,000","10,060,000","10,422,000","5,363,000","710,000","6,159,000","7,250,000","-819,000","2,623,000","3,080,000","-3,138,000","-933,000","259,000","-714,000"
NetIncomeCommonStockholders,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,257,000","10,879,000","29,138,000","24,501,000","17,565,000","5,659,000","24,247,000","8,494,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","3,580,000","-2,212,000","2,825,000","2,786,000","9,602,000","-11,538,000","2,203,000","-6,073,000"
	NetIncome,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","24,912,000","8,650,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
		NetIncomeIncludingNoncontrollingInterests,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","24,912,000","8,650,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
			NetIncomeContinuousOperations,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","24,912,000","8,650,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
	OtherunderPreferredStockDividend,"0",,,,,,,"0","0","-199,000","0",,"319,000",,"156,000","665,000","156,000",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,257,000","10,879,000","29,138,000","24,501,000","17,565,000","5,659,000","24,247,000","8,494,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","3,580,000","-2,212,000","2,825,000","2,786,000","9,602,000","-11,538,000","2,203,000","-6,073,000"
BasicEPS,,"1.78","1.42","1.72","1.42","0.78","0.38","0.67","0.64","-0.98","0.26","0.7","0.6","0.4","0.14","0.59","0.21","0.24","0.48","0.44","0.37","0.35","0.2","0.42","0.24","0.272","-0.067","0.071","0.07",,,,"-0.153"
DilutedEPS,,"1.75","1.4","1.69","1.39","0.77","0.37","0.66","0.63","-0.98","0.25","0.68","0.59","0.39","0.14","0.58","0.2","0.24","0.47","0.43","0.36","0.34","0.2","0.42","0.24","0.272","-0.067","0.071","0.07",,,,"-0.153"
BasicAverageShares,,"42,977,000","43,094,000","43,135,000","43,089,000","42,994,000","42,726,000","42,723,000","42,624,000","42,435,000","42,223,000","41,761,000","41,001,000","40,487,000","40,912,000","41,149,000","41,094,000","41,048,000","41,036,000","41,006,000","40,970,905","40,955,632","40,942,905","40,942,905","38,200,597","32,892,905","32,892,905","39,768,418","39,768,418",,,,"39,768,418"
DilutedAverageShares,,"43,776,000","43,945,000","43,894,000","43,972,000","43,828,000","43,361,000","43,174,000","43,017,000","42,435,000","42,949,000","42,635,000","41,615,000","40,976,000","41,371,000","41,918,000","42,074,000","42,151,000","42,228,000","42,146,000","42,127,771","41,758,974","41,577,675","41,319,651","38,602,378","32,892,905","32,892,905","39,987,170","39,987,170",,,,"39,987,170"
TotalOperatingIncomeAsReported,"418,918,000","115,962,000","96,982,000","111,936,000","94,038,000","58,308,000","32,918,000","49,474,000","50,249,000","-35,407,000","30,667,000","54,518,000","49,748,000","36,220,000","25,826,000","52,095,000","33,059,000","28,165,000","22,668,000","35,649,000","32,687,000","30,312,000","20,151,000","26,058,000","27,732,000","24,093,000","5,909,000","14,299,000","14,613,000","6,928,000","-1,239,000","11,231,000","1,731,000"
TotalExpenses,"4,215,957,000","1,172,691,000","1,056,613,000","1,038,615,000","948,038,000","873,895,000","718,273,000","763,382,000","752,324,000","743,183,000","730,685,000","807,411,000","797,428,000","743,929,000","698,076,000","781,742,000","745,085,000","607,635,000","562,840,000","612,355,000","609,470,000","584,665,000","542,372,000","565,788,000","522,068,000","503,089,000","414,573,000","443,778,000","437,828,000","397,571,000","359,263,000","401,922,000","392,678,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","24,912,000","8,650,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
NormalizedIncome,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","15,104,702","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","25,196,256","13,182,307","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
InterestExpense,"58,097,000","14,267,000","15,429,000","14,744,000","13,657,000","12,726,000","13,454,000","13,525,000","14,081,000","15,408,000","16,474,000","17,559,000","18,277,000","18,781,000","19,526,000","19,182,000","16,188,000","8,107,000","7,871,000","7,917,000","7,500,000","7,198,000","7,431,000","7,154,000","7,577,000","9,428,000","9,473,000","9,260,000","9,257,000","8,871,000","9,162,000","9,226,000","9,137,000"
NetInterestIncome,"-58,097,000","-14,267,000","-15,429,000","-14,744,000","-13,657,000","-12,726,000","-13,454,000","-13,525,000","-14,081,000","-15,408,000","-16,474,000","-17,559,000","-18,277,000","-18,781,000","-19,526,000","-19,182,000","-16,188,000","-8,107,000","-7,871,000","-7,917,000","-7,500,000","-7,198,000","-7,431,000","-7,154,000","-7,577,000","-9,428,000","-9,473,000","-9,260,000","-9,257,000","-8,871,000","-9,162,000","-9,226,000","-9,137,000"
EBIT,"422,916,000","117,189,000","98,023,000","112,874,000","94,830,000","54,416,000","35,289,000","50,271,000","50,904,000","-21,437,000","30,169,000","54,624,000","50,687,000","37,108,000","26,783,000","52,153,000","27,674,000","23,354,000","23,069,000","35,923,000","32,903,000","31,892,000","21,021,000","25,088,000","22,899,000","26,293,000","6,442,000","14,708,000","15,123,000","7,344,000","-3,309,000","11,688,000","2,350,000"
EBITDA,"542,148,000"
ReconciledCostOfRevenue,"3,146,600,000","875,853,000","785,823,000","778,681,000","706,243,000","638,353,000","507,867,000","547,785,000","542,115,000","519,256,000","507,879,000","577,436,000","573,522,000","523,222,000","489,676,000","565,687,000","533,328,000","430,008,000","390,088,000","435,744,000","437,053,000","413,942,000","376,796,000","398,622,000","371,215,000","352,979,000","286,333,000","314,159,000","311,547,000","278,281,000","245,993,000","287,304,000","279,536,000"
ReconciledDepreciation,"119,232,000","32,365,000","29,750,000","29,403,000","27,714,000","28,221,000","25,562,000","27,245,000","27,097,000","28,318,000","29,422,000","29,518,000","29,275,000","30,130,000","30,220,000","30,787,000","26,322,000","15,982,000","16,490,000","16,713,000","16,345,000","17,761,000","18,316,000","17,368,000","15,795,000","16,879,000","15,998,000","15,267,000","16,071,000","15,979,000","15,519,000","15,817,000","16,850,000"
NetIncomeFromContinuingOperationNetMinorityInterest,"273,442,000","76,496,000","61,383,000","74,361,000","61,202,000","33,746,000","16,126,000","28,469,000","27,219,000","-41,456,000","10,879,000","29,138,000","24,820,000","16,625,000","5,815,000","24,912,000","8,650,000","9,919,000","19,686,000","18,023,000","15,343,000","14,272,000","8,227,000","17,224,000","9,163,000","9,615,000","-2,212,000","2,825,000","2,786,000","1,611,000","-11,538,000","2,203,000","-6,073,000"
TotalUnusualItemsExcludingGoodwill,"0","0","0",,,"0","1,382,000",,,"-49,669,000","0","-707,000",,"0","0","-376,000","-6,019,000","0","0","0","-74,000","0","-211,000","-1,466,000","-5,426,000","-19,000","0","0",,"0",,,
TotalUnusualItems,"0","0","0",,,"0","1,382,000",,,"-49,669,000","0","-707,000",,"0","0","-376,000","-6,019,000","0","0","0","-74,000","0","-211,000","-1,466,000","-5,426,000","-19,000","0","0",,"0",,,
NormalizedEBITDA,"542,148,000","149,554,000","127,773,000","142,277,000","122,544,000","82,637,000","59,469,000","77,516,000","78,001,000","6,881,000","59,591,000","84,142,000","79,962,000","67,238,000","57,003,000","83,316,000","60,015,000","39,336,000","39,559,000","52,636,000","49,248,000","49,653,000","39,337,000","42,456,000","38,694,000","43,172,000","22,451,000","29,975,000","31,194,000","23,341,000","12,210,000","27,505,000","19,200,000"
TaxRateForCalcs,"0.25","0.257","0.257","0.242","0.246","0.191","0.261","0.225","0.261","0.27","0.206","0.214","0.234","0.093","0.199","0.244","0.247","0.349","0.27","0.356","0.396","0.4","0.395","0.04","0.4","0.4","0.27","0.4","0.4","0.4","0.075","0.105","0.105"
TaxEffectOfUnusualItems,"0","0","0","0","0","0","360,702","0","0","0","0","0","0","0","0","-91,744","-1,486,693","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
