name,ttm
OperatingCashFlow,"-78,269,856"
FinancingCashFlow,"77,301,034"
EndCashPosition,"7,227"
	ChangesInCash,"-968,822"
	BeginningCashPosition,"976,049"
IssuanceOfCapitalStock,"49,320,894"
IssuanceOfDebt,"200,438,433"
RepaymentOfDebt,"-143,640,558"
FreeCashFlow,"-78,269,856"
