name,ttm,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999,01/31/1999,10/31/1998,07/31/1998,04/30/1998,01/31/1998,10/31/1997,07/31/1997,04/30/1997,01/31/1997,10/31/1996,07/31/1996,04/30/1996,01/31/1996,10/31/1995,07/31/1995,04/30/1995,01/31/1995,10/31/1994,07/31/1994,04/30/1994,01/31/1994,10/31/1993,07/31/1993,04/30/1993,01/31/1993,10/31/1992,07/31/1992,04/30/1992,01/31/1992,10/31/1991,07/31/1991,04/30/1991,01/31/1991,10/31/1990,07/31/1990,04/30/1990,01/31/1990,10/31/1989,07/31/1989,04/30/1989,01/31/1989,10/31/1988,07/31/1988,04/30/1988,01/31/1988,10/31/1987,07/31/1987,04/30/1987,01/31/1987,10/31/1986,07/31/1986,04/30/1986,01/31/1986,10/31/1985
TotalRevenue,"1,857,186,000","501,706,000","459,736,000","453,163,000","442,581,000","473,390,000","431,954,000","448,583,000","390,087,000","399,197,000","395,755,000","428,016,000","427,365,000","407,399,000","384,080,000","424,878,000","428,962,000","405,887,000","292,791,000","274,769,000","276,827,000","258,737,000","249,285,000","264,076,000","258,150,000","240,923,000","218,632,000","256,292,000","231,198,000","206,892,000","188,963,000","217,693,000","211,917,000","188,855,000","169,033,000","190,532,000","178,095,000","171,079,000","151,346,000","159,760,000","148,252,000","136,221,000","119,976,000","128,418,000","131,199,000","124,230,000","111,443,000","107,613,000","109,303,000","112,407,000","89,230,000","104,068,000","100,835,000","140,689,000","131,153,000","134,939,000","139,153,000","143,302,000","132,837,000","160,231,000","166,056,000","166,131,000","161,224,000","210,818,000","222,752,000","216,429,000","191,143,000","214,535,000","215,564,000","207,132,000","183,175,000","199,149,000","187,534,000","180,361,000","162,859,000","169,395,000","154,932,000","144,341,000","136,684,000","144,972,000","137,468,000","119,753,000","128,254,000","129,777,000","121,262,000","101,789,000","101,179,000","107,209,000","106,491,000","102,119,000","91,746,000","99,259,000","94,177,000","93,753,000","81,186,000","79,401,000","72,673,000","67,425,000","55,545,000","62,738,000","55,970,000","57,402,000","51,600,000","57,000,000","53,400,000","53,200,000","46,800,000","48,900,000","47,300,000","49,700,000","48,100,000","54,000,000","45,500,000","45,300,000","41,800,000","44,400,000","39,800,000","44,400,000","40,200,000","42,900,000","39,700,000","35,900,000","29,600,000","36,000,000","35,900,000","35,700,000","33,900,000","40,800,000","39,400,000","38,600,000","35,200,000","40,700,000","39,500,000","39,800,000","39,000,000","42,500,000","36,900,000","33,500,000","30,000,000","34,300,000","31,800,000","29,300,000","26,200,000","31,900,000","28,400,000","1,400,000","1,400,000","1,400,000"
	OperatingRevenue,"1,857,186,000","501,706,000","459,736,000","453,163,000","442,581,000","473,390,000","431,954,000","448,583,000","390,087,000","399,197,000","395,755,000","428,016,000","427,365,000","407,399,000","384,080,000","424,878,000","428,962,000","405,887,000","292,791,000","274,769,000","276,827,000","258,737,000","249,285,000","264,076,000","258,150,000","240,923,000","218,632,000","256,292,000","231,198,000","206,892,000","188,963,000","217,693,000","211,917,000","188,855,000","169,033,000","190,532,000","178,095,000","171,079,000","151,346,000","159,760,000","148,252,000","136,221,000","119,976,000","128,418,000","131,199,000","124,230,000","111,443,000","107,613,000","109,303,000","112,407,000","89,230,000","104,068,000","100,835,000","140,689,000","131,153,000","134,939,000","139,153,000","143,302,000","132,837,000","160,231,000","166,056,000","166,131,000","161,224,000","210,818,000","222,752,000","216,429,000","191,143,000","214,535,000","215,564,000","207,132,000","183,175,000","199,149,000","187,534,000","180,361,000","162,859,000","169,395,000","154,932,000","144,341,000","136,684,000","144,972,000","137,468,000","119,753,000","128,254,000","129,777,000","121,262,000","101,789,000","101,179,000","107,209,000","106,491,000","102,119,000","91,746,000","99,259,000","94,177,000","93,753,000","81,186,000","79,401,000","72,673,000","67,425,000","55,545,000","62,738,000","55,970,000","57,402,000","51,600,000","57,000,000","53,400,000","53,200,000","46,800,000","48,900,000","47,300,000","49,700,000","48,100,000","54,000,000","45,500,000","45,300,000","41,800,000","44,400,000","39,800,000","44,400,000","40,200,000","42,900,000","39,700,000","35,900,000","29,600,000","36,000,000","35,900,000","35,700,000","33,900,000","40,800,000","39,400,000","38,600,000","35,200,000","40,700,000","39,500,000","39,800,000","39,000,000","42,500,000","36,900,000","33,500,000","30,000,000","34,300,000","31,800,000","29,300,000","26,200,000","31,900,000","28,400,000","1,400,000","1,400,000","1,400,000"
CostOfRevenue,"1,630,742,000","432,219,000","407,916,000","401,469,000","389,138,000","399,584,000","356,134,000","359,072,000","309,949,000","323,928,000","323,407,000","340,966,000","332,846,000","320,277,000","307,227,000","338,116,000","333,226,000","316,692,000","242,412,000","217,434,000","218,333,000","201,166,000","197,689,000","207,924,000","198,833,000","192,052,000","174,034,000","200,240,000","181,025,000","163,572,000","153,846,000","180,712,000","174,803,000","156,668,000","143,032,000","158,258,000","144,380,000","138,767,000","127,839,000","134,966,000","126,209,000","118,855,000","105,388,000","112,304,000","112,792,000","107,846,000","99,279,000","97,797,000","94,916,000","93,901,000","83,318,000","91,399,000","89,001,000","113,112,000","110,768,000","115,471,000","117,093,000","119,906,000","115,125,000","132,522,000","131,747,000","131,354,000","132,156,000","167,955,000","173,641,000","170,708,000","157,788,000","180,808,000","178,674,000","170,673,000","148,794,000","156,479,000","148,664,000","145,024,000","129,054,000","134,861,000","121,099,000","113,016,000","106,314,000","109,690,000","101,704,000","100,882,000","90,540,000","92,950,000","85,997,000","59,612,000","74,871,000","79,800,000","77,299,000","59,800,000","69,493,000","73,750,000","68,104,000","66,808,000","59,089,000","56,750,000","50,767,000","46,095,000","39,343,000","43,376,000","39,639,000","46,656,000","35,200,000","38,600,000","37,900,000","37,500,000","35,200,000","37,400,000","36,200,000","36,500,000","35,200,000","38,600,000","32,900,000","32,500,000","30,800,000","33,100,000","31,100,000","34,000,000","32,400,000","33,100,000","30,700,000","28,000,000","24,100,000","26,400,000","26,900,000","26,400,000","27,500,000","31,000,000","30,000,000","7,800,000","26,300,000",,,,,,,,,,,,,,,,,
GrossProfit,"226,444,000","69,487,000","51,820,000","51,694,000","53,443,000","73,806,000","75,820,000","89,511,000","80,138,000","75,269,000","72,348,000","87,050,000","94,519,000","87,122,000","76,853,000","86,762,000","95,736,000","89,195,000","50,379,000","57,335,000","58,494,000","57,571,000","51,596,000","56,152,000","59,317,000","48,871,000","44,598,000","56,052,000","50,173,000","43,320,000","35,117,000","36,981,000","37,114,000","32,187,000","26,001,000","32,274,000","33,715,000","32,312,000","23,507,000","24,794,000","22,043,000","17,366,000","14,588,000","16,114,000","18,407,000","16,384,000","12,164,000","9,816,000","14,387,000","18,506,000","5,912,000","12,669,000","11,834,000","27,577,000","20,385,000","19,468,000","22,060,000","23,396,000","17,712,000","27,709,000","34,309,000","34,777,000","29,068,000","42,863,000","49,111,000","45,721,000","33,355,000","33,727,000","36,890,000","36,459,000","34,381,000","42,670,000","38,870,000","35,337,000","33,805,000","34,534,000","33,833,000","31,325,000","30,370,000","35,282,000","35,764,000","18,871,000","37,714,000","36,827,000","35,265,000","42,177,000","26,308,000","27,409,000","29,192,000","42,319,000","22,253,000","25,509,000","26,073,000","26,945,000","22,097,000","22,651,000","21,906,000","21,330,000","16,202,000","19,362,000","16,331,000","10,746,000","16,400,000","18,400,000","15,500,000","15,700,000","11,600,000","11,500,000","11,100,000","13,200,000","12,900,000","15,400,000","12,600,000","12,800,000","11,000,000","11,300,000","8,700,000","10,400,000","7,800,000","9,800,000","9,000,000","7,900,000","5,500,000","9,600,000","9,000,000","9,300,000","6,400,000","9,800,000","9,400,000","30,800,000","8,900,000",,,,,,,,,,,,,,,,,
OperatingExpense,"190,102,000","50,541,000","46,723,000","46,164,000","46,674,000","51,965,000","48,064,000","51,837,000","49,881,000","48,157,000","48,315,000","50,351,000","50,119,000","48,643,000","49,677,000","51,704,000","52,768,000","50,859,000","42,659,000","26,520,000","27,660,000","31,187,000","29,995,000","27,821,000","27,395,000","26,711,000","25,857,000","27,516,000","26,450,000","25,546,000","24,064,000","24,541,000","23,926,000","23,224,000","20,851,000","23,457,000","22,885,000","23,424,000","19,797,000","21,198,000","20,159,000","20,665,000","19,944,000","20,674,000","22,317,000","20,483,000","21,490,000","21,845,000","19,925,000","22,344,000","20,559,000","20,890,000","19,576,000","23,364,000","20,877,000","20,557,000","22,110,000","22,998,000","22,478,000","26,384,000","26,884,000","25,690,000","24,330,000","28,460,000","27,930,000","24,001,000","23,710,000","23,824,000","24,739,000","24,135,000","22,838,000","24,028,000","23,012,000","21,667,000","21,236,000","20,875,000","21,327,000","18,765,000","19,073,000","20,132,000","20,510,000","4,004,000","24,973,000","23,495,000","22,481,000","30,843,000","20,340,000","21,098,000","20,440,000","34,930,000","17,572,000","19,041,000","18,420,000","19,341,000","16,374,000","15,015,000","14,957,000","15,040,000","12,064,000","12,731,000","12,062,000","5,940,000","12,800,000","12,700,000","12,000,000","11,900,000","10,500,000","10,200,000","10,200,000","10,200,000","10,900,000","12,100,000","10,200,000","10,600,000","9,200,000","10,100,000","8,600,000","8,900,000","8,000,000","8,600,000","10,000,000","10,600,000","8,400,000","8,600,000","8,200,000","8,400,000","9,200,000","9,600,000","8,800,000","32,200,000","8,100,000",,,,,,,,,,,,,,,,,
	SellingGeneralAndAdministration,"190,102,000","50,541,000","46,723,000","46,164,000","46,674,000","51,965,000","48,064,000","51,837,000","49,881,000","48,157,000","48,315,000","50,351,000","50,119,000","48,643,000","49,677,000","51,704,000","52,768,000","50,859,000","42,659,000","26,520,000","27,660,000","31,187,000","29,995,000","27,821,000","27,395,000","26,711,000","25,857,000","27,516,000","26,450,000","25,546,000","24,064,000","24,541,000","23,926,000","23,224,000","20,851,000","23,457,000","22,885,000","23,424,000","19,797,000","21,597,000","20,159,000","20,665,000","19,944,000","20,674,000","22,317,000","20,483,000","21,490,000","21,845,000","19,925,000","22,344,000","20,559,000","20,890,000","19,576,000","23,364,000","20,877,000","20,557,000","22,110,000","22,998,000","22,478,000","26,384,000","26,884,000","25,690,000","24,330,000","28,460,000","27,930,000","24,001,000","23,710,000","23,824,000","24,739,000","24,135,000","22,838,000","24,028,000","23,012,000","21,667,000","21,236,000","20,875,000","21,327,000","18,765,000","19,073,000","20,132,000","20,510,000","4,004,000","24,973,000","23,495,000","22,481,000","11,208,000","20,340,000","21,098,000","20,440,000","20,218,000","17,572,000","19,041,000","18,420,000","19,341,000","16,374,000","15,015,000","14,957,000","15,040,000","12,064,000","12,731,000","12,062,000","11,740,000","10,800,000","10,800,000","6,700,000","9,900,000","8,400,000","8,300,000","8,400,000","8,200,000","9,000,000","10,000,000","8,400,000","8,700,000","7,400,000","8,300,000","6,900,000","7,000,000","6,300,000","7,000,000","8,400,000","9,200,000","7,000,000","7,200,000","6,900,000","7,000,000","7,800,000","8,200,000","7,400,000","30,700,000","6,700,000",,,,,,,,,,,,,,,,,
		GeneralAndAdministrativeExpense,"97,547,000","25,994,000","23,270,000","24,596,000","23,687,000","25,869,000","26,202,000","30,229,000","29,983,000","27,088,000","26,914,000","29,900,000","29,432,000","26,907,000","27,462,000","28,718,000","29,830,000","28,413,000","23,492,000","8,443,000","9,507,000","12,336,000","11,476,000","10,675,000","10,932,000","9,398,000","9,183,000","10,733,000","10,731,000","9,063,000","8,054,000","8,245,000","8,411,000","8,326,000","6,564,000","7,590,000","8,401,000","8,598,000","6,714,000","6,624,000","5,639,000","6,549,000","6,273,000","6,166,000","6,341,000","5,426,000","5,421,000","6,040,000","5,822,000","7,457,000","6,370,000","6,380,000","6,227,000","8,781,000","6,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherGandA,"97,547,000","25,994,000","23,270,000","24,596,000","23,687,000","25,869,000","26,202,000","30,229,000","29,983,000","27,088,000","26,914,000","29,900,000","29,432,000","26,907,000","27,462,000","28,718,000","29,830,000","28,413,000","23,492,000","8,443,000","9,507,000","12,336,000","11,476,000","10,675,000","10,932,000","9,398,000","9,183,000","10,733,000","10,731,000","9,063,000","8,054,000","8,245,000","8,411,000","8,326,000","6,564,000","7,590,000","8,401,000","8,598,000","6,714,000","6,624,000","5,639,000","6,549,000","6,273,000","6,166,000","6,341,000","5,426,000","5,421,000","6,040,000","5,822,000","7,457,000","6,370,000","6,380,000","6,227,000","8,781,000","6,118,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		SellingAndMarketingExpense,"92,555,000","24,547,000","23,453,000","21,568,000","22,987,000","26,096,000","21,862,000","21,608,000","19,898,000","21,069,000","21,401,000","20,451,000","20,687,000","21,736,000","22,215,000","22,986,000","22,938,000","22,446,000","19,167,000","18,077,000","18,153,000","18,851,000","18,519,000","17,146,000","16,463,000","17,313,000","16,674,000","16,783,000","15,719,000","16,483,000","16,010,000","16,296,000","15,515,000","14,898,000","14,287,000","15,867,000","14,484,000","14,826,000","13,083,000","14,973,000","14,520,000","14,116,000","13,671,000","14,508,000","15,976,000","15,057,000","16,069,000","15,805,000","14,103,000","14,887,000","14,189,000","14,510,000","13,349,000","14,583,000","14,759,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	DepreciationAmortizationDepletionIncomeStatement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000,000","1,900,000","1,900,000","2,000,000","2,100,000","1,900,000","1,800,000","2,000,000","1,900,000","2,100,000","1,800,000","1,900,000","1,800,000","1,800,000","1,700,000","1,900,000","1,700,000","1,600,000","1,600,000","1,400,000","1,400,000","1,400,000","1,300,000","1,400,000","1,400,000","1,400,000","1,400,000","1,500,000","1,400,000",,,,,,,,,,,,,,,,,
