name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012
OperatingCashFlow,"18,928,000","5,815,000","61,790,000","-39,023,000","-9,654,000","-29,966,000","17,084,000","-3,866,000","-27,682,000","9,460,000","-19,577,000","-6,477,000","109,156,000","-18,728,000","-16,781,000","-10,311,000","-28,419,000","-24,245,000","-6,666,000","-3,509,000","-12,788,000","-10,720,000","-15,788,000","134,074,000","-9,369,000","-14,300,000","-3,845,000","39,520,000","-6,916,000","-2,093,000","-5,864,000","-4,720,000","-5,774,000","-4,993,000","-4,148,000","-4,112,000","1,161,000","1,646,000","-3,909,000","-2,625,000"
	CashFlowFromContinuingOperatingActivities,"18,928,000","5,815,000","61,790,000","-39,023,000","-9,654,000","-29,966,000","17,084,000","-3,866,000","-27,682,000","9,460,000","-19,577,000","-6,477,000","109,156,000","-18,728,000","-16,781,000","-10,311,000","-28,419,000","-24,245,000","-6,666,000","-3,509,000","-12,788,000","-10,720,000","-15,788,000","134,074,000","-9,369,000","-14,300,000","-3,845,000","39,520,000","-6,916,000","-2,093,000","-5,864,000","-4,720,000","-5,774,000","-4,993,000","-4,148,000","-4,112,000","1,161,000","1,646,000","-3,909,000","-2,625,000"
		NetIncomeFromContinuingOperations,"108,712,000","23,594,000","73,061,000","-40,191,000","52,248,000","-2,487,000","-13,691,000","-12,550,000","-35,018,000","-8,074,000","-26,912,000","-10,225,000","-16,033,000","80,045,000","-18,199,000","3,151,000","-25,868,000","-29,493,000","-11,843,000","-15,563,000","-6,884,000","-14,635,000","-9,065,000","-8,077,000","47,165,000","-6,398,000","7,757,000","-10,037,000","-8,868,000","-6,444,000","-1,349,000","-6,278,000","-5,044,000","-3,751,000","-3,703,000","-1,835,000","-50,109,000","-4,612,000","-3,111,000","-2,589,000"
		OperatingGainsLosses,"-1,669,000","428,000","652,000","438,000","-3,187,000","193,000","132,000","235,000","-9,000","28,000","106,000","28,000","37,000","58,000","187,000","178,000","45,000","5,000","208,000","46,000","216,000","9,000","250,000","59,000","36,000","6,000","15,000","222,000","9,000","36,000","12,000","365,000","120,000","10,000","-36,000","61,000","5,000","159,000","-664,000","37,000"
			GainLossOnSaleOfPPE,"1,052,000","311,000","207,000","417,000","117,000","193,000","132,000","236,000","139,000","28,000","106,000","25,000","32,000","58,000","121,000","68,000","45,000","5,000","123,000","48,000","216,000","9,000","249,000","62,000","36,000","9,000","16,000","226,000","17,000","37,000","13,000","365,000","121,000","10,000","-36,000","65,000","8,000","168,000","153,000","68,000"
			GainLossOnInvestmentSecurities,,,"0","0",,,"0","0",,,,,,,,,,,,,,,"1,000","-3,000","0","-3,000","-1,000",,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"8,031,000","2,178,000","2,107,000","1,993,000","1,753,000","1,638,000","1,532,000","1,446,000","1,443,000","1,373,000","1,225,000","1,070,000","1,007,000","996,000","883,000","816,000","822,000","730,000","610,000","556,000","454,000","410,000","467,000","371,000","346,000","282,000","345,000","274,000","254,000","240,000","261,000","135,000","166,000","320,000","278,000","134,000","160,000","139,000","111,000","108,000"
			DepreciationAndAmortization,"8,031,000","2,178,000","2,107,000","1,993,000","1,753,000","1,638,000","1,532,000","1,446,000","1,443,000","1,373,000","1,225,000","1,070,000","1,007,000","996,000","883,000","816,000","822,000","730,000","610,000","556,000","454,000","410,000","467,000","371,000","346,000","282,000","345,000","274,000","254,000","240,000","261,000","135,000","166,000","320,000","278,000","134,000","160,000","139,000","111,000","108,000"
		AmortizationOfSecurities,"2,838,000","543,000","528,000","921,000","846,000","865,000","709,000","-143,000","-265,000","-573,000","-988,000","-1,457,000","-1,275,000","-601,000","-462,000","-338,000","-74,000","480,000","697,000","792,000","697,000","659,000","639,000","522,000","450,000","426,000","454,000","402,000","177,000","63,000",,,,,,,,,,
		AssetImpairmentCharge,,,"199,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		UnrealizedGainLossOnInvestmentSecurities,"-4,579,000","3,429,000","18,218,000","-1,505,000","-24,721,000","-12,980,000","689,000","-2,772,000","-358,000","2,336,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		StockBasedCompensation,"39,487,000","10,805,000","10,389,000","8,943,000","9,350,000","8,293,000","8,558,000","8,318,000","8,231,000","6,512,000","7,178,000","9,514,000","9,303,000","5,856,000","5,075,000","6,120,000","4,882,000","4,471,000","3,440,000","3,604,000","3,449,000","3,158,000","1,990,000","1,865,000","2,033,000","1,960,000","1,483,000","1,086,000","1,193,000","1,107,000","751,000","471,000","361,000","278,000","144,000","44,000","5,000","5,000","7,000","12,000"
		OtherNonCashItems,,,,,,,"-16,681,000","0","0","-4,589,000",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","49,107,000","660,000","646,000","627,000"
		ChangeInWorkingCapital,"-112,275,000","-35,162,000","-20,985,000","-10,185,000","-45,943,000","-25,488,000","35,836,000","1,600,000","-1,706,000","12,447,000","-186,000","-5,407,000","116,117,000","-105,082,000","-4,265,000","-20,238,000","-8,226,000","-438,000","222,000","7,056,000","-10,720,000","-321,000","-10,069,000","139,334,000","-59,399,000","-10,576,000","-13,899,000","47,573,000","319,000","2,905,000","-5,539,000","587,000","-1,377,000","-1,850,000","-831,000","-2,516,000","1,993,000","5,295,000","-898,000","-820,000"
			ChangeInReceivables,"-68,527,000","-27,071,000","-45,366,000","-5,913,000","9,885,000","-833,000","-13,413,000","-335,000","-1,401,000","14,964,000","-1,904,000","-9,068,000","127,426,000","-127,458,000","-7,720,000","-1,209,000","-470,000","-265,000","-1,540,000","13,601,000","-7,603,000","1,199,000","-5,517,000","146,565,000","-149,587,000","-563,000","125,000","56,000","-566,000","2,409,000","-2,947,000","41,000","451,000","-452,000","-61,000","0","526,000","-172,000","-354,000","0"
