name,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
TotalAssets,"2,226,084,365","95,813,907","1,965,134,036","1,513,989,930","1,700,062,487","1,616,135,205","1,364,766,895","480,092,194"
TotalLiabilitiesNetMinorityInterest,"76,214,094","4,137,885","76,527,840","73,918,387","72,022,994","93,094,358","60,660,010","47,313,373"
TotalEquityGrossMinorityInterest,"2,149,870,271","91,676,022","1,888,606,196","1,440,071,543","1,628,039,493","1,523,040,847","1,304,106,885","432,778,821"
	StockholdersEquity,"2,149,870,271","91,676,022","1,888,606,196","1,440,071,543","1,628,039,493","1,523,040,847","1,304,106,885","432,778,821"
		CapitalStock,"1,323,570,631","47,249,348","1,251,492,256","1,229,899,515","1,206,998,945","1,184,765,625","1,161,772,428","334,988,734"
			CommonStock,"1,323,570,631","47,249,348","1,251,492,256","1,229,899,515","1,206,998,945","1,184,765,625","1,161,772,428","334,988,734"
		RetainedEarnings,"826,299,640","44,426,674","637,113,940","263,563,709","421,040,548","392,666,076","142,334,457","-536,628"
		OtherEquityInterest,,,,"-53,391,681",,"-54,390,854",,"-14,137,383"
TotalCapitalization,"2,219,870,271","95,676,022","1,958,606,196","1,510,071,543","1,698,039,493","1,593,040,847","1,349,106,885","477,778,821"
CommonStockEquity,"2,149,870,271","91,676,022","1,888,606,196","1,440,071,543","1,628,039,493","1,523,040,847","1,304,106,885","432,778,821"
NetTangibleAssets,"2,149,870,271","91,676,022","1,888,606,196","1,440,071,543","1,628,039,493","1,523,040,847","1,304,106,885","432,778,821"
InvestedCapital,"2,219,870,271","95,676,022","1,958,606,196","1,510,071,543","1,698,039,493","1,593,040,847","1,349,106,885","477,778,821"
TangibleBookValue,"2,149,870,271","91,676,022","1,888,606,196","1,440,071,543","1,628,039,493","1,523,040,847","1,304,106,885","432,778,821"
TotalDebt,"70,000,000","4,000,000","70,000,000","70,000,000","70,000,000","70,000,000","45,000,000","45,000,000"
NetDebt,"70,000,000","4,000,000","69,999,738","69,999,832","69,992,389","69,795,001","45,000,000","44,962,370"
ShareIssued,"105,948,788","103,297,527","101,972,697","100,471,694","98,217,833","96,667,729","95,010,024","85,916,727"
OrdinarySharesNumber,"105,948,788","103,297,527","101,972,697","100,471,694","98,217,833","96,667,729","95,010,024","85,916,727"
