name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996
TotalAssets,"1,020,060,000","1,035,166,000","1,041,161,000","1,069,096,000","1,085,729,000","1,059,424,000","1,066,750,000","1,102,730,000","1,113,031,000","1,072,084,000","1,058,202,000","1,055,520,000","1,058,248,000","695,107,000","673,023,000","673,536,000","686,997,000","684,958,000","693,066,000","706,975,000","699,075,000","708,879,000","694,663,000","679,956,000","671,704,000","681,665,000","664,166,000","660,830,000","643,441,000","647,083,000","620,219,000","622,520,000","626,092,000","610,879,000","603,580,000","588,144,000","576,082,000","566,876,000","543,240,000","525,178,000","513,293,000","502,079,000","467,285,000","458,210,000","430,954,000","430,085,000","398,711,000","389,887,000","374,185,000","381,122,000","359,078,000","352,946,000","331,277,000","335,209,000","317,005,000","309,925,000","283,575,000","285,299,000","265,054,000","254,465,000","241,934,000","249,849,000","177,897,000","170,906,000","164,817,000","163,958,000","152,283,000","144,814,000","141,354,000","100,866,000","92,848,000","88,329,000","86,180,000","83,705,000","79,275,000","78,558,000","76,622,000","77,849,000","74,456,000","74,952,000","43,360,000","40,255,046","39,296,365","31,098,611","29,925,184","29,992,368","27,388,285","23,724,748","21,888,447","19,144,106","19,500,000","19,500,000","19,300,000","17,600,000","17,600,000","17,700,000","17,700,000","17,800,000","18,600,000","18,500,000","18,600,000","18,900,000","14,400,000"
	CurrentAssets,"73,590,000","90,815,000","101,852,000","131,605,000","133,218,000","95,290,000","93,375,000","119,505,000","112,580,000","64,605,000","55,295,000","57,626,000","58,339,000","78,487,000","60,462,000","56,134,000","64,191,000","60,329,000","59,825,000","66,349,000","57,046,000","77,073,000","66,959,000","68,199,000","72,098,000","93,003,000","77,486,000","76,190,000","73,649,000","81,318,000","62,426,000","68,518,000","82,153,000","70,836,000","71,950,000","76,015,000","81,139,000","82,720,000","74,215,000","74,498,000","83,990,000","86,999,000","71,888,000","85,711,000","75,207,000","82,721,000","54,400,000","57,800,000","57,610,000","74,298,000","37,804,000","43,947,000","30,301,000","35,722,000","27,238,000","34,037,000","30,823,000","75,985,000","69,391,000","76,153,000","78,836,000","95,548,000","37,380,000","44,989,000","50,357,000","58,231,000","57,911,000","57,648,000","59,950,000","28,320,000","27,213,000","28,551,000","31,394,000","32,107,000","29,545,000","32,002,000","32,425,000","35,911,000","37,934,000","42,980,000","13,927,000","11,199,937","10,979,576","4,863,143","2,865,739","2,462,536","2,088,084","1,498,624","1,400,077","1,058,513","2,600,000","2,900,000","3,100,000","2,300,000","2,400,000","2,700,000","2,600,000","3,100,000","4,000,000","4,800,000","5,600,000","6,400,000","2,300,000"
		CashCashEquivalentsAndShortTermInvestments,"27,201,000","38,527,000","59,815,000","87,975,000","90,247,000","51,664,000","64,924,000","86,741,000","80,309,000","22,394,000","24,373,000","23,376,000","25,673,000","29,224,000","25,632,000","19,363,000","28,705,000","24,335,000","28,694,000","22,675,000","23,562,000","22,761,000","25,948,000","22,930,000","26,950,000","34,604,000","26,572,000","25,456,000","25,961,000","30,683,000","24,399,000","30,329,000","44,122,000","30,983,000","30,451,000","34,642,000","40,446,000","33,390,000","38,551,000","33,459,000","42,988,000","45,396,000","40,301,000","55,570,000","48,058,000","53,192,000","29,927,000","32,707,000","33,251,000","44,906,000","12,693,000","12,732,000","6,299,000","8,852,000","2,851,000","6,677,000","5,210,000","52,717,000","50,296,000","64,096,000","68,388,000","84,653,000","29,780,000","35,617,000","41,950,000","49,847,000","52,217,000","50,829,000","51,986,000","19,541,000","22,964,000","24,109,000","26,920,000","26,940,000","27,314,000","29,502,000","29,413,000","32,734,000","36,497,000","41,400,000","12,036,000","8,903,162","9,804,838","3,690,216","1,750,889","1,405,379","1,098,075","648,195","444,497","188,811","1,900,000","2,100,000","2,400,000","1,500,000","1,400,000","1,600,000","1,400,000","1,700,000","2,900,000","3,700,000","4,700,000","5,500,000","200,000"
			CashAndCashEquivalents,"27,201,000","38,527,000","59,815,000","87,975,000","90,247,000","51,664,000","64,924,000","86,741,000","80,309,000","22,394,000","24,373,000","23,376,000","25,673,000","29,224,000","25,632,000","19,363,000","28,705,000","24,335,000","28,694,000","22,675,000","23,562,000","22,761,000","25,948,000","22,930,000","26,950,000","34,604,000","26,572,000","25,456,000","25,961,000","30,683,000","24,399,000","25,893,000","34,869,000","22,995,000","15,296,000","15,829,000","23,886,000","15,074,000","19,384,000","10,952,000","22,889,000","22,391,000","11,925,000","31,910,000","29,906,000","31,518,000","19,919,000","22,392,000","22,401,000","44,906,000","12,693,000","12,732,000","6,299,000","8,852,000","2,851,000","6,677,000","5,210,000","11,617,000","7,871,000","19,877,000","28,824,000","51,758,000","12,836,000","13,640,000","11,533,000","8,144,000","3,878,000","5,890,000","13,808,000","3,766,000","441,000","2,984,000","2,790,000","4,899,000","4,126,000","4,572,000","19,894,000","29,053,000","36,497,000","41,400,000","12,036,000","8,903,162","9,804,838","3,690,216","1,750,889","1,405,379","1,098,075","648,195","444,497","188,811","1,900,000","2,100,000","2,400,000","1,500,000","1,400,000","1,600,000","1,400,000","1,700,000","2,900,000","3,700,000","4,700,000","5,500,000","200,000"
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","4,436,000","9,253,000","7,988,000","15,155,000","18,813,000","16,560,000","18,316,000","19,167,000","22,507,000","20,099,000","23,005,000","28,376,000","23,660,000","18,152,000","21,674,000","10,008,000","10,315,000","10,850,000",,,,,,,,,"41,100,000","42,425,000","44,219,000","39,564,000","32,895,000","16,944,000","21,977,000","30,417,000","41,703,000","48,339,000","44,939,000","38,178,000","15,775,000","22,523,000","21,125,000","24,130,000","22,041,000","23,188,000","24,930,000","9,519,000","3,681,000",,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"24,108,000","29,055,000","24,433,000","25,062,000","23,802,000","23,630,000","13,964,000","15,492,000","13,503,000","22,197,000","15,896,000","17,714,000","15,440,000","31,190,000","15,240,000","16,888,000","13,649,000","13,865,000","12,537,000","24,534,000","12,668,000","14,698,000","11,961,000","13,614,000","13,060,000","25,364,000","24,245,000","21,066,000","17,594,000","18,796,000","12,682,000","11,688,000","11,069,000","12,776,000","9,906,000","10,367,000","11,045,000","18,929,000","8,327,000","14,632,000","16,063,000","14,539,000","10,917,000","10,501,000","8,987,000","10,041,000","7,810,000","8,558,000","9,855,000","13,193,000","12,040,000","16,054,000","9,904,000","10,084,000","11,551,000","14,246,000","13,458,000","11,235,000","9,418,000","2,950,000","2,512,000","2,368,000","2,096,000","4,034,000","3,129,000","2,377,000","1,663,000","2,651,000","2,355,000","2,299,000","2,106,000","1,987,000","1,990,000","1,869,000","694,000","861,000","724,000","691,000","338,000","259,000","177,000","146,322","168,095","174,743","134,172","181,325","216,717","162,002","142,079","141,968","100,000","200,000","100,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","200,000","100,000"
			AccountsReceivable,"24,108,000","10,544,000","24,433,000","25,062,000","23,802,000","6,192,000","13,964,000","15,492,000","13,503,000","12,257,000","15,896,000","17,714,000","15,440,000","22,140,000","15,240,000","16,888,000","13,649,000","9,392,000","12,537,000","24,534,000","12,668,000","8,288,000","11,961,000","13,614,000","13,060,000","8,234,000","24,245,000","21,066,000","17,594,000","7,424,000","12,682,000","11,688,000","11,069,000","12,776,000","9,906,000","10,367,000","11,045,000","18,929,000","8,327,000","14,632,000","16,063,000","14,539,000","10,917,000","10,501,000","8,987,000","10,041,000","7,810,000","8,558,000","9,855,000","13,193,000","12,040,000","16,054,000","9,904,000","10,084,000","11,551,000","14,246,000","13,458,000","11,235,000","9,418,000","2,950,000","2,512,000","2,368,000","2,096,000","4,034,000","3,129,000","2,377,000","1,663,000","2,651,000","2,355,000","2,299,000","2,106,000","1,987,000","1,990,000","1,869,000","694,000","861,000","724,000","691,000","338,000","259,000","177,000","146,322","168,095","174,743","134,172",,,,,,,,,,,,,,,,,,
			TaxesReceivable,,"7,255,000",,,,"10,367,000",,,,"5,659,000",,,,"4,487,000",,,,"145,000",,,,"1,255,000",,,,"4,039,000",,,,"3,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherReceivables,,"11,256,000",,,,"7,071,000",,,,"4,281,000",,,,"4,563,000",,,,"4,328,000",,,,"5,155,000",,,,"13,091,000",,,,"7,422,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,"11,391,000","11,579,000","11,215,000","10,904,000","10,425,000","10,671,000","9,911,000","10,504,000","10,517,000","11,102,000","10,472,000","10,589,000","10,678,000","10,133,000","10,126,000","10,147,000","10,160,000","10,514,000","10,226,000","10,341,000","10,192,000","9,907,000","9,513,000","9,493,000","9,226,000","8,893,000","8,636,000","8,021,000","7,823,000","8,010,000","7,649,000","7,577,000","7,135,000","7,433,000","6,917,000","6,895,000","6,492,000","6,061,000","6,066,000","5,995,000","5,448,000","5,963,000","6,089,000","6,140,000","5,432,000","4,960,000","5,029,000","4,572,000","4,315,000","3,994,000","3,798,000","3,703,000","3,622,000","3,606,000","3,375,000","3,065,000","2,828,000","2,544,000","2,557,000","2,391,000","2,124,000","2,059,000","1,760,000","1,618,000","1,669,000","1,723,000","1,542,000","1,487,000","1,210,000","1,294,000","1,074,000","1,066,000","852,000","959,000","897,000","844,000","800,000","780,000","724,000","673,000","659,000","668,519","561,594","648,718","648,710","570,147","556,686","474,291","471,271","455,880","400,000","400,000","400,000","300,000","400,000","400,000","300,000","400,000","200,000","300,000","300,000","300,000","200,000"
