name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999
OperatingCashFlow,"1,377,221,000","222,451,000","386,900,000","389,737,000","378,133,000","249,793,000","291,093,000","401,973,000","298,691,000","223,243,000","282,140,000","297,385,000","317,929,000","160,850,000","286,155,000","310,481,000","219,681,000","192,010,000","197,441,000","236,291,000","224,633,000","142,618,000","181,788,000","251,400,000","242,872,000","190,238,000","217,791,000","182,608,000","264,023,000","99,729,000","195,541,000","173,282,000","200,224,000","89,023,000","171,732,000","159,414,000","129,722,000","103,040,000","146,854,000","141,496,000","149,552,000","92,503,000","135,907,000","116,289,000","111,848,000","88,511,000","110,359,000","117,963,000","86,380,000","87,753,000","124,869,000","105,243,000","103,831,000","90,469,000","92,473,000","93,218,000","69,794,000","88,009,000","64,431,000","77,351,000","37,329,000","56,278,000","22,570,000","48,490,000","27,746,000","33,161,000","27,673,000","19,499,000","16,924,000","18,702,000","15,575,000","14,548,000","12,478,000","8,636,000","8,331,000","610,000","-13,941,000","-13,001,000","-10,376,000","-11,401,000","-8,011,000","-35,969,000","-33,625,000","-11,243,000","-30,631,000","-43,783,000","-23,771,000","-49,611,000","-34,822,000","-14,670,000","-17,400,000"
	CashFlowFromContinuingOperatingActivities,"1,377,221,000","222,451,000","386,900,000","389,737,000","378,133,000","249,793,000","291,093,000","401,973,000","298,691,000","223,243,000","282,140,000","297,385,000","317,929,000","160,850,000","286,155,000","310,481,000","219,681,000","192,010,000","197,441,000","236,291,000","224,633,000","142,618,000","181,788,000","251,400,000","242,872,000","190,238,000","217,791,000","182,608,000","264,023,000","99,729,000","195,541,000","173,282,000","200,224,000","89,023,000","171,732,000","159,414,000","129,722,000","103,040,000","146,854,000","141,496,000","149,552,000","92,503,000","135,907,000","116,289,000","111,848,000","88,511,000","110,359,000","117,963,000","86,380,000","87,753,000","124,869,000","105,243,000","103,831,000","90,469,000","92,473,000","93,218,000","69,794,000","88,009,000","64,431,000","77,351,000","37,329,000","56,278,000","22,570,000","48,490,000","27,746,000","33,161,000","27,673,000","19,499,000","16,924,000","18,702,000","15,575,000","14,548,000","12,478,000","8,636,000","8,331,000","610,000","-13,941,000","-13,001,000","-10,376,000","-11,401,000","-8,011,000","-35,969,000","-33,625,000","-11,243,000","-30,631,000","-43,783,000","-23,771,000","-49,611,000","-34,822,000","-14,670,000","-17,400,000"
		NetIncomeFromContinuingOperations,"615,110,000","119,163,000","160,534,000","178,916,000","156,497,000","155,695,000","113,370,000","158,623,000","161,915,000","123,146,000","119,100,000","137,890,000","113,915,000","107,130,000","94,015,000","107,583,000","43,061,000","53,714,000","19,107,000","60,512,000","57,772,000","80,930,000","91,639,000","76,000,000","73,635,000","74,858,000","88,420,000","88,040,000","67,200,000","77,746,000","97,107,000","91,155,000","72,886,000","72,800,000","80,349,000","79,756,000","61,895,000","71,487,000","68,292,000",,,,"60,081,000",,,"50,617,000","52,510,000","39,709,000","38,123,000","40,878,000","40,080,000","32,745,000","36,007,000","37,081,000","40,533,000","33,360,000","34,334,000","36,911,000","35,878,000","24,264,000","21,646,000","19,179,000","20,623,000","14,019,000","11,264,000","11,495,000","25,759,000","272,260,000","15,900,000","14,079,000","13,391,000","11,249,000","6,803,000","2,921,000","-2,079,000","-3,909,000","-14,646,000","-8,647,000","-55,604,000","-47,533,000","-42,242,000","-59,058,000","-64,765,000","-55,359,000","-92,608,000","-2,222,780,000","-303,077,000","-304,075,000","-243,236,000","-35,397,000","-29,300,000"
		OperatingGainsLosses,,"16,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-434,000","287,000","216,000","215,000","429,000","769,000","-713,000","-1,259,000","65,000","142,000","-107,000","-97,000","769,000","-176,000","-113,000","117,000","-205,000","22,000","-264,000","19,000","-24,000","20,000","-1,015,000","-434,000","529,000","16,000","-32,000","-271,000","-42,053,000","41,000,000","-41,000","-448,000","-29,523,000","11,206,000","6,890,000","10,443,000","1,852,000","2,591,000","1,017,000","867,000","282,000","169,000","1,283,000","1,461,000","3,462,000","-354,000","2,949,000","3,108,000","4,082,000","9,117,000","6,306,000","10,777,000","16,607,000","8,847,000","12,107,000","1,930,867,000","31,173,000","-85,000","1,286,000","-85,000",
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1,093,000","-1,093,000","-1,188,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-484,000","287,000","-177,000","215,000","429,000","-324,000",,,,"142,000","-107,000","-97,000","769,000","-176,000","-113,000","117,000","-205,000","22,000","-264,000",,"-24,000","20,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,,"16,536,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000","0","393,000",,,,"380,000","-71,000","65,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"561,756,000","142,595,000","141,699,000","139,747,000","137,715,000","131,471,000","127,708,000","118,893,000","115,580,000","116,208,000","115,800,000","110,604,000","106,065,000","108,205,000","116,294,000","107,833,000","106,298,000","104,095,000","99,396,000","97,178,000","89,206,000","86,533,000","84,008,000","84,511,000","85,114,000","80,669,000","80,329,000","74,785,000","73,989,000","70,460,000","67,763,000","67,415,000","58,712,000","53,516,000","49,976,000","47,954,000","44,126,000","42,375,000","54,960,000","53,457,000","50,112,000","45,634,000","43,650,000","41,761,000","41,333,000","41,134,000","39,129,000","36,479,000","34,674,000","32,960,000","32,573,000","31,565,000","29,678,000","28,678,000","27,452,000","24,150,000","23,621,000","22,857,000","20,436,000","19,452,000","17,788,000","15,059,000","12,013,000","10,732,000","9,778,000","8,903,000","8,164,000","7,792,000","5,074,000","4,140,000","4,051,000","4,469,000","5,189,000","6,497,000","8,332,000","11,298,000","13,744,000","17,792,000","21,095,000","25,083,000","24,425,000","26,838,000","25,703,000","28,722,000","26,092,000","256,128,000","235,440,000","264,093,000","205,806,000","14,252,000","4,400,000"
			DepreciationAndAmortization,"561,756,000","142,595,000","141,699,000","139,747,000","137,715,000","131,471,000","127,708,000","118,893,000","115,580,000","116,208,000","115,800,000","110,604,000","106,065,000","108,205,000","116,294,000","107,833,000","106,298,000","104,095,000","99,396,000","97,178,000","89,206,000","86,533,000","84,008,000","84,511,000","85,114,000","80,669,000","80,329,000","74,785,000","73,989,000","70,460,000","67,763,000","67,415,000","58,712,000","53,516,000","49,976,000","47,954,000","44,126,000","42,375,000","54,960,000","53,457,000","50,112,000","45,634,000","43,650,000","41,761,000","41,333,000","41,134,000","39,129,000","36,479,000","34,674,000","32,960,000","32,573,000","31,565,000","29,678,000","28,678,000","27,452,000","24,150,000","23,621,000","22,857,000","20,436,000","19,452,000","17,788,000","15,059,000","12,013,000","10,732,000","9,778,000","8,903,000","8,164,000","7,792,000","5,074,000","4,140,000","4,051,000","4,469,000","5,189,000","6,497,000","8,332,000","11,298,000","13,744,000","17,792,000","21,095,000","25,083,000","24,425,000","26,838,000","25,703,000","28,722,000","26,092,000","256,128,000","235,440,000","264,093,000","205,806,000","14,252,000","4,400,000"
				Depreciation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,411,000","22,647,000","20,226,000","19,242,000","17,578,000","14,849,000","11,803,000","10,522,000","9,567,000","8,693,000","7,954,000",,,,,,,,,,,,,,,,"23,946,000","26,556,000","23,732,000","255,390,000","253,335,000","249,912,000","196,385,000","12,062,000",
