name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013
MarketCap,"314,721,506","181,841,387","288,744,333","483,692,208","468,594,129","460,154,914","408,885,102","343,158,566","388,175,916","335,730,704","583,794,024","479,145,001","510,081,612","555,980,427","474,020,042","549,117,908","516,551,929","462,205,169","475,035,721","509,162,122","501,370,821","495,135,775","474,972,153","537,110,133","497,018,725","591,926,948","669,201,423","616,690,081","539,425,321","563,508,822","600,923,947","474,648,780","559,248,469","556,994,819","525,140,670","519,831,750","617,063,070"
EnterpriseValue,"526,623,506","381,939,387","483,981,333","661,542,208","524,808,129","528,673,914","494,521,102","441,940,566","497,319,916","448,119,704","703,495,024","604,979,001","629,579,612","667,593,427","584,034,042","656,939,908","614,829,929","545,548,169","542,744,721","562,060,122","545,802,821","542,315,775","536,341,153","601,776,133","538,634,725","632,317,948","719,192,423","677,869,081","613,482,321","643,289,822","691,018,947","571,516,780","657,447,469","552,853,819","525,054,013","524,121,000","666,860,692"
PeRatio,,"16.321","13.218","11.491","11.238",,,,,,,,,,,,,,"33","27.159","26.932","27.326","28.718","36.429","38.065","42.355","49.167","52.308","39.667","50.6","51.885","82",,,"3,153.56","89.529","55.944"
ForwardPeRatio,,,,,,,,,,,,,,"54.348","48.544","53.763","263.158","49.02","48.077","26.525","31.153","24.45","21.978","26.042","29.499",,,,,,,,,,,,
PsRatio,"1.504","0.933","1.56","2.81","2.984","3.039","2.84","2.4","2.629","2.239","3.719","3.029","3.29","3.737","3.789","4.579","4.33","3.63","3.37","3.465","3.482","3.586","3.575","4.195","3.964","4.431","5.05","4.714","4.225","4.814","5.474","4.513","5.945","4.559","6.31","6.736","8.646"
PbRatio,"1.322","0.729","1.161","1.853","1.759","1.992","1.855","1.607","1.77","1.464","2.595","2.117","2.203","2.375","2.082","2.384","2.188","1.911","1.736","1.779","1.835","1.838","1.807","2.095","1.769","2.124","2.442","2.287","2.073","2.198","2.396","1.908","2.306","2.313","2.223","2.175","15.465"
EnterprisesValueRevenueRatio,"2.546","7.827","8.517","13.025","10.4","14.069","10.551","11.889","14.318","13.827","17.908","16.877","16.082","19.014","12.693","17.641","17.672","18.789","22.66","17.47","15.515","16.355","13.61","18.172","15.376","20.416","19.847","21.544","18.808","21.828","20.813","19.857","22.628","26.388","20.291","22.111","29.083"
EnterprisesValueEBITDARatio,"19.546","362.028","33.426","142.512","77.554","12.159","22.459","23.54","69.274","-238.997","45.038","62.189","59.043","59.479","30.024","51.764","93.667","366.386","-964.023","46.386","30.289","37.056","26.975","36.073","30.454","43.425","38.581","44.943","38.934","44.966","39.334","48.768","47.377","63.774","57.596","63.24","138.891"
