name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,12/31/1993,09/30/1993,06/30/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991
TotalAssets,"24,068,841,000","22,703,289,000","20,705,872,000","17,901,747,000","17,354,710,000","16,958,955,000","16,876,804,000","17,663,123,000","16,758,089,000","16,551,871,000","15,082,416,000","14,565,004,000","14,796,220,000","14,467,375,000","12,419,475,000","12,382,347,000","11,211,290,000","10,258,825,000","9,776,917,000","9,719,088,000","8,954,659,000","8,812,615,000","8,510,941,000","9,488,461,000","9,554,766,000","9,376,573,000","9,851,868,000","10,466,061,000","5,085,698,000","4,588,521,000","4,098,473,000","3,754,769,000","2,894,387,000","2,212,780,000","1,577,310,000","1,087,105,000","365,153,000","322,343,000","581,197,000","584,237,000","605,558,000","1,366,316,000","1,539,889,000","2,365,400,000","3,891,120,000","4,120,690,000","4,235,851,000","4,502,883,000","4,571,984,000","1,936,635,000","2,390,624,000","2,528,096,000","2,602,486,000","2,838,627,000","3,067,719,000","3,139,215,000","3,306,532,000","3,211,482,000","3,099,547,000","3,188,716,000","2,939,989,000","2,648,564,000","2,269,665,000","2,174,926,000","1,918,318,000","1,557,530,000","1,332,755,000","1,033,137,000","1,000,749,000","877,766,000","786,992,000","472,200,000","465,803,000","397,144,000","392,766,000","392,886,000","384,469,000","384,976,000","440,396,000","469,081,000","620,546,000","678,800,000","688,108,000","645,630,000","645,220,000","644,392,000","676,659,000","718,232,000","741,010,000","827,800,000","810,300,000","815,500,000","812,700,000","766,400,000","742,500,000","637,300,000","445,200,000","317,400,000","112,300,000","68,300,000","25,000,000","30,000,000","30,000,000","30,700,000","31,000,000","33,500,000","36,700,000","36,500,000","36,800,000","36,500,000","42,200,000","50,400,000","50,100,000","55,500,000","64,100,000","65,800,000","65,800,000","66,200,000","71,900,000","72,200,000","72,300,000"
TotalLiabilitiesNetMinorityInterest,"19,399,004,000","18,084,578,000","16,435,320,000","13,944,792,000","13,450,617,000","13,054,724,000","12,972,852,000","13,767,339,000","13,083,662,000","12,767,190,000","11,321,799,000","10,788,579,000","11,344,631,000","11,092,768,000","9,111,482,000","9,353,685,000","8,284,779,000","7,341,419,000","7,251,125,000","7,212,615,000","6,458,677,000","6,319,012,000","6,006,143,000","6,979,367,000","7,052,933,000","6,870,842,000","7,351,706,000","7,970,574,000","3,583,000,000","3,087,635,000","2,588,614,000","2,472,744,000","1,885,987,000","1,456,030,000","773,768,000","285,438,000","202,708,000","168,890,000","543,231,000","561,997,000","588,560,000","1,495,255,000","1,650,742,000","2,481,570,000","4,015,454,000","4,531,877,000","4,662,502,000","4,796,543,000","4,862,618,000","2,105,802,000","2,177,378,000","2,196,139,000","2,275,145,000","2,437,183,000","2,589,239,000","2,658,521,000","2,803,140,000","2,803,245,000","2,659,153,000","2,736,627,000","2,513,831,000","2,222,292,000","1,922,072,000","1,815,607,000","1,570,690,000","1,218,680,000","1,000,148,000","714,462,000","682,557,000","561,269,000","475,898,000","333,615,000","366,166,000","211,661,000","206,013,000","214,730,000","304,096,000","211,932,000","250,196,000","208,518,000","366,233,000","428,231,000","439,126,000","361,863,000","336,507,000","338,584,000","366,631,000","405,349,000","429,414,000","522,900,000","507,300,000","514,500,000","509,900,000","472,200,000","592,500,000","488,200,000","299,300,000","174,100,000","56,900,000","44,500,000","1,000,000","5,500,000","5,400,000","5,600,000","5,700,000","8,600,000","8,600,000","8,500,000","8,900,000","8,800,000","13,600,000","13,100,000","12,900,000","16,800,000","13,800,000","15,400,000","15,300,000","15,400,000","15,400,000","15,300,000","16,000,000"
TotalEquityGrossMinorityInterest,"4,669,837,000","4,618,711,000","4,270,552,000","3,956,955,000","3,904,093,000","3,904,231,000","3,903,952,000","3,895,784,000","3,674,427,000","3,784,681,000","3,760,617,000","3,776,425,000","3,451,589,000","3,374,607,000","3,307,993,000","3,028,662,000","2,926,511,000","2,917,406,000","2,525,792,000","2,506,473,000","2,495,982,000","2,493,603,000","2,504,798,000","2,509,094,000","2,501,833,000","2,505,731,000","2,500,162,000","2,495,487,000","1,502,698,000","1,500,886,000","1,509,859,000","1,282,025,000","1,008,400,000","756,750,000","803,542,000","801,667,000","162,445,000","153,453,000","37,966,000","22,240,000","16,998,000","-128,939,000","-110,853,000","-116,170,000","-124,334,000","-411,187,000","-426,651,000","-293,660,000","-290,634,000","-169,167,000","213,246,000","331,957,000","327,341,000","401,444,000","478,480,000","480,694,000","503,392,000","408,237,000","440,394,000","452,089,000","426,158,000","426,272,000","347,593,000","359,319,000","347,628,000","338,850,000","332,607,000","318,675,000","318,192,000","316,497,000","311,094,000","138,585,000","99,637,000","185,483,000","186,753,000","178,156,000","80,373,000","173,044,000","190,200,000","260,563,000","254,313,000","250,569,000","248,982,000","283,767,000","308,713,000","305,808,000","310,028,000","312,883,000","311,596,000","304,900,000","303,000,000","301,000,000","302,800,000","294,200,000","150,000,000","149,100,000","145,900,000","143,300,000","55,400,000","23,800,000","24,000,000","24,500,000","24,600,000","25,100,000","25,300,000","24,900,000","28,100,000","28,000,000","27,900,000","27,700,000","28,600,000","37,300,000","37,200,000","38,700,000","50,300,000","50,400,000","50,500,000","50,800,000","56,500,000","56,900,000","56,300,000"
	StockholdersEquity,"4,642,938,000","4,588,187,000","4,236,550,000","3,930,961,000","3,883,023,000","3,886,067,000","3,883,364,000","3,874,763,000","3,650,920,000","3,762,583,000","3,742,793,000","3,747,363,000","3,439,398,000","3,364,124,000","3,300,772,000","3,023,480,000","2,921,213,000","2,911,066,000","2,519,614,000","2,506,473,000","2,495,982,000","2,493,603,000","2,503,694,000","2,496,417,000","2,495,417,000","2,492,588,000","2,487,125,000","2,483,124,000","1,456,935,000","1,465,371,000","1,477,739,000","1,239,308,000","970,083,000","717,909,000","713,327,000","712,689,000","76,095,000","73,444,000","-24,559,000","-34,385,000","-38,566,000","-110,424,000","-100,165,000","-110,947,000","-111,043,000","-411,187,000","-426,651,000","-293,660,000","-290,634,000","-169,167,000","213,246,000","331,957,000","327,341,000","401,444,000","478,480,000","480,694,000","503,392,000","408,237,000","440,394,000","452,089,000","426,158,000","426,272,000","347,593,000","359,319,000","347,628,000","338,850,000","332,607,000","318,675,000","318,192,000","316,497,000","311,094,000","138,585,000","99,637,000","96,017,000","97,407,000","88,929,000","80,373,000","84,056,000","101,331,000","112,223,000","106,173,000","102,628,000","101,241,000","136,226,000","161,371,000","158,666,000","163,086,000","166,140,000","165,053,000","158,600,000","156,900,000","155,100,000","157,100,000","148,700,000","150,000,000","149,100,000","145,900,000","143,300,000","55,400,000","23,800,000","24,000,000","24,500,000","24,600,000","25,100,000","25,300,000","24,900,000","28,100,000","28,000,000","27,900,000","27,700,000","28,600,000","37,300,000","37,200,000","38,700,000","50,300,000","50,400,000","50,500,000","50,800,000","56,500,000","56,900,000","56,300,000"
		CapitalStock,"1,703,000","1,682,000","1,570,000","1,470,000","1,470,000","1,468,000","1,462,000","1,462,000","1,354,000","1,350,000","1,343,000","1,343,000","1,257,000","1,234,000","1,197,000","1,114,000","1,082,000","1,079,000","948,000","948,000","948,000","945,000","939,000","939,000","939,000","937,000","932,000","932,000","585,000","583,000","577,000","484,000","393,000","295,000","288,000","288,000","293,000","293,000","225,000","225,000","223,000","220,000","220,000","222,000","222,000","219,000","220,000","220,000","219,000","219,000","221,000","221,000","220,000","220,000","221,000","221,000","217,000","176,000","175,000","176,000","175,000","174,000","153,000","149,000","154,000","153,000","148,000","148,000","148,000","148,000","151,000","83,000","67,000","65,000","65,000","65,000","54,000","165,000","182,000","183,000","189,000","187,000","187,000","227,000","287,000","284,000","289,000","292,000","297,000","300,000","200,000","100,000","100,000","100,000","12,300,000","12,300,000","12,300,000","12,300,000",,,,,,,,,,,,,,,,,,,,,,,
			PreferredStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000","63,000","63,000","63,000","63,000","63,000","100,000",,"100,000","100,000","100,000","12,300,000","12,300,000","12,300,000","12,300,000",,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"1,703,000","1,682,000","1,570,000","1,470,000","1,470,000","1,468,000","1,462,000","1,462,000","1,354,000","1,350,000","1,343,000","1,343,000","1,257,000","1,234,000","1,197,000","1,114,000","1,082,000","1,079,000","948,000","948,000","948,000","945,000","939,000","939,000","939,000","937,000","932,000","932,000","585,000","583,000","577,000","484,000","393,000","295,000","288,000","288,000","293,000","293,000","225,000","225,000","223,000","220,000","220,000","222,000","222,000","219,000","220,000","220,000","219,000","219,000","221,000","221,000","220,000","220,000","221,000","221,000","217,000","176,000","175,000","176,000","175,000","174,000","153,000","149,000","154,000","153,000","148,000","148,000","148,000","148,000","151,000","83,000","67,000","65,000","65,000","65,000","54,000","165,000","182,000","183,000","189,000","187,000","187,000","202,000","224,000","221,000","226,000","229,000","234,000","200,000","200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		AdditionalPaidInCapital,"5,431,627,000","5,373,029,000","5,039,384,000","4,719,203,000","4,710,986,000","4,702,713,000","4,693,982,000","4,685,159,000","4,378,851,000","4,370,014,000","4,362,476,000","4,354,571,000","4,039,805,000","3,966,540,000","3,898,841,000","3,624,767,000","3,515,418,000","3,506,861,000","3,109,094,000","3,102,929,000","3,096,006,000","3,089,997,000","3,084,948,000","3,079,903,000","3,074,975,000","3,070,200,000","3,066,662,000","3,063,429,000","2,030,760,000","2,027,404,000","2,022,093,000","1,767,954,000","1,510,860,000","1,252,986,000","1,242,986,000","1,242,892,000","609,040,000","609,002,000","597,866,000","597,344,000","597,230,000","597,049,000","596,899,000","596,749,000","596,826,000","559,411,000","559,339,000","559,267,000","559,195,000","559,145,000","559,859,000","559,411,000","558,930,000","557,435,000","554,454,000","553,622,000","541,405,000","426,113,000","422,870,000","421,764,000","419,268,000","417,641,000","329,564,000","328,427,000","327,191,000","326,299,000","324,937,000","323,385,000","322,648,000","321,937,000","328,188,000","181,783,000","143,359,000","141,402,000","140,917,000","140,772,000","123,654,000","126,809,000","134,411,000","134,914,000","137,516,000","136,805,000","136,805,000","156,398,000","183,154,000","181,507,000","184,003,000","185,678,000","187,473,000","189,500,000","189,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		RetainedEarnings,"-798,992,000","-794,832,000","-814,278,000","-800,455,000","-840,717,000","-829,284,000","-821,725,000","-820,783,000","-747,533,000","-592,548,000","-587,632,000","-579,131,000","-570,908,000","-569,428,000","-566,417,000","-570,265,000","-573,384,000","-567,168,000","-558,066,000","-556,896,000","-548,615,000","-541,137,000","-535,804,000","-542,282,000","-547,052,000","-545,791,000","-552,881,000","-561,905,000","-542,654,000","-547,592,000","-538,726,000","-531,858,000","-542,004,000","-536,170,000","-529,947,000","-530,491,000","-533,238,000","-535,851,000","-591,276,000","-598,275,000","-600,558,000","-667,111,000","-658,789,000","-667,615,000","-665,770,000","-920,355,000","-930,270,000","-795,562,000","-798,463,000","-689,396,000","-298,956,000","-192,500,000","-186,105,000","-115,202,000","-64,043,000","-64,454,000","-11,951,000","-9,368,000","9,484,000","7,995,000","-3,379,000","-4,260,000","4,629,000","2,741,000","-729,000","-2,481,000","-6,576,000","-8,038,000","-8,571,000","-9,406,000","-11,370,000","-11,423,000","-11,228,000","-11,323,000","-11,989,000","-13,846,000","-13,507,000","-13,610,000","371,000","-1,182,000","-2,299,000","-3,872,000","-5,944,000","-8,739,000","-10,781,000","-12,505,000","-14,969,000","-17,385,000","-17,732,000","-20,700,000","-27,100,000","-30,100,000","-31,600,000","-35,400,000","-36,400,000","-39,500,000","-43,000,000","-45,700,000","-42,200,000","-40,600,000","-40,300,000","-39,800,000","-39,600,000","-39,100,000","-38,900,000","-39,300,000","-36,200,000","-36,300,000","-36,300,000","-36,600,000","-35,600,000","-26,900,000","-27,000,000","-25,500,000","-13,800,000","-13,800,000","-13,600,000","-13,400,000","-7,700,000","-7,200,000","-7,800,000"
		GainsLossesNotAffectingRetainedEarnings,"8,600,000","8,308,000","9,874,000","10,743,000","11,284,000","11,170,000","9,645,000","8,925,000","18,248,000","-16,233,000","-33,394,000","-29,420,000","-30,756,000","-34,222,000","-32,849,000","-32,136,000","-21,903,000","-29,706,000","-32,362,000","-40,508,000","-52,357,000","-56,202,000","-46,389,000","-42,143,000","-33,445,000","-32,758,000","-27,588,000","-19,332,000","-31,756,000","-15,024,000","-6,205,000","2,728,000","834,000","798,000",,,,"0","-31,374,000","-33,679,000","-35,461,000","-40,584,000","-38,497,000","-40,303,000","-42,321,000","-50,462,000","-55,940,000","-57,585,000","-51,585,000","-39,135,000","-47,878,000","-35,175,000","-45,704,000","-41,009,000","-12,152,000","-8,695,000","-26,279,000","-8,684,000","7,865,000","22,154,000","10,094,000","12,717,000","13,246,000","28,002,000","21,012,000","14,879,000","14,098,000","3,180,000","3,967,000","3,818,000","-5,875,000","-31,858,000","-32,561,000","-34,127,000","-31,586,000","-38,062,000","-29,828,000","-29,308,000","-33,633,000","-21,692,000","-29,233,000","-30,492,000","-29,807,000","-11,660,000","-11,289,000","-10,620,000","-6,237,000","-2,445,000","-4,985,000","-10,600,000","-5,800,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
