name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001
OperatingCashFlow,"2,811,419,000","630,000,000","753,215,000","917,969,000","510,235,000","599,406,000","769,390,000","584,471,000","523,715,000","436,574,000","41,889,000","1,102,036,000","17,624,000","229,729,000","445,076,000","154,250,000","222,215,000","284,541,000","152,265,000","92,062,000","-25,904,000","293,965,000","37,876,000","155,667,000","-293,018,000","423,949,000","-59,322,000","513,392,000","77,616,000","120,149,000","290,409,000","-63,473,000","-120,303,000","-97,282,000","434,870,000","-23,187,000","35,779,000","79,974,000","56,166,000","68,627,000","53,371,000","87,220,000","291,812,000","-605,878,000","-23,519,000","794,207,000","43,461,000","-104,377,000","147,564,000","-467,025,000","88,714,000","696,508,000","114,194,000","68,280,000","132,723,000","67,774,000","88,504,000","34,533,000","111,238,000","38,139,000","27,204,000","49,709,000","91,859,000","22,360,000","6,714,000","85,120,000","88,880,000","54,059,000","41,532,000","122,941,000","34,682,000","30,404,000","23,363,000","13,832,000","14,082,000","40,893,000","-18,771,000","363,000","34,379,000","19,588,000","33,507,000","44,337,000","66,547,000","16,077,000","23,719,000","20,362,000"
	CashFlowFromContinuingOperatingActivities,"2,811,419,000","630,000,000","753,215,000","917,969,000","510,235,000","599,406,000","769,390,000","584,471,000","523,715,000","436,574,000","41,889,000","1,102,036,000","17,624,000","229,729,000","445,076,000","154,250,000","222,215,000","284,541,000","152,265,000","92,062,000","-25,904,000","293,965,000","37,876,000","155,667,000","-293,018,000","423,949,000","-59,322,000","513,392,000","77,616,000","120,149,000","290,409,000","-63,473,000","-120,303,000","-97,282,000","434,870,000","-23,187,000","35,779,000","79,974,000","56,166,000","68,627,000","53,371,000","87,220,000","291,812,000","-605,878,000","-23,519,000","794,207,000","43,461,000","-104,377,000","147,564,000","-467,025,000","88,714,000","696,508,000","114,194,000","68,280,000","132,723,000","67,774,000","88,504,000","34,533,000","111,238,000","38,139,000","27,204,000","49,709,000","91,859,000","22,360,000","6,714,000","85,120,000","88,880,000","54,059,000","41,532,000","122,941,000","34,682,000","30,404,000","23,363,000","13,832,000","14,082,000","40,893,000","-18,771,000","363,000","34,379,000","19,588,000","33,507,000","44,337,000","66,547,000","16,077,000","23,719,000","20,362,000"
		NetIncomeFromContinuingOperations,"1,039,090,000","249,636,000","217,178,000","305,463,000","266,813,000","198,410,000","184,818,000","230,232,000","39,442,000","150,608,000","114,302,000","105,729,000","130,040,000","119,205,000","83,323,000","186,029,000","117,729,000","97,586,000","250,305,000","118,363,000","72,443,000","52,959,000","52,616,000","92,458,000","41,179,000","72,912,000","83,078,000","93,048,000","70,110,000","69,315,000","85,256,000","84,434,000","58,266,000","60,121,000","79,857,000","71,708,000","46,366,000","62,814,000","75,371,000","54,162,000","11,646,000","65,690,000","68,149,000","72,081,000","62,357,000","54,122,000","57,883,000","53,794,000","39,031,000","51,452,000","66,182,000","62,444,000","37,559,000","-106,776,000","48,907,000","57,527,000","40,811,000","40,055,000","38,313,000","43,575,000","33,178,000","34,296,000","34,002,000","41,509,000","34,062,000","30,111,000","30,613,000","30,738,000","23,497,000","21,623,000","23,578,000","24,198,000","15,243,000","16,503,000","14,872,000","15,825,000","13,007,000","12,098,000","13,582,000","14,613,000","-10,951,000","10,275,000","11,642,000","12,874,000","766,000","5,846,000"
		OperatingGainsLosses,"-55,750,000","-17,479,000","33,257,000","-31,364,000","-40,164,000","-22,733,000","-27,615,000",,,,,,,,,,,,,,,,"0","-41,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,"1,098,000","7,000","-158,000","8,215,000","9,412,000","11,243,000","8,091,000","2,386,000","-3,264,000","3,245,000","2,050,000","2,198,000","2,369,000","2,950,000","3,504,000","-20,725,000","9,161,000","14,034,000","6,004,000","9,485,000","3,251,000","5,247,000","3,806,000","11,409,000","5,129,000","3,558,000","3,104,000","12,158,000","5,001,000","4,109,000","3,970,000","38,258,000","1,690,000","-433,000","1,004,000","12,770,000",
			GainLossOnInvestmentSecurities,,,,,,,,,,,,,,,,,,,,,,,"0","-41,150,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-107,099,000","-17,479,000","-18,092,000","-31,364,000","-40,164,000","-22,733,000","-27,615,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"1,694,483,000","428,672,000","425,206,000","418,562,000","422,043,000","425,573,000","407,048,000","406,899,000","402,675,000","397,818,000","400,837,000","183,745,000","145,123,000","148,630,000","153,365,000","124,057,000","123,648,000","121,743,000","121,188,000","113,649,000","107,281,000","109,033,000","108,683,000","103,186,000","71,207,000","39,168,000","38,749,000","38,757,000","34,693,000","33,640,000","34,606,000","34,566,000","34,871,000","29,806,000","29,018,000","28,374,000","28,841,000","30,892,000","28,160,000","23,895,000","25,602,000","25,257,000","24,024,000","24,216,000","25,718,000","21,791,000","18,024,000","16,704,000","18,242,000","16,720,000","16,783,000","16,922,000","15,891,000","15,297,000","18,304,000","16,796,000","11,814,000","11,242,000","10,749,000","10,229,000","10,021,000","10,286,000","10,253,000","9,805,000","9,813,000","10,298,000","9,982,000","10,396,000","11,912,000","11,350,000","11,376,000","10,668,000","10,439,000","9,580,000","8,002,000","7,519,000","7,835,000","8,354,000","8,012,000","7,860,000","7,729,000","7,437,000","7,442,000","6,963,000","6,950,000","4,877,000"
			DepreciationAndAmortization,"1,694,483,000","428,672,000","425,206,000","418,562,000","422,043,000","425,573,000","407,048,000","406,899,000","402,675,000","397,818,000","400,837,000","183,745,000","145,123,000","148,630,000","153,365,000","124,057,000","123,648,000","121,743,000","121,188,000","113,649,000","107,281,000","109,033,000","108,683,000","103,186,000","71,207,000","39,168,000","38,749,000","38,757,000","34,693,000","33,640,000","34,606,000","34,566,000","34,871,000","29,806,000","29,018,000","28,374,000","28,841,000","30,892,000","28,160,000","23,895,000","25,602,000","25,257,000","24,024,000","24,216,000","25,718,000","21,791,000","18,024,000","16,704,000","18,242,000","16,720,000","16,783,000","16,922,000","15,891,000","15,297,000","18,304,000","16,796,000","11,814,000","11,242,000","10,749,000","10,229,000","10,021,000","10,286,000","10,253,000","9,805,000","9,813,000","10,298,000","9,982,000","10,396,000","11,912,000","11,350,000","11,376,000","10,668,000","10,439,000","9,580,000","8,002,000","7,519,000","7,835,000","8,354,000","8,012,000","7,860,000","7,729,000","7,437,000","7,442,000","6,963,000","6,950,000","4,877,000"
				Depreciation,"399,635,000","99,665,000","104,112,000","98,656,000","97,202,000","96,372,000","91,791,000","93,509,000","88,656,000","83,573,000","79,157,000","49,283,000","41,605,000","41,155,000","39,394,000","36,646,000","35,170,000","33,918,000","32,405,000","29,671,000","26,213,000","24,984,000","23,024,000","22,657,000","19,849,000","18,646,000","17,788,000","17,909,000","16,290,000","15,573,000","16,343,000","16,712,000","16,479,000","15,206,000","14,458,000","13,981,000","14,167,000","14,362,000","13,824,000","12,670,000","12,582,000","12,377,000","11,871,000","11,573,000","11,512,000","9,951,000","10,052,000","9,030,000","10,066,000","8,357,000","8,439,000","9,002,000","8,259,000","7,729,000","9,893,000","9,553,000","7,636,000","7,546,000","7,049,000","6,663,000","6,300,000","6,589,000","6,628,000","6,412,000","6,376,000","6,441,000","6,205,000","6,612,000","7,828,000","7,578,000","7,728,000","7,153,000","6,974,000","5,777,000","5,011,000","4,642,000","4,946,000","5,464,000","5,129,000","4,977,000","4,733,000","5,167,000","4,350,000","4,182,000","3,590,000","2,317,000"
				AmortizationCashFlow,"1,294,848,000","329,007,000","321,094,000","319,906,000","324,841,000","329,201,000","315,257,000","313,390,000","314,019,000","314,245,000","321,680,000","134,462,000","103,518,000","107,475,000","113,971,000","87,411,000","88,478,000","87,825,000","88,783,000","83,978,000","81,068,000","84,049,000","85,659,000","80,529,000","51,358,000","20,522,000","20,961,000","20,848,000","18,403,000","18,067,000","18,263,000","17,854,000","18,392,000","14,600,000","14,560,000","14,393,000","14,674,000","16,530,000","14,336,000","11,225,000","13,020,000","12,880,000","12,153,000","12,643,000","14,206,000","11,840,000","7,972,000","7,674,000","8,176,000","8,363,000","8,344,000","7,920,000","7,632,000","7,568,000","8,411,000","7,243,000","4,178,000","3,696,000","3,700,000","3,566,000","3,721,000","3,697,000","3,625,000","3,393,000","3,437,000","3,857,000","3,777,000","3,784,000","4,084,000","3,772,000","3,648,000","3,515,000","3,465,000","3,803,000","2,991,000","2,877,000","2,889,000","2,890,000","2,883,000","2,883,000","2,996,000","2,270,000","3,092,000","2,781,000","3,360,000","2,560,000"
