name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987
MarketCap,"1,253,431,884","1,488,678,163","1,628,965,972","1,226,837,884","1,165,592,706","1,239,292,119","966,838,903","600,436,323","726,735,159","670,262,287","1,181,386,446","1,062,813,397","1,083,365,891","1,033,834,075","970,814,384","1,203,264,965","1,213,430,159","1,056,792,129","1,046,729,286","849,180,130","771,443,501","722,386,328","564,193,322","398,163,143","353,146,020","374,469,934","370,068,318","336,350,338","329,930,683","346,637,613","364,041,502","315,680,203","361,593,741","374,211,004","327,075,932","284,371,072","277,337,158","265,372,244","252,160,451","195,727,295","150,684,975","185,100,019","188,405,809","169,521,554","172,672,368","223,092,724","257,229,832","228,621,915","242,999,024","226,311,347","233,612,249","300,929,293","261,159,447","198,915,616","303,636,789","282,953,084","208,708,873","328,184,101","271,600,061","292,998,735","269,014,005","307,444,464","313,466,986","291,644,627","299,876,787","319,833,922","286,859,623","284,507,619","313,598,077","320,092,900","382,658,367","317,271,269","320,446,055","300,956,835","294,381,172","263,134,361","242,605,797","236,886,213","216,821,145","225,503,921","250,987,946","209,206,837","207,674,832","218,389,696","227,128,960","186,047,164","139,030,615","138,390,829","62,561,940","54,535,021","75,102,071","86,129,266","81,454,704","78,312,706","87,605,192","87,605,192","102,685,228","114,013,154","105,702,384","83,696,560","67,863,910","70,503,816","55,797,706","48,226,012","44,082,265","38,805,957","38,394,559","42,449,444","32,678,904","33,057,555","31,556,475","28,925,004","28,549,057","30,051,639","31,554,221","26,295,184","26,295,184","23,290,020","22,914,525","21,036,147","21,787,739","17,279,692","16,904,047","16,528,401","18,030,983","17,655,188","19,158,070","17,769,600","17,769,600","21,187,241","18,453,593","20,192,963","19,851,840","19,253,911","15,838,580","14,687,485","16,394,964","16,907,716","13,021,888","11,148,735","11,866,278"
PeRatio,"11.162","13.094","12","11.784","12.865","15.48","12.53","7.667","8.444","7.445","12.511","11.581","11.902","11.548","12.141","16.335","18.766","19.588","20.41","24.063","23.328","22.023","21.54","14.445","13.523","14.5","14.305","13.821","13.344","14.756","16.491","13.81","16.532","19.388",,,,,,,,"24.841","48.478","43.652","22.756","28.213","43.743","17.241","15.253","4","4.145","5.623","5.297","10.144","13.394","11.633","8.427","12.858","12.51","14.876","14.045","15.955","14.56","17.722","18.261","19.632","15.35","15.259","15.998","16.133","19.407","16.517","16.667","15.675","15.369","11.404","11.466","12.259","12.849","12.175","18.225","15.524","15.503","19.051","21.42","20.631","11.146","8.655","7.748","7.148","11.538","12.499","14.038","14.003","15.847","17.059","20.4","22.925","21.604","18.665","13.803","15.311","12.847","19.469","26.834","24.523","53.849","61.385","47.256","49.23","49.979","45.811","45.945","48.363","52.474","43.011","44.469","40.769","41.571","41.156","42.627","35.919","37.481","42.385","54.519","50.331","54.616","43.399","44.296","54.044","46.739","51.276","50.41","51.867","52.586","48.764","55.829","60.687","46.739","63.632","65.897"
ForwardPeRatio,"8.621","10.823","12.92","12.361","12.063","14.493","13.532","9.97","10.905","7.446","12.674","11.287","11.765","11.547",,"13.423","14.451","13.459","15.361","16.75","17.575","16.779","16.75","12.407","12.92","13.004","13.193",,"11.429",,"11.919","10.331","14.409","17.153","15.798","18.416","18.727","13.369","14.451","13.423","10.707","9.542","11.834","8.599","10.811","11.976","15.083","13.477",,,"12.937",,,,,"14.025",,"16.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,,,,,,"2.589","5.012",,,"1.909","3.839","2.402","2.674",,,"1.137","0.945","1.012","0.914","1.55","1.451","1.679","2.068","1.098","1.267","1.34","1.808",,,,"1.192","1.034","1.441","1.716","1.58","1.841","1.873","1.336","1.445","1.342","1.071","0.955","1.184","0.86","1.081","1.198","1.508","1.685",,,,,,,,,"-3.256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.338","4.01","4.363","4.115","3.969","4.335","3.48","2.213","2.731","2.532","4.363","3.968","4.071","3.903","3.712","4.642","4.781","4.291","4.377","4.394","4.092","3.893","3.609","2.69","2.42","2.6","2.563","2.3","2.178","2.206","2.264","1.935","2.201","2.348","1.881","1.65","1.576","1.427","1.357","1.107","0.853","1.048","0.939","0.846","0.868","1.128","1.339","1.572","1.657","1.63","1.187","1.66","1.581","1.813","2.732","2.503","1.854","2.887","2.796","3.126","2.933","3.401","3.604","3.373","3.476","3.767","2.206","2.192","3.945","4.14","5.069","4.297","4.432","4.229","4.223","2.465","2.778","3.693","3.611","2.457","4.787","4.173","4.168","3.636","4.455","4.439","0.606","2.281","2.042","1.839","2.672","3.076","3.006","2.989","3.504","3.532","4.315","4.936","4.843","3.893","3.232","3.439","2.79","2.473","2.422","2.192","2.129","2.426","1.867","1.956","2.104","1.928","1.955","2.102","2.207","1.852","1.878","1.676","1.673","1.582","1.663","1.34","1.331",,,,,,,,,,,,,,,,,,
PbRatio,"1.122","1.21","1.752","1.356","1.329","1.387","1.098","0.692","0.843","0.786","1.415","1.304","1.373","1.353","1.306","1.662","1.722","1.526","2.042","1.699","1.576","1.962","1.582","1.124","1.031","1.118","1.113","1.03","1.023","1.094","1.159","1.017","1.184","1.243","1.12","0.983","0.969","0.93","0.884","0.709","0.549","0.657","0.654","0.588","0.601","0.784","0.92","0.8","0.856","0.806","0.842","1.123","1.018","0.902","1.381","1.29","0.963","1.844","1.56","1.75","1.629","1.89","1.922","1.824","1.875","2.012","1.901","1.885","2.034","2.123","2.577","2.179","2.237","2.091","2.075","1.906","1.793","1.774","1.749","1.857","2.126","1.792","1.779","1.867","2.05","1.681","1.264","3.034","1.371","1.224","1.709","2.008","1.953","1.91","2.163","2.212","2.667","3.04","2.872","2.344","1.95","2.098","1.681","1.498","1.431","1.281","1.231","1.387","1.068","1.117","1.111","1.018","1.023","1.085","1.152","0.974","0.992","0.896","0.895","0.838","0.886","0.714","0.71","0.706","0.801",,,,,,,,,,,,,,,,
