name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalRevenue,"496,140,000","124,168,000","123,582,000","125,342,000","123,048,000","116,126,000","105,208,000","107,504,000","106,575,000","115,108,000","111,889,000","117,455,000","115,932,000","113,452,000","112,769,000","115,430,000","109,652,000","107,745,000","94,178,000","88,105,000","82,040,000","80,167,000","72,353,000","78,173,000","74,961,000","72,568,000","73,759,000","67,842,000","63,969,000","58,536,000","56,069,000","54,574,000","52,866,000","46,074,000","44,042,000","42,008,000","39,749,000","37,313,000","33,616,000","32,454,000","29,951,000","29,970,000","25,637,000","26,915,000","24,052,000","22,335,000","18,297,000","17,677,000","15,731,000","13,214,000"
	OperatingRevenue,"494,385,000","123,855,000","123,097,000","124,786,000","122,647,000","115,516,000","107,924,000","106,654,000","105,559,000","114,258,000","114,393,000","116,564,000","115,083,000","113,452,000","115,202,000","114,823,000","108,931,000","106,640,000","93,701,000","87,748,000","81,845,000","79,973,000","69,526,000","78,173,000","74,961,000","72,568,000","72,540,000","67,842,000","63,969,000","58,536,000","56,069,000","54,574,000","52,866,000","46,074,000","44,042,000","42,008,000","39,749,000","37,313,000","33,616,000","32,454,000","29,951,000","29,970,000","25,637,000","26,915,000","24,052,000","22,335,000","18,297,000","17,677,000","15,731,000","13,214,000"
CostOfRevenue,"272,975,000","68,364,000","68,170,000","70,018,000","66,423,000","60,796,000","52,580,000","52,861,000","54,119,000","57,008,000","55,311,000","57,839,000","55,696,000","54,592,000","53,614,000","53,027,000","50,439,000","49,837,000","41,290,000","38,793,000","35,671,000","34,894,000","32,041,000","33,448,000","32,715,000","32,914,000","32,485,000","27,517,000","26,419,000","23,282,000","22,457,000","21,492,000","20,183,000","17,050,000","16,427,000","16,053,000","14,896,000","14,034,000","12,611,000","12,760,000","12,239,000","12,243,000","11,073,000","10,305,000","9,517,000","8,429,000","7,190,000","6,777,000","6,135,000","5,341,000"
GrossProfit,"223,165,000","55,804,000","55,412,000","55,324,000","56,625,000","55,330,000","52,628,000","54,643,000","52,456,000","58,100,000","56,578,000","59,616,000","60,236,000","58,860,000","59,155,000","62,403,000","59,213,000","57,908,000","52,888,000","49,312,000","46,369,000","45,273,000","40,312,000","44,725,000","42,246,000","39,654,000","41,274,000","40,325,000","37,550,000","35,254,000","33,612,000","33,082,000","32,683,000","29,024,000","27,615,000","25,955,000","24,853,000","23,279,000","21,005,000","19,694,000","17,712,000","17,727,000","14,564,000","16,610,000","14,535,000","13,906,000","11,107,000","10,900,000","9,596,000","7,873,000"
OperatingExpense,"179,194,000","47,914,000","42,362,000","48,397,000","40,521,000","51,069,000","41,637,000","36,974,000","38,105,000","41,275,000","37,016,000","38,343,000","40,663,000","39,412,000","39,000,000","37,372,000","37,229,000","36,180,000","34,113,000","29,945,000","29,967,000","27,591,000","25,481,000","27,783,000","27,395,000","24,511,000","24,717,000","22,921,000","20,203,000","19,413,000","18,949,000","17,639,000","16,709,000","14,576,000","13,741,000","12,553,000","12,224,000","11,885,000","10,736,000","10,121,000","10,246,000","10,089,000","9,671,000","8,342,000","7,900,000","6,833,000","6,673,000","5,677,000","5,388,000","5,039,000"
	SellingGeneralAndAdministration,"136,577,000","37,357,000","31,976,000","37,783,000","29,461,000","38,888,000","30,247,000","29,059,000","29,457,000","32,288,000","28,865,000","29,984,000","32,494,000","31,399,000","31,420,000","29,914,000","30,197,000","29,515,000","28,337,000","24,068,000","23,883,000","21,768,000","20,203,000","21,807,000","21,579,000","19,193,000","19,838,000","18,161,000","15,806,000","15,099,000","14,267,000","13,084,000","12,795,000","11,120,000","10,283,000","9,527,000","9,473,000","9,257,000","8,221,000","7,560,000","7,845,000","8,429,000","8,088,000","7,038,000","6,677,000","5,721,000","5,551,000","4,612,000","4,338,000","3,995,000"
		GeneralAndAdministrativeExpense,"53,296,000","16,771,000","11,747,000","16,361,000","8,417,000","19,408,000","12,759,000","12,354,000","12,521,000","14,108,000","11,355,000","12,380,000","13,209,000","12,822,000","13,834,000","13,096,000","12,640,000","12,943,000","12,944,000","10,222,000","9,253,000","8,781,000","8,254,000","10,020,000","10,126,000","8,251,000","9,033,000","8,134,000","6,304,000","6,245,000","6,152,000","5,733,000","5,534,000","4,703,000","4,119,000","4,118,000","3,923,000","3,994,000","3,563,000","3,118,000","3,288,000","3,988,000","3,475,000","3,038,000","2,753,000","2,506,000","2,384,000","1,903,000","1,716,000","1,626,000"
			OtherGandA,"53,296,000","16,771,000","11,747,000","16,361,000","8,417,000","19,408,000","12,759,000","12,354,000","12,521,000","14,108,000","11,355,000","12,380,000","13,209,000","12,822,000","13,834,000","13,096,000","12,640,000","12,943,000","12,944,000","10,222,000","9,253,000","8,781,000","8,254,000","10,020,000","10,126,000","8,251,000","9,033,000","8,134,000","6,304,000","6,245,000","6,152,000","5,733,000","5,534,000","4,703,000","4,119,000","4,118,000","3,923,000","3,994,000","3,563,000","3,118,000","3,288,000","3,988,000","3,475,000","3,038,000","2,753,000","2,506,000","2,384,000","1,903,000","1,716,000","1,626,000"
		SellingAndMarketingExpense,"83,281,000","20,586,000","20,229,000","21,422,000","21,044,000","19,480,000","17,488,000","16,705,000","16,936,000","18,180,000","17,510,000","17,604,000","19,285,000","18,577,000","17,586,000","16,818,000","17,557,000","16,572,000","15,393,000","13,846,000","14,630,000","12,987,000","11,949,000","11,787,000","11,453,000","10,942,000","10,805,000","10,027,000","9,502,000","8,854,000","8,115,000","7,351,000","7,261,000","6,417,000","6,164,000","5,409,000","5,550,000","5,263,000","4,658,000","4,442,000","4,557,000","4,441,000","4,613,000","4,000,000","3,924,000","3,215,000","3,167,000","2,709,000","2,622,000","2,369,000"
	ResearchAndDevelopment,"42,617,000","10,557,000","10,386,000","10,614,000","11,060,000","12,181,000","11,390,000","7,915,000","8,648,000","8,987,000","8,151,000","8,359,000","8,169,000","8,013,000","7,580,000","7,458,000","7,032,000","6,665,000","5,776,000","5,877,000","6,084,000","5,823,000","5,278,000","5,976,000","5,816,000","5,318,000","4,879,000","4,760,000","4,397,000","4,314,000","4,682,000","4,555,000","3,914,000","3,456,000","3,458,000","3,026,000","2,751,000","2,628,000","2,515,000","2,561,000","2,401,000","1,660,000","1,583,000","1,304,000","1,223,000","1,112,000","1,122,000","1,065,000","1,050,000","1,044,000"
