name,ttm,03/31/2022,12/31/2021,03/31/2021,12/31/2020
OperatingCashFlow,"-102,790,000","-40,634,000","-28,244,000","-12,643,000","-8,888,000"
	CashFlowFromContinuingOperatingActivities,"-102,790,000","-40,634,000","-28,244,000","-12,643,000","-8,888,000"
		NetIncomeFromContinuingOperations,"-121,256,000","-47,848,000","-28,344,000","-14,523,000","-8,592,000"
		OperatingGainsLosses,,,,,"0"
			GainLossOnInvestmentSecurities,,,,,"0"
		DepreciationAmortizationDepletion,"77,000","35,000","22,000","10,000","1,000"
			DepreciationAndAmortization,"77,000","35,000","22,000","10,000","1,000"
				Depreciation,"77,000","35,000","22,000","10,000","1,000"
		AmortizationOfSecurities,"123,000","2,000","98,000","0",
		StockBasedCompensation,"6,942,000","4,392,000","1,091,000","586,000","121,000"
		OtherNonCashItems,,,"0","1,918,000","0"
		ChangeInWorkingCapital,"8,014,000","2,785,000","-1,111,000","-634,000","-418,000"
			ChangeInReceivables,"-143,000","-1,000",,"-2,000",
			ChangeInPrepaidAssets,"-9,132,000","-4,890,000","-2,722,000","-244,000","-175,000"
			ChangeInPayablesAndAccruedExpense,"17,351,000","7,761,000","1,755,000","-490,000","-261,000"
				ChangeInPayable,"5,513,000","5,020,000","1,386,000","177,000","466,000"
					ChangeInAccountPayable,"5,513,000","5,020,000","1,386,000","177,000","466,000"
				ChangeInAccruedExpense,"11,838,000","2,741,000","369,000","-667,000","-727,000"
					ChangeInInterestPayable,,,"-2,000",,"2,000"
			ChangeInOtherCurrentAssets,"-59,000","-82,000","0","102,000","18,000"
			ChangeInOtherCurrentLiabilities,,"-3,000",,"0",
InvestingCashFlow,"-145,703,000","-99,311,000","2,814,000","-14,000","-151,000"
	CashFlowFromContinuingInvestingActivities,"-145,703,000","-99,311,000","2,814,000","-14,000","-151,000"
		NetPPEPurchaseAndSale,"-681,000","-342,000","-186,000","-14,000","-151,000"
			PurchaseOfPPE,"-681,000","-342,000","-186,000","-14,000","-151,000"
		NetInvestmentPurchaseAndSale,"-145,022,000","-98,969,000","3,000,000","0",
			PurchaseOfInvestment,"-172,933,000","-123,880,000","0","0",
			SaleOfInvestment,"27,911,000","24,911,000",,"0",
FinancingCashFlow,"333,034,000","200,455,000","-1,065,000","25,927,000","1,178,000"
	CashFlowFromContinuingFinancingActivities,"333,034,000","200,455,000","-1,065,000","25,927,000","1,178,000"
		NetIssuancePaymentsOfDebt,"0","0","-263,000","25,896,000","1,162,000"
			NetLongTermDebtIssuance,"0","0","-263,000","25,896,000","1,162,000"
				LongTermDebtIssuance,"0","0","0","26,159,000","1,162,000"
				LongTermDebtPayments,"0","0",,"-263,000",
		NetCommonStockIssuance,,"200,897,000",,"0",
			CommonStockIssuance,,"200,897,000",,"0",
		NetPreferredStockIssuance,,,"209,000",,"0"
			PreferredStockIssuance,,,"209,000",,"0"
		ProceedsFromStockOptionExercised,"312,000","0","145,000","31,000","16,000"
		NetOtherFinancingCharges,,"-442,000","-1,156,000",,
EndCashPosition,"110,877,000","110,822,000","50,380,000","26,336,000","13,066,000"
	ChangesInCash,"84,541,000","60,510,000","-26,495,000","13,270,000","-7,861,000"
	EffectOfExchangeRateChanges,"-55,000","-68,000","9,000","0",
	BeginningCashPosition,"26,336,000","50,380,000","76,866,000","13,066,000","20,927,000"
CapitalExpenditure,"-681,000","-342,000","-186,000","-14,000",
IssuanceOfCapitalStock,"335,897,000","200,897,000","209,000","0","0"
IssuanceOfDebt,"0","0","0","26,159,000","1,162,000"
RepaymentOfDebt,"0","0",,"-263,000",
FreeCashFlow,"-103,471,000","-40,976,000","-28,430,000","-12,657,000","-9,039,000"
