name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009
OperatingCashFlow,"1,006,960,000","-112,253,000","597,522,000","243,099,000","278,592,000","77,850,000","257,893,000","412,528,000","382,135,000","420,033,000","370,936,000","241,114,000","252,527,000","297,494,000","348,002,000","280,291,000","74,387,000","200,702,000","256,233,000","240,486,000","124,789,000","54,215,000","301,626,000","195,430,000","87,351,000","121,505,000","230,132,000","326,040,000","131,009,000","67,403,000","290,842,000","159,771,000","106,227,000","51,494,000","167,674,000","125,299,000","96,402,000","-13,690,000","102,329,000","69,929,000","77,136,000","-113,934,000","209,108,000","68,063,000","11,248,000","-8,794,000","32,903,000","54,374,000","9,685,000","42,793,000","28,561,000","60,540,000","44,114,000","45,575,000"
	CashFlowFromContinuingOperatingActivities,"1,006,960,000","-112,253,000","597,522,000","243,099,000","278,592,000","77,850,000","257,893,000","412,528,000","382,135,000","420,033,000","370,936,000","241,114,000","252,527,000","297,494,000","348,002,000","280,291,000","74,387,000","200,702,000","256,233,000","240,486,000","124,789,000","54,215,000","301,626,000","195,430,000","87,351,000","121,505,000","230,132,000","326,040,000","131,009,000","67,403,000","290,842,000","159,771,000","106,227,000","51,494,000","167,674,000","125,299,000","96,402,000","-13,690,000","102,329,000","69,929,000","77,136,000","-113,934,000","209,108,000","68,063,000","11,248,000","-8,794,000","32,903,000","54,374,000","9,685,000","42,793,000","28,561,000","60,540,000","44,114,000","45,575,000"
		NetIncomeFromContinuingOperations,"873,210,000","217,952,000","225,004,000","234,007,000","196,247,000","184,239,000","209,851,000","188,817,000","158,488,000","147,060,000","235,510,000","225,805,000","261,651,000","172,107,000","302,000,000","157,694,000","176,852,000","174,937,000","282,697,000","202,823,000","130,987,000","123,693,000","95,424,000","132,804,000","114,185,000","109,972,000","52,830,000","116,770,000","98,678,000","94,153,000","109,540,000","95,509,000","88,549,000","75,109,000","68,120,000","78,620,000","73,099,000","64,662,000","60,071,000","59,648,000","54,401,000","42,079,000","37,772,000","40,514,000","36,714,000","32,335,000","17,514,000","33,398,000","29,639,000","27,345,000","24,948,000","29,882,000","20,808,000","13,414,000"
		OperatingGainsLosses,"16,346,000","152,000","9,964,000","0","6,230,000","-9,000","0","1,330,000","-33,709,000","2,371,000","-12,190,000","0","0","15,660,000","-150,652,000",,,,"668,000","-123,922,000","2,354,000","2,377,000","38,603,000","2,744,000","-7,184,000","2,193,000","43,742,000","6,108,000","5,118,000","2,700,000","20,661,000","2,200,000",,,,,,,,,,,"0","0",,,,,,,,,,
			GainLossOnSaleOfBusiness,,,,,,,,,,,,,,,"-152,750,000",,,,"1,000","-179,715,000","2,354,000","2,377,000","38,603,000","2,744,000","-7,184,000","2,193,000","43,742,000","6,108,000","5,118,000","2,700,000","4,897,000","2,200,000",,,,,,,,,,,,,,,,,,,,,,
			GainLossOnInvestmentSecurities,"152,000","152,000","0","0","0","-9,000","0","1,330,000","-33,709,000","2,371,000","-12,190,000","0","0","15,660,000","0",,,,"667,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"295,269,000","76,802,000","75,012,000","74,237,000","69,218,000","65,729,000","64,684,000","63,479,000","62,162,000","64,476,000","68,510,000","67,347,000","70,908,000","67,445,000","66,090,000","65,603,000","67,340,000","70,233,000","64,455,000","67,506,000","63,166,000","63,321,000","59,930,000","55,736,000","47,087,000","35,338,000","47,206,000","47,714,000","48,013,000","47,269,000","36,729,000","24,362,000","23,082,000","23,073,000","22,501,000","16,404,000","14,240,000","13,053,000","13,617,000","12,230,000","10,250,000","10,395,000","8,595,000","7,728,000","7,393,000","7,325,000","7,155,000","7,573,000","6,927,000","6,811,000","6,924,000","6,531,000","5,802,000","4,291,000"
			DepreciationAndAmortization,"295,269,000","76,802,000","75,012,000","74,237,000","69,218,000","65,729,000","64,684,000","63,479,000","62,162,000","64,476,000","68,510,000","67,347,000","70,908,000","67,445,000","66,090,000","65,603,000","67,340,000","70,233,000","64,455,000","67,506,000","63,166,000","63,321,000","59,930,000","55,736,000","47,087,000","35,338,000","47,206,000","47,714,000","48,013,000","47,269,000","36,729,000","24,362,000","23,082,000","23,073,000","22,501,000","16,404,000","14,240,000","13,053,000","13,617,000","12,230,000","10,250,000","10,395,000","8,595,000","7,728,000","7,393,000","7,325,000","7,155,000","7,573,000","6,927,000","6,811,000","6,924,000","6,531,000","5,802,000","4,291,000"
				Depreciation,"79,087,000","21,140,000","19,966,000","19,511,000","18,470,000","17,624,000","17,031,000","16,543,000","15,819,000","15,788,000","16,391,000","15,753,000","15,508,000","15,132,000","14,762,000","13,141,000","12,636,000","12,397,000","11,503,000","13,503,000","10,926,000","10,667,000","10,750,000","9,395,000","8,335,000","7,976,000","7,521,000","7,845,000","7,598,000","7,498,000","6,317,000","5,107,000","4,872,000","4,801,000","4,723,000","4,108,000","4,023,000","4,031,000","4,285,000","3,543,000","3,169,000","3,119,000","2,974,000","2,946,000","2,806,000","2,725,000","2,699,000","3,238,000","2,701,000","2,623,000","2,806,000","2,597,000","2,307,000","1,938,000"
				AmortizationCashFlow,"216,182,000","55,662,000","55,046,000","54,726,000","50,748,000","48,105,000","47,653,000","46,936,000","46,343,000","48,688,000","52,119,000","51,594,000","55,400,000","52,313,000","51,328,000","52,462,000","54,704,000","57,836,000","52,952,000","54,003,000","52,240,000","52,654,000","49,180,000","46,341,000","38,752,000","27,362,000","39,685,000","39,869,000","40,415,000","39,771,000","30,412,000","19,255,000","18,210,000","18,272,000","17,778,000","12,296,000","10,217,000","9,022,000","9,332,000","8,687,000","7,081,000","7,276,000","5,621,000","4,782,000","4,587,000","4,600,000","4,456,000","4,335,000","4,226,000","4,188,000","4,118,000","3,934,000","3,495,000","2,353,000"
