name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003
OperatingCashFlow,"1,285,443,000","518,900,000","333,189,000","286,097,000","147,302,000","448,255,000","376,682,000","160,190,000","302,180,000","415,118,000","101,485,000","79,582,000","111,811,000","124,589,000","237,203,000","175,529,000","144,770,000","179,365,000","45,943,000","-47,104,000","158,887,000","-21,005,000","84,763,000","66,785,000","57,778,000","38,431,000","56,611,000","60,062,000","30,967,000","49,626,000","45,885,000","47,222,000","28,689,000","44,731,000","-18,389,000","31,894,000","729,000","13,105,000","11,159,000","26,332,000","16,355,000","26,042,000","5,374,000","12,746,000","4,514,000","17,706,000","10,533,000","24,325,000","10,039,000","14,371,000","13,159,000","7,938,000","5,547,000","-3,651,000","19,922,000","11,885,000","18,564,000","10,277,000","16,999,000","6,480,000","10,102,000","3,406,000","24,054,000","13,021,000","11,337,000","6,050,000","12,445,000","5,653,000","-15,022,000","11,274,000","12,842,000","17,726,000","-3,727,000","5,070,000","-10,764,000"
	CashFlowFromContinuingOperatingActivities,"1,285,443,000","518,900,000","333,189,000","286,097,000","147,302,000","448,255,000","376,682,000","160,190,000","302,180,000","415,118,000","101,485,000","79,582,000","111,811,000","124,589,000","237,203,000","175,529,000","144,770,000","179,365,000","45,943,000","-47,104,000","158,887,000","-21,005,000","84,763,000","66,785,000","57,778,000","38,431,000","56,611,000","60,062,000","30,967,000","49,626,000","45,885,000","47,222,000","28,689,000","44,731,000","-18,389,000","31,894,000","729,000","13,105,000","11,159,000","26,332,000","16,355,000","26,042,000","5,374,000","12,746,000","4,514,000","17,706,000","10,533,000","24,325,000","10,039,000","14,371,000","13,159,000","7,938,000","5,547,000","-3,651,000","19,922,000","11,885,000","18,564,000","10,277,000","16,999,000","6,480,000","10,102,000","3,406,000","24,054,000","13,021,000","11,337,000","6,050,000","12,445,000","5,653,000","-15,022,000","11,274,000","12,842,000","17,726,000","-3,727,000","5,070,000","-10,764,000"
		NetIncomeFromContinuingOperations,"882,636,000","251,400,000","262,328,000","169,157,000","199,761,000","199,190,000","362,912,000","189,313,000","98,141,000","157,694,000","113,851,000","-5,178,000","70,735,000","56,887,000","154,490,000","99,828,000","86,606,000","47,341,000","379,856,000","42,072,000","48,455,000","4,944,000","20,411,000","25,616,000","24,799,000","22,274,000","27,416,000","17,155,000","19,900,000","11,912,000","30,849,000","15,404,000","10,944,000","7,353,000","-12,452,000","3,595,000","6,367,000","705,000",,,,,,,,"-6,312,000","14,274,000","-2,995,000","-9,421,000","-3,673,000","967,000","-18,391,000","-1,242,000","6,052,000","-21,280,000","-45,328,000","3,877,000","-15,328,000","-2,605,000","-6,844,000","-1,291,000","-9,033,000","4,604,000","-3,941,000","-2,368,000","-7,287,000","-6,107,000","-8,887,000","-45,010,000","11,274,000","741,000","-5,702,000","1,175,000","-16,714,000","-35,090,000"
		OperatingGainsLosses,"-138,236,000","-37,700,000","-43,287,000","-20,285,000","-35,504,000","-31,260,000","-17,807,000","21,548,000","-11,702,000","-14,144,000","-4,556,000","-98,742,000","2,403,000","1,165,000","12,152,000","4,666,000","149,000","946,000","772,000","3,596,000","350,000","-25,818,000","2,071,000","-249,000","-172,000","-97,000","1,187,000","-5,000","125,000","802,000","499,000","-7,000","232,000","-15,000","-489,000","-34,000","-5,000","7,000","-17,840,000","-4,000","495,000","-19,000","441,000","-82,000","1,011,000","246,000","15,222,000","-861,000","-6,030,000","-148,000","-1,130,000","-2,605,000","-4,667,000","-20,818,000","-4,036,000","-6,020,000","-806,000","-2,956,000","6,007,000","-2,600,000","-3,284,000","-2,102,000","-2,039,000","-1,259,000","-2,591,000","-1,756,000","-1,357,000","-2,216,000",,,,,,,"-7,361,000"
			GainLossOnSaleOfBusiness,,,"-300,000","0","-14,000","-2,441,000","-448,000","0","50,000","-7,075,000","517,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			GainLossOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,"-57,622,000",,,,,,,,,,,,,,,,,"-5,114,000","-4,000",,,,,,,,"10,000","10,000","-24,000","253,000","7,000",,,,,,,,,,,,,,,,,,,,,,,
			EarningsLossesFromEquityInvestments,"-132,480,000","-37,700,000","-46,873,000","-20,783,000","-27,116,000","-29,808,000","-28,803,000","-15,861,000","-11,332,000","-14,158,000","-15,864,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		DepreciationAmortizationDepletion,"589,045,000","144,600,000","152,172,000","146,968,000","145,367,000","144,038,000","142,825,000","137,844,000","141,022,000","143,197,000","161,533,000","90,258,000","78,382,000","78,537,000","84,286,000","79,851,000","78,184,000","78,216,000","80,769,000","77,067,000","80,610,000","84,620,000","30,181,000","29,600,000","30,278,000","30,274,000","30,656,000","30,367,000","27,734,000","29,094,000","19,130,000","18,403,000","17,426,000","17,572,000","19,103,000","19,859,000","18,438,000","18,939,000","21,186,000","11,376,000","11,226,000","11,352,000","11,360,000","12,831,000","10,314,000","13,319,000","13,410,000","13,704,000","13,582,000","13,675,000","14,280,000","17,052,000","14,118,000","13,183,000","12,164,000","14,239,000","13,681,000","17,787,000","17,609,000","17,642,000","17,097,000","17,175,000","16,257,000","15,801,000","15,852,000","15,931,000","15,760,000","16,279,000",,,,,,,"40,037,000"
			DepreciationAndAmortization,"589,045,000","144,600,000","152,172,000","146,968,000","145,367,000","144,038,000","142,825,000","137,844,000","141,022,000","143,197,000","161,533,000","90,258,000","78,382,000","78,537,000","84,286,000","79,851,000","78,184,000","78,216,000","80,769,000","77,067,000","80,610,000","84,620,000","30,181,000","29,600,000","30,278,000","30,274,000","30,656,000","30,367,000","27,734,000","29,094,000","19,130,000","18,403,000","17,426,000","17,572,000","19,103,000","19,859,000","18,438,000","18,939,000","21,186,000","11,376,000","11,226,000","11,352,000","11,360,000","12,831,000","10,314,000","13,319,000","13,410,000","13,704,000","13,582,000","13,675,000","14,280,000","17,052,000","14,118,000","13,183,000","12,164,000","14,239,000","13,681,000","17,787,000","17,609,000","17,642,000","17,097,000","17,175,000","16,257,000","15,801,000","15,852,000","15,931,000","15,760,000","16,279,000",,,,,,,"40,037,000"
				Depreciation,"166,165,000","39,100,000","45,839,000","41,354,000","39,904,000","39,468,000","39,901,000","36,611,000","35,770,000","35,406,000","38,485,000","29,363,000","28,090,000","27,437,000","31,212,000","27,673,000","25,090,000","25,814,000","26,161,000","25,979,000","26,292,000","22,226,000","13,126,000","12,877,000","12,739,000","12,558,000","11,972,000","13,076,000","11,302,000","10,872,000","9,247,000","8,838,000","8,543,000","8,419,000","8,787,000","8,598,000","8,213,000","7,980,000","6,196,000","5,896,000","5,715,000","5,748,000","5,792,000","5,618,000","5,205,000","5,230,000","5,223,000","5,252,000","5,257,000","5,380,000","5,677,000","5,413,000","5,394,000","5,196,000","5,374,000","5,229,000","5,088,000","5,333,000","5,186,000","5,011,000","5,024,000","4,988,000","4,438,000","4,400,000","4,622,000","4,626,000","3,987,000","3,996,000",,,,,,,"11,290,000"
