name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010
TotalAssets,"6,025,575,000","5,944,033,000","6,025,792,000","5,984,942,000","5,499,601,000","5,368,184,000","5,284,898,000","4,703,989,000","4,793,966,000","4,630,627,000","4,568,858,000","4,513,650,000","3,831,841,000","3,797,977,000","3,735,386,000","3,632,032,000","3,603,366,000","3,539,296,000","3,529,635,000","3,575,525,000","3,373,105,000","3,166,535,000","3,093,619,000","3,041,680,000","3,010,171,000","2,966,508,000","2,874,625,000","2,853,179,000","2,877,493,000","2,832,070,000","2,829,126,000","2,963,413,000","2,940,818,000","3,050,133,000","3,184,519,000","3,168,023,000","3,177,528,000","3,150,906,000","3,090,078,000","3,109,022,000","3,314,791,000","3,207,349,000","3,136,169,000","3,027,569,000","3,024,023,000","3,198,532,000","3,082,104,000","3,015,262,000","3,062,223,000"
	CurrentAssets,"2,445,676,000","2,355,140,000","2,419,909,000","2,476,815,000","2,636,172,000","2,821,366,000","2,811,043,000","2,243,540,000","2,328,188,000","2,222,763,000","2,163,403,000","2,116,399,000","1,699,340,000","1,661,866,000","1,601,897,000","1,511,511,000","1,488,719,000","1,425,160,000","1,449,277,000","1,506,976,000","1,294,480,000","1,358,783,000","1,271,813,000","1,210,228,000","1,189,771,000","1,134,183,000","1,147,613,000","1,128,913,000","1,163,208,000","1,154,546,000","1,178,724,000","1,300,753,000","1,255,977,000","1,348,092,000","1,464,009,000","1,431,345,000","1,424,352,000","1,396,652,000","1,442,662,000","1,473,145,000","1,657,663,000","1,537,695,000","1,471,410,000","1,376,788,000","1,365,649,000","1,531,964,000","1,405,264,000","1,343,733,000","1,370,168,000"
		CashCashEquivalentsAndShortTermInvestments,"695,910,000","642,709,000","788,697,000","621,862,000","990,955,000","1,341,301,000","1,275,190,000","620,612,000","741,901,000","696,821,000","781,546,000","649,100,000","283,990,000","211,859,000","342,586,000","149,723,000","286,958,000","289,495,000","330,043,000","337,487,000","217,417,000","349,624,000","307,223,000","179,974,000","187,529,000","167,104,000","187,401,000","151,476,000","207,217,000","197,443,000","241,824,000","319,448,000","259,994,000","403,164,000","427,223,000","385,359,000","350,384,000","317,578,000","488,979,000","336,051,000","484,368,000","405,027,000","356,220,000","228,513,000","192,631,000","457,772,000","366,526,000","300,611,000","307,835,000"
			CashAndCashEquivalents,"695,910,000","642,709,000","788,697,000","621,862,000","990,955,000","1,341,301,000","1,275,190,000","620,612,000","741,901,000","696,821,000","781,546,000","649,100,000","283,990,000","211,859,000","342,586,000","149,723,000","286,958,000","289,495,000","330,043,000","337,487,000","217,417,000","349,624,000","307,223,000","179,974,000","187,529,000","167,104,000","187,401,000","151,476,000","207,217,000","197,443,000","241,824,000","319,448,000","259,994,000","403,164,000","427,223,000","385,359,000","350,384,000","317,578,000","488,979,000","336,051,000","484,368,000","405,027,000","356,220,000","228,513,000","192,631,000","457,772,000","366,526,000","300,611,000","307,835,000"
		Receivables,"1,622,989,000","1,618,494,000","1,511,579,000","1,672,772,000","1,411,894,000","1,420,705,000","1,467,581,000","1,521,545,000","1,459,471,000","1,427,816,000","1,321,111,000","1,407,716,000","1,330,364,000","1,322,097,000","1,165,326,000","1,275,221,000","1,130,452,000","1,045,300,000","1,026,477,000","1,073,968,000","991,810,000","902,493,000","872,655,000","952,797,000","892,289,000","845,175,000","847,957,000","867,441,000","857,310,000","844,745,000","820,705,000","897,542,000","916,737,000","886,260,000","968,440,000","995,554,000","1,035,275,000","980,287,000","839,647,000","1,070,776,000","1,124,109,000","1,065,056,000","1,031,545,000","1,079,944,000","1,111,004,000","1,011,662,000","972,542,000","994,926,000","1,018,311,000"
			AccountsReceivable,"465,322,000","509,632,000","426,571,000","571,326,000","375,383,000","456,755,000","449,382,000","526,500,000","474,822,000","503,549,000","460,120,000","530,678,000","494,671,000","543,355,000","416,909,000","497,450,000","395,136,000","427,277,000","406,228,000","442,028,000","340,716,000","364,528,000","307,492,000","387,865,000","308,670,000","352,172,000","355,812,000","365,289,000","318,464,000","378,691,000","358,814,000","409,537,000","395,509,000","452,478,000","472,002,000","456,874,000","431,770,000","452,150,000","839,647,000","1,070,776,000","1,077,315,000","1,065,056,000","1,031,545,000","1,079,944,000","1,111,004,000","1,011,662,000","972,542,000","994,926,000","1,018,311,000"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"840,409,000","1,071,504,000","1,078,114,000","1,067,390,000",,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-762,000","-728,000","-799,000","-2,334,000",,,,,,,
			TaxesReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,689,000",,,,"46,794,000",,,,,,,,
			OtherReceivables,"1,157,667,000","1,108,862,000","1,085,008,000","1,101,446,000","1,037,968,000","968,283,000","1,022,558,000","999,497,000","988,634,000","928,056,000","873,968,000","889,744,000","846,372,000","789,811,000","749,672,000","777,885,000","735,393,000","619,405,000","623,018,000","632,809,000","651,094,000","537,976,000","565,619,000","565,923,000","584,275,000","493,163,000","492,692,000","502,874,000","539,203,000","466,450,000","462,140,000","489,010,000","522,685,000","435,465,000","498,426,000","540,708,000","598,004,000","528,828,000",,,,,,,,,,,
			ReceivablesAdjustmentsAllowances,"0","0","0","0","-1,457,000","-4,333,000","-4,359,000","-4,452,000","-3,985,000","-3,789,000","-12,977,000","-12,706,000","-10,679,000","-11,069,000","-1,255,000","-114,000","-77,000","-1,382,000","-2,769,000","-869,000","0","-11,000","-456,000","-991,000","-656,000","-160,000","-547,000","-722,000","-357,000","-396,000","-249,000","-1,005,000","-1,457,000","-1,683,000","-1,988,000","-2,028,000","-188,000","-691,000",,,,,,,,,,,
		PrepaidAssets,"126,777,000","93,937,000","119,633,000","182,181,000","233,323,000","59,360,000","68,272,000","101,383,000","126,816,000","98,126,000","60,746,000","59,583,000","84,986,000","127,910,000","93,985,000","86,567,000","71,309,000","90,365,000","92,757,000","95,521,000","85,253,000","106,666,000","91,935,000","77,457,000","109,953,000","121,904,000","112,255,000","109,996,000","84,142,000","112,358,000","116,195,000","83,763,000","49,559,000","58,668,000","68,346,000","50,432,000","29,129,000","98,787,000","114,036,000","66,318,000","32,090,000","67,612,000","83,645,000","68,331,000","38,703,000","62,530,000","41,696,000","39,554,000","32,546,000"
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,539,000",,,,"29,687,000",,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,539,000",,,,"29,687,000",,,,,,,,,,,,,,,,
		OtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,564,000",,,,"17,096,000",,,,"23,311,000",,"24,500,000","8,642,000","11,476,000"
	TotalNonCurrentAssets,"3,579,899,000","3,588,893,000","3,605,883,000","3,508,127,000","2,863,429,000","2,546,818,000","2,473,855,000","2,460,449,000","2,465,778,000","2,407,864,000","2,405,455,000","2,397,251,000","2,132,501,000","2,136,111,000","2,133,489,000","2,120,521,000","2,114,647,000","2,114,136,000","2,080,358,000","2,068,549,000","2,078,625,000","1,807,752,000","1,821,806,000","1,831,452,000","1,820,400,000","1,832,325,000","1,727,012,000","1,724,266,000","1,714,285,000","1,677,524,000","1,650,402,000","1,662,660,000","1,684,841,000","1,702,041,000","1,720,510,000","1,736,678,000","1,753,176,000","1,754,254,000","1,647,416,000","1,635,877,000","1,657,128,000","1,669,654,000","1,664,759,000","1,650,781,000","1,658,374,000","1,666,568,000","1,676,840,000","1,671,529,000","1,692,055,000"
		NetPPE,"429,460,000","424,556,000","429,364,000","433,853,000","444,016,000","441,072,000","443,307,000","435,726,000","448,199,000","438,734,000","438,285,000","435,147,000","172,453,000","153,720,000","152,264,000","152,053,000","169,896,000","166,498,000","151,724,000","138,912,000","139,167,000","133,788,000","128,266,000","128,813,000","130,169,000","126,048,000","115,465,000","111,880,000","111,367,000","105,537,000","110,033,000","117,930,000","129,427,000","134,990,000","143,885,000","154,126,000","166,570,000","170,216,000","174,640,000","178,870,000","191,079,000","195,277,000","188,789,000","177,254,000","173,430,000","159,794,000","150,952,000","140,635,000","136,648,000"
			GrossPPE,"684,119,000","424,556,000","429,364,000","433,853,000","679,507,000","441,072,000","443,307,000","435,726,000","720,568,000","438,734,000","438,285,000","435,147,000","495,636,000",,,,"504,874,000",,,,"452,081,000",,,,"418,486,000",,,,"388,643,000",,,,"380,478,000",,,,"373,010,000",,,,"358,839,000","195,456,800","353,789,000","328,552,000","311,525,000",,,,"226,777,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0"
				MachineryFurnitureEquipment,"221,546,000",,,,"215,001,000",,,,"234,761,000",,,,"270,326,000",,,,"302,741,000",,,,"275,072,000",,,,"262,683,000",,,,"235,982,000",,,,"179,312,000",,,,"218,843,000",,,,"214,311,000",,,,"198,259,000",,,,"147,276,000"
				OtherProperties,"227,231,000","424,556,000","429,364,000","433,853,000","239,374,000","441,072,000","443,307,000","435,726,000","240,122,000","438,734,000","438,285,000","435,147,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"235,342,000",,,,"225,132,000",,,,"245,685,000",,,,"225,310,000",,,,"202,133,000",,,,"177,009,000",,,,"155,803,000",,,,"152,661,000",,,,"201,166,000",,,,"154,167,000",,,,"144,528,000",,,,"113,266,000",,,,"79,501,000"
			AccumulatedDepreciation,"-254,659,000",,,,"-235,491,000",,,,"-272,369,000",,,,"-323,183,000",,,,"-334,978,000",,,,"-312,914,000",,,,"-288,317,000",,,,"-277,276,000",,,,"-251,051,000",,,,"-206,440,000",,,,"-167,760,000","-179,800","-165,000,000","-151,298,000","-138,095,000",,,,"-90,129,000"
		GoodwillAndOtherIntangibleAssets,"2,668,613,000","2,686,571,000","2,705,110,000","2,534,913,000","1,888,288,000","1,885,307,000","1,884,929,000","1,884,629,000","1,882,147,000","1,879,429,000","1,875,460,000","1,872,789,000","1,868,211,000","1,868,650,000","1,869,109,000","1,867,106,000","1,842,118,000","1,846,541,000","1,835,066,000","1,839,079,000","1,843,070,000","1,573,240,000","1,576,351,000","1,579,461,000","1,582,571,000","1,584,576,000","1,519,378,000","1,520,533,000","1,523,613,000","1,521,743,000","1,489,357,000","1,492,021,000","1,494,676,000","1,498,674,000","1,505,049,000","1,509,144,000","1,513,589,000","1,517,606,000","1,405,291,000","1,408,705,000","1,411,838,000","1,416,040,000","1,409,047,000","1,399,859,000","1,403,787,000","1,410,856,000","1,406,799,000","1,423,467,000","1,432,009,000"
			Goodwill,"2,021,931,000","2,021,931,000","2,022,830,000","1,925,151,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,160,000","1,581,146,000","1,580,929,000","1,571,186,000","1,571,186,000","1,571,190,000","1,361,913,000","1,361,913,000","1,361,913,000","1,361,913,000","1,361,550,000","1,305,357,000","1,303,832,000","1,304,231,000","1,299,370,000","1,273,293,000","1,273,560,000","1,273,789,000","1,274,046,000","1,276,724,000","1,277,123,000","1,277,369,000","1,276,565,000","1,187,715,000","1,188,004,000","1,188,004,000","1,188,115,000","1,177,031,000","1,163,712,000","1,163,549,000","1,163,457,000","1,152,238,000","1,161,745,000","1,163,129,000"
			OtherIntangibleAssets,"646,682,000","664,640,000","682,280,000","609,762,000","307,128,000","304,147,000","303,769,000","303,469,000","300,987,000","298,269,000","294,300,000","291,629,000","287,051,000","287,490,000","287,949,000","285,946,000","260,972,000","265,612,000","263,880,000","267,893,000","271,880,000","211,327,000","214,438,000","217,548,000","220,658,000","223,026,000","214,021,000","216,701,000","219,382,000","222,373,000","216,064,000","218,461,000","220,887,000","224,628,000","228,325,000","232,021,000","236,220,000","241,041,000","217,576,000","220,701,000","223,834,000","227,925,000","232,016,000","236,147,000","240,238,000","247,399,000","254,561,000","261,722,000","268,880,000"
		NonCurrentAccountsReceivable,"64,339,000","64,395,000","64,084,000","64,054,000","63,869,000",,"63,294,000","63,016,000",,"61,892,000","61,503,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,991,000","17,446,000","17,072,000"
		NonCurrentDeferredAssets,,,,,,,,,,,,,,,,,"0",,,,"10,825,000",,,,"22,054,000",,,,"14,758,000",,,,"0",,,,"10,032,000",,,,"7,790,000",,,,,,"48,998,000","36,143,000","53,204,000"
			NonCurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,"0",,,,"10,825,000",,,,"22,054,000",,,,"14,758,000",,,,"0",,,,"10,032,000",,,,"7,790,000",,,,,,"48,998,000","36,143,000","53,204,000"
		OtherNonCurrentAssets,"417,487,000","413,371,000","407,325,000","475,307,000","467,256,000","220,439,000","82,325,000","77,078,000","135,432,000","27,809,000","30,207,000","89,315,000","91,837,000","113,741,000","112,116,000","101,362,000","102,633,000","101,097,000","93,568,000","90,558,000","85,563,000","100,724,000","117,189,000","123,178,000","85,606,000","121,701,000","92,169,000","91,853,000","64,547,000","50,244,000","51,012,000","52,709,000","60,738,000","68,377,000","71,576,000","73,408,000","62,985,000","66,432,000","67,485,000","48,302,000","46,421,000","58,337,000","66,923,000","73,668,000","81,157,000","95,918,000","52,100,000","53,838,000","53,122,000"
