name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
TotalRevenue,"220,711,000","64,553,000","51,394,000","67,788,000","36,976,000","44,991,000","33,231,000","42,086,000","23,757,000","32,709,000"
	OperatingRevenue,"220,711,000","64,553,000","51,394,000","67,788,000","36,976,000","44,991,000","33,231,000","42,086,000","23,757,000","32,709,000"
CostOfRevenue,"78,353,000","24,253,000","19,254,000","21,724,000","13,122,000","16,091,000","11,551,000","13,777,000","10,868,000","11,609,000"
GrossProfit,"142,358,000","40,300,000","32,140,000","46,064,000","23,854,000","28,900,000","21,680,000","28,309,000","12,889,000","21,100,000"
OperatingExpense,"156,252,000","47,404,000","42,467,000","34,968,000","31,413,000","35,367,000","24,661,000","22,891,000","28,051,000","24,190,000"
	SellingGeneralAndAdministration,"121,503,000","36,428,000","33,375,000","27,216,000","24,484,000","27,845,000","17,965,000","16,812,000","21,673,000","18,842,000"
		GeneralAndAdministrativeExpense,"64,529,000","18,820,000","17,478,000","14,676,000","13,578,000","15,914,000","9,695,000","9,172,000","13,548,000","10,265,000"
			OtherGandA,"64,529,000","18,820,000","17,478,000","14,676,000","13,578,000","15,914,000","9,695,000","9,172,000","13,548,000","10,265,000"
		SellingAndMarketingExpense,"56,974,000","17,608,000","15,897,000","12,540,000","10,906,000","11,931,000","8,270,000","7,640,000","8,125,000","8,577,000"
	ResearchAndDevelopment,"34,749,000","10,976,000","9,092,000","7,752,000","6,929,000","7,522,000","6,696,000","6,079,000","6,378,000","5,348,000"
OperatingIncome,"-13,894,000","-7,104,000","-10,327,000","11,096,000","-7,559,000","-6,467,000","-2,981,000","5,418,000","-15,162,000","-3,090,000"
NetNonOperatingInterestIncomeExpense,"-1,618,000","-218,000","-217,000","-542,000","-629,000","-621,000","-673,000","-584,000","-679,000","-597,000"
	InterestExpenseNonOperating,"1,618,000","218,000","217,000","542,000","629,000","621,000","673,000","584,000","679,000","597,000"
OtherIncomeExpense,"-11,611,000","-2,327,000","603,000","-214,000","-9,685,000","-1,365,000","245,000","5,000","116,000","-294,000"
